iteration,Train/mean_reward,Train/mean_episode_length,Train/mean_step_reward,Episode_Termination/time_out,Episode_Termination/fell_over,Metrics/twist/error_vel_xy,Metrics/twist/error_vel_yaw,Loss/value,Loss/surrogate,Loss/entropy,Loss/learning_rate,Loss/kl,Policy/mean_std,Perf/total_fps,Perf/collection_time,Perf/learning_time,Curriculum/action_rate_weight,Curriculum/standing_envs,time_s,env_steps,Episode_Reward/track_linear_velocity,Episode_Reward/track_angular_velocity,Episode_Reward/upright,Episode_Reward/pose,Episode_Reward/action_rate_l2,Episode_Reward/alive,Episode_Reward/air_time,Episode_Reward/single_stance,Episode_Reward/foot_lift,Episode_Reward/foot_alternation,Episode_Reward/foot_symmetry,Episode_Reward/foot_clearance,Episode_Reward/foot_swing_height,Episode_Reward/foot_slip,Episode_Reward/trot,Episode_Reward/joint_torque,Episode_Reward/self_collisions,Episode_Reward/dof_pos_limits,Episode_Reward/body_ang_vel,Episode_Reward/angular_momentum,Episode_Reward/undesired_contacts,Episode_Reward/base_height,Episode_Reward/three_stance,Episode_Reward/under_stance,Episode_Reward/all_stance,Episode_Reward/footfall_sequence
181,16.6153,516.8,0.0337817,0.25,0.583333,0.166951,1.36864,0.337215,-0.0112095,2.34455,5.85277e-05,0.0156207,0.294227,13640,0.593012,0.307865,-0.1,0.02,159.388,2.22413e+06,0.14098,0.0122508,0.355488,0.0450159,-0.138102,0.5168,0.065375,nan,nan,nan,nan,-0.0197869,-0.0704795,-0.0338675,nan,-0.206669,-0.0002,-0.0374955,-0.500705,nan,-0.60795,0.755488,0.2786,-1.0316,-0.0255,1.33313
182,15.8222,606.762,0.0328546,0.25,0.625,0.16259,1.38209,0.304344,-0.0107485,2.34464,5.85277e-05,0.012633,0.294237,13896.9,0.56293,0.321293,-0.1,0.02,160.274,2.23642e+06,0.191873,0.0130585,0.414887,0.0499607,-0.160754,0.606762,0.0763238,nan,nan,nan,nan,-0.0233145,-0.0866366,-0.038608,nan,-0.241225,-0.000333333,-0.0430129,-0.602414,nan,-0.721571,0.877946,0.309333,-1.20952,-0.0329524,1.41131
183,21.8002,589.857,0.0354962,0.125,0.166667,0.163703,1.39082,0.294267,-0.00987281,2.34525,5.85277e-05,0.00919257,0.294264,14135.1,0.58929,0.280038,-0.1,0.02,161.144,2.2487e+06,0.151702,0.0130319,0.41496,0.0496738,-0.158532,0.589857,0.0759714,nan,nan,nan,nan,-0.0224095,-0.0833485,-0.0393223,nan,-0.236162,-0.000285714,-0.0426975,-0.565604,nan,-0.698571,0.860676,0.326286,-1.16857,-0.032,1.65536
184,20.5627,669.348,0.0306561,0.333333,0.625,0.167736,1.34057,0.301735,-0.0106025,2.34637,5.85277e-05,0.0167974,0.294289,15958.3,0.503532,0.266473,-0.1,0.02,161.916,2.26099e+06,0.233569,0.0172516,0.458511,0.057297,-0.178292,0.669348,0.0849217,nan,nan,nan,nan,-0.0255383,-0.0935041,-0.0432851,nan,-0.267147,-0.000130435,-0.051351,-0.65097,nan,-0.775826,0.979477,0.345217,-1.32139,-0.0312174,1.6212
185,26.447,694.812,0.0321961,0.166667,0.5,0.168764,1.34081,0.299979,-0.0116594,2.34602,5.85277e-05,0.0140771,0.294232,13713.7,0.538788,0.357251,-0.1,0.02,162.813,2.27328e+06,0.239902,0.017199,0.474844,0.0621446,-0.187283,0.694812,0.0895125,nan,nan,nan,nan,-0.0278714,-0.100969,-0.0480149,nan,-0.277623,0,-0.0518976,-0.670563,nan,-0.810937,1.00866,0.393,-1.36525,-0.0345,1.91719
186,28.6007,836.923,0.0325617,0.291667,0.25,0.168767,1.33937,0.317343,-0.00992381,2.34306,5.85277e-05,0.0115181,0.294159,10921,0.692259,0.432917,-0.1,0.02,163.941,2.28557e+06,0.236321,0.0198486,0.568583,0.073297,-0.225061,0.836923,0.115031,nan,nan,nan,nan,-0.033843,-0.126665,-0.0581569,nan,-0.334493,0,-0.0640562,-0.810026,nan,-0.967615,1.2116,0.473231,-1.65569,-0.0416923,2.2125
187,19.5213,618.35,0.0311273,0.208333,0.625,0.169275,1.35158,0.325922,-0.0107975,2.34042,5.85277e-05,0.0186147,0.294107,11304.8,0.61981,0.467162,-0.1,0.02,165.029,2.29786e+06,0.187229,0.0156351,0.422069,0.0559678,-0.165355,0.61835,0.082005,nan,nan,nan,nan,-0.023816,-0.082286,-0.0413192,nan,-0.247454,0,-0.0451739,-0.588981,nan,-0.72585,0.894244,0.3464,-1.2154,-0.0302,1.52
188,23.1642,701.533,0.0297126,0.25,0.375,0.167943,1.34381,0.310001,-0.0102719,2.33807,5.85277e-05,0.0152317,0.294024,12266.9,0.604079,0.397638,-0.1,0.02,166.032,2.31014e+06,0.223133,0.0159833,0.482473,0.0609857,-0.187931,0.701533,0.0893267,nan,nan,nan,nan,-0.0266453,-0.0951202,-0.0461322,nan,-0.278948,-0.0002,-0.0506012,-0.68119,nan,-0.825,1.02091,0.403467,-1.36907,-0.0329333,1.75417
189,22.8007,753.923,0.0335989,0.25,0.291667,0.16507,1.36422,0.283257,-0.0104782,2.3352,5.85277e-05,0.0173699,0.293996,13434.3,0.611218,0.303457,-0.1,0.02,166.948,2.32243e+06,0.231908,0.0183357,0.513769,0.0650989,-0.204432,0.753923,0.0961615,nan,nan,nan,nan,-0.0274902,-0.106023,-0.0476391,nan,-0.302188,0,-0.0527021,-0.737254,nan,-0.919385,1.09549,0.381846,-1.50308,-0.0393846,1.92308
190,20.5272,656.28,0.0348646,0.458333,0.583333,0.168357,1.37965,0.366596,-0.0108615,2.3347,5.85277e-05,0.0108138,0.293986,15522.2,0.546162,0.245477,-0.1,0.02,167.742,2.33472e+06,0.21388,0.0141054,0.445646,0.0579602,-0.175765,0.65628,0.085376,nan,nan,nan,nan,-0.0253705,-0.0941975,-0.0436911,nan,-0.261939,0,-0.0484268,-0.641378,nan,-0.78312,0.955201,0.36336,-1.2872,-0.03336,1.629
191,20.8532,673.96,0.0317737,0.375,0.666667,0.170261,1.36459,0.364838,-0.0111425,2.33422,5.85277e-05,0.0149534,0.293985,16665,0.481348,0.256005,-0.1,0.02,168.48,2.34701e+06,0.21067,0.0146696,0.461255,0.0611021,-0.180494,0.67396,0.090404,nan,nan,nan,nan,-0.026801,-0.0970922,-0.0449666,nan,-0.269718,-0.00016,-0.0488194,-0.652042,nan,-0.78348,0.966431,0.37088,-1.35328,-0.03536,1.6855
192,20.7594,652.316,0.0337275,0.25,0.541667,0.169871,1.37181,0.301702,-0.0109348,2.3348,5.85277e-05,0.00779781,0.294012,14369.8,0.500236,0.354893,-0.1,0.02,169.337,2.3593e+06,0.242435,0.0143816,0.4516,0.0585857,-0.175287,0.652316,0.0880526,nan,nan,nan,nan,-0.0252534,-0.0911876,-0.0437902,nan,-0.260403,-0.000157895,-0.0491799,-0.636186,nan,-0.764526,0.943757,0.373895,-1.30611,-0.0343158,1.59934
193,20.4669,642.158,0.0317175,0.375,0.416667,0.172874,1.35155,0.28201,-0.0111108,2.33539,5.85277e-05,0.0148807,0.294,12595.5,0.638851,0.336737,-0.1,0.02,170.314,2.37158e+06,0.212207,0.0178112,0.436894,0.0557432,-0.171681,0.642158,0.0825316,nan,nan,nan,nan,-0.0243613,-0.0905919,-0.0427173,nan,-0.256163,0,-0.0492611,-0.642752,nan,-0.764211,0.936316,0.353895,-1.26168,-0.0305263,1.61974
194,22.2668,619.316,0.0353502,0.375,0.416667,0.171159,1.35823,0.304353,-0.0107621,2.33485,5.85277e-05,0.0176471,0.294013,13160.8,0.593773,0.339906,-0.1,0.02,171.249,2.38387e+06,0.225324,0.0143737,0.429874,0.0541608,-0.168097,0.619316,0.0786789,nan,nan,nan,nan,-0.0236335,-0.0820245,-0.0418306,nan,-0.24771,0,-0.0451358,-0.595286,nan,-0.727263,0.908909,0.34,-1.21684,-0.0305263,1.62105
195,26.7893,744,0.0377775,0.208333,0.333333,0.172287,1.36802,0.314957,-0.00932793,2.33597,5.85277e-05,0.0135524,0.294036,12604,0.60133,0.3736,-0.1,0.02,172.226,2.39616e+06,0.248225,0.0172914,0.515496,0.0652159,-0.199538,0.744,0.097,nan,nan,nan,nan,-0.0285821,-0.100544,-0.0487747,nan,-0.296949,0,-0.0555583,-0.713559,nan,-0.871154,1.08013,0.426154,-1.46677,-0.0341538,1.96154
196,27.2826,829.429,0.0305518,0.333333,0.541667,0.173691,1.32278,0.290251,-0.0101566,2.33654,5.85277e-05,0.0160207,0.294057,13658,0.539644,0.36005,-0.1,0.02,173.127,2.40845e+06,0.306742,0.0189177,0.574062,0.0710491,-0.225872,0.829429,0.102986,nan,nan,nan,nan,-0.0303263,-0.11055,-0.0518963,nan,-0.331637,0,-0.0613846,-0.803234,nan,-0.959286,1.21309,0.434476,-1.62495,-0.0410476,2.05357
197,23.7305,726.12,0.0317895,0.5,0.541667,0.170397,1.35456,0.306563,-0.00998505,2.33791,5.85277e-05,0.00993659,0.294098,13244,0.599208,0.328606,-0.1,0.02,174.057,2.42074e+06,0.248342,0.0189788,0.499946,0.0648473,-0.19669,0.72612,0.094528,nan,nan,nan,nan,-0.0280557,-0.101901,-0.0486878,nan,-0.290236,-0.00016,-0.0550383,-0.701476,nan,-0.846,1.06831,0.39424,-1.4416,-0.03544,1.8165
198,20.6636,642.636,0.0311996,0.375,0.541667,0.169698,1.35262,0.339974,-0.0107238,2.33942,5.85277e-05,0.0118561,0.294142,12861.1,0.634667,0.320769,-0.1,0.02,175.014,2.43302e+06,0.215871,0.0160376,0.441853,0.0591343,-0.174486,0.642636,0.08615,nan,nan,nan,nan,-0.0255568,-0.0919176,-0.0446218,nan,-0.256917,0,-0.0484726,-0.624402,nan,-0.754636,0.950255,0.359273,-1.26673,-0.0338182,1.58352
199,21.7091,631.308,0.0323199,0.375,0.708333,0.167136,1.3607,0.335583,-0.0108844,2.34023,5.85277e-05,0.0190692,0.294115,11820.8,0.601048,0.43848,-0.1,0.02,176.055,2.44531e+06,0.230432,0.0142927,0.430344,0.0566089,-0.170017,0.631308,0.0817385,nan,nan,nan,nan,-0.0253475,-0.0938829,-0.0424169,nan,-0.252502,-0.000153846,-0.0472091,-0.616844,nan,-0.757038,0.921181,0.352308,-1.24815,-0.0320769,1.65288
200,18.8478,588.6,0.030451,0.291667,0.541667,0.168189,1.3265,0.34506,-0.0114694,2.33937,5.85277e-05,0.0126596,0.29413,14921,0.548662,0.274874,-0.1,0.02,176.88,2.4576e+06,0.17463,0.0128117,0.401186,0.0534394,-0.157424,0.5886,0.075895,nan,nan,nan,nan,-0.0228918,-0.0825108,-0.0382922,nan,-0.234858,0,-0.0433613,-0.567659,nan,-0.70785,0.857376,0.322,-1.15,-0.0312,1.4925
201,12.3697,382.062,0.035244,0.0416667,0.625,0.164853,1.32218,0.366891,-0.0108192,2.3396,5.85277e-05,0.0108484,0.294098,13600,0.586217,0.317312,-0.1,0.02,179.776,2.46989e+06,0.126856,0.0081288,0.257708,0.0353841,-0.104511,0.382062,0.0494375,nan,nan,nan,nan,-0.0158846,-0.053602,-0.0252813,nan,-0.153225,-0.0001875,-0.0283831,-0.369173,nan,-0.453937,0.558093,0.191,-0.75975,-0.02,0.99375
202,16.8963,553.529,0.0331702,0.166667,0.541667,0.166672,1.35038,0.304969,-0.0112971,2.33743,5.85277e-05,0.0105801,0.294038,13105.2,0.610958,0.326684,-0.1,0.02,180.715,2.48218e+06,0.194652,0.0129303,0.379478,0.0486028,-0.149864,0.553529,0.0687059,nan,nan,nan,nan,-0.0212104,-0.0742013,-0.0353655,nan,-0.221537,-0.000117647,-0.0390205,-0.555447,nan,-0.652412,0.807032,0.287529,-1.09059,-0.0267059,1.35882
203,22.6743,686.933,0.0328489,0.333333,0.291667,0.170077,1.35791,0.349278,-0.00927939,2.33474,5.85277e-05,0.0120231,0.293966,14580.6,0.579805,0.26296,-0.1,0.02,181.559,2.49446e+06,0.224835,0.016382,0.471698,0.0626881,-0.186195,0.686933,0.0894667,nan,nan,nan,nan,-0.0259454,-0.0943894,-0.0457716,nan,-0.274838,0,-0.0508262,-0.662253,nan,-0.826,1.00097,0.362667,-1.34987,-0.0366667,1.77083
204,19.7404,642.045,0.0359984,0.375,0.541667,0.166696,1.39642,0.341981,-0.0108332,2.33137,5.85277e-05,0.0112887,0.293877,15966.1,0.514107,0.255522,-0.1,0.02,182.33,2.50675e+06,0.200114,0.0134113,0.441516,0.0549238,-0.174322,0.642045,0.0796227,nan,nan,nan,nan,-0.0233604,-0.0859306,-0.0415742,nan,-0.257202,-0.000272727,-0.0458477,-0.619481,nan,-0.773591,0.938399,0.344727,-1.274,-0.035,1.60284
205,18.7818,568.286,0.0322226,0.333333,0.833333,0.164831,1.37559,0.387475,-0.0108143,2.32862,5.85277e-05,0.0081219,0.293846,16042.9,0.495344,0.270601,-0.1,0.02,183.098,2.51904e+06,0.174606,0.0131951,0.387458,0.0509333,-0.15371,0.568286,0.0697964,nan,nan,nan,nan,-0.0214889,-0.0762003,-0.0366336,nan,-0.227128,0,-0.0408447,-0.557828,nan,-0.667929,0.834647,0.308857,-1.11871,-0.0271429,1.45893
206,22.2694,665.909,0.0301414,0.416667,0.5,0.168218,1.36745,0.325566,-0.0101674,2.3271,5.85277e-05,0.0162562,0.293777,16748.5,0.487712,0.245967,-0.1,0.02,183.833,2.53133e+06,0.163347,0.0184147,0.45592,0.0615054,-0.180683,0.665909,0.0878591,nan,nan,nan,nan,-0.0260908,-0.0942132,-0.0453153,nan,-0.265667,-9.09091e-05,-0.0520547,-0.64551,nan,-0.766364,0.977188,0.373273,-1.31,-0.0346364,1.73068
207,20.396,609.857,0.03554,0.208333,0.375,0.168055,1.37762,0.321104,-0.00971024,2.32381,5.85277e-05,0.0112741,0.293707,16899.1,0.483076,0.244065,-0.1,0.02,184.561,2.54362e+06,0.148086,0.0155469,0.41463,0.057962,-0.165887,0.609857,0.0832714,nan,nan,nan,nan,-0.0248181,-0.0880666,-0.0420811,nan,-0.244694,-0.000857143,-0.0444223,-0.578233,nan,-0.714214,0.892756,0.346571,-1.22,-0.0354286,1.60982
208,17.4211,605.118,0.0330911,0.291667,0.416667,0.166842,1.35929,0.298611,-0.0114484,2.32135,5.85277e-05,0.0177079,0.293654,16882.9,0.484828,0.243007,-0.1,0.02,185.291,2.5559e+06,0.157727,0.0147706,0.408515,0.0527885,-0.164918,0.605118,0.0763471,nan,nan,nan,nan,-0.0235697,-0.0838416,-0.0393458,nan,-0.242967,-0.000117647,-0.0452349,-0.596108,nan,-0.736765,0.881216,0.321412,-1.19388,-0.0355294,1.51544
209,17.3999,583.118,0.0317304,0.25,0.458333,0.16727,1.35074,0.281482,-0.0103579,2.31887,5.85277e-05,0.0117112,0.29358,16765.1,0.488404,0.244549,-0.1,0.02,186.025,2.56819e+06,0.19948,0.0139278,0.392273,0.0507402,-0.159305,0.583118,0.0735176,nan,nan,nan,nan,-0.0220718,-0.079384,-0.0371966,nan,-0.233891,0,-0.041531,-0.573403,nan,-0.688235,0.863721,0.306353,-1.14588,-0.0263529,1.39412
210,27.6847,815.353,0.0316947,0.458333,0.25,0.167059,1.36419,0.287863,-0.0107366,2.31541,5.85277e-05,0.0147761,0.293502,16462.5,0.498297,0.248129,-0.1,0.02,186.772,2.58048e+06,0.260999,0.0186747,0.557091,0.0762304,-0.221704,0.815353,0.106641,nan,nan,nan,nan,-0.0310292,-0.114438,-0.054032,nan,-0.325757,0,-0.0591687,-0.776895,nan,-0.942706,1.19206,0.442118,-1.61318,-0.0452941,2.09926
211,21.2931,621.545,0.0349552,0.25,0.666667,0.168289,1.37381,0.299261,-0.0113807,2.31231,5.85277e-05,0.0154404,0.293431,16374.5,0.502277,0.248157,-0.1,0.02,187.524,2.59277e+06,0.182768,0.0164969,0.415839,0.0595382,-0.167904,0.621545,0.0829591,nan,nan,nan,nan,-0.0255057,-0.0880925,-0.0420598,nan,-0.249113,0,-0.0440766,-0.610169,nan,-0.738409,0.917542,0.343636,-1.22836,-0.0348182,1.65284
212,28.1343,841,0.0328853,0.25,0.166667,0.165666,1.35765,0.291111,-0.0107313,2.3102,5.85277e-05,0.0125917,0.293402,16530.1,0.494467,0.248905,-0.1,0.02,188.269,2.60506e+06,0.289363,0.020206,0.580248,0.0791423,-0.229788,0.841,0.1164,nan,nan,nan,nan,-0.033576,-0.127077,-0.0577519,nan,-0.337489,0,-0.0597195,-0.81213,nan,-1.0008,1.23204,0.4564,-1.666,-0.05,2.16625
213,21.1324,629.526,0.0330699,0.333333,0.458333,0.166474,1.37866,0.326244,-0.011222,2.30898,5.85277e-05,0.00824652,0.293366,16735.2,0.484155,0.250106,-0.1,0.02,189.005,2.61734e+06,0.197079,0.0167765,0.434954,0.0599171,-0.170125,0.629526,0.0841526,nan,nan,nan,nan,-0.0242965,-0.0865819,-0.0428013,nan,-0.251614,0,-0.0474244,-0.61737,nan,-0.721737,0.927952,0.347158,-1.24063,-0.0356842,1.59737
214,22.9977,743.826,0.0310343,0.458333,0.5,0.171235,1.33469,0.300852,-0.0108528,2.30745,5.85277e-05,0.0149481,0.29334,16611.1,0.490252,0.249495,-0.1,0.02,189.746,2.62963e+06,0.246648,0.0129022,0.509865,0.0637054,-0.199303,0.743826,0.0887304,nan,nan,nan,nan,-0.0266648,-0.0949764,-0.0480473,nan,-0.297041,0,-0.0534525,-0.707869,nan,-0.859957,1.09739,0.391652,-1.4447,-0.0413043,1.76848
215,21.5226,637.476,0.0317643,0.291667,0.583333,0.173127,1.35613,0.333307,-0.0111365,2.30702,5.85277e-05,0.0129121,0.293342,16241.9,0.506242,0.25032,-0.1,0.02,190.504,2.64192e+06,0.212841,0.0157363,0.431999,0.0580306,-0.175072,0.637476,0.0833333,nan,nan,nan,nan,-0.0246908,-0.0866099,-0.0407688,nan,-0.255169,0,-0.0496557,-0.622493,nan,-0.734,0.934933,0.33981,-1.26629,-0.0320952,1.64881
216,13.0112,480.409,0.0355218,0.291667,0.625,0.176201,1.35952,0.33677,-0.0111412,2.30662,5.85277e-05,0.0119278,0.293316,15416.1,0.509129,0.28796,-0.1,0.02,191.302,2.65421e+06,0.143315,0.0119076,0.319949,0.0421247,-0.130265,0.480409,0.0601545,nan,nan,nan,nan,-0.0182315,-0.0646283,-0.0302172,nan,-0.192384,0,-0.0352121,-0.470794,nan,-0.564682,0.701184,0.250545,-0.947818,-0.0212727,1.11648
217,19.7929,578.688,0.0349283,0.166667,0.5,0.174312,1.37613,0.349598,-0.0100956,2.30519,5.85277e-05,0.00847159,0.293269,16395.3,0.484961,0.264522,-0.1,0.02,192.053,2.6665e+06,0.176073,0.0133151,0.398323,0.0560048,-0.156028,0.578687,0.0758625,nan,nan,nan,nan,-0.0230648,-0.0774245,-0.0396831,nan,-0.231254,0,-0.0426496,-0.553186,nan,-0.679125,0.839389,0.3315,-1.15075,-0.033375,1.50703
218,25.8111,728.706,0.0333318,0.291667,0.416667,0.172417,1.3884,0.347671,-0.010155,2.30419,5.85277e-05,0.00891197,0.293291,15802.4,0.518091,0.259512,-0.1,0.02,192.832,2.67878e+06,0.182818,0.0170208,0.490189,0.0677121,-0.197775,0.728706,0.0966353,nan,nan,nan,nan,-0.0276015,-0.100638,-0.0482816,nan,-0.292373,0,-0.0529641,-0.715786,nan,-0.847765,1.06689,0.407765,-1.41859,-0.0389412,1.97353
219,30.0357,737.583,0.0335153,0.541667,0.458333,0.173418,1.37064,0.293857,-0.0104072,2.30532,5.85277e-05,0.0116716,0.2933,16007.5,0.513463,0.254176,-0.1,0.02,193.601,2.69107e+06,0.25801,0.0183361,0.502545,0.0721768,-0.199373,0.737583,0.0975792,nan,nan,nan,nan,-0.0283726,-0.101808,-0.0507385,nan,-0.294103,0,-0.0554147,-0.711639,nan,-0.8495,1.10386,0.425,-1.434,-0.0399167,2.05156
220,26.1669,791.778,0.0355177,0.416667,0.333333,0.171045,1.34515,0.279235,-0.00992526,2.30405,5.85277e-05,0.00767382,0.293223,16573.4,0.500004,0.241426,-0.1,0.02,194.344,2.70336e+06,0.287977,0.0188388,0.545181,0.072412,-0.214681,0.791778,0.101956,nan,nan,nan,nan,-0.02895,-0.10367,-0.0517382,nan,-0.317602,0,-0.0573205,-0.76421,nan,-0.924,1.15743,0.439111,-1.55067,-0.0393333,1.94583
221,21.772,650.214,0.0314227,0.25,0.333333,0.174373,1.31126,0.289673,-0.0110512,2.29929,5.85277e-05,0.0183983,0.29308,17058,0.479848,0.240517,-0.1,0.02,195.065,2.71565e+06,0.225661,0.0142222,0.450723,0.0624027,-0.174622,0.650214,0.0784357,nan,nan,nan,nan,-0.0232589,-0.0783132,-0.0417527,nan,-0.259024,-0.000214286,-0.0498446,-0.618247,nan,-0.755571,0.974717,0.340857,-1.26971,-0.0362857,1.59821
222,22.4233,619.5,0.0335195,0.291667,0.291667,0.175193,1.33151,0.299109,-0.0102565,2.29503,5.85277e-05,0.00987842,0.293044,17248,0.469913,0.242518,-0.1,0.02,195.779,2.72794e+06,0.190691,0.0160595,0.415278,0.0581163,-0.168889,0.6195,0.0847786,nan,nan,nan,nan,-0.0245677,-0.0889686,-0.0413896,nan,-0.24661,0,-0.0478072,-0.609986,nan,-0.683571,0.922247,0.354,-1.21914,-0.03,1.62143
223,23.8295,631.9,0.0356832,0.375,0.458333,0.168462,1.33414,0.301118,-0.0107759,2.29509,5.85277e-05,0.0112518,0.293071,16432.4,0.491613,0.256179,-0.1,0.02,196.528,2.74022e+06,0.20487,0.0146601,0.433347,0.0633174,-0.170999,0.6319,0.08206,nan,nan,nan,nan,-0.0241579,-0.0855656,-0.0430895,nan,-0.252255,0,-0.0463882,-0.611974,nan,-0.7275,0.933625,0.3648,-1.2384,-0.0324,1.69563
224,18.5297,579.158,0.0346743,0.166667,0.625,0.167784,1.3336,0.309884,-0.0107129,2.2954,5.85277e-05,0.0158574,0.293038,16477.2,0.485655,0.260103,-0.1,0.02,197.275,2.75251e+06,0.198255,0.0139993,0.392408,0.0534961,-0.155563,0.579158,0.0738737,nan,nan,nan,nan,-0.0221128,-0.0757594,-0.0377296,nan,-0.230938,0,-0.0427065,-0.553028,nan,-0.691895,0.845156,0.314526,-1.13853,-0.0323158,1.43618
225,22.6169,666.571,0.0361045,0.25,0.333333,0.170035,1.33047,0.31119,-0.0100862,2.29265,5.85277e-05,0.0131822,0.292954,16756.4,0.485934,0.247397,-0.1,0.02,198.01,2.7648e+06,0.216537,0.0171334,0.463597,0.0648431,-0.179584,0.666571,0.0869286,nan,nan,nan,nan,-0.0247176,-0.0858009,-0.0434528,nan,-0.266832,0,-0.0498553,-0.634818,nan,-0.783,0.992972,0.356286,-1.31714,-0.0318571,1.68304
226,18.6253,562.737,0.0314926,0.208333,0.583333,0.168957,1.31187,0.274227,-0.0112594,2.29004,5.85277e-05,0.00931657,0.292916,17054.5,0.478176,0.242338,-0.1,0.02,198.732,2.77709e+06,0.160198,0.0128285,0.375488,0.0529189,-0.152697,0.562737,0.0725474,nan,nan,nan,nan,-0.0224681,-0.07894,-0.0380794,nan,-0.224968,0,-0.0424755,-0.552264,nan,-0.640263,0.829493,0.320842,-1.09705,-0.0289474,1.42237
227,20.2285,615.231,0.0355826,0.208333,0.333333,0.169379,1.32759,0.276473,-0.0104871,2.28821,5.85277e-05,0.0115882,0.292843,16772.1,0.485614,0.247033,-0.1,0.02,199.466,2.78938e+06,0.181186,0.0133004,0.408573,0.0596738,-0.167715,0.615231,0.0822,nan,nan,nan,nan,-0.0248169,-0.0884541,-0.0407826,nan,-0.246172,0,-0.0457283,-0.591368,nan,-0.690462,0.89945,0.347692,-1.22031,-0.032,1.55192
228,19.975,599.4,0.0347485,0.0833333,0.333333,0.171658,1.32683,0.361569,-0.00999715,2.28452,5.85277e-05,0.0146393,0.292756,17176.1,0.475091,0.24032,-0.1,0.02,200.182,2.80166e+06,0.165057,0.0126991,0.405782,0.0587096,-0.162823,0.5994,0.07909,nan,nan,nan,nan,-0.024072,-0.0862317,-0.0406644,nan,-0.240048,0,-0.0445735,-0.567198,nan,-0.711,0.888473,0.3372,-1.164,-0.0308,1.52375
229,20.4966,586.905,0.0315129,0.25,0.625,0.170121,1.33122,0.36118,-0.0106362,2.28243,5.85277e-05,0.0176767,0.292752,17080.3,0.47866,0.240766,-0.1,0.02,200.903,2.81395e+06,0.190591,0.0122884,0.398925,0.0559723,-0.158096,0.586905,0.0761238,nan,nan,nan,nan,-0.0230349,-0.0818582,-0.0394601,nan,-0.23469,0,-0.0422435,-0.563433,nan,-0.701286,0.864435,0.320952,-1.16248,-0.0360952,1.56131
230,18.8877,583.368,0.0356098,0.291667,0.5,0.172764,1.31541,0.304024,-0.0115525,2.28236,5.85277e-05,0.0166651,0.292731,17107.9,0.478409,0.239856,-0.1,0.02,201.623,2.82624e+06,0.149349,0.0145342,0.392354,0.0560922,-0.158995,0.583368,0.0768895,nan,nan,nan,nan,-0.0230469,-0.0818368,-0.0396354,nan,-0.233382,0,-0.0426835,-0.558349,nan,-0.680842,0.853227,0.330947,-1.14484,-0.0323158,1.48355
231,23.9979,739.579,0.0327742,0.291667,0.5,0.171604,1.30077,0.332693,-0.0100512,2.28104,5.85277e-05,0.0164872,0.292692,16757.7,0.488538,0.244739,-0.1,0.02,202.357,2.83853e+06,0.251385,0.0155252,0.509217,0.0689672,-0.200581,0.739579,0.0918,nan,nan,nan,nan,-0.0281064,-0.101563,-0.0492416,nan,-0.295379,-5.26316e-05,-0.0545713,-0.706224,nan,-0.861158,1.09641,0.401053,-1.46695,-0.0391579,1.82895
232,23.943,724.95,0.0322708,0.375,0.458333,0.172147,1.32679,0.300408,-0.0101837,2.28025,5.85277e-05,0.013255,0.292703,16322.5,0.501579,0.251247,-0.1,0.02,203.111,2.85082e+06,0.220016,0.0171557,0.500233,0.0668851,-0.197948,0.72495,0.08922,nan,nan,nan,nan,-0.0262692,-0.0938848,-0.047267,nan,-0.289921,0,-0.0525389,-0.709392,nan,-0.8463,1.06918,0.39,-1.43,-0.0376,1.85063
233,25.9997,765.696,0.0319861,0.541667,0.416667,0.166079,1.31482,0.29454,-0.0110887,2.28019,5.85277e-05,0.0152404,0.292665,16934.4,0.477173,0.248452,-0.1,0.02,203.838,2.8631e+06,0.267023,0.0180772,0.516624,0.072446,-0.20719,0.765696,0.102543,nan,nan,nan,nan,-0.0294398,-0.106358,-0.0507944,nan,-0.30636,0,-0.0548432,-0.742888,nan,-0.88213,1.13467,0.407652,-1.51009,-0.0413913,1.94674
234,16.7752,564.467,0.0319986,0.166667,0.458333,0.170427,1.32031,0.327656,-0.0113311,2.27752,5.85277e-05,0.0149526,0.292583,16187.6,0.508179,0.250923,-0.1,0.02,204.599,2.87539e+06,0.156378,0.0129852,0.379853,0.0498429,-0.15262,0.564467,0.0670267,nan,nan,nan,nan,-0.0206767,-0.0683078,-0.0348887,nan,-0.225411,0,-0.0420387,-0.54021,nan,-0.6392,0.836392,0.286133,-1.1048,-0.0286667,1.3425
235,27.178,766.091,0.0357071,0.5,0.416667,0.171022,1.32584,0.294056,-0.0109527,2.27384,5.85277e-05,0.0141191,0.292493,16905.7,0.482952,0.243904,-0.1,0.02,205.327,2.88768e+06,0.202587,0.0194089,0.526752,0.0753105,-0.208012,0.766091,0.101427,nan,nan,nan,nan,-0.0290674,-0.106633,-0.0521495,nan,-0.305404,0,-0.0573903,-0.750644,nan,-0.878591,1.13562,0.432182,-1.51418,-0.0427273,2.04432
