iteration,Train/mean_reward,Train/mean_episode_length,Train/mean_step_reward,Episode_Termination/time_out,Episode_Termination/fell_over,Metrics/twist/error_vel_xy,Metrics/twist/error_vel_yaw,Loss/value,Loss/surrogate,Loss/entropy,Loss/learning_rate,Loss/kl,Policy/mean_std,Perf/total_fps,Perf/collection_time,Perf/learning_time,Curriculum/action_rate_weight,Curriculum/standing_envs,time_s,env_steps,Episode_Reward/track_linear_velocity,Episode_Reward/track_angular_velocity,Episode_Reward/upright,Episode_Reward/pose,Episode_Reward/action_rate_l2,Episode_Reward/alive,Episode_Reward/air_time,Episode_Reward/single_stance,Episode_Reward/foot_lift,Episode_Reward/foot_alternation,Episode_Reward/foot_symmetry,Episode_Reward/foot_clearance,Episode_Reward/foot_swing_height,Episode_Reward/foot_slip,Episode_Reward/trot,Episode_Reward/joint_torque,Episode_Reward/self_collisions,Episode_Reward/dof_pos_limits,Episode_Reward/body_ang_vel,Episode_Reward/angular_momentum,Episode_Reward/undesired_contacts,Episode_Reward/base_height,Episode_Reward/three_stance,Episode_Reward/under_stance,Episode_Reward/all_stance,Episode_Reward/footfall_sequence
952,46.9567,844.091,0.0576021,0.583333,0.333333,0.141855,1.24513,0.622532,-0.0101974,0.980209,8.77915e-05,0.0102891,0.264417,12228.6,0.624469,0.380392,-0.4,0.1,825.203,1.16982e+07,0.328076,0.0263294,0.537682,0.0288489,-0.750609,0.844091,0.119423,nan,nan,nan,nan,-0.0378527,-0.22078,-0.0579501,nan,-0.295137,0,-0.188676,-0.767354,nan,-1.17709,1.23731,0.361091,-1.64764,-0.0254545,4.03352
953,39.8069,868.882,0.0621908,0.5,0.208333,0.139167,1.2569,0.57314,-0.0104663,0.979326,8.77915e-05,0.012933,0.264381,11015.8,0.733424,0.382068,-0.4,0.1,826.321,1.17105e+07,0.400907,0.0327598,0.573527,0.0248077,-0.757283,0.868882,0.106812,nan,nan,nan,nan,-0.0348086,-0.191865,-0.0541291,nan,-0.303014,0,-0.189047,-0.786663,nan,-1.15959,1.28749,0.363059,-1.69624,-0.0254118,3.53015
954,50.6196,896.786,0.0603434,0.458333,0.125,0.139959,1.26883,0.49996,-0.0111097,0.97678,8.77915e-05,0.00785101,0.264331,13477,0.579707,0.332069,-0.4,0.1,827.234,1.17228e+07,0.38725,0.0289113,0.571847,0.0295087,-0.798352,0.896786,0.126871,nan,nan,nan,nan,-0.0404098,-0.236539,-0.061006,nan,-0.315243,0,-0.198728,-0.801132,nan,-1.26471,1.31786,0.393714,-1.75543,-0.0234286,4.27321
955,40.7359,811.667,0.0593721,0.291667,0.208333,0.139664,1.23074,0.635848,-0.0107298,0.975114,8.77915e-05,0.016476,0.264331,12624.7,0.530681,0.44265,-0.4,0.1,828.209,1.1735e+07,0.375943,0.0298148,0.526461,0.025212,-0.710784,0.811667,0.106075,nan,nan,nan,nan,-0.0346984,-0.197862,-0.0530119,nan,-0.284034,0,-0.178783,-0.737496,nan,-1.135,1.20771,0.333,-1.57833,-0.0211667,3.55208
956,38.8333,771.5,0.0537838,0.291667,0.208333,0.139843,1.2485,0.574127,-0.0117234,0.975167,8.77915e-05,0.00840556,0.264337,11100.2,0.71396,0.393044,-0.4,0.1,829.318,1.17473e+07,0.340049,0.0277564,0.492428,0.0284043,-0.674571,0.7715,0.101142,nan,nan,nan,nan,-0.0316333,-0.178462,-0.0492805,nan,-0.266793,0,-0.173784,-0.677198,nan,-1.03,1.16161,0.330667,-1.498,-0.0238333,3.29167
957,54.4127,853.125,0.0550442,0.458333,0.208333,0.143407,1.27632,0.669305,-0.0100751,0.974212,8.77915e-05,0.0120541,0.264308,11485.3,0.666121,0.403768,-0.4,0.1,830.389,1.17596e+07,0.333438,0.0252043,0.540585,0.0308706,-0.758717,0.853125,0.131094,nan,nan,nan,nan,-0.04147,-0.236534,-0.0632487,nan,-0.299767,0,-0.18877,-0.778159,nan,-1.22756,1.26495,0.40425,-1.6885,-0.02625,4.44609
958,37.1307,687.769,0.0568463,0.333333,0.208333,0.147225,1.28213,0.684364,-0.0106827,0.973197,8.77915e-05,0.0148735,0.264296,10464.9,0.675515,0.498694,-0.4,0.1,831.565,1.17719e+07,0.288937,0.0224566,0.422165,0.0245323,-0.612957,0.687769,0.0999077,nan,nan,nan,nan,-0.0330745,-0.190266,-0.0466722,nan,-0.241792,0,-0.152177,-0.622021,nan,-0.971077,1.00176,0.290769,-1.37385,-0.0215385,3.28365
959,46.7579,815.421,0.0596835,0.583333,0.208333,0.147303,1.29633,0.521909,-0.0110766,0.972483,8.77915e-05,0.00854588,0.264281,13299.8,0.601698,0.322226,-0.4,0.1,832.49,1.17842e+07,0.327654,0.0228055,0.518932,0.0322953,-0.718476,0.815421,0.116774,nan,nan,nan,nan,-0.0359897,-0.198073,-0.0558527,nan,-0.283801,-0.000210526,-0.181983,-0.720373,nan,-1.14205,1.19177,0.374947,-1.58358,-0.0291579,3.88684
960,51.016,829.875,0.0547315,0.5,0.166667,0.144494,1.27643,0.57925,-0.00956642,0.97085,8.77915e-05,0.0153791,0.264224,12417.6,0.636732,0.352834,-0.4,0.1,833.481,1.17965e+07,0.339086,0.0224372,0.524778,0.0304293,-0.73536,0.829875,0.120294,nan,nan,nan,nan,-0.0381095,-0.219559,-0.0585581,nan,-0.289439,0,-0.186948,-0.752442,nan,-1.18181,1.21985,0.389,-1.61175,-0.02675,4.17578
961,54.3375,939.455,0.0588324,0.375,0.0833333,0.142491,1.2514,0.523576,-0.0113064,0.966889,8.77915e-05,0.0133626,0.264108,12827.6,0.62038,0.337556,-0.4,0.1,834.441,1.18088e+07,0.349874,0.0283011,0.581474,0.0342424,-0.852579,0.939455,0.136973,nan,nan,nan,nan,-0.0449425,-0.275199,-0.0676753,nan,-0.331633,0,-0.207904,-0.847666,nan,-1.42118,1.35956,0.392727,-1.85564,-0.0274545,4.82614
962,46.5491,857.833,0.0577634,0.375,0.125,0.146134,1.25348,0.829186,-0.0103561,0.962546,8.77915e-05,0.0180903,0.264057,12628.9,0.639704,0.333301,-0.4,0.1,835.415,1.18211e+07,0.394814,0.0289526,0.540381,0.029065,-0.760334,0.857833,0.113908,nan,nan,nan,nan,-0.0347374,-0.207784,-0.0544017,nan,-0.296613,0,-0.19602,-0.788754,nan,-1.1905,1.2754,0.345333,-1.69033,-0.0241667,3.98542
963,48.2908,816.857,0.0566764,0.333333,0.25,0.144438,1.26843,0.569094,-0.0110084,0.961005,8.77915e-05,0.0182115,0.26403,12894.5,0.651716,0.301245,-0.4,0.1,836.37,1.18333e+07,0.36129,0.0300475,0.518302,0.0248291,-0.730837,0.816857,0.115064,nan,nan,nan,nan,-0.0373605,-0.219253,-0.0566885,nan,-0.287953,0,-0.180093,-0.755806,nan,-1.20579,1.18289,0.354286,-1.60743,-0.0194286,4.11161
964,46.0986,828.667,0.060379,0.25,0.125,0.144648,1.27896,0.5389,-0.0101609,0.960085,8.77915e-05,0.0105755,0.264048,12843.1,0.551769,0.405006,-0.4,0.1,837.328,1.18456e+07,0.380974,0.0279883,0.499229,0.0345738,-0.740302,0.828667,0.114078,nan,nan,nan,nan,-0.0355388,-0.218941,-0.0528054,nan,-0.287846,0,-0.189089,-0.712222,nan,-1.19967,1.19661,0.376,-1.644,-0.0311111,3.95833
965,41.4636,741.4,0.05842,0.458333,0.375,0.145371,1.27979,0.660872,-0.0103669,0.960463,8.77915e-05,0.0165151,0.264054,13575.2,0.571513,0.333667,-0.4,0.1,838.234,1.18579e+07,0.31977,0.0218962,0.458728,0.025612,-0.661781,0.7414,0.1048,nan,nan,nan,nan,-0.0340646,-0.203341,-0.0488516,nan,-0.258869,-0.0001,-0.166101,-0.67535,nan,-1.0995,1.07288,0.3166,-1.4538,-0.023,3.63625
966,59.0846,918.133,0.0582942,0.5,0.125,0.148781,1.2835,0.671222,-0.00946504,0.958782,8.77915e-05,0.0128008,0.263957,12260.7,0.654564,0.347663,-0.4,0.1,839.238,1.18702e+07,0.360317,0.0286427,0.580139,0.0318789,-0.829947,0.918133,0.141447,nan,nan,nan,nan,-0.0462206,-0.280196,-0.0686676,nan,-0.323912,0,-0.203302,-0.84273,nan,-1.3648,1.34644,0.394667,-1.81307,-0.0296,4.955
967,42.352,842.778,0.0587995,0.416667,0.333333,0.149325,1.2516,0.743452,-0.00974285,0.953909,8.77915e-05,0.0120577,0.263885,13415.7,0.630408,0.285531,-0.4,0.1,840.156,1.18825e+07,0.344167,0.0271827,0.521371,0.0290922,-0.751765,0.842778,0.113583,nan,nan,nan,nan,-0.0370264,-0.224368,-0.0537023,nan,-0.292894,0,-0.191303,-0.762516,nan,-1.2145,1.2405,0.357333,-1.642,-0.0244444,3.83611
968,38.8041,749,0.0549001,0.25,0.25,0.150177,1.27349,0.771031,-0.00881799,0.950848,8.77915e-05,0.0102629,0.263829,13027.8,0.669431,0.27378,-0.4,0.1,841.101,1.18948e+07,0.37065,0.0232808,0.465187,0.0270326,-0.657413,0.749,0.102858,nan,nan,nan,nan,-0.0324202,-0.181369,-0.0472683,nan,-0.260903,-0.000166667,-0.167358,-0.673989,nan,-1.0435,1.11054,0.335667,-1.465,-0.024,3.30937
969,43.6739,867.263,0.0592448,0.666667,0.125,0.148918,1.27825,0.640854,-0.0121482,0.948557,8.77915e-05,0.0112199,0.263791,15540.2,0.531177,0.259547,-0.4,0.1,841.893,1.19071e+07,0.356716,0.0297248,0.546694,0.0263266,-0.768878,0.867263,0.117295,nan,nan,nan,nan,-0.0372046,-0.22277,-0.0561585,nan,-0.303016,0,-0.195042,-0.779681,nan,-1.25479,1.27221,0.354105,-1.69768,-0.0227368,3.95132
970,58.1255,1000,0.0578308,0.291667,0,0.147944,1.26652,0.611348,-0.0116405,0.946388,8.77915e-05,0.0142196,0.263732,15232.8,0.543162,0.263517,-0.4,0.1,842.701,1.19194e+07,0.492935,0.0310495,0.654216,0.0297154,-0.877812,1,0.132814,nan,nan,nan,nan,-0.043533,-0.254564,-0.0691239,nan,-0.349144,0,-0.223833,-0.899358,nan,-1.44771,1.47391,0.448571,-1.91943,-0.026,4.75357
971,56.9674,874.4,0.0611553,0.458333,0.166667,0.145445,1.29239,0.522272,-0.00925776,0.943649,8.77915e-05,0.0111666,0.263712,16394,0.503984,0.245558,-0.4,0.1,843.451,1.19316e+07,0.37993,0.0270585,0.54799,0.0246934,-0.783357,0.8744,0.13706,nan,nan,nan,nan,-0.0454547,-0.278415,-0.0656934,nan,-0.309049,0,-0.195271,-0.833702,nan,-1.3184,1.27711,0.3792,-1.7232,-0.0232,4.77667
972,45.271,752.062,0.058941,0.333333,0.333333,0.147452,1.28726,0.698224,-0.0111355,0.942567,8.77915e-05,0.0135319,0.263688,16539.6,0.494546,0.248399,-0.4,0.1,844.196,1.19439e+07,0.309786,0.0268901,0.472226,0.0279202,-0.669709,0.752062,0.106331,nan,nan,nan,nan,-0.0348618,-0.202475,-0.0517181,nan,-0.263079,-0.000125,-0.168705,-0.688789,nan,-1.09125,1.10808,0.32725,-1.4795,-0.025375,3.80859
973,45.2288,812.444,0.0555119,0.458333,0.291667,0.13969,1.25953,0.647865,-0.0106201,0.940593,8.77915e-05,0.0107804,0.263649,16811,0.487802,0.243148,-0.4,0.1,844.928,1.19562e+07,0.333751,0.0267231,0.511451,0.0252816,-0.721915,0.812444,0.119322,nan,nan,nan,nan,-0.0386552,-0.23336,-0.0580945,nan,-0.284956,-0.000166667,-0.183247,-0.745493,nan,-1.1545,1.17888,0.369778,-1.59756,-0.0253333,3.92708
974,50.1497,915,0.0578839,0.25,0.0416667,0.140824,1.26379,0.552004,-0.0101543,0.938813,8.77915e-05,0.0143189,0.263615,16005.3,0.487449,0.280297,-0.4,0.1,845.697,1.19685e+07,0.397917,0.0304685,0.60302,0.0254216,-0.802172,0.915,0.123229,nan,nan,nan,nan,-0.0421074,-0.245284,-0.0632964,nan,-0.320582,-0.00128571,-0.204744,-0.840207,nan,-1.27414,1.35211,0.381714,-1.79943,-0.0245714,4.29643
975,47.0456,832.235,0.0594418,0.5,0.208333,0.137832,1.29536,0.629377,-0.0111198,0.937687,8.77915e-05,0.0118708,0.263631,15180.4,0.550129,0.259335,-0.4,0.1,846.508,1.19808e+07,0.354097,0.0259669,0.514593,0.0342746,-0.73833,0.832235,0.119288,nan,nan,nan,nan,-0.0371669,-0.217354,-0.0543417,nan,-0.29042,0,-0.188555,-0.75617,nan,-1.23865,1.22311,0.367765,-1.63318,-0.0281176,4.06324
976,50.6124,878.615,0.0622214,0.375,0.166667,0.140363,1.26965,0.750819,-0.00999533,0.937471,8.77915e-05,0.00870789,0.263593,16994.3,0.482419,0.240648,-0.4,0.1,847.232,1.19931e+07,0.405906,0.0274264,0.562518,0.0234103,-0.78178,0.878615,0.126792,nan,nan,nan,nan,-0.0434596,-0.271625,-0.0625723,nan,-0.310148,0,-0.194768,-0.82505,nan,-1.31815,1.27886,0.358154,-1.71662,-0.0232308,4.41635
977,37.9416,663.714,0.0594127,0.458333,0.708333,0.14049,1.26266,0.684835,-0.0106766,0.934858,8.77915e-05,0.0136163,0.26354,16438.9,0.499426,0.24807,-0.4,0.1,847.981,1.20054e+07,0.306379,0.0190031,0.422471,0.020111,-0.587211,0.663714,0.0931571,nan,nan,nan,nan,-0.0315192,-0.184844,-0.0457604,nan,-0.233143,0,-0.149274,-0.616256,nan,-0.967821,0.962376,0.275714,-1.298,-0.0212143,3.2692
978,57.6006,890.429,0.0589192,0.375,0.208333,0.139799,1.27789,0.740467,-0.00961361,0.933685,8.77915e-05,0.0120559,0.263546,16470.2,0.493838,0.252238,-0.4,0.1,848.729,1.20177e+07,0.362327,0.0299019,0.556074,0.0305062,-0.806871,0.890429,0.133371,nan,nan,nan,nan,-0.0428335,-0.268344,-0.0642087,nan,-0.314182,0,-0.201197,-0.817445,nan,-1.37207,1.30215,0.390857,-1.75429,-0.0277143,4.85357
979,61.3011,846.615,0.0591295,0.375,0.166667,0.143526,1.27271,0.781079,-0.00973415,0.934563,8.77915e-05,0.0124028,0.263576,16765.4,0.491781,0.241157,-0.4,0.1,849.463,1.203e+07,0.323411,0.0266741,0.535038,0.0329994,-0.769069,0.846615,0.133738,nan,nan,nan,nan,-0.0418686,-0.251725,-0.0635885,nan,-0.297854,0,-0.190067,-0.767861,nan,-1.29,1.22815,0.404,-1.65446,-0.0236923,4.88462
980,51.6673,754.636,0.0602819,0.25,0.208333,0.141223,1.27139,0.572445,-0.0121007,0.934928,8.77915e-05,0.0140276,0.263547,16463.2,0.495253,0.25114,-0.4,0.1,850.211,1.20422e+07,0.328716,0.0224327,0.469779,0.0274239,-0.681011,0.754636,0.115909,nan,nan,nan,nan,-0.0384545,-0.221429,-0.0560296,nan,-0.268275,0,-0.166151,-0.714063,nan,-1.12827,1.0932,0.341091,-1.47309,-0.0241818,4.20114
981,44.0999,841.72,0.0606604,0.708333,0.333333,0.141324,1.30886,0.79445,-0.00978798,0.932622,8.77915e-05,0.0107457,0.263513,16954.9,0.483907,0.240841,-0.4,0.1,850.937,1.20545e+07,0.351869,0.0256471,0.55131,0.0233563,-0.749315,0.84172,0.108584,nan,nan,nan,nan,-0.0361789,-0.215926,-0.05379,nan,-0.295186,-0.00012,-0.189781,-0.777441,nan,-1.20948,1.23419,0.34128,-1.63616,-0.02208,3.9125
982,43.2468,717.467,0.0570405,0.291667,0.333333,0.139895,1.2776,0.807686,-0.00948878,0.930487,8.77915e-05,0.013767,0.263448,16644.4,0.494439,0.243827,-0.4,0.1,851.676,1.20668e+07,0.283814,0.0228138,0.451984,0.025229,-0.638648,0.717467,0.0989533,nan,nan,nan,nan,-0.0324112,-0.186253,-0.0494384,nan,-0.250899,-0.000333333,-0.162509,-0.664908,nan,-1.0384,1.05481,0.334133,-1.39413,-0.0222667,3.61333
983,46.1787,832,0.0623152,0.5,0.291667,0.14356,1.28247,0.556016,-0.0110931,0.926201,8.77915e-05,0.0123676,0.263333,16904,0.478518,0.248412,-0.4,0.1,852.404,1.20791e+07,0.353249,0.0238695,0.519157,0.0278318,-0.742232,0.832,0.118984,nan,nan,nan,nan,-0.038037,-0.231124,-0.0542051,nan,-0.29179,0,-0.188387,-0.762643,nan,-1.21484,1.22376,0.349474,-1.64126,-0.0242105,4.04934
984,46.2229,750.267,0.0562349,0.375,0.25,0.143835,1.26916,0.676413,-0.0111345,0.920613,8.77915e-05,0.0135235,0.263235,16419.8,0.494049,0.254317,-0.4,0.1,853.154,1.20914e+07,0.336173,0.0205018,0.485837,0.0266297,-0.666205,0.750267,0.107107,nan,nan,nan,nan,-0.0358667,-0.212533,-0.0561732,nan,-0.26329,-0.0002,-0.169711,-0.68414,nan,-1.0938,1.09065,0.3632,-1.45893,-0.0225333,3.79417
985,43.122,753.6,0.061268,0.375,0.25,0.140117,1.29759,0.783277,-0.0108753,0.918253,8.77915e-05,0.016836,0.263239,16284.6,0.476778,0.277798,-0.4,0.1,853.91,1.21037e+07,0.296875,0.0229657,0.473018,0.0268361,-0.672964,0.7536,0.111313,nan,nan,nan,nan,-0.0370149,-0.222931,-0.0545706,nan,-0.26496,-6.66667e-05,-0.167829,-0.696886,nan,-1.115,1.10358,0.344533,-1.47493,-0.0228,3.75333
986,47.2215,758.333,0.0605119,0.416667,0.208333,0.142211,1.28151,0.604044,-0.0115183,0.917388,8.77915e-05,0.0185348,0.263193,16414.8,0.50355,0.245042,-0.4,0.1,854.66,1.2116e+07,0.352566,0.0258723,0.4915,0.0251097,-0.682825,0.758333,0.10778,nan,nan,nan,nan,-0.0345569,-0.205883,-0.0525017,nan,-0.267119,-0.000133333,-0.169677,-0.691749,nan,-1.1224,1.11306,0.326933,-1.4736,-0.0221333,3.8825
987,45.9842,888.5,0.062298,0.458333,0.125,0.144601,1.25585,0.607921,-0.0106471,0.913399,8.77915e-05,0.0173183,0.263099,15626.1,0.541631,0.244748,-0.4,0.1,855.448,1.21283e+07,0.398764,0.0267702,0.553746,0.0291453,-0.794132,0.8885,0.11895,nan,nan,nan,nan,-0.0384909,-0.229128,-0.0553793,nan,-0.310829,0,-0.201461,-0.828972,nan,-1.28143,1.2953,0.349143,-1.74,-0.0241429,4.14286
988,47.3539,847.071,0.0603079,0.458333,0.125,0.142954,1.26313,0.695317,-0.0103639,0.909635,8.77915e-05,0.0128621,0.263076,16350.9,0.503736,0.247784,-0.4,0.1,856.201,1.21405e+07,0.319533,0.0252405,0.515377,0.0281461,-0.781982,0.847071,0.126043,nan,nan,nan,nan,-0.0403929,-0.26336,-0.0566791,nan,-0.300719,0,-0.192356,-0.798542,nan,-1.31357,1.21292,0.330857,-1.69114,-0.0228571,4.42411
989,50.3109,744.154,0.0594124,0.25,0.291667,0.140716,1.28299,0.617478,-0.0120622,0.908487,8.77915e-05,0.0197258,0.263045,16202.8,0.499145,0.259242,-0.4,0.1,856.96,1.21528e+07,0.317587,0.0209366,0.459756,0.0280413,-0.664802,0.744154,0.112323,nan,nan,nan,nan,-0.036022,-0.210338,-0.0520665,nan,-0.259843,0,-0.167934,-0.692887,nan,-1.11854,1.08102,0.323077,-1.456,-0.0206154,4.10769
990,37.0818,690,0.064528,0.25,0.208333,0.136167,1.2664,0.528118,-0.00922685,0.906733,8.77915e-05,0.0112123,0.26302,16432.4,0.504362,0.24343,-0.4,0.1,857.709,1.21651e+07,0.274352,0.0216108,0.432095,0.0226314,-0.622351,0.69,0.100427,nan,nan,nan,nan,-0.0339683,-0.213299,-0.0486847,nan,-0.242558,0,-0.154936,-0.647263,nan,-1.03991,1.0084,0.301818,-1.37236,-0.0196364,3.39773
991,50.6861,832.75,0.0594512,0.375,0.125,0.131682,1.25873,0.640841,-0.0095301,0.904969,8.77915e-05,0.00899721,0.262976,16885.3,0.482958,0.244774,-0.4,0.1,858.438,1.21774e+07,0.3599,0.0290483,0.53038,0.0267605,-0.748834,0.83275,0.120742,nan,nan,nan,nan,-0.0393096,-0.231405,-0.0595917,nan,-0.293476,-0.000166667,-0.188323,-0.77784,nan,-1.209,1.22563,0.385,-1.62067,-0.0208333,4.21354
992,41.0762,805.333,0.0563431,0.416667,0.333333,0.135736,1.2734,0.661953,-0.00983287,0.903139,8.77915e-05,0.0117728,0.262942,16739.3,0.490029,0.244054,-0.4,0.1,859.174,1.21897e+07,0.373229,0.0241637,0.506812,0.0252345,-0.717726,0.805333,0.1081,nan,nan,nan,nan,-0.0361457,-0.214689,-0.0518026,nan,-0.282116,-5.55556e-05,-0.182528,-0.748142,nan,-1.18917,1.17778,0.337111,-1.57022,-0.0245556,3.71319
993,51.9738,895.556,0.061506,0.583333,0.166667,0.140142,1.23085,0.590292,-0.00899151,0.90173,8.77915e-05,0.0106126,0.26292,16257,0.506264,0.249594,-0.4,0.1,859.931,1.2202e+07,0.362613,0.0286188,0.576713,0.0276001,-0.800849,0.895556,0.129572,nan,nan,nan,nan,-0.0419256,-0.247503,-0.0631687,nan,-0.315075,-0.001,-0.202332,-0.832143,nan,-1.32683,1.30857,0.384444,-1.74867,-0.0257778,4.49028
994,48.647,871.438,0.0595633,0.5,0.166667,0.139701,1.24154,0.624576,-0.0109894,0.90103,8.77915e-05,0.0146955,0.26294,16627.9,0.484726,0.254274,-0.4,0.1,860.671,1.22143e+07,0.365864,0.0278603,0.540863,0.0296541,-0.787492,0.871437,0.122094,nan,nan,nan,nan,-0.0401585,-0.251728,-0.0573499,nan,-0.306439,0,-0.198376,-0.800402,nan,-1.341,1.29152,0.35675,-1.7155,-0.022125,4.34688
995,55.8692,891.071,0.06053,0.458333,0.125,0.135271,1.24848,0.614782,-0.0100137,0.901072,8.77915e-05,0.0146469,0.262923,15724.9,0.521259,0.260178,-0.4,0.1,861.454,1.22266e+07,0.428786,0.026961,0.59122,0.0298653,-0.798312,0.891071,0.126271,nan,nan,nan,nan,-0.0427754,-0.248621,-0.0647486,nan,-0.313158,-7.14286e-05,-0.198474,-0.814691,nan,-1.314,1.31717,0.413429,-1.70714,-0.0248571,4.49554
996,44.7261,780.857,0.0650311,0.333333,0.25,0.136653,1.24137,0.694597,-0.0110749,0.899478,8.77915e-05,0.0103755,0.26288,12630.8,0.626033,0.346829,-0.4,0.1,862.428,1.22388e+07,0.348481,0.0245307,0.485403,0.0262826,-0.699377,0.780857,0.111679,nan,nan,nan,nan,-0.0372062,-0.22608,-0.0524246,nan,-0.2734,0,-0.176172,-0.731548,nan,-1.16614,1.14539,0.321143,-1.52143,-0.021,3.89732
997,57.1619,885.625,0.0614206,0.541667,0.125,0.138183,1.24169,0.564846,-0.0104985,0.897502,8.77915e-05,0.0136745,0.262842,13213.2,0.604644,0.325338,-0.4,0.1,863.36,1.22511e+07,0.436788,0.0293977,0.575625,0.0344586,-0.784385,0.885625,0.125137,nan,nan,nan,nan,-0.0389994,-0.221067,-0.0622779,nan,-0.308309,-0.000125,-0.199191,-0.788037,nan,-1.27144,1.31502,0.41575,-1.7265,-0.025,4.46562
998,52.7969,933,0.0605652,0.333333,0.0416667,0.136489,1.22669,0.722733,-0.0114068,0.895923,8.77915e-05,0.0147554,0.262809,13681.6,0.585904,0.312236,-0.4,0.1,864.26,1.22634e+07,0.40139,0.033831,0.610158,0.0289223,-0.833046,0.933,0.124733,nan,nan,nan,nan,-0.0417872,-0.243568,-0.0644199,nan,-0.326624,0,-0.210051,-0.829025,nan,-1.35067,1.36689,0.415111,-1.76756,-0.0268889,4.41944
999,50.5843,844.357,0.062781,0.333333,0.25,0.133871,1.23714,0.675628,-0.0104052,0.893836,8.77915e-05,0.0175624,0.262758,15059.9,0.547384,0.268557,-0.4,0.1,865.077,1.22757e+07,0.316844,0.0238513,0.534112,0.0286758,-0.761511,0.844357,0.120171,nan,nan,nan,nan,-0.0403429,-0.237197,-0.0592607,nan,-0.296714,0,-0.191185,-0.778581,nan,-1.24371,1.24842,0.384286,-1.65314,-0.0205714,4.31071
1000,54.8866,943.4,0.0616394,0.541667,0.0833333,0.135759,1.25622,0.619109,-0.0099238,0.892623,8.77915e-05,0.00981106,0.262775,13050.7,0.575199,0.366361,-0.4,0.1,866.02,1.2288e+07,0.444196,0.0280149,0.594082,0.0322035,-0.850358,0.9434,0.134813,nan,nan,nan,nan,-0.0436346,-0.269446,-0.0651686,nan,-0.331585,0,-0.213323,-0.867979,nan,-1.4208,1.38945,0.405333,-1.84507,-0.0281333,4.70833
1001,49.3712,911.562,0.0510874,0.5,0.166667,0.136762,1.26556,0.561705,-0.00938723,0.893346,8.77915e-05,0.0103089,0.26276,14933.9,0.537224,0.2856,-0.6,0.15,868.755,1.23003e+07,0.41196,0.0307898,0.575689,0.0283415,-0.818543,0.911562,0.122937,nan,nan,nan,nan,-0.0403234,-0.249199,-0.0608988,nan,-0.319754,-0.00075,-0.206878,-0.835346,nan,-1.34419,1.35228,0.36275,-1.77375,-0.025,4.34687
1002,61.3922,832.4,0.0531739,0.25,0.166667,0.137854,1.26599,0.752339,-0.010488,0.891498,8.77915e-05,0.0164125,0.262705,12810.7,0.618268,0.340932,-0.6,0.15,869.715,1.23126e+07,0.393524,0.0276194,0.532092,0.0288285,-0.764747,0.8324,0.13073,nan,nan,nan,nan,-0.0416077,-0.25011,-0.0628344,nan,-0.29348,0,-0.190733,-0.762567,nan,-1.254,1.22745,0.3852,-1.6476,-0.0268,4.80625
1003,49.8054,888.375,0.0482256,0.458333,0.208333,0.134555,1.23862,0.616523,-0.0107318,0.889043,8.77915e-05,0.0164547,0.262657,13551.5,0.591537,0.315223,-0.6,0.15,870.624,1.23249e+07,0.453901,0.0292469,0.552305,0.0326919,-0.821916,0.888375,0.120812,nan,nan,nan,nan,-0.0386122,-0.23856,-0.0574119,nan,-0.309649,0,-0.2024,-0.796158,nan,-1.30762,1.33299,0.3785,-1.7375,-0.027,4.23828
1004,45.1152,840,0.0487816,0.375,0.208333,0.137415,1.24829,0.636899,-0.0093135,0.886623,8.77915e-05,0.0116527,0.262619,12751,0.600972,0.362719,-0.6,0.15,871.589,1.23372e+07,0.423704,0.0313252,0.537535,0.0278766,-0.780793,0.84,0.106986,nan,nan,nan,nan,-0.0374859,-0.208921,-0.056069,nan,-0.294323,0,-0.187782,-0.765789,nan,-1.2045,1.25068,0.355714,-1.63943,-0.026,3.88304
1005,51.7127,801.556,0.0495341,0.25,0.125,0.139518,1.2452,0.702622,-0.0100625,0.883949,8.77915e-05,0.0128774,0.262551,13029.2,0.614368,0.328747,-0.6,0.15,872.533,1.23494e+07,0.308916,0.0252058,0.510258,0.0296281,-0.771491,0.801556,0.117389,nan,nan,nan,nan,-0.038313,-0.227631,-0.0609124,nan,-0.280585,-0.000222222,-0.182717,-0.725307,nan,-1.13767,1.18086,0.382667,-1.55822,-0.0266667,4.23889
1006,64.6829,913.5,0.0487871,0.375,0.125,0.137452,1.24708,0.681922,-0.00944511,0.881234,8.77915e-05,0.0125225,0.262514,13722.7,0.544934,0.350514,-0.6,0.15,873.43,1.23617e+07,0.357144,0.0281684,0.571487,0.0320647,-0.892034,0.9135,0.141025,nan,nan,nan,nan,-0.0456587,-0.27711,-0.0700372,nan,-0.322405,0,-0.209952,-0.855938,nan,-1.41425,1.35606,0.418667,-1.778,-0.0248333,5.30625
1007,40.9536,817.583,0.0501365,0.375,0.125,0.138043,1.24713,0.684012,-0.00878754,0.878927,8.77915e-05,0.0175148,0.262444,13402.3,0.607057,0.309799,-0.6,0.15,874.349,1.2374e+07,0.347833,0.0263331,0.507469,0.0291337,-0.788127,0.817583,0.109358,nan,nan,nan,nan,-0.0348934,-0.207698,-0.0514018,nan,-0.284558,-0.00025,-0.185471,-0.740271,nan,-1.181,1.21197,0.318667,-1.59867,-0.0233333,3.775
