iteration,Train/mean_reward,Train/mean_episode_length,Train/mean_step_reward,Episode_Termination/time_out,Episode_Termination/fell_over,Metrics/twist/error_vel_xy,Metrics/twist/error_vel_yaw,Loss/value,Loss/surrogate,Loss/entropy,Loss/learning_rate,Loss/kl,Policy/mean_std,Perf/total_fps,Perf/collection_time,Perf/learning_time,Curriculum/action_rate_weight,Curriculum/standing_envs,time_s,env_steps,Episode_Reward/track_linear_velocity,Episode_Reward/track_angular_velocity,Episode_Reward/upright,Episode_Reward/pose,Episode_Reward/action_rate_l2,Episode_Reward/alive,Episode_Reward/air_time,Episode_Reward/foot_clearance,Episode_Reward/foot_swing_height,Episode_Reward/foot_slip,Episode_Reward/self_collisions,Episode_Reward/dof_pos_limits,Episode_Reward/body_ang_vel,Episode_Reward/angular_momentum
62,0.134405,50.6802,0.00222582,0,10.2917,0.281978,1.42293,0.032239,-0.0099786,23.7591,5.85277e-05,0.0104724,0.905356,7871.17,1.18643,0.374714,-0.1,0.02,81.2726,761856,0.0558347,0.0239697,0.0499048,0.0322709,-0.152725,nan,0.0175506,-0.000893078,-0.00197991,-0.000122885,-0.00106478,-0.00068978,-0.0153354,-1.86792e-07
63,0.122966,48.9103,0.00479492,0,9.75,0.26881,1.35218,0.0327935,-0.0117323,23.7431,5.85277e-05,0.0143414,0.904567,8419.52,1.12345,0.336014,-0.1,0.02,82.7339,774144,0.0539447,0.0225604,0.047721,0.0317554,-0.146842,nan,0.0167179,-0.000862352,-0.00198809,-0.000122894,-0.0010812,-0.000722859,-0.0149318,-1.85372e-07
64,0.190545,51.6163,0.00325495,0,10.2083,0.277268,1.38568,0.0287174,-0.0101526,23.7276,5.85277e-05,0.0158462,0.90379,10493,0.889338,0.281728,-0.1,0.02,83.9063,786432,0.0588416,0.0251873,0.0509491,0.033746,-0.156244,nan,0.0169224,-0.00084523,-0.00206531,-0.000124739,-0.0008,-0.00070743,-0.0153323,-1.86281e-07
65,0.174517,51.9275,0.00513504,0,8.04167,0.267709,1.37245,0.0339952,-0.0112061,23.7122,5.85277e-05,0.0113321,0.903028,12180.8,0.722236,0.286562,-0.1,0.02,84.9166,798720,0.0580301,0.025597,0.0504633,0.0335306,-0.156253,nan,0.0179845,-0.000907018,-0.00213584,-0.000131737,-0.000901554,-0.000743799,-0.0158065,-1.90846e-07
66,0.210844,52.6448,0.00294792,0,10.7917,0.283646,1.4114,0.0312154,-0.011855,23.6971,5.85277e-05,0.0123841,0.902274,9776.16,0.884196,0.372739,-0.1,0.02,86.175,811008,0.059765,0.0256583,0.0535881,0.0333454,-0.158377,nan,0.0175483,-0.00100217,-0.00210691,-0.000129554,-0.00117761,-0.000801035,-0.0157685,-1.91617e-07
67,0.276727,55.5023,0.00668613,0,9.04167,0.268679,1.34941,0.0333241,-0.0108402,23.6815,5.85277e-05,0.00734159,0.901443,9338.57,0.948982,0.366851,-0.1,0.02,87.4926,823296,0.0621859,0.0262682,0.0578728,0.0360601,-0.165289,nan,0.018553,-0.000987679,-0.00221312,-0.00013522,-0.00120276,-0.000818676,-0.0164571,-2.00435e-07
68,0.238514,53.9186,0.00493954,0,9.20833,0.269134,1.39728,0.034575,-0.0112227,23.6648,5.85277e-05,0.00912391,0.900633,8739.58,1.01159,0.394431,-0.1,0.02,88.9008,835584,0.0613263,0.0262827,0.054434,0.0341296,-0.160928,nan,0.0182851,-0.00106284,-0.00211167,-0.000129459,-0.00137557,-0.000846394,-0.0160782,-1.96919e-07
69,0.216329,54.774,0.0048643,0,8.66667,0.276563,1.39396,0.035867,-0.0124173,23.6493,5.85277e-05,0.0116096,0.899896,9006.66,0.912711,0.451613,-0.1,0.02,90.2671,847872,0.0614007,0.0259117,0.0556357,0.0359763,-0.163432,nan,0.0175962,-0.00104792,-0.00227863,-0.00013448,-0.00161538,-0.000902361,-0.0162927,-2.00748e-07
70,0.283667,58.2041,0.00582063,0,8.16667,0.267944,1.35934,0.036113,-0.0121063,23.6348,5.85277e-05,0.0104224,0.899169,9190.53,0.94987,0.387158,-0.1,0.02,91.6058,860160,0.0644357,0.0291578,0.0591437,0.0379543,-0.173935,nan,0.0189031,-0.00107424,-0.00242266,-0.000140143,-0.000918367,-0.000814864,-0.0161059,-1.93586e-07
71,0.303139,56.2441,0.00651037,0,8.875,0.270647,1.39008,0.0363729,-0.0113978,23.6206,5.85277e-05,0.0144813,0.898492,9211.83,0.936383,0.397553,-0.1,0.02,92.9412,872448,0.0637802,0.0266479,0.0586529,0.0361354,-0.167256,nan,0.0186761,-0.00110296,-0.0022452,-0.000135945,-0.000821596,-0.000729489,-0.0164441,-2.00337e-07
72,0.409067,59.8964,0.00852085,0,8.04167,0.262062,1.33454,0.0339602,-0.0112477,23.6067,5.85277e-05,0.015707,0.897755,10249.7,0.89219,0.306676,-0.1,0.02,94.1425,884736,0.0682006,0.0304669,0.0627921,0.0392563,-0.178469,nan,0.0201762,-0.00125358,-0.00243566,-0.000142363,-0.000621762,-0.000754559,-0.0167614,-2.03946e-07
73,0.477974,61.4171,0.00723556,0,7.79167,0.253674,1.33036,0.0357935,-0.0116219,23.5916,5.85277e-05,0.00876329,0.897005,12320.4,0.729481,0.267889,-0.1,0.02,95.1416,897024,0.0702977,0.0313065,0.0657513,0.0399929,-0.182336,nan,0.0203102,-0.00128207,-0.00241517,-0.000143,-0.000641711,-0.000667724,-0.0162741,-1.97572e-07
74,0.474389,65.2938,0.00802076,0,8.08333,0.258378,1.35224,0.0371969,-0.0104115,23.5766,5.85277e-05,0.0104223,0.896255,12204,0.721543,0.285341,-0.1,0.02,96.1497,909312,0.0772715,0.0332789,0.0680008,0.0421656,-0.194405,nan,0.0201495,-0.00122742,-0.00261562,-0.000152493,-0.00158247,-0.000907338,-0.0162562,-1.95667e-07
75,0.485828,65.6404,0.00859561,0,7.41667,0.258177,1.35159,0.0378531,-0.0114623,23.5615,5.85277e-05,0.00827135,0.895508,12922.6,0.665755,0.285138,-0.1,0.02,97.1019,921600,0.0775155,0.0323416,0.067288,0.0420582,-0.195151,nan,0.0222978,-0.00124081,-0.0026575,-0.000148037,-0.000758427,-0.000886318,-0.016368,-1.95378e-07
76,0.48749,65.3389,0.0107457,0,7.5,0.254439,1.31668,0.0388303,-0.0115306,23.5459,5.85277e-05,0.0133891,0.894695,13168,0.670026,0.263147,-0.1,0.02,98.0364,933888,0.0746412,0.0323339,0.0704234,0.0427119,-0.194801,nan,0.02195,-0.00132105,-0.00268611,-0.000156026,-0.00117778,-0.000958468,-0.0165848,-1.99898e-07
77,0.562656,69.8194,0.00865122,0,6,0.252767,1.32726,0.0397516,-0.010549,23.5299,5.85277e-05,0.0145073,0.893935,13161.9,0.632405,0.301197,-0.1,0.02,98.9712,946176,0.0818348,0.0361561,0.0749479,0.0444882,-0.206837,nan,0.0213125,-0.00125356,-0.00278827,-0.000152477,-0.00149306,-0.00112626,-0.0169559,-2.02261e-07
78,0.590253,70.1366,0.00831859,0,7.625,0.271505,1.34355,0.0420757,-0.0100716,23.5152,5.85277e-05,0.0125872,0.893239,12123,0.704537,0.309077,-0.1,0.02,99.9861,958464,0.0800954,0.0362466,0.0770278,0.0454223,-0.209118,nan,0.0227213,-0.00127192,-0.0028042,-0.000163248,-0.00121858,-0.000945155,-0.0164793,-1.95276e-07
79,0.680339,78.3937,0.0119752,0,5.29167,0.251728,1.28784,0.048138,-0.012247,23.5015,5.85277e-05,0.00891327,0.89258,12558.7,0.693989,0.284453,-0.1,0.02,100.966,970752,0.09121,0.0406164,0.0876092,0.0510415,-0.233819,nan,0.0220394,-0.00122393,-0.00335552,-0.000180366,-0.00185039,-0.00112269,-0.0169475,-2.02845e-07
80,0.706788,74.3571,0.0100973,0,7,0.26178,1.29862,0.0491836,-0.0112589,23.488,5.85277e-05,0.0186618,0.89188,13297.7,0.652145,0.271923,-0.1,0.02,101.891,983040,0.0865593,0.0390647,0.0847617,0.0486722,-0.220476,nan,0.0206429,-0.00124496,-0.00297503,-0.000159995,-0.00157143,-0.000926454,-0.017007,-2.03985e-07
81,0.808496,77.4917,0.0129399,0,5,0.255986,1.26018,0.0502294,-0.0112287,23.4735,5.85277e-05,0.00868556,0.891154,13729.8,0.624251,0.270734,-0.1,0.02,102.788,995328,0.0907613,0.0410434,0.0890236,0.0518791,-0.22848,nan,0.021475,-0.00122815,-0.00327472,-0.000175131,-0.00149167,-0.0010184,-0.0180896,-2.09331e-07
82,0.721311,78.75,0.013211,0,4.83333,0.257339,1.24033,0.0500731,-0.0112566,23.459,5.85277e-05,0.0110162,0.890447,8646.58,0.826306,0.594834,-0.1,0.02,104.21,1.00762e+06,0.0892345,0.0417424,0.091309,0.0540941,-0.234771,nan,0.0196552,-0.00115479,-0.00351395,-0.000185694,-0.000896552,-0.000797381,-0.0186503,-2.23307e-07
83,1.09527,89.6857,0.0130519,0,4.375,0.257066,1.25921,0.0522437,-0.0114632,23.4451,5.85277e-05,0.0127629,0.889784,7700.95,1.18062,0.415026,-0.1,0.02,105.808,1.0199e+06,0.103512,0.0484075,0.11093,0.0612166,-0.264461,nan,0.0224,-0.00128368,-0.00382557,-0.000203945,-0.00151429,-0.0010819,-0.0193326,-2.28042e-07
84,0.855124,93.783,0.0125104,0,4.41667,0.267896,1.26214,0.0536063,-0.0126553,23.432,5.85277e-05,0.0141221,0.889154,9426.7,0.881334,0.422197,-0.1,0.02,107.113,1.03219e+06,0.103844,0.0497328,0.110009,0.0635417,-0.280542,nan,0.0225849,-0.00116442,-0.00424618,-0.000226787,-0.000537736,-0.00107191,-0.0191676,-2.15535e-07
85,1.40673,111.455,0.0153271,0,3.66667,0.246107,1.22167,0.056326,-0.0113145,23.419,5.85277e-05,0.0185093,0.888501,10801.5,0.809071,0.328553,-0.1,0.02,108.252,1.04448e+06,0.128865,0.060665,0.141874,0.0752114,-0.332095,nan,0.0262841,-0.00135318,-0.00495018,-0.00024808,-0.00173864,-0.00126079,-0.0209172,-2.33329e-07
86,1.03789,103.95,0.0136178,0,3.33333,0.256247,1.24283,0.0610927,-0.0112807,23.4065,5.85277e-05,0.0130751,0.887943,9929.97,0.816137,0.421329,-0.1,0.02,109.491,1.05677e+06,0.112308,0.0564967,0.131128,0.0716573,-0.310165,nan,0.0200625,-0.00116216,-0.00476103,-0.000250642,-0.0024,-0.00123959,-0.0197794,-2.29512e-07
87,1.31969,115.946,0.013993,0,3.83333,0.258832,1.24428,0.0587498,-0.0133585,23.3952,5.85277e-05,0.0113522,0.887343,9471.08,0.925911,0.371513,-0.1,0.02,110.79,1.06906e+06,0.130836,0.0638235,0.145601,0.0773371,-0.345962,nan,0.0247174,-0.00128291,-0.00514127,-0.000244037,-0.00186957,-0.00144314,-0.0203878,-2.28979e-07
88,1.60587,118.566,0.0159101,0,3.16667,0.256528,1.23032,0.0581882,-0.0117748,23.3825,5.85277e-05,0.0118496,0.886713,10465.1,0.833599,0.340586,-0.1,0.02,111.965,1.08134e+06,0.13902,0.0644711,0.1547,0.0816387,-0.352793,nan,0.0243947,-0.00135759,-0.00553164,-0.000259847,-0.00115789,-0.00134203,-0.0214885,-2.3212e-07
89,1.65425,129.089,0.01549,0,2.33333,0.255726,1.22793,0.0608072,-0.0120703,23.3702,5.85277e-05,0.00721338,0.886137,11224.9,0.77571,0.319001,-0.1,0.02,113.062,1.09363e+06,0.150625,0.0704802,0.169492,0.0909065,-0.384822,nan,0.0200357,-0.00102135,-0.00636341,-0.000308196,-0.00214286,-0.00160086,-0.0225681,-2.49102e-07
90,2.12355,151.846,0.01533,0,2.16667,0.25364,1.21577,0.0586718,-0.0127483,23.3584,5.85277e-05,0.0102346,0.885551,9435.13,0.891402,0.410965,-0.1,0.02,114.366,1.10592e+06,0.181417,0.0828642,0.20416,0.102714,-0.452269,nan,0.0245769,-0.0012675,-0.00701445,-0.000336881,-0.00251923,-0.00221274,-0.0239355,-2.54007e-07
91,1.75148,142.842,0.0152355,0,2.375,0.253527,1.22354,0.0558529,-0.0108299,23.3465,8.77915e-05,0.00468093,0.884969,9671.13,0.85871,0.411876,-0.1,0.02,115.638,1.11821e+06,0.157844,0.077063,0.194392,0.0983186,-0.425687,nan,0.0221579,-0.00113464,-0.00692561,-0.000313472,-0.00249123,-0.00199445,-0.0236552,-2.60447e-07
92,2.37077,168.309,0.0162947,0,2.29167,0.252061,1.22616,0.0549712,-0.0135782,23.3323,8.77915e-05,0.0113821,0.884157,10620.9,0.784284,0.372675,-0.1,0.02,116.796,1.1305e+06,0.194597,0.093396,0.235074,0.119333,-0.500986,nan,0.0189273,-0.00113776,-0.00865769,-0.000376622,-0.0032,-0.00243685,-0.0259933,-2.72471e-07
93,2.31198,168.03,0.0180562,0,1.375,0.24889,1.17062,0.0560929,-0.0143942,23.3145,8.77915e-05,0.0194267,0.88316,12213.2,0.675129,0.330994,-0.1,0.02,117.804,1.14278e+06,0.18724,0.0946346,0.235887,0.114791,-0.503793,nan,0.0266364,-0.00116525,-0.00800584,-0.000343506,-0.00187879,-0.00239913,-0.0260047,-2.7361e-07
94,1.89898,158.909,0.0168022,0,1.83333,0.255688,1.17834,0.0587857,-0.0138684,23.293,8.77915e-05,0.0148597,0.882075,8682.86,0.968063,0.447139,-0.1,0.02,119.221,1.15507e+06,0.169114,0.0867589,0.217246,0.110092,-0.472512,nan,0.0231818,-0.00123474,-0.00794563,-0.000349001,-0.00265909,-0.00225697,-0.0244859,-2.51513e-07
95,2.06732,152.576,0.0179696,0,1.375,0.24679,1.17557,0.0641038,-0.0141798,23.2719,8.77915e-05,0.0127291,0.881134,9916.91,0.831976,0.40712,-0.1,0.02,120.462,1.16736e+06,0.165618,0.0848577,0.216445,0.107401,-0.453835,nan,0.0215455,-0.00120592,-0.00728634,-0.000320912,-0.0029697,-0.0022171,-0.0246654,-2.64251e-07
96,2.67965,184.439,0.0184955,0,1.70833,0.249819,1.19299,0.0612361,-0.0136859,23.2537,8.77915e-05,0.0169832,0.880262,10790,0.796906,0.34193,-0.1,0.02,121.602,1.17965e+06,0.209623,0.103902,0.264456,0.130108,-0.551928,nan,0.0229756,-0.00123288,-0.00922837,-0.000410788,-0.00346341,-0.00256582,-0.0282516,-2.97081e-07
97,3.07111,204.219,0.0189504,0,1.33333,0.244841,1.19429,0.0619456,-0.0144212,23.2363,8.77915e-05,0.0188738,0.879456,12054.6,0.651459,0.367907,-0.1,0.02,122.623,1.19194e+06,0.223006,0.119418,0.304686,0.142125,-0.607578,nan,0.02025,-0.00132295,-0.0100927,-0.00041861,-0.00409375,-0.00325579,-0.0291676,-2.98144e-07
98,3.67617,229.219,0.0193574,0,1.33333,0.243998,1.17045,0.0552772,-0.0143402,23.2191,8.77915e-05,0.0122748,0.878537,8677.09,0.937948,0.478195,-0.1,0.02,124.041,1.20422e+06,0.274669,0.13109,0.333446,0.163392,-0.682339,nan,0.0194063,-0.00133756,-0.0119535,-0.000509409,-0.00665625,-0.00341476,-0.0319839,-3.18722e-07
99,2.39186,174,0.0203034,0,0.666667,0.240441,1.15847,0.0646274,-0.0147621,23.2003,8.77915e-05,0.0157907,0.877682,9769.74,0.847804,0.409957,-0.1,0.02,125.3,1.21651e+06,0.190652,0.0966469,0.248413,0.123247,-0.514806,nan,0.0195,-0.00113211,-0.00896951,-0.000398245,-0.003125,-0.00224316,-0.0281912,-3.02695e-07
100,4.35855,255.517,0.0207655,0,1.20833,0.243283,1.16654,0.0581126,-0.0143488,23.1817,8.77915e-05,0.0197532,0.876653,11329.5,0.743067,0.341539,-0.1,0.02,126.386,1.2288e+06,0.298204,0.146348,0.382779,0.177632,-0.759594,nan,0.0305172,-0.00150809,-0.0130612,-0.000530993,-0.00582759,-0.00380847,-0.033221,-3.16463e-07
101,3.53506,238.125,0.0217384,0,1,0.236118,1.15072,0.0592946,-0.0139022,23.1604,8.77915e-05,0.0110208,0.875666,9518.09,0.795957,0.495059,-0.1,0.02,130.985,1.24109e+06,0.245355,0.138775,0.364861,0.170501,-0.712352,nan,0.022125,-0.0014953,-0.012669,-0.000503028,-0.00166667,-0.00276418,-0.0334135,-3.30041e-07
102,4.10153,254.524,0.0219983,0,0.875,0.239138,1.15208,0.0499458,-0.0137578,23.1403,8.77915e-05,0.0196354,0.874679,10531,0.762998,0.40384,-0.1,0.02,132.154,1.25338e+06,0.271571,0.151477,0.396866,0.183875,-0.757496,nan,0.0191429,-0.00135625,-0.0138128,-0.00054087,-0.00609524,-0.00319635,-0.0353573,-3.55772e-07
103,5.15907,295.312,0.0218429,0,0.666667,0.237094,1.17107,0.0517475,-0.0132518,23.1204,8.77915e-05,0.0131215,0.873746,9836.56,0.869843,0.379374,-0.1,0.02,133.405,1.26566e+06,0.342651,0.165515,0.446512,0.208625,-0.869524,nan,0.031125,-0.00166934,-0.0151831,-0.000642487,-0.0074375,-0.00396131,-0.0380567,-3.62195e-07
104,5.60091,314.35,0.0215565,0,0.833333,0.23922,1.15075,0.0556693,-0.0137251,23.1012,8.77915e-05,0.0172718,0.87281,8270.54,1.02254,0.463217,-0.1,0.02,134.892,1.27795e+06,0.365206,0.179361,0.495409,0.227367,-0.936796,nan,0.0183,-0.00156585,-0.0169995,-0.000642006,-0.0063,-0.00412903,-0.039165,-3.77376e-07
105,5.41274,300.625,0.0219755,0,0.666667,0.235776,1.17551,0.0478493,-0.0126839,23.0812,8.77915e-05,0.0157848,0.871781,9844.59,0.849448,0.39875,-0.1,0.02,136.142,1.29024e+06,0.363338,0.17256,0.472967,0.204859,-0.902716,nan,0.02325,-0.00151814,-0.0142279,-0.000565746,-0.00475,-0.00333706,-0.0392215,-3.80526e-07
106,5.39536,287.462,0.0230811,0,0.541667,0.2331,1.13814,0.045385,-0.0135626,23.0597,8.77915e-05,0.0169136,0.870782,9259.83,0.876577,0.450445,-0.1,0.02,137.471,1.30253e+06,0.332382,0.173877,0.453685,0.203549,-0.846508,nan,0.0175385,-0.00145529,-0.0150842,-0.000567831,-0.00492308,-0.00385567,-0.0388685,-3.61824e-07
107,5.73751,325.333,0.0237005,0,0.5,0.230488,1.15811,0.0467622,-0.0136029,23.039,8.77915e-05,0.0137875,0.869744,9534.02,0.885811,0.403047,-0.1,0.02,138.761,1.31482e+06,0.344667,0.199634,0.518733,0.233327,-0.964553,nan,0.0215,-0.00184715,-0.0176947,-0.000639442,-0.00433333,-0.00319345,-0.038723,-3.72114e-07
108,6.81034,378.125,0.0243856,0,0.333333,0.2282,1.14137,0.0474285,-0.0127226,23.018,8.77915e-05,0.00875916,0.868801,10239.8,0.87007,0.329952,-0.1,0.02,139.963,1.3271e+06,0.450411,0.223779,0.586318,0.270905,-1.13787,nan,0.03075,-0.00184814,-0.0206983,-0.000752048,-0.007,-0.00471416,-0.0487616,-4.74563e-07
109,5.24019,302,0.0232538,0,0.458333,0.229304,1.154,0.0400391,-0.0130754,22.999,8.77915e-05,0.0156216,0.867866,12551.3,0.664128,0.314895,-0.1,0.02,140.943,1.33939e+06,0.344078,0.174799,0.473857,0.217693,-0.895017,nan,0.0136364,-0.00153007,-0.0166784,-0.000682151,-0.00509091,-0.00345196,-0.039603,-3.70919e-07
110,7.4874,406.9,0.0253321,0,0.416667,0.227702,1.14137,0.0441032,-0.0137064,22.9784,8.77915e-05,0.0195395,0.866809,13748.6,0.600814,0.292949,-0.1,0.02,141.839,1.35168e+06,0.470543,0.246953,0.640899,0.289246,-1.21138,nan,0.0243,-0.00195626,-0.0224826,-0.000833674,-0.0092,-0.00573795,-0.0459789,-3.87016e-07
111,9.77059,531.778,0.0252227,0,0.375,0.22759,1.13256,0.0452521,-0.0133847,22.9571,8.77915e-05,0.014005,0.865867,13879.7,0.588908,0.296415,-0.1,0.02,142.725,1.36397e+06,0.571423,0.31843,0.86647,0.382731,-1.57253,nan,0.0263333,-0.0024913,-0.0301441,-0.00106043,-0.00577778,-0.00619228,-0.0586598,-5.11573e-07
112,6.14959,337.273,0.0256957,0,0.458333,0.227449,1.13802,0.0486481,-0.0137421,22.938,8.77915e-05,0.0076537,0.86494,13639.9,0.59683,0.304056,-0.1,0.02,143.627,1.37626e+06,0.364147,0.197278,0.554661,0.240862,-1.00334,nan,0.0253636,-0.00163798,-0.0187057,-0.000675985,-0.00654545,-0.00379886,-0.0401229,-3.56406e-07
113,7.71815,380.25,0.0262639,0,0.333333,0.222154,1.12487,0.0414838,-0.0133534,22.9165,8.77915e-05,0.0171666,0.863761,13436.4,0.61347,0.30106,-0.1,0.02,144.543,1.38854e+06,0.439484,0.228764,0.626804,0.275623,-1.11694,nan,0.01275,-0.00177175,-0.0217884,-0.000763312,-0.006,-0.00415701,-0.0460999,-3.89182e-07
114,9.72557,493.429,0.0259807,0,0.291667,0.22484,1.12785,0.0379515,-0.0135196,22.8911,8.77915e-05,0.0188764,0.862572,12683.9,0.665881,0.302905,-0.1,0.02,145.513,1.40083e+06,0.54646,0.298116,0.814822,0.354413,-1.46113,nan,0.0274286,-0.00239345,-0.0276189,-0.000984554,-0.00642857,-0.00562267,-0.0507831,-4.69665e-07
115,6.58233,390.857,0.0269018,0,0.291667,0.220204,1.12257,0.0421858,-0.0137492,22.867,8.77915e-05,0.0117881,0.861462,12863.1,0.6388,0.316494,-0.1,0.02,146.47,1.41312e+06,0.420031,0.210348,0.645929,0.278631,-1.16138,nan,0.0197143,-0.00189668,-0.0218744,-0.00079107,-0.00642857,-0.00363034,-0.0495366,-4.40092e-07
116,13.6054,634,0.0270891,0,0.25,0.22019,1.11651,0.0489653,-0.0145579,22.8454,8.77915e-05,0.0150521,0.860525,12549.6,0.638946,0.340206,-0.1,0.02,147.45,1.42541e+06,0.74734,0.375912,1.0802,0.444358,-1.87751,nan,0.0225,-0.00259389,-0.0344921,-0.00113882,-0.002,-0.00574124,-0.0665673,-6.11095e-07
117,13.8563,672.889,0.0269784,0,0.375,0.221433,1.11325,0.0444058,-0.0124844,22.827,8.77915e-05,0.0119337,0.859689,11349.1,0.670421,0.412305,-0.1,0.02,148.535,1.4377e+06,0.764696,0.409237,1.13737,0.476691,-1.99219,nan,0.0276667,-0.00303973,-0.0373413,-0.00127486,-0.0107778,-0.00705243,-0.0711659,-6.11886e-07
118,12.2591,544.3,0.0279572,0.0416667,0.375,0.217334,1.11259,0.0381531,-0.0138826,22.809,8.77915e-05,0.0138187,0.858795,10151.4,0.878431,0.332045,-0.1,0.02,149.747,1.44998e+06,0.637043,0.329607,0.9165,0.393606,-1.59711,nan,0.0309,-0.00238721,-0.0292215,-0.00105508,-0.006,-0.00490298,-0.0540244,-4.58956e-07
119,17.0655,811,0.0279962,0.0833333,0.0833333,0.215987,1.11267,0.044139,-0.0139137,22.79,5.85277e-05,0.0201013,0.857886,10917.4,0.723025,0.402517,-0.1,0.02,150.874,1.46227e+06,0.950818,0.472102,1.36444,0.580412,-2.41283,nan,0.045,-0.00340315,-0.0463239,-0.00158818,-0.0105,-0.00835834,-0.0764827,-5.71687e-07
120,17.1411,778.545,0.0283606,0.208333,0.25,0.21771,1.11812,0.0423218,-0.0122373,22.7734,5.85277e-05,0.00745854,0.857205,10404.9,0.818677,0.362308,-0.1,0.02,152.056,1.47456e+06,0.896225,0.473922,1.3346,0.564941,-2.29411,nan,0.0218182,-0.00334826,-0.0449886,-0.00147102,-0.00990909,-0.00763299,-0.073,-5.11525e-07
121,15.7194,722.778,0.0290412,0.166667,0.208333,0.21558,1.11319,0.0300875,-0.0117279,22.7581,5.85277e-05,0.0106458,0.856428,10862.8,0.794494,0.336702,-0.1,0.02,153.189,1.48685e+06,0.838374,0.436413,1.23803,0.507368,-2.13735,nan,0.0293333,-0.00306523,-0.0394401,-0.00140061,-0.0106667,-0.00746431,-0.0641635,-4.72525e-07
122,27.6008,1000,0.0292161,0.0833333,0,0.213782,1.09759,0.0354047,-0.0116196,22.7406,5.85277e-05,0.0161291,0.85555,11579.4,0.742277,0.318916,-0.1,0.02,154.251,1.49914e+06,1.25206,0.663523,1.76252,0.736403,-2.91838,nan,0.0435,-0.00376869,-0.055544,-0.00188698,-0.012,-0.00937798,-0.0770083,-4.97258e-07
123,17.776,774,0.0292206,0.25,0.166667,0.21648,1.10769,0.0307053,-0.0115926,22.7219,5.85277e-05,0.00890449,0.854646,13512.1,0.612016,0.297389,-0.1,0.02,155.162,1.51142e+06,0.912187,0.469998,1.33983,0.563764,-2.28181,nan,0.0228,-0.00314428,-0.0439379,-0.00146434,-0.0132,-0.00839917,-0.0678173,-4.73974e-07
124,21.5462,1000,0.0287301,0.0833333,0,0.214439,1.10079,0.0324412,-0.0121534,22.7031,5.85277e-05,0.0127339,0.853792,13743.8,0.599956,0.294123,-0.1,0.02,156.057,1.52371e+06,1.00091,0.620356,1.76192,0.73455,-2.88567,nan,0.0225,-0.00384371,-0.0582148,-0.00189345,-0.022,-0.0139506,-0.0773544,-5.01377e-07
125,21.5178,909.5,0.0295778,0.25,0.0833333,0.214258,1.08592,0.0317328,-0.0124155,22.6856,3.90184e-05,0.0223949,0.852984,9334.69,0.81812,0.498261,-0.1,0.02,157.375,1.536e+06,1.10836,0.564493,1.59152,0.638287,-2.68397,nan,0.018,-0.00362793,-0.0516007,-0.00168149,-0.014,-0.0104931,-0.0793929,-5.36747e-07
126,22.1052,854.778,0.0293541,0.291667,0.0833333,0.214086,1.08143,0.0371968,-0.00895076,22.6717,3.90184e-05,0.00971038,0.852485,11874.3,0.679901,0.354941,-0.1,0.02,158.411,1.54829e+06,1.069,0.526653,1.51426,0.621552,-2.50418,nan,0.0176667,-0.00331692,-0.0501399,-0.00156884,-0.00777778,-0.00766772,-0.0692215,-4.4911e-07
127,24.8048,987.067,0.029515,0.541667,0.0833333,0.21626,1.08126,0.0281949,-0.00858655,22.6605,3.90184e-05,0.0111305,0.851902,13064.8,0.642048,0.298494,-0.1,0.02,159.354,1.56058e+06,1.22951,0.610044,1.75655,0.707577,-2.9101,nan,0.0132,-0.00355031,-0.0553829,-0.00172774,-0.0149333,-0.00984802,-0.0810865,-5.12725e-07
128,25.874,982.125,0.0298476,0.958333,0.0416667,0.213084,1.08988,0.0333222,-0.00860342,22.6481,3.90184e-05,0.00946607,0.851345,12873.8,0.643485,0.311011,-0.1,0.02,160.309,1.57286e+06,1.24843,0.602547,1.74246,0.715897,-2.87489,nan,0.01825,-0.00383763,-0.0569809,-0.00183408,-0.0102083,-0.00891262,-0.0772241,-4.88208e-07
129,24.0558,939.111,0.029338,0.625,0.125,0.216069,1.0985,0.0343549,-0.00928701,22.6365,3.90184e-05,0.0095832,0.850785,12449.4,0.667706,0.319332,-0.1,0.02,161.298,1.58515e+06,1.17655,0.577417,1.66962,0.671231,-2.74852,nan,0.014,-0.00350201,-0.0534099,-0.00165662,-0.0135556,-0.00926736,-0.0761081,-4.9231e-07
130,26.981,953.667,0.0304694,0.541667,0.0833333,0.214455,1.08072,0.0307884,-0.00896209,22.6248,3.90184e-05,0.00595671,0.850253,12222.2,0.63822,0.367161,-0.1,0.02,162.305,1.59744e+06,1.28161,0.595966,1.70348,0.687061,-2.77891,nan,0.0134,-0.00351857,-0.0549482,-0.00169841,-0.0088,-0.00793627,-0.0766575,-4.90091e-07
131,25.098,946.938,0.0303845,0.625,0.0416667,0.214919,1.08005,0.0323034,-0.00902488,22.6133,3.90184e-05,0.00987206,0.849693,8333.71,0.948065,0.526429,-0.1,0.02,163.781,1.60973e+06,1.17003,0.590221,1.70583,0.692604,-2.76197,nan,0.0144375,-0.00362516,-0.0560769,-0.00170516,-0.0095,-0.00858884,-0.0767504,-4.81069e-07
