iteration,Train/mean_reward,Train/mean_episode_length,Train/mean_step_reward,Episode_Termination/time_out,Episode_Termination/fell_over,Metrics/twist/error_vel_xy,Metrics/twist/error_vel_yaw,Loss/value,Loss/surrogate,Loss/entropy,Loss/learning_rate,Loss/kl,Policy/mean_std,Perf/total_fps,Perf/collection_time,Perf/learning_time,Curriculum/action_rate_weight,Curriculum/standing_envs,time_s,env_steps,Episode_Reward/track_linear_velocity,Episode_Reward/track_angular_velocity,Episode_Reward/upright,Episode_Reward/pose,Episode_Reward/action_rate_l2,Episode_Reward/alive,Episode_Reward/air_time,Episode_Reward/foot_clearance,Episode_Reward/foot_swing_height,Episode_Reward/foot_slip,Episode_Reward/self_collisions,Episode_Reward/dof_pos_limits,Episode_Reward/body_ang_vel,Episode_Reward/angular_momentum
132,26.767,970.118,0.0299628,0.666667,0.0416667,0.216211,1.0855,0.0323647,-0.00983429,22.6013,3.90184e-05,0.0116709,0.849135,7891.2,1.09622,0.46096,-0.1,0.02,165.341,1.62202e+06,1.2626,0.592609,1.74167,0.708563,-2.81826,nan,0.0109412,-0.00361358,-0.0579422,-0.00179704,-0.00958824,-0.00878737,-0.0780398,-4.75039e-07
133,24.8724,956.913,0.0294606,0.875,0.0833333,0.219617,1.09994,0.0337301,-0.00844859,22.5895,3.90184e-05,0.0104606,0.84857,8431.3,1.03181,0.425612,-0.1,0.02,166.8,1.6343e+06,1.18727,0.576822,1.72219,0.687445,-2.79013,nan,0.0127826,-0.00351881,-0.0551473,-0.00171063,-0.00773913,-0.00819932,-0.0764394,-4.89794e-07
134,22.1783,850.833,0.0300787,0.75,0.25,0.220557,1.08476,0.0307922,-0.00989284,22.5772,3.90184e-05,0.0101503,0.847976,9501.19,0.83661,0.456702,-0.1,0.02,168.095,1.64659e+06,1.03352,0.530045,1.52351,0.613396,-2.47109,nan,0.015625,-0.00322919,-0.0479333,-0.00151318,-0.007375,-0.00666662,-0.0693725,-4.83874e-07
135,27.5311,1000,0.0304235,0.625,0,0.217735,1.07966,0.0240972,-0.00907141,22.5642,3.90184e-05,0.00981255,0.847334,9972.12,0.817863,0.414372,-0.1,0.02,169.329,1.65888e+06,1.27934,0.604389,1.81286,0.728345,-2.90334,nan,0.014,-0.00370321,-0.0583039,-0.00179702,-0.00853333,-0.00851585,-0.0781773,-4.74469e-07
136,25.2056,947.963,0.0301991,1.04167,0.0833333,0.217542,1.07193,0.0276562,-0.00861109,22.5509,3.90184e-05,0.00882672,0.846761,8802.84,0.955738,0.440175,-0.1,0.02,170.726,1.67117e+06,1.14667,0.585882,1.72232,0.68196,-2.73905,nan,0.0145556,-0.00350269,-0.0541875,-0.0016508,-0.00996296,-0.00794889,-0.0748097,-4.63307e-07
137,27.6166,1000,0.0296193,0.916667,0,0.219177,1.08113,0.0304773,-0.00839419,22.5392,3.90184e-05,0.00782177,0.84622,10891.1,0.749702,0.378557,-0.1,0.02,171.856,1.68346e+06,1.20385,0.63143,1.83774,0.732516,-2.87994,nan,0.0155455,-0.00367842,-0.0584822,-0.00179456,-0.0117273,-0.00776529,-0.0768592,-4.65589e-07
138,25.5788,941.889,0.0307009,1,0.125,0.219601,1.05659,0.027471,-0.00939624,22.5272,3.90184e-05,0.011116,0.845615,10058.1,0.832565,0.389132,-0.1,0.02,173.08,1.69574e+06,1.16503,0.569735,1.71734,0.677859,-2.71314,nan,0.00911111,-0.00335284,-0.0548678,-0.0016667,-0.00718519,-0.00636805,-0.0735541,-4.51171e-07
139,26.1357,979.9,0.0304855,0.791667,0.0416667,0.217336,1.08513,0.0300331,-0.00860178,22.5141,3.90184e-05,0.00725158,0.845013,9580.63,0.867012,0.415576,-0.1,0.02,174.364,1.70803e+06,1.15903,0.606897,1.79616,0.712494,-2.82181,nan,0.0087,-0.00354046,-0.0575534,-0.00177305,-0.0075,-0.00736569,-0.0769575,-4.64179e-07
140,26.1427,897.786,0.0315887,0.5,0.0833333,0.215707,1.07771,0.030135,-0.00971253,22.5015,3.90184e-05,0.01278,0.844434,8700.27,1.02799,0.384383,-0.1,0.02,175.778,1.72032e+06,1.13739,0.575534,1.64342,0.655531,-2.56552,nan,0.00407143,-0.00338433,-0.0527208,-0.00164363,-0.00735714,-0.0065724,-0.0716083,-4.71327e-07
141,25.8721,935.25,0.0308109,0.583333,0.0833333,0.215174,1.08099,0.0296806,-0.00850812,22.4895,3.90184e-05,0.00581053,0.843881,8630.81,0.986998,0.436738,-0.1,0.02,177.204,1.73261e+06,1.17121,0.588651,1.70717,0.671314,-2.70922,nan,0.008625,-0.003263,-0.0535858,-0.0016299,-0.0050625,-0.00635469,-0.074241,-4.67285e-07
142,29.206,1000,0.0309016,0.583333,0,0.218379,1.06076,0.0295518,-0.0102345,22.4778,3.90184e-05,0.013217,0.843345,8977.76,0.874391,0.494325,-0.1,0.02,178.574,1.7449e+06,1.27696,0.627841,1.84368,0.719199,-2.86084,nan,0.006,-0.00330772,-0.0566451,-0.00170208,-0.00892857,-0.00709537,-0.0748642,-4.41954e-07
143,27.9484,962.737,0.0312058,0.75,0.0416667,0.218347,1.07853,0.0359505,-0.00907024,22.4666,3.90184e-05,0.0133764,0.842848,9185.04,1.01229,0.325537,-0.1,0.02,179.916,1.75718e+06,1.20586,0.611191,1.77223,0.695179,-2.74817,nan,0.00947368,-0.00339502,-0.0555186,-0.00170421,-0.00710526,-0.00674051,-0.0738801,-4.4983e-07
144,25.0566,872.2,0.0314646,0.5,0.125,0.217253,1.06112,0.0368355,-0.00850622,22.4564,3.90184e-05,0.0102567,0.842367,10663.7,0.729509,0.422815,-0.1,0.02,181.07,1.76947e+06,1.07744,0.553118,1.60177,0.634433,-2.48338,nan,0.0098,-0.00316977,-0.0519319,-0.00158448,-0.00693333,-0.00624667,-0.0704832,-4.6041e-07
145,26.845,899.9,0.0315472,0.291667,0.125,0.218029,1.08106,0.030513,-0.00920694,22.4454,3.90184e-05,0.0103529,0.841818,9743.95,0.850589,0.410501,-0.1,0.02,182.332,1.78176e+06,1.15552,0.577518,1.65076,0.638975,-2.54968,nan,0.0096,-0.00315202,-0.0505501,-0.00155789,-0.0064,-0.0061102,-0.072668,-4.97546e-07
146,29.447,1000,0.0316934,0.625,0,0.217198,1.06299,0.0247805,-0.00814552,22.4331,3.90184e-05,0.0112,0.841217,9124.95,0.911812,0.434825,-0.1,0.02,183.681,1.79405e+06,1.27552,0.62695,1.84028,0.71819,-2.84501,nan,0.0102,-0.00358203,-0.0581096,-0.00173903,-0.0062,-0.00663156,-0.0775254,-4.64986e-07
147,27.9361,1000,0.0320637,0.458333,0,0.216578,1.05664,0.03484,-0.00860226,22.4207,5.85277e-05,0.0031344,0.840689,10884.6,0.770248,0.358691,-0.1,0.02,184.811,1.80634e+06,1.20562,0.623253,1.84689,0.709924,-2.84592,nan,0.00681818,-0.00348556,-0.0566015,-0.00169067,-0.00427273,-0.00692295,-0.0767987,-4.71454e-07
148,24.0657,828.636,0.0313563,0.333333,0.125,0.221625,1.05877,0.0302791,-0.010617,22.4073,5.85277e-05,0.0120571,0.839947,10517.9,0.783114,0.385179,-0.1,0.02,185.981,1.81862e+06,1.02372,0.539626,1.51906,0.597461,-2.35451,nan,0.0100909,-0.00287443,-0.0476717,-0.001473,-0.00745455,-0.00551106,-0.0671721,-4.46298e-07
149,25.8086,918.727,0.0318337,0.375,0.0833333,0.220794,1.06793,0.0303989,-0.0113259,22.3918,5.85277e-05,0.0119716,0.839259,10058.1,0.830941,0.390759,-0.1,0.02,187.204,1.83091e+06,1.06887,0.596009,1.70212,0.647067,-2.59193,nan,0.0100909,-0.00301786,-0.0501136,-0.00157075,-0.00763636,-0.00585151,-0.0736117,-4.82024e-07
150,22.9956,779.333,0.0319282,0.166667,0.0833333,0.222315,1.06273,0.0290789,-0.0111704,22.3773,5.85277e-05,0.00756595,0.838593,9624.84,0.908089,0.368607,-0.1,0.02,188.482,1.8432e+06,0.957259,0.491614,1.43145,0.548294,-2.17051,nan,0.013,-0.00263392,-0.0427466,-0.00137928,-0.006,-0.00503799,-0.063532,-4.29191e-07
151,29.1286,990.2,0.0328899,0.375,0.0416667,0.217701,1.05424,0.0259069,-0.0115082,22.3624,5.85277e-05,0.00990478,0.837842,10045.1,0.835637,0.387652,-0.1,0.02,189.707,1.85549e+06,1.23172,0.624159,1.82238,0.713179,-2.79408,nan,0.009,-0.00339559,-0.0555771,-0.00169114,-0.0068,-0.00568985,-0.0767647,-4.68949e-07
152,31.3173,1000,0.0321436,0.458333,0,0.217717,1.07088,0.0258867,-0.0113087,22.3454,5.85277e-05,0.0142235,0.837033,10086.1,0.837722,0.380591,-0.1,0.02,190.926,1.86778e+06,1.29312,0.665512,1.85635,0.713979,-2.81889,nan,0.00490909,-0.00324169,-0.0559222,-0.00164147,-0.00745455,-0.00639869,-0.07446,-4.39938e-07
153,26.5611,881.429,0.0324343,0.25,0.0416667,0.219398,1.06398,0.0279973,-0.0105157,22.3286,5.85277e-05,0.00823863,0.836301,10151.5,0.910588,0.299874,-0.1,0.02,192.138,1.88006e+06,1.11964,0.548691,1.6342,0.624024,-2.47364,nan,0.00771429,-0.00292223,-0.0479648,-0.00145404,-0.00857143,-0.00516693,-0.0665029,-4.1751e-07
154,28.5328,958.923,0.0327542,0.5,0.0416667,0.219719,1.04455,0.0225213,-0.010712,22.3123,5.85277e-05,0.012645,0.835474,10833,0.698907,0.435403,-0.1,0.02,193.274,1.89235e+06,1.15681,0.611737,1.78247,0.693852,-2.68697,nan,0.0115385,-0.00338774,-0.0554842,-0.00166324,-0.00553846,-0.00529815,-0.071418,-4.38383e-07
155,32.3073,1000,0.0330443,0.166667,0,0.219222,1.04827,0.0243206,-0.0113649,22.294,5.85277e-05,0.0119035,0.834639,8822.93,0.981263,0.411472,-0.1,0.02,194.668,1.90464e+06,1.31343,0.659689,1.85964,0.740451,-2.81837,nan,0.0075,-0.00335374,-0.0622091,-0.00177701,0,-0.00492741,-0.0747051,-4.36583e-07
156,30.7395,1000,0.0329898,0.333333,0,0.219351,1.04282,0.0230782,-0.0102595,22.2757,5.85277e-05,0.0106885,0.833764,9824,0.859411,0.391403,-0.1,0.02,195.921,1.91693e+06,1.2206,0.661259,1.86042,0.722537,-2.78586,nan,0.003375,-0.00336934,-0.0585114,-0.00165289,-0.003,-0.00532021,-0.0734998,-4.25177e-07
157,26.0281,854.5,0.0338218,0.208333,0.0416667,0.216144,1.03634,0.0294965,-0.011179,22.2567,5.85277e-05,0.00673281,0.832899,11436.3,0.680208,0.394268,-0.1,0.02,196.997,1.92922e+06,1.07205,0.532158,1.57348,0.617547,-2.36856,nan,0.004,-0.00289057,-0.0495238,-0.00142849,-0.004,-0.00525297,-0.0661793,-3.9053e-07
158,23.3177,836.125,0.0333763,0.208333,0.125,0.217718,1.05506,0.0277965,-0.0125847,22.2384,5.85277e-05,0.0117048,0.832078,12776.9,0.659096,0.302643,-0.1,0.02,197.96,1.9415e+06,0.936395,0.527849,1.54292,0.611232,-2.33224,nan,0.00675,-0.00289062,-0.0493137,-0.00146467,-0.002,-0.0044914,-0.066862,-4.20674e-07
159,32.0783,1000,0.0342444,0.458333,0,0.217418,1.03643,0.0321548,-0.0113613,22.2213,5.85277e-05,0.0137345,0.831337,8557.62,1.0066,0.429314,-0.1,0.02,199.398,1.95379e+06,1.33355,0.628498,1.85889,0.705788,-2.78415,nan,0.00954545,-0.00335976,-0.055738,-0.0016945,-0.006,-0.00585368,-0.0755554,-4.59414e-07
160,24.3696,795.75,0.0334606,0.125,0.0416667,0.217587,1.0438,0.0243705,-0.0112004,22.206,5.85277e-05,0.0106466,0.830651,9548.69,0.878567,0.408311,-0.1,0.02,200.686,1.96608e+06,0.995955,0.487325,1.45682,0.580837,-2.19038,nan,0.0105,-0.00272404,-0.047137,-0.00134375,-0.004,-0.00359721,-0.0637823,-3.90456e-07
161,33.2275,1000,0.0337734,0.166667,0,0.217401,1.04378,0.0267146,-0.0124635,22.1904,5.85277e-05,0.0140944,0.829891,9653.91,0.92025,0.352602,-0.1,0.02,201.961,1.97837e+06,1.29724,0.647142,1.88161,0.728919,-2.75641,nan,0.0075,-0.00314814,-0.0572553,-0.00157289,-0.006,-0.0065153,-0.070137,-4.20052e-07
162,29.9256,1000,0.0337842,0.458333,0,0.219698,1.03924,0.0315408,-0.0115739,22.1738,5.85277e-05,0.0114693,0.829143,10875.3,0.72159,0.408313,-0.1,0.02,203.092,1.99066e+06,1.12676,0.655615,1.87375,0.731725,-2.75329,nan,0.00463636,-0.00322808,-0.0583786,-0.00163538,-0.00290909,-0.00512129,-0.0716421,-4.15457e-07
163,26.9014,832.889,0.0338955,0.25,0.125,0.218936,1.05925,0.0243892,-0.0119198,22.1578,5.85277e-05,0.0147163,0.828405,8800.89,0.983965,0.412257,-0.1,0.02,204.491,2.00294e+06,1.05985,0.560369,1.53881,0.607579,-2.30465,nan,0.00933333,-0.00286659,-0.0471898,-0.0014046,-0.00433333,-0.00527771,-0.0651435,-4.2672e-07
164,31.7429,971,0.0339188,0.208333,0.0416667,0.21853,1.04127,0.0313167,-0.0101965,22.1412,5.85277e-05,0.00782524,0.827609,10104,0.810195,0.405955,-0.1,0.02,205.708,2.01523e+06,1.2719,0.601378,1.81069,0.711286,-2.66987,nan,0.0055,-0.0032043,-0.0562388,-0.001624,-0.00266667,-0.004711,-0.0752926,-4.45023e-07
165,30.776,963.714,0.0344186,0.25,0.0416667,0.218848,1.03574,0.0268954,-0.0111049,22.1231,5.85277e-05,0.00928423,0.826741,10446.3,0.717699,0.458608,-0.1,0.02,206.886,2.02752e+06,1.22864,0.626786,1.79725,0.689903,-2.66813,nan,0.00514286,-0.00305103,-0.0542438,-0.00161165,-0.00342857,-0.00456831,-0.0738974,-4.47689e-07
166,31.0744,1000,0.0342866,0.125,0,0.217801,1.06139,0.0230799,-0.0112497,22.1047,5.85277e-05,0.0121359,0.825959,10617.1,0.736972,0.420401,-0.1,0.02,208.045,2.03981e+06,1.21128,0.653371,1.88095,0.71916,-2.76124,nan,0.001,-0.00306586,-0.0591054,-0.00171082,-0.00933333,-0.00673556,-0.070862,-4.19679e-07
167,31.0409,1000,0.0345115,0.333333,0,0.217091,1.04675,0.0239777,-0.0113276,22.0875,5.85277e-05,0.0157228,0.82512,8042.07,1.02221,0.505753,-0.1,0.02,209.574,2.0521e+06,1.23458,0.6439,1.85689,0.71665,-2.75411,nan,0.00525,-0.0036493,-0.0594016,-0.00171715,-0.006,-0.00542779,-0.0749207,-4.55364e-07
168,28.4381,934.5,0.0348573,0.375,0.0416667,0.218897,1.01793,0.0266509,-0.0103487,22.0691,5.85277e-05,0.0128474,0.824309,8466.68,1.0721,0.379232,-0.1,0.02,211.028,2.06438e+06,1.11286,0.595025,1.74147,0.672951,-2.57065,nan,0.0066,-0.00306768,-0.0535248,-0.00153711,-0.0042,-0.00463357,-0.0693826,-4.24923e-07
169,31.0417,944.158,0.0351545,0.708333,0.0833333,0.218882,1.05982,0.024307,-0.0107976,22.0524,5.85277e-05,0.012177,0.823592,10380.7,0.874474,0.309257,-0.1,0.02,212.213,2.07667e+06,1.18567,0.632545,1.76664,0.690486,-2.59317,nan,0.00742105,-0.00314692,-0.0551626,-0.00159289,-0.00442105,-0.00451628,-0.0686749,-4.24333e-07
170,31.6188,1000,0.0354453,0.833333,0,0.216382,1.03407,0.0268545,-0.011048,22.0356,5.85277e-05,0.0162119,0.822732,11516.3,0.710647,0.356359,-0.1,0.02,213.281,2.08896e+06,1.23263,0.644915,1.87,0.714723,-2.73938,nan,0.00405,-0.00307374,-0.056197,-0.00162805,-0.0062,-0.00610729,-0.072793,-4.24501e-07
171,32.2425,1000,0.0352025,0.666667,0,0.219276,1.03023,0.0237374,-0.0123396,22.0172,5.85277e-05,0.0156062,0.821962,7115.58,1.14417,0.582747,-0.1,0.02,215.01,2.10125e+06,1.24372,0.632308,1.87592,0.727446,-2.72847,nan,0.0054375,-0.00317605,-0.0586479,-0.00168387,-0.0046875,-0.00493203,-0.0711074,-4.19463e-07
172,33.2415,1000,0.0351505,0.416667,0,0.217279,1.04796,0.0286469,-0.0109114,22.0011,5.85277e-05,0.0093894,0.821246,9751.72,0.845635,0.41445,-0.1,0.02,216.272,2.11354e+06,1.27444,0.666656,1.88147,0.710047,-2.73385,nan,0.0018,-0.00293513,-0.0555727,-0.00156452,-0.002,-0.0048697,-0.0715447,-4.12588e-07
173,30.8813,982.294,0.034994,0.625,0.0833333,0.218418,1.04665,0.0257115,-0.0116395,21.9847,5.85277e-05,0.0120232,0.820443,10288.3,0.863725,0.330637,-0.1,0.02,217.468,2.12582e+06,1.18096,0.642595,1.83676,0.710726,-2.68687,nan,0.006,-0.00325497,-0.0570222,-0.00159043,-0.00558824,-0.00536595,-0.0732851,-4.53313e-07
174,33.0488,1000,0.0356077,0.708333,0,0.218004,1.04448,0.0295252,-0.0115668,21.9666,5.85277e-05,0.0102274,0.819626,9711.85,0.819961,0.445297,-0.1,0.02,218.734,2.13811e+06,1.26076,0.651331,1.87875,0.729466,-2.72759,nan,0.00529412,-0.00319726,-0.0584599,-0.00168452,-0.00435294,-0.00559492,-0.0722869,-4.12625e-07
175,32.5249,978.214,0.0355518,1.04167,0.125,0.216732,1.05085,0.0262986,-0.010908,21.9489,5.85277e-05,0.00925063,0.818811,8702.28,1.00454,0.407502,-0.1,0.02,220.148,2.1504e+06,1.23495,0.635899,1.83373,0.710843,-2.64945,nan,0.00417857,-0.00314944,-0.0566545,-0.00161052,-0.00657143,-0.00534048,-0.0705735,-4.26208e-07
176,33.0292,988.944,0.0365265,0.708333,0.0416667,0.214553,1.03456,0.0271056,-0.011188,21.9308,5.85277e-05,0.0138405,0.818,9814.99,0.885032,0.36693,-0.1,0.02,221.402,2.16269e+06,1.23337,0.656996,1.85518,0.717489,-2.67289,nan,0.00416667,-0.00304392,-0.0566747,-0.00160475,-0.004,-0.00529183,-0.0722386,-4.19503e-07
177,30.381,945.25,0.0363953,0.458333,0.0416667,0.213529,1.03366,0.0240481,-0.0113042,21.9129,5.85277e-05,0.0119712,0.817158,12248.6,0.689173,0.314041,-0.1,0.02,222.406,2.17498e+06,1.16978,0.614185,1.77529,0.671393,-2.57829,nan,0.003,-0.00292496,-0.0504185,-0.00152293,-0.007,-0.00476182,-0.0696867,-4.22683e-07
178,32.7958,1000,0.0361708,1.16667,0,0.212535,1.04127,0.0263332,-0.0109944,21.8945,5.85277e-05,0.0117971,0.816378,12654,0.66712,0.303956,-0.1,0.02,223.379,2.18726e+06,1.23295,0.668617,1.87896,0.70128,-2.70625,nan,0.0045,-0.00282465,-0.0534377,-0.00150508,-0.00689286,-0.00546499,-0.070135,-4.03247e-07
179,33.036,972.583,0.0368472,0.958333,0.0416667,0.214352,1.04339,0.0214876,-0.0109752,21.8781,5.85277e-05,0.00772366,0.815646,11329.5,0.721662,0.362942,-0.1,0.02,224.465,2.19955e+06,1.20673,0.655868,1.83015,0.698302,-2.60335,nan,0.005,-0.00290547,-0.0549432,-0.00150658,-0.00691667,-0.00559371,-0.0690368,-4.10838e-07
180,34.953,1000,0.0372724,0.791667,0,0.213099,1.03579,0.0235187,-0.0109375,21.8619,5.85277e-05,0.00871288,0.814906,12294.9,0.699354,0.300088,-0.1,0.02,225.466,2.21184e+06,1.30364,0.67345,1.87963,0.732191,-2.69781,nan,0.00442105,-0.00308672,-0.0582423,-0.00164335,-0.00821053,-0.00508366,-0.0716131,-4.0843e-07
181,33.471,997,0.0371893,0.875,0.0416667,0.2135,1.03628,0.0204736,-0.0111308,21.845,5.85277e-05,0.0130199,0.814129,12343.9,0.651504,0.343965,-0.1,0.02,226.462,2.22413e+06,1.24398,0.648244,1.87281,0.723858,-2.67683,nan,0.00340909,-0.00304815,-0.0562229,-0.00158544,-0.0035,-0.00487152,-0.0726925,-4.31389e-07
182,33.2206,960.818,0.037443,0.416667,0.0416667,0.213309,1.0344,0.0284957,-0.011004,21.828,5.85277e-05,0.0111978,0.813385,13555.1,0.606464,0.300055,-0.1,0.02,227.37,2.23642e+06,1.21655,0.620833,1.80904,0.705739,-2.55795,nan,0.00381818,-0.00308888,-0.0553059,-0.00156323,-0.00418182,-0.00476955,-0.0680849,-4.18821e-07
183,32.2509,953.4,0.0372616,0.791667,0.0416667,0.211963,1.02724,0.0203407,-0.0114574,21.8114,5.85277e-05,0.0113795,0.812618,13221.5,0.634105,0.295287,-0.1,0.02,228.301,2.2487e+06,1.14153,0.639396,1.79737,0.700712,-2.53431,nan,0.00345,-0.0029043,-0.0554371,-0.00155819,-0.0036,-0.00444657,-0.0676537,-4.01641e-07
184,33.8383,1000,0.0369907,0.416667,0,0.213944,1.04606,0.0214345,-0.0106583,21.7939,5.85277e-05,0.0137766,0.81181,13923.2,0.59128,0.291275,-0.1,0.02,229.185,2.26099e+06,1.24197,0.650819,1.88245,0.714516,-2.6554,nan,0.003,-0.00295071,-0.0554782,-0.00154401,-0.0104,-0.0052615,-0.0698099,-4.02442e-07
185,34.7958,1000,0.0381774,0.833333,0,0.212368,1.01924,0.0295766,-0.0104422,21.7764,5.85277e-05,0.00940553,0.81107,13420.8,0.625554,0.290037,-0.1,0.02,230.101,2.27328e+06,1.26683,0.662556,1.88114,0.71993,-2.65619,nan,0.0042,-0.00298958,-0.0561847,-0.00155191,-0.004,-0.0048256,-0.0691181,-4.07725e-07
186,32.9953,930.462,0.0375849,0.458333,0.0833333,0.214531,1.03718,0.0209193,-0.0113647,21.7603,5.85277e-05,0.0152513,0.810322,12793.5,0.65638,0.304104,-0.1,0.02,231.063,2.28557e+06,1.20558,0.617848,1.74757,0.656875,-2.45453,nan,0.00669231,-0.00288381,-0.0515825,-0.00142038,-0.00261538,-0.0047096,-0.0670651,-4.18085e-07
187,30.0291,909.222,0.0381745,0.333333,0.0416667,0.215084,1.02123,0.0259666,-0.0114428,21.7434,5.85277e-05,0.0123134,0.809572,13124.1,0.648946,0.287346,-0.1,0.02,232.001,2.29786e+06,1.0833,0.586519,1.70109,0.659769,-2.39808,nan,0.00266667,-0.00287459,-0.0520602,-0.00150328,-0.00622222,-0.00500728,-0.0661411,-3.99127e-07
188,33.2729,950,0.0385382,0.708333,0.0416667,0.214575,1.02098,0.0249995,-0.0107453,21.7271,5.85277e-05,0.0117428,0.808864,13657.7,0.612058,0.287653,-0.1,0.02,232.902,2.31014e+06,1.19982,0.618799,1.78934,0.685533,-2.5011,nan,0.0045,-0.00288155,-0.0534383,-0.00148508,-0.00433333,-0.00488467,-0.0662211,-4.0573e-07
189,34.6761,930.875,0.0379408,0.291667,0.0416667,0.2145,1.03545,0.0250699,-0.0104993,21.7109,5.85277e-05,0.00846294,0.808092,13845.6,0.598075,0.289429,-0.1,0.02,233.791,2.32243e+06,1.24001,0.630123,1.75311,0.689472,-2.45027,nan,0.004125,-0.00287376,-0.0537972,-0.00153758,-0.003,-0.00487799,-0.0666777,-4.23154e-07
190,32.4125,949.375,0.0384024,0.625,0.0416667,0.217501,1.0178,0.0241869,-0.0105661,21.6935,5.85277e-05,0.0122247,0.807325,12988.3,0.648678,0.297402,-0.1,0.02,234.738,2.33472e+06,1.12168,0.644701,1.79011,0.6951,-2.50044,nan,0.0046875,-0.0029575,-0.0541129,-0.00153541,-0.006,-0.00516579,-0.0654433,-3.94283e-07
191,33.7026,921.75,0.0375014,0.291667,0.0416667,0.218457,1.02112,0.0191564,-0.0106716,21.6763,5.85277e-05,0.0118259,0.806537,11893.2,0.742406,0.290791,-0.1,0.02,235.772,2.34701e+06,1.20149,0.626175,1.73427,0.643097,-2.39935,nan,0.0075,-0.00270529,-0.0485362,-0.00134019,-0.0065,-0.00400249,-0.0649648,-3.94937e-07
192,37.4654,1000,0.0382736,0.416667,0,0.215041,1.01423,0.0235567,-0.0107726,21.6589,5.85277e-05,0.0125292,0.80578,10462.7,0.848598,0.325864,-0.1,0.02,236.948,2.3593e+06,1.31931,0.677167,1.88415,0.736919,-2.60446,nan,0.0021,-0.00289943,-0.0584573,-0.00159243,-0.0045,-0.00484948,-0.0696227,-3.91993e-07
193,36.1998,1000,0.0373422,0.333333,0,0.220009,1.03402,0.0321505,-0.0111905,21.6433,5.85277e-05,0.0130568,0.805176,12247.1,0.696463,0.306874,-0.1,0.02,237.953,2.37158e+06,1.2504,0.691471,1.8923,0.707744,-2.60376,nan,0.00675,-0.00284117,-0.0543897,-0.00145306,-0.00325,-0.00433437,-0.0686539,-4.00906e-07
194,28.6541,837.154,0.0379399,0.416667,0.125,0.217866,1.02774,0.0294011,-0.0123532,21.63,5.85277e-05,0.0108398,0.80455,13358,0.619692,0.300205,-0.1,0.02,238.874,2.38387e+06,1.00399,0.555736,1.56794,0.598695,-2.17807,nan,0.00623077,-0.00250872,-0.0457876,-0.00128605,-0.00646154,-0.00424616,-0.06153,-3.93294e-07
195,34.0332,973.125,0.0386303,0.291667,0.0416667,0.217204,1.02277,0.0256699,-0.0111875,21.6152,5.85277e-05,0.0120032,0.803859,11903.6,0.68634,0.345952,-0.1,0.02,239.908,2.39616e+06,1.18402,0.630533,1.83144,0.714085,-2.51503,nan,0.003,-0.00291693,-0.0557415,-0.00151821,-0.010625,-0.00524398,-0.0703305,-4.07579e-07
196,31.1979,919.333,0.0389018,0.416667,0.0833333,0.217042,1.01223,0.0287816,-0.0118469,21.5999,5.85277e-05,0.0084454,0.803202,12024.1,0.702227,0.319723,-0.1,0.02,240.931,2.40845e+06,1.06502,0.607985,1.72599,0.671758,-2.39181,nan,0.008,-0.00278731,-0.051883,-0.00143731,-0.00333333,-0.00385294,-0.0637569,-4.07668e-07
197,26.677,672.5,0.0387019,0.0416667,0.0416667,0.217528,1.01658,0.02425,-0.0117757,21.5853,5.85277e-05,0.0108543,0.802543,13382,0.624077,0.294173,-0.1,0.02,241.851,2.42074e+06,1.02436,0.409268,1.2245,0.483035,-1.71985,nan,0.024,-0.00274725,-0.0381136,-0.00104487,-0.012,-0.00430713,-0.0532509,-3.94303e-07
198,36.3442,1000,0.0390859,0.375,0,0.215141,1.02096,0.0241072,-0.0116894,21.5694,5.85277e-05,0.0094461,0.801777,13681.5,0.610849,0.287297,-0.1,0.02,242.75,2.43302e+06,1.25138,0.68055,1.87587,0.719258,-2.5746,nan,0.00666667,-0.00276523,-0.0554119,-0.00146171,-0.00866667,-0.00509155,-0.0685238,-3.91608e-07
199,37.5571,1000,0.0392919,0.25,0,0.215298,1.02268,0.0266297,-0.0108915,21.552,5.85277e-05,0.0110657,0.801032,12761.2,0.686983,0.275932,-0.1,0.02,243.715,2.44531e+06,1.31503,0.672678,1.88539,0.718203,-2.584,nan,0.0065,-0.00277073,-0.054299,-0.00149019,-0.00466667,-0.00485857,-0.0678579,-3.95822e-07
200,37.7909,984,0.0398232,0.291667,0.0833333,0.21392,1.01646,0.0261409,-0.0110128,21.536,5.85277e-05,0.0126147,0.800352,13703.8,0.608827,0.287858,-0.1,0.02,244.613,2.4576e+06,1.30677,0.66107,1.85607,0.716541,-2.51726,nan,0.00866667,-0.00278323,-0.0554255,-0.00149928,-0.00733333,-0.00511868,-0.0701514,-4.28034e-07
201,35.1352,1000,0.0396732,0.416667,0,0.214258,1.01281,0.0237422,-0.0111342,21.5205,5.85277e-05,0.0101111,0.79963,14966.7,0.571468,0.249554,-0.1,0.02,248.325,2.46989e+06,1.20226,0.644386,1.88916,0.7324,-2.57224,nan,0.0027,-0.00279288,-0.0566632,-0.00154576,-0.0083,-0.00516614,-0.0674292,-3.90714e-07
