iteration,Train/mean_reward,Train/mean_episode_length,Train/mean_step_reward,Episode_Termination/time_out,Episode_Termination/fell_over,Metrics/twist/error_vel_xy,Metrics/twist/error_vel_yaw,Loss/value,Loss/surrogate,Loss/entropy,Loss/learning_rate,Loss/kl,Policy/mean_std,Perf/total_fps,Perf/collection_time,Perf/learning_time,Curriculum/action_rate_weight,Curriculum/standing_envs,time_s,env_steps,Episode_Reward/track_linear_velocity,Episode_Reward/track_angular_velocity,Episode_Reward/upright,Episode_Reward/pose,Episode_Reward/action_rate_l2,Episode_Reward/alive,Episode_Reward/air_time,Episode_Reward/single_stance,Episode_Reward/foot_lift,Episode_Reward/foot_alternation,Episode_Reward/foot_symmetry,Episode_Reward/foot_clearance,Episode_Reward/foot_swing_height,Episode_Reward/foot_slip,Episode_Reward/trot,Episode_Reward/joint_torque,Episode_Reward/self_collisions,Episode_Reward/dof_pos_limits,Episode_Reward/body_ang_vel,Episode_Reward/angular_momentum
53,-0.0485121,169.128,0.00179963,0,1.95833,0.151495,1.21212,0.0211538,-0.00988262,2.06241,3.90184e-05,0.0138072,0.287398,14281.2,0.572663,0.287768,-0.1,0.02,56.3499,651264,0.113879,0.0170818,0.106812,0.0195197,-0.03835,nan,0.0162149,nan,nan,nan,nan,-0.00617201,-0.0245143,-0.00780668,0.0173404,-0.0662258,-0.000170213,-0.00130396,-0.148731,nan
54,0.020903,225.156,0.001816,0,1.875,0.15422,1.20717,0.0174117,-0.00943366,2.0593,3.90184e-05,0.0150776,0.287316,13001.6,0.57776,0.367353,-0.1,0.02,57.2964,663552,0.143882,0.0241722,0.146995,0.0236145,-0.0509559,nan,0.0223022,nan,nan,nan,nan,-0.00759082,-0.031896,-0.0100779,0.0205778,-0.0882416,-8.88889e-05,-0.001734,-0.189913,nan
55,-0.00714914,192.618,0.0022867,0,1.41667,0.152651,1.18395,0.0234555,-0.00907507,2.05619,3.90184e-05,0.0137679,0.287259,12559.6,0.610873,0.367501,-0.1,0.02,58.2769,675840,0.128965,0.020066,0.121816,0.0226601,-0.0435676,nan,0.0196588,nan,nan,nan,nan,-0.0070439,-0.0292491,-0.00934578,0.0172059,-0.0758322,0,-0.0016502,-0.16404,nan
56,0.344197,240.812,0.00391892,0,1.33333,0.147387,1.18264,0.0221448,-0.0105464,2.05404,3.90184e-05,0.0158058,0.287211,13002.6,0.590722,0.354322,-0.1,0.02,59.2232,688128,0.166059,0.0241734,0.15892,0.0250263,-0.0546385,nan,0.0229688,nan,nan,nan,nan,-0.00813873,-0.0347257,-0.010961,0.024375,-0.0943177,-3.125e-05,-0.00142043,-0.200079,nan
57,-0.00508685,234.219,0.0029879,0,1.33333,0.15192,1.20613,0.0203149,-0.00883992,2.05109,3.90184e-05,0.0143249,0.287104,14326.1,0.563409,0.294325,-0.1,0.02,60.0825,700416,0.142245,0.0273863,0.155328,0.0260489,-0.0534344,nan,0.0229094,nan,nan,nan,nan,-0.00805642,-0.0350362,-0.0107622,0.023125,-0.0921374,0,-0.00136335,-0.196507,nan
58,-0.125255,220.914,0.00331557,0,1.45833,0.151167,1.18495,0.0262872,-0.0100927,2.0463,3.90184e-05,0.0159299,0.287008,13867.6,0.536345,0.34975,-0.1,0.02,60.9699,712704,0.130551,0.0220522,0.14354,0.0226522,-0.0507547,nan,0.0230971,nan,nan,nan,nan,-0.00767863,-0.0330782,-0.0101846,0.0235143,-0.0867367,-8.57143e-05,-0.00173389,-0.181417,nan
59,0.232678,272.739,0.00243681,0,1.91667,0.156478,1.16947,0.0215933,-0.00998962,2.0429,3.90184e-05,0.00931232,0.286936,13003.5,0.588191,0.356787,-0.1,0.02,61.9162,724992,0.174875,0.0275082,0.181117,0.0306394,-0.0622116,nan,0.0287087,nan,nan,nan,nan,-0.0093466,-0.0424931,-0.0127936,0.0288261,-0.106956,-6.52174e-05,-0.00182764,-0.224347,nan
60,0.0383748,350,0.00307095,0.0416667,1.125,0.150719,1.18371,0.0213311,-0.00918487,2.04013,3.90184e-05,0.00893149,0.286882,12817.6,0.592296,0.366384,-0.1,0.02,62.8764,737280,0.2078,0.0367466,0.233651,0.0376886,-0.0793389,nan,0.0346036,nan,nan,nan,nan,-0.0109951,-0.0526676,-0.0156278,0.0337857,-0.136801,-0.000214286,-0.0022634,-0.284449,nan
61,0.0741801,241.846,0.00446256,0,1.08333,0.148338,1.17458,0.0209615,-0.00947638,2.03763,3.90184e-05,0.0105315,0.286808,14724.2,0.55294,0.281606,-0.1,0.02,63.7124,749568,0.154878,0.0232166,0.155226,0.0258747,-0.0553981,nan,0.0252731,nan,nan,nan,nan,-0.00807246,-0.0362211,-0.0108247,0.0241538,-0.0946811,-0.000230769,-0.00211832,-0.197367,nan
62,0.689615,365.56,0.00434177,0.0416667,1,0.148653,1.16827,0.0203256,-0.0102479,2.0343,3.90184e-05,0.0166449,0.286733,12514.7,0.575696,0.406191,-0.1,0.02,64.6956,761856,0.239832,0.0401063,0.246489,0.038531,-0.0825869,nan,0.039348,nan,nan,nan,nan,-0.0121872,-0.05736,-0.0166011,0.03876,-0.143016,-8e-05,-0.00208538,-0.294669,nan
63,0.500098,291.152,0.00495827,0.0416667,1.33333,0.146138,1.13306,0.0230546,-0.00962516,2.03137,3.90184e-05,0.0112453,0.286663,12895.1,0.592436,0.360481,-0.1,0.02,65.6501,774144,0.190338,0.0315048,0.196455,0.0323614,-0.0663325,nan,0.0307697,nan,nan,nan,nan,-0.00943728,-0.0433266,-0.0131345,0.031303,-0.114125,-0.000181818,-0.00192866,-0.239261,nan
64,0.939407,335.87,0.00496619,0.0416667,0.916667,0.146316,1.15313,0.0216142,-0.00911884,2.02785,3.90184e-05,0.011997,0.286566,13802.4,0.556281,0.333996,-0.1,0.02,66.5417,786432,0.224079,0.0336792,0.234064,0.0369722,-0.0762776,nan,0.0326522,nan,nan,nan,nan,-0.0104323,-0.0493941,-0.0154096,0.0342609,-0.131288,-0.000434783,-0.00146479,-0.264036,nan
65,0.733514,291.56,0.00396582,0.0416667,1,0.150508,1.15297,0.0257672,-0.0100678,2.02457,3.90184e-05,0.0137158,0.286524,13949.9,0.543586,0.33728,-0.1,0.02,67.4239,798720,0.202619,0.0331098,0.195618,0.0305193,-0.0659341,nan,0.030572,nan,nan,nan,nan,-0.00978263,-0.044271,-0.0132619,0.03228,-0.114114,-0.00016,-0.00156517,-0.238954,nan
66,0.923053,334.15,0.00510795,0,0.833333,0.147983,1.15398,0.02378,-0.0100532,2.02288,3.90184e-05,0.0163406,0.286471,13117.1,0.570592,0.366202,-0.1,0.02,68.3621,811008,0.231488,0.0316017,0.227258,0.0351427,-0.0748521,nan,0.03236,nan,nan,nan,nan,-0.0109608,-0.0492807,-0.0152132,0.0374,-0.130263,0,-0.00194392,-0.266583,nan
67,1.57683,365.333,0.00462148,0,0.75,0.151472,1.15702,0.0216286,-0.00984717,2.01989,3.90184e-05,0.0118884,0.286384,12801.8,0.607799,0.352069,-0.1,0.02,69.3232,823296,0.263177,0.0416914,0.253949,0.0375136,-0.0822605,nan,0.0346833,nan,nan,nan,nan,-0.0114636,-0.0507589,-0.015904,0.0381667,-0.142666,0,-0.00184952,-0.285436,nan
68,0.689631,420.211,0.00379789,0,0.791667,0.153328,1.17916,0.0264422,-0.00983478,2.01659,3.90184e-05,0.0122835,0.286329,13468.4,0.568341,0.344017,-0.1,0.02,70.237,835584,0.270442,0.040854,0.288968,0.0412683,-0.095693,nan,0.0436579,nan,nan,nan,nan,-0.0138573,-0.0672465,-0.0182699,0.0476316,-0.164414,-0.000421053,-0.00189801,-0.33654,nan
69,0.852526,411,0.00408356,0,0.958333,0.151594,1.18607,0.0208942,-0.0095671,2.01443,3.90184e-05,0.0110767,0.286268,13891.2,0.524237,0.360354,-0.1,0.02,71.1228,847872,0.246701,0.0453959,0.289942,0.0404272,-0.0926784,nan,0.0394957,nan,nan,nan,nan,-0.0124942,-0.0595423,-0.0178171,0.0453913,-0.161012,-8.69565e-05,-0.00201179,-0.319084,nan
70,2.38471,442.35,0.00428249,0.0416667,0.791667,0.150333,1.15637,0.0237085,-0.00958939,2.01162,3.90184e-05,0.00832521,0.286205,13749.8,0.561887,0.331801,-0.1,0.02,72.018,860160,0.328983,0.0538062,0.310835,0.0430551,-0.0997945,nan,0.044875,nan,nan,nan,nan,-0.0137298,-0.0635801,-0.0196279,0.04905,-0.17259,-0.0001,-0.0019736,-0.339974,nan
71,1.59168,444.1,0.0040069,0.0833333,1.16667,0.153138,1.17456,0.0237381,-0.00906317,2.00934,3.90184e-05,0.016943,0.28616,13703.8,0.550783,0.345905,-0.1,0.02,72.9158,872448,0.308334,0.0499171,0.315588,0.0421286,-0.100832,nan,0.04561,nan,nan,nan,nan,-0.0142646,-0.0694952,-0.0191841,0.0475667,-0.173246,-3.33333e-05,-0.00168708,-0.350818,nan
72,1.749,460.136,0.00469506,0.0833333,0.833333,0.153827,1.153,0.023256,-0.0086656,2.00743,3.90184e-05,0.0121398,0.286113,14024.6,0.571719,0.304457,-0.1,0.02,73.7935,884736,0.303854,0.0515754,0.331893,0.0443768,-0.10451,nan,0.0483818,nan,nan,nan,nan,-0.0146081,-0.0730259,-0.0203226,0.0536818,-0.179075,0,-0.00196644,-0.352806,nan
73,2.14384,402.071,0.00461425,0.0416667,0.541667,0.156475,1.1573,0.0253653,-0.00887365,2.0046,3.90184e-05,0.011308,0.286021,14393.8,0.507409,0.346294,-0.1,0.02,74.6485,897024,0.302908,0.0488114,0.283626,0.0353027,-0.0917594,nan,0.04175,nan,nan,nan,nan,-0.0127993,-0.060394,-0.016652,0.0434286,-0.156872,-0.000571429,-0.00160066,-0.307986,nan
74,1.67415,443.261,0.00491687,0.125,0.833333,0.153975,1.17599,0.0260262,-0.0102162,2.00065,3.90184e-05,0.0153394,0.285936,13431.9,0.546448,0.368389,-0.1,0.02,75.5646,909312,0.299433,0.0463354,0.315292,0.043844,-0.100529,nan,0.0483043,nan,nan,nan,nan,-0.0140531,-0.0683582,-0.0195303,0.0509565,-0.173078,-8.69565e-05,-0.00180074,-0.343021,nan
75,2.08919,483.64,0.00469004,0.208333,0.833333,0.153125,1.16257,0.0242222,-0.00946734,1.99726,3.90184e-05,0.0125462,0.285861,12600,0.586533,0.388709,-0.1,0.02,76.5415,921600,0.340545,0.0493435,0.348494,0.0471125,-0.110024,nan,0.052724,nan,nan,nan,nan,-0.0155227,-0.0766622,-0.0214366,0.05444,-0.188419,-0.00016,-0.00200016,-0.373974,nan
76,1.82758,584.588,0.00528034,0.166667,0.541667,0.151139,1.18545,0.0220086,-0.00887749,1.99434,3.90184e-05,0.00979575,0.285793,14841.9,0.557257,0.270672,-0.1,0.02,77.3709,933888,0.394855,0.0591495,0.414408,0.0563701,-0.132683,nan,0.0599412,nan,nan,nan,nan,-0.0179665,-0.0922131,-0.025475,0.0645294,-0.227898,-0.000294118,-0.00212151,-0.459223,nan
77,2.50529,576.68,0.00378602,0.291667,0.75,0.156005,1.17641,0.0245488,-0.00979158,1.99131,3.90184e-05,0.0157773,0.285714,13360.2,0.535179,0.384567,-0.1,0.02,78.2921,946176,0.396384,0.0668204,0.418692,0.0552432,-0.131943,nan,0.05948,nan,nan,nan,nan,-0.0180313,-0.0920358,-0.0256368,0.06648,-0.224702,0,-0.00234978,-0.443136,nan
78,0.879578,396.029,0.00492207,0.125,1.29167,0.153394,1.16371,0.0215292,-0.00849831,1.98758,3.90184e-05,0.0106804,0.285609,13200.6,0.580076,0.350792,-0.1,0.02,79.2243,958464,0.237128,0.0435698,0.279993,0.0374044,-0.0907067,nan,0.0412765,nan,nan,nan,nan,-0.0121775,-0.0596692,-0.0165658,0.0429706,-0.154497,0,-0.0016798,-0.303068,nan
79,2.15824,577.684,0.00522607,0.208333,0.583333,0.155335,1.15661,0.0220314,-0.0092154,1.98262,3.90184e-05,0.00883738,0.285487,13148.9,0.569829,0.364697,-0.1,0.02,80.1603,970752,0.370092,0.0698506,0.418543,0.0496491,-0.130867,nan,0.0583316,nan,nan,nan,nan,-0.0175083,-0.0882846,-0.0241284,0.0623158,-0.224767,0,-0.00225806,-0.433057,nan
80,1.2878,345.2,0.00648981,0.0416667,0.791667,0.150792,1.1529,0.0230798,-0.00868187,1.97745,3.90184e-05,0.0134652,0.285364,14867.5,0.530429,0.296074,-0.1,0.02,80.9882,983040,0.223681,0.0387332,0.250713,0.0324799,-0.0781061,nan,0.035205,nan,nan,nan,nan,-0.0113713,-0.0553756,-0.0147304,0.0383,-0.133985,0,-0.00139915,-0.259755,nan
81,1.79611,522.765,0.00621036,0.166667,0.541667,0.149166,1.15764,0.0261949,-0.00913782,1.97243,3.90184e-05,0.0123205,0.28526,11674.3,0.569471,0.483099,-0.1,0.02,82.0422,995328,0.326591,0.0532293,0.385909,0.0467527,-0.119188,nan,0.0558941,nan,nan,nan,nan,-0.0166047,-0.0849214,-0.0225944,0.0604118,-0.203536,-0.000117647,-0.00178347,-0.390236,nan
82,3.10666,591.125,0.00642347,0.25,0.416667,0.148645,1.16726,0.0234197,-0.00955174,1.96868,3.90184e-05,0.0162299,0.285185,9722.23,0.729245,0.534663,-0.1,0.02,83.3078,1.00762e+06,0.414135,0.0641287,0.4379,0.0524158,-0.134612,nan,0.0591688,nan,nan,nan,nan,-0.0178509,-0.0914871,-0.0245415,0.068625,-0.229826,-0.0014375,-0.0018211,-0.439464,nan
83,2.86033,533.367,0.00627295,0.291667,0.958333,0.150464,1.12569,0.0281287,-0.00910662,1.96526,3.90184e-05,0.00750979,0.285091,9751.75,0.717353,0.542728,-0.1,0.02,84.5697,1.0199e+06,0.379278,0.0613525,0.389694,0.0478065,-0.121081,nan,0.0557133,nan,nan,nan,nan,-0.0161646,-0.0824062,-0.0220341,0.0624333,-0.20705,-6.66667e-05,-0.00176619,-0.402692,nan
84,3.45064,600.032,0.00691057,0.333333,0.958333,0.147826,1.11407,0.0303631,-0.00939279,1.96094,3.90184e-05,0.00997685,0.284992,10951.7,0.715493,0.406528,-0.1,0.02,85.6937,1.03219e+06,0.435633,0.0720253,0.442088,0.0535526,-0.137108,nan,0.0588613,nan,nan,nan,nan,-0.0179723,-0.092019,-0.024774,0.0679032,-0.23324,-9.67742e-05,-0.00230429,-0.450018,nan
85,3.8307,687.455,0.00673789,0.375,0.541667,0.148465,1.14949,0.0258831,-0.00858678,1.95711,3.90184e-05,0.0137122,0.284907,13722.2,0.558985,0.336496,-0.1,0.02,86.5908,1.04448e+06,0.482495,0.0789301,0.509834,0.0621169,-0.154892,nan,0.0768136,nan,nan,nan,nan,-0.0214981,-0.112551,-0.0290704,0.0803182,-0.266917,-0.000227273,-0.00222932,-0.511588,nan
86,2.66583,566.375,0.00628417,0.375,0.625,0.149406,1.1558,0.022453,-0.00956521,1.95379,3.90184e-05,0.0131269,0.284843,10713.2,0.644845,0.502155,-0.1,0.02,87.7396,1.05677e+06,0.396222,0.0622492,0.415024,0.0494184,-0.128593,nan,0.0619375,nan,nan,nan,nan,-0.0181863,-0.094415,-0.024163,0.0654167,-0.220505,-4.16667e-05,-0.00235521,-0.428717,nan
87,3.90041,537,0.00556983,0.166667,0.541667,0.154724,1.15012,0.0224119,-0.00911049,1.95119,3.90184e-05,0.011212,0.284778,10608.5,0.65952,0.498797,-0.1,0.02,88.8999,1.06906e+06,0.414233,0.0584185,0.404218,0.0431945,-0.120619,nan,0.0522235,nan,nan,nan,nan,-0.0158846,-0.0765821,-0.0206417,0.0596471,-0.207431,0,-0.00175952,-0.393997,nan
88,2.59178,531.6,0.00574761,0.208333,0.416667,0.152059,1.15732,0.0240575,-0.0104305,1.94811,3.90184e-05,0.0117469,0.284704,10594.9,0.709821,0.449985,-0.1,0.02,90.0616,1.08134e+06,0.351532,0.062065,0.39776,0.0458451,-0.120436,nan,0.0537867,nan,nan,nan,nan,-0.0154111,-0.0821273,-0.0211136,0.0575333,-0.205508,0,-0.00179886,-0.39254,nan
89,3.62418,576.3,0.00573767,0.208333,0.625,0.154187,1.14043,0.0200283,-0.00859948,1.94486,3.90184e-05,0.010891,0.284622,11926,0.62398,0.406374,-0.1,0.02,91.0936,1.09363e+06,0.419994,0.0644861,0.427792,0.0498911,-0.130411,nan,0.05602,nan,nan,nan,nan,-0.0167676,-0.0844211,-0.021814,0.06285,-0.222899,0,-0.00192622,-0.421586,nan
90,2.19415,481.636,0.00589237,0.0833333,0.375,0.152028,1.14111,0.0256127,-0.00927576,1.94162,3.90184e-05,0.0100487,0.284566,11478.6,0.635828,0.434688,-0.1,0.02,92.1662,1.10592e+06,0.317832,0.0518066,0.354579,0.0443471,-0.108373,nan,0.0497,nan,nan,nan,nan,-0.0148574,-0.072833,-0.0201179,0.0543636,-0.185772,0,-0.00181734,-0.35915,nan
91,3.917,629.263,0.00645914,0.291667,0.5,0.148755,1.15987,0.0264772,-0.0099892,1.93946,3.90184e-05,0.0122662,0.28451,11354.6,0.658434,0.423766,-0.1,0.02,93.2499,1.11821e+06,0.430141,0.0806101,0.474899,0.0531696,-0.140747,nan,0.0616158,nan,nan,nan,nan,-0.0181396,-0.0923502,-0.0245774,0.0694737,-0.244105,0,-0.00211961,-0.45202,nan
92,3.12747,583.542,0.00631148,0.291667,0.708333,0.149407,1.17128,0.0256035,-0.00874671,1.93677,3.90184e-05,0.0100047,0.284446,11314,0.621848,0.464243,-0.1,0.02,94.3375,1.1305e+06,0.383261,0.069704,0.446237,0.0503573,-0.13258,nan,0.0599042,nan,nan,nan,nan,-0.0175218,-0.0902647,-0.0236111,0.069125,-0.226349,-0.00025,-0.00197423,-0.429664,nan
93,3.28144,552.632,0.0068071,0.125,0.666667,0.148724,1.17078,0.021745,-0.00907233,1.93391,3.90184e-05,0.0163572,0.284373,10766.7,0.672277,0.469019,-0.1,0.02,95.4808,1.14278e+06,0.378903,0.0620068,0.422515,0.0472289,-0.124564,nan,0.0550684,nan,nan,nan,nan,-0.0167285,-0.0830761,-0.0213117,0.0631579,-0.213005,0,-0.00206248,-0.404061,nan
94,3.34163,604.875,0.00690263,0.166667,0.5,0.1499,1.17114,0.0250804,-0.00959648,1.93105,3.90184e-05,0.00926061,0.28432,11186.1,0.660737,0.43777,-0.1,0.02,96.5806,1.15507e+06,0.412381,0.0691728,0.45724,0.0505459,-0.13617,nan,0.0640625,nan,nan,nan,nan,-0.0183696,-0.0953758,-0.0236887,0.0649375,-0.234896,-0.0001875,-0.00237826,-0.440193,nan
95,3.84651,655.706,0.00611292,0.291667,0.416667,0.151889,1.15024,0.0195941,-0.00984846,1.92852,3.90184e-05,0.00833277,0.284242,11375.8,0.633673,0.446515,-0.1,0.02,97.6625,1.16736e+06,0.451312,0.0773523,0.49753,0.0566365,-0.148754,nan,0.0624824,nan,nan,nan,nan,-0.0189832,-0.0961447,-0.0256859,0.0725294,-0.254007,-5.88235e-05,-0.00230201,-0.479581,nan
96,3.58185,716.769,0.00675556,0.208333,0.333333,0.150936,1.14,0.024674,-0.00927,1.92486,3.90184e-05,0.00601458,0.284153,10589.2,0.640367,0.520062,-0.1,0.02,98.8246,1.17965e+06,0.456192,0.0816718,0.545392,0.0623667,-0.160847,nan,0.0735615,nan,nan,nan,nan,-0.0217092,-0.112072,-0.0282424,0.0783846,-0.277381,-0.000153846,-0.00242977,-0.515641,nan
97,5.02551,759.143,0.00714896,0.333333,0.25,0.151372,1.14249,0.0229103,-0.00950352,1.92129,3.90184e-05,0.0118418,0.284082,9510.6,0.872683,0.419349,-0.1,0.02,100.118,1.19194e+06,0.536555,0.0830462,0.576168,0.0675515,-0.172969,nan,0.0743929,nan,nan,nan,nan,-0.0218789,-0.116906,-0.0310909,0.0882857,-0.292923,0,-0.00291794,-0.536038,nan
98,4.89715,673.524,0.00630854,0.333333,0.541667,0.15377,1.13498,0.0229097,-0.0083257,1.91843,3.90184e-05,0.0128488,0.284015,12175.4,0.569957,0.439288,-0.1,0.02,101.129,1.20422e+06,0.496181,0.0794897,0.518493,0.0576951,-0.152607,nan,0.0666286,nan,nan,nan,nan,-0.0199599,-0.104425,-0.0262166,0.0754762,-0.260454,0,-0.00235762,-0.483086,nan
99,3.97258,636.238,0.00601285,0.333333,0.541667,0.152928,1.14967,0.0229002,-0.00919409,1.91546,3.90184e-05,0.0117895,0.283947,11313.5,0.63352,0.452612,-0.1,0.02,102.217,1.21651e+06,0.44482,0.0694261,0.489378,0.056194,-0.142637,nan,0.066919,nan,nan,nan,nan,-0.0196592,-0.101301,-0.0256406,0.0735238,-0.245667,0,-0.00186981,-0.464857,nan
100,4.1349,696.526,0.00696195,0.375,0.416667,0.150699,1.14466,0.0185711,-0.0100918,1.91213,3.90184e-05,0.015868,0.283847,12114.5,0.595616,0.418705,-0.1,0.02,103.233,1.2288e+06,0.44805,0.0878797,0.541496,0.0598932,-0.157291,nan,0.0718474,nan,nan,nan,nan,-0.0203872,-0.107806,-0.0281806,0.0831579,-0.268674,0,-0.0022354,-0.501005,nan
101,5.30248,804.692,0.00776772,0.25,0.291667,0.149829,1.14266,0.0211504,-0.0103948,1.90704,3.90184e-05,0.0132787,0.283715,10661.2,0.647177,0.505409,-0.1,0.02,106.491,1.24109e+06,0.566264,0.0935061,0.623068,0.0625796,-0.180932,nan,0.0761538,nan,nan,nan,nan,-0.0223624,-0.117952,-0.030283,0.0876923,-0.311378,0,-0.00298062,-0.578252,nan
102,4.41218,766.417,0.00652315,0.208333,0.291667,0.153435,1.1191,0.0271055,-0.00935723,1.90192,3.90184e-05,0.00952094,0.283618,10434,0.683977,0.493716,-0.1,0.02,107.67,1.25338e+06,0.507973,0.0854316,0.589025,0.0676436,-0.173116,nan,0.0773,nan,nan,nan,nan,-0.0221942,-0.114985,-0.0302106,0.0869167,-0.295128,0,-0.00276207,-0.555285,nan
103,5.03871,665,0.00663691,0.291667,0.333333,0.150649,1.14491,0.0208954,-0.00937075,1.89842,3.90184e-05,0.00793677,0.283544,10610.9,0.665865,0.492192,-0.1,0.02,108.83,1.26566e+06,0.50513,0.0728622,0.509657,0.0547422,-0.149095,nan,0.0633533,nan,nan,nan,nan,-0.0188481,-0.0940082,-0.0256725,0.0740667,-0.256892,0,-0.00214064,-0.481219,nan
104,4.995,660.625,0.00678147,0.25,0.416667,0.151061,1.14448,0.0262114,-0.00892598,1.89571,3.90184e-05,0.00620106,0.283498,11067,0.655841,0.45449,-0.1,0.02,109.943,1.27795e+06,0.477797,0.0864102,0.510236,0.0555109,-0.149188,nan,0.0678,nan,nan,nan,nan,-0.0194703,-0.098742,-0.0252644,0.07175,-0.255167,0,-0.00216235,-0.469761,nan
105,4.73578,772,0.00739362,0.541667,0.5,0.15023,1.14271,0.0283488,-0.00925708,1.89374,3.90184e-05,0.013271,0.283438,10436.8,0.675287,0.502083,-0.1,0.02,111.121,1.29024e+06,0.502049,0.0921369,0.594956,0.0685144,-0.174495,nan,0.079744,nan,nan,nan,nan,-0.0227452,-0.120056,-0.0303269,0.0916,-0.298297,0,-0.00285164,-0.543439,nan
106,4.87489,588,0.00713595,0.208333,0.333333,0.150608,1.12626,0.025879,-0.00933702,1.89075,3.90184e-05,0.010842,0.283364,10080.2,0.716218,0.502809,-0.1,0.02,112.342,1.30253e+06,0.450436,0.073996,0.455709,0.0479547,-0.132022,nan,0.064,nan,nan,nan,nan,-0.0181253,-0.0934762,-0.0233266,0.0687692,-0.227451,0,-0.00224277,-0.420478,nan
107,6.94878,777.538,0.00830145,0.333333,0.208333,0.148445,1.12233,0.0238886,-0.00915374,1.88777,3.90184e-05,0.0084974,0.283301,10548.8,0.679179,0.485691,-0.1,0.02,113.509,1.31482e+06,0.599852,0.0950975,0.610758,0.0686394,-0.174651,nan,0.0832462,nan,nan,nan,nan,-0.0235062,-0.124263,-0.0310706,0.0944615,-0.299218,-7.69231e-05,-0.00232655,-0.549502,nan
108,5.70199,752.25,0.007737,0.25,0.25,0.148756,1.13363,0.0241714,-0.00958696,1.88479,3.90184e-05,0.00825949,0.28322,11972.9,0.628134,0.398184,-0.1,0.02,114.537,1.3271e+06,0.556436,0.0881218,0.578641,0.0637968,-0.169039,nan,0.0826583,nan,nan,nan,nan,-0.0228736,-0.121308,-0.0300101,0.0861667,-0.290143,0,-0.00279442,-0.534553,nan
109,5.43802,760.889,0.00864463,0.208333,0.166667,0.146487,1.14214,0.01958,-0.00845777,1.88092,3.90184e-05,0.0107254,0.283124,12404.6,0.542764,0.447838,-0.1,0.02,115.529,1.33939e+06,0.538668,0.0930389,0.593253,0.0520453,-0.173134,nan,0.0692111,nan,nan,nan,nan,-0.0194512,-0.101369,-0.0240896,0.0767778,-0.294256,0,-0.00305167,-0.535741,nan
110,5.47944,841.933,0.00766848,0.375,0.25,0.148199,1.13517,0.0213942,-0.00926399,1.877,3.90184e-05,0.010078,0.283042,9651.75,0.773314,0.499823,-0.1,0.02,116.804,1.35168e+06,0.567365,0.0921318,0.662176,0.0656188,-0.190142,nan,0.0832867,nan,nan,nan,nan,-0.0234156,-0.124835,-0.0297527,0.0922,-0.324358,0,-0.00287303,-0.59343,nan
111,3.13128,547.2,0.00824734,0.25,0.375,0.146339,1.14071,0.0204303,-0.00927459,1.87371,3.90184e-05,0.0137981,0.28297,10829.6,0.666086,0.468587,-0.1,0.02,117.94,1.36397e+06,0.352634,0.0605788,0.425582,0.0421177,-0.122353,nan,0.0573667,nan,nan,nan,nan,-0.0165111,-0.0837523,-0.0205613,0.0622,-0.21001,0,-0.00232548,-0.388402,nan
112,4.86226,772.05,0.0084874,0.5,0.333333,0.146372,1.13541,0.0227938,-0.00950034,1.87051,3.90184e-05,0.0101024,0.282889,11120.1,0.70324,0.401787,-0.1,0.02,119.047,1.37626e+06,0.508734,0.0908357,0.605732,0.0635042,-0.174034,nan,0.08226,nan,nan,nan,nan,-0.0232909,-0.124608,-0.0305788,0.08915,-0.297328,0,-0.00291323,-0.54435,nan
113,4.43268,677.667,0.00786556,0.166667,0.208333,0.146699,1.14449,0.0202722,-0.00959802,1.86718,3.90184e-05,0.010342,0.282822,10893,0.628035,0.500029,-0.1,0.02,120.176,1.38854e+06,0.462101,0.0760194,0.531528,0.0534838,-0.151599,nan,0.0744667,nan,nan,nan,nan,-0.0207058,-0.107681,-0.0262166,0.0811111,-0.260958,0,-0.00270699,-0.487208,nan
114,5.49726,705.625,0.00920197,0.375,0.291667,0.142219,1.1225,0.0207865,-0.00857578,1.86392,3.90184e-05,0.0112982,0.282732,10552.6,0.685982,0.478468,-0.1,0.02,121.342,1.40083e+06,0.487548,0.0893176,0.558111,0.0576104,-0.15838,nan,0.07275,nan,nan,nan,nan,-0.020803,-0.108018,-0.0263991,0.082125,-0.271644,0,-0.0026203,-0.484735,nan
115,3.35336,560.444,0.00920083,0.166667,0.208333,0.142219,1.15172,0.0256919,-0.00749727,1.85986,3.90184e-05,0.0110669,0.282639,10892.6,0.644414,0.483689,-0.1,0.02,122.472,1.41312e+06,0.371805,0.0707242,0.437739,0.0476582,-0.125601,nan,0.0557889,nan,nan,nan,nan,-0.017182,-0.0904406,-0.021491,0.0665556,-0.214823,-0.00344444,-0.00266085,-0.40696,nan
116,8.10884,812.176,0.00878922,0.5,0.208333,0.144469,1.14346,0.0218488,-0.00943338,1.85585,3.90184e-05,0.010938,0.28254,11226.4,0.650449,0.444113,-0.1,0.02,123.569,1.42541e+06,0.666572,0.102088,0.63957,0.0623915,-0.183912,nan,0.0852529,nan,nan,nan,nan,-0.0237844,-0.127008,-0.0306789,0.099,-0.313043,0,-0.00308819,-0.567918,nan
