iteration,Train/mean_reward,Train/mean_episode_length,Train/mean_step_reward,Episode_Termination/time_out,Episode_Termination/fell_over,Metrics/twist/error_vel_xy,Metrics/twist/error_vel_yaw,Loss/value,Loss/surrogate,Loss/entropy,Loss/learning_rate,Loss/kl,Policy/mean_std,Perf/total_fps,Perf/collection_time,Perf/learning_time,Curriculum/action_rate_weight,Curriculum/standing_envs,time_s,env_steps,Episode_Reward/track_linear_velocity,Episode_Reward/track_angular_velocity,Episode_Reward/upright,Episode_Reward/pose,Episode_Reward/action_rate_l2,Episode_Reward/alive,Episode_Reward/air_time,Episode_Reward/single_stance,Episode_Reward/foot_lift,Episode_Reward/foot_alternation,Episode_Reward/foot_symmetry,Episode_Reward/foot_clearance,Episode_Reward/foot_swing_height,Episode_Reward/foot_slip,Episode_Reward/trot,Episode_Reward/joint_torque,Episode_Reward/self_collisions,Episode_Reward/dof_pos_limits,Episode_Reward/body_ang_vel,Episode_Reward/angular_momentum
117,5.95838,835.417,0.00792692,0.291667,0.208333,0.147896,1.13704,0.0222565,-0.00877923,1.85133,3.90184e-05,0.0139481,0.282435,11942.1,0.568161,0.460804,-0.1,0.02,124.599,1.4377e+06,0.553842,0.101141,0.666056,0.0660589,-0.18769,nan,0.0791,nan,nan,nan,nan,-0.0235233,-0.126992,-0.0314486,0.0991667,-0.32165,0,-0.00297053,-0.573173,nan
118,6.78866,878.364,0.00840973,0.333333,0.125,0.147603,1.11436,0.0251824,-0.00862561,1.84701,3.90184e-05,0.0155884,0.282336,10934.2,0.660436,0.463381,-0.1,0.02,125.725,1.44998e+06,0.598217,0.107775,0.702852,0.0705098,-0.197162,nan,0.0911091,nan,nan,nan,nan,-0.0253225,-0.133478,-0.0329259,0.100818,-0.337458,0,-0.003158,-0.602343,nan
119,6.14048,820.615,0.0083588,0.333333,0.208333,0.147197,1.13806,0.0194271,-0.00921891,1.84257,3.90184e-05,0.00944174,0.28222,11219.2,0.632508,0.462756,-0.1,0.02,126.822,1.46227e+06,0.570501,0.0938785,0.64969,0.0647068,-0.18531,nan,0.0893231,nan,nan,nan,nan,-0.0250838,-0.132663,-0.0317804,0.102462,-0.315466,0,-0.00325812,-0.569976,nan
120,8.14692,889.75,0.00782189,0.5,0.166667,0.150807,1.13588,0.0205995,-0.00912108,1.83752,3.90184e-05,0.0114211,0.282108,11221.4,0.620492,0.474556,-0.1,0.02,127.919,1.47456e+06,0.667832,0.111856,0.713343,0.0705345,-0.20092,nan,0.0935,nan,nan,nan,nan,-0.0265184,-0.141542,-0.0346544,0.111688,-0.342666,0,-0.00301317,-0.612094,nan
121,6.76666,818.643,0.00781426,0.416667,0.166667,0.151593,1.14662,0.0218869,-0.00860184,1.83321,3.90184e-05,0.010706,0.282019,9607.72,0.708959,0.570013,-0.1,0.02,129.2,1.48685e+06,0.599596,0.0959044,0.64588,0.0658951,-0.182923,nan,0.0854929,nan,nan,nan,nan,-0.0243658,-0.131485,-0.0309138,0.101143,-0.314366,0,-0.0035314,-0.567993,nan
122,6.32966,842,0.00728774,0.375,0.208333,0.15607,1.1248,0.0228343,-0.0092775,1.82937,3.90184e-05,0.0114396,0.28193,11379.3,0.641836,0.438016,-0.1,0.02,130.282,1.49914e+06,0.581617,0.101675,0.668449,0.0644668,-0.188395,nan,0.0904429,nan,nan,nan,nan,-0.0248803,-0.127669,-0.0309317,0.0975714,-0.323489,0,-0.00337191,-0.589003,nan
123,4.6648,708.7,0.0073701,0.25,0.166667,0.153255,1.12423,0.0236338,-0.00775931,1.82596,3.90184e-05,0.0107041,0.281866,10926.8,0.647042,0.47753,-0.1,0.02,131.408,1.51142e+06,0.424959,0.0951154,0.559925,0.0580926,-0.158234,nan,0.0805,nan,nan,nan,nan,-0.0217047,-0.110487,-0.0270267,0.0876,-0.271786,-0.0004,-0.00296011,-0.480354,nan
124,5.04741,818.467,0.00724695,0.458333,0.166667,0.156869,1.14203,0.0258354,-0.00925107,1.8226,3.90184e-05,0.0199441,0.281754,10191.7,0.708558,0.497126,-0.1,0.02,132.615,1.52371e+06,0.501919,0.0943234,0.644451,0.0632011,-0.18452,nan,0.0915,nan,nan,nan,nan,-0.0242797,-0.128808,-0.0309098,0.1002,-0.315061,0,-0.00358955,-0.556056,nan
125,5.7124,830.185,0.00725048,0.791667,0.333333,0.156238,1.1362,0.0250007,-0.00843139,1.81814,3.90184e-05,0.0133163,0.28169,12006.3,0.570153,0.453311,-0.1,0.02,133.64,1.536e+06,0.53369,0.100608,0.660102,0.0663941,-0.18565,nan,0.0899481,nan,nan,nan,nan,-0.025038,-0.13108,-0.0316187,0.100519,-0.318407,0,-0.00357375,-0.570274,nan
126,6.54463,834.76,0.00696117,0.791667,0.25,0.15834,1.1261,0.0201158,-0.00926639,1.81593,3.90184e-05,0.00997429,0.281634,10872.6,0.649459,0.48072,-0.1,0.02,134.771,1.54829e+06,0.572934,0.105006,0.667301,0.062535,-0.186315,nan,0.088564,nan,nan,nan,nan,-0.0251507,-0.132093,-0.0322807,0.10184,-0.320114,0,-0.00324552,-0.57175,nan
127,7.77816,950.8,0.00696285,0.5,0.125,0.15837,1.13587,0.0245852,-0.009597,1.8133,3.90184e-05,0.0088374,0.281573,11088,0.672621,0.435608,-0.1,0.02,135.882,1.56058e+06,0.663388,0.113219,0.756122,0.0741993,-0.212323,nan,0.104567,nan,nan,nan,nan,-0.0283989,-0.146859,-0.0363031,0.118733,-0.364841,0,-0.00436551,-0.648228,nan
128,5.83913,792.75,0.00732822,0.291667,0.375,0.157864,1.14599,0.0183034,-0.00947271,1.81108,3.90184e-05,0.00877402,0.281536,11189.8,0.665456,0.432689,-0.1,0.02,136.981,1.57286e+06,0.538028,0.0924508,0.629231,0.0601719,-0.179197,nan,0.0826625,nan,nan,nan,nan,-0.0234175,-0.123368,-0.0287956,0.0895625,-0.304273,0,-0.00364778,-0.537452,nan
129,6.04819,872.5,0.00693349,0.25,0.0833333,0.15987,1.14693,0.0204113,-0.00779984,1.80838,3.90184e-05,0.00903033,0.281431,11251.9,0.628886,0.463198,-0.1,0.02,138.075,1.58515e+06,0.551156,0.112163,0.695979,0.0678331,-0.196538,nan,0.095825,nan,nan,nan,nan,-0.026103,-0.136377,-0.0328003,0.104875,-0.335584,-0.0005,-0.00384117,-0.593678,nan
130,7.04969,705.417,0.00714307,0.291667,0.208333,0.159724,1.14503,0.0199444,-0.00807181,1.80362,3.90184e-05,0.0132756,0.281339,10162.2,0.680074,0.529113,-0.1,0.02,139.286,1.59744e+06,0.537622,0.082027,0.568045,0.0537016,-0.15596,nan,0.0695917,nan,nan,nan,nan,-0.019593,-0.0971956,-0.0236314,0.0780833,-0.269784,-8.33333e-05,-0.00279079,-0.467548,nan
131,5.01166,872.308,0.00816219,0.416667,0.125,0.154318,1.13131,0.0212144,-0.00988177,1.80003,3.90184e-05,0.00714231,0.281256,9490.72,0.719604,0.575135,-0.1,0.02,140.583,1.60973e+06,0.531352,0.0991587,0.693369,0.0656128,-0.196166,nan,0.0948769,nan,nan,nan,nan,-0.0254264,-0.135845,-0.0316265,0.103846,-0.336996,0,-0.00421242,-0.607361,nan
132,6.37446,869.684,0.0081947,0.541667,0.25,0.153602,1.13025,0.0236261,-0.00928873,1.79655,3.90184e-05,0.0109479,0.281178,12349,0.591206,0.403856,-0.1,0.02,141.579,1.62202e+06,0.552642,0.106767,0.698866,0.0664327,-0.193985,nan,0.0945263,nan,nan,nan,nan,-0.026425,-0.136632,-0.0326425,0.113316,-0.332605,0,-0.00435165,-0.587186,nan
133,7.2312,879.5,0.00877337,0.416667,0.333333,0.149195,1.11736,0.0282839,-0.00796283,1.793,3.90184e-05,0.00876186,0.281085,12916.7,0.577042,0.374281,-0.1,0.02,142.532,1.6343e+06,0.619218,0.103308,0.704254,0.0667701,-0.196868,nan,0.0915,nan,nan,nan,nan,-0.0262604,-0.134552,-0.0328295,0.108722,-0.337616,0,-0.00392023,-0.600166,nan
134,6.01675,884.75,0.0086733,0.5,0.166667,0.150359,1.1193,0.0243132,-0.0082406,1.78847,3.90184e-05,0.0111301,0.28097,12752.6,0.59596,0.367611,-0.1,0.02,143.497,1.64659e+06,0.547472,0.10734,0.711431,0.0641878,-0.19692,nan,0.0951625,nan,nan,nan,nan,-0.0260769,-0.136371,-0.0323927,0.10775,-0.338461,0,-0.00419664,-0.598088,nan
135,7.05915,821.059,0.0090747,0.5,0.208333,0.144577,1.14221,0.0213116,-0.00890704,1.7838,3.90184e-05,0.0180049,0.280873,12808.6,0.58803,0.371322,-0.1,0.02,144.459,1.65888e+06,0.563025,0.104205,0.657071,0.0609475,-0.183085,nan,0.0940235,nan,nan,nan,nan,-0.0251806,-0.130389,-0.0308005,0.105706,-0.314329,-0.000235294,-0.0039735,-0.544028,nan
136,5.30585,736.2,0.00910515,0.291667,0.333333,0.146467,1.12944,0.0290799,-0.00869473,1.78021,3.90184e-05,0.0117289,0.280809,15248.3,0.515261,0.290599,-0.1,0.02,145.266,1.67117e+06,0.463671,0.0895005,0.588173,0.0548578,-0.163662,nan,0.07934,nan,nan,nan,nan,-0.0217704,-0.108675,-0.0261322,0.0842667,-0.281301,0,-0.00343675,-0.48954,nan
137,7.05561,842.688,0.00879151,0.458333,0.208333,0.148567,1.12412,0.0203718,-0.00933461,1.7777,3.90184e-05,0.00821054,0.280747,13999.3,0.533592,0.344169,-0.1,0.02,146.145,1.68346e+06,0.592156,0.110359,0.678106,0.0588421,-0.188217,nan,0.0876563,nan,nan,nan,nan,-0.0253055,-0.135409,-0.0313754,0.107625,-0.322516,-0.0005,-0.00432301,-0.574318,nan
138,8.48467,873.667,0.00979844,0.166667,0.0833333,0.147384,1.12801,0.0235892,-0.0085156,1.77482,3.90184e-05,0.0126517,0.280679,13960.8,0.540981,0.339195,-0.1,0.02,147.026,1.69574e+06,0.685935,0.0979059,0.691031,0.063459,-0.195892,nan,0.107717,nan,nan,nan,nan,-0.0272196,-0.144651,-0.0311544,0.113,-0.333317,0,-0.00585572,-0.596725,nan
139,7.56533,821.176,0.00955597,0.5,0.208333,0.144781,1.1531,0.021215,-0.00873335,1.77173,3.90184e-05,0.0125838,0.280606,12941.2,0.58541,0.364117,-0.1,0.02,147.977,1.70803e+06,0.577321,0.114066,0.662302,0.060955,-0.18201,nan,0.0927,nan,nan,nan,nan,-0.0249149,-0.132605,-0.0301798,0.101647,-0.31371,0,-0.00363588,-0.543669,nan
140,8.64152,891.882,0.0090847,0.583333,0.125,0.147837,1.13996,0.0262051,-0.00864069,1.76828,3.90184e-05,0.0133714,0.280514,13491.8,0.563819,0.346959,-0.1,0.02,148.889,1.72032e+06,0.665876,0.108389,0.725,0.0659609,-0.198762,nan,0.0984706,nan,nan,nan,nan,-0.0264768,-0.140619,-0.0324498,0.111765,-0.340746,0,-0.0044037,-0.599929,nan
141,7.8951,909.438,0.00934724,0.583333,0.0833333,0.14904,1.12863,0.0228897,-0.00856056,1.76416,3.90184e-05,0.0113532,0.280422,13327.4,0.519835,0.402173,-0.1,0.02,149.813,1.73261e+06,0.617935,0.113955,0.73371,0.068874,-0.201635,nan,0.1019,nan,nan,nan,nan,-0.0272471,-0.142777,-0.0325796,0.118313,-0.347309,0,-0.00470981,-0.603673,nan
142,10.3789,992,0.00888432,0.416667,0.0416667,0.151428,1.11762,0.0278023,-0.00952196,1.76045,3.90184e-05,0.0162433,0.28034,12271.1,0.590673,0.410706,-0.1,0.02,150.816,1.7449e+06,0.790914,0.113886,0.808123,0.0698723,-0.218773,nan,0.0998545,nan,nan,nan,nan,-0.0284004,-0.154578,-0.036021,0.117364,-0.378886,0,-0.00506232,-0.659349,nan
143,6.46901,835.4,0.00895137,0.291667,0.125,0.150953,1.12482,0.0186108,-0.00878181,1.75696,3.90184e-05,0.0121126,0.280266,13039.1,0.60151,0.340885,-0.1,0.02,151.76,1.75718e+06,0.533734,0.106301,0.680144,0.0595197,-0.18472,nan,0.0882,nan,nan,nan,nan,-0.0250871,-0.126599,-0.0297216,0.1039,-0.318225,0,-0.00415092,-0.559845,nan
144,7.03818,965.75,0.00911961,0.25,0.0833333,0.152008,1.09676,0.0221617,-0.00975372,1.7537,3.90184e-05,0.0120933,0.280188,13778.2,0.54043,0.351412,-0.1,0.02,152.653,1.76947e+06,0.59154,0.114308,0.786603,0.0657283,-0.212215,nan,0.105163,nan,nan,nan,nan,-0.0280158,-0.144717,-0.0339176,0.119125,-0.367531,0,-0.00445097,-0.63971,nan
145,5.41323,898.625,0.00867136,0.5,0.166667,0.153027,1.10989,0.0217547,-0.00965929,1.75018,3.90184e-05,0.0192739,0.280105,14544.8,0.534262,0.310577,-0.1,0.02,153.499,1.78176e+06,0.512339,0.1017,0.725127,0.0680735,-0.198138,nan,0.0985,nan,nan,nan,nan,-0.0262092,-0.135068,-0.0318348,0.112438,-0.342078,0,-0.0047021,-0.609487,nan
146,7.02107,831.154,0.00947577,0.375,0.166667,0.149935,1.12926,0.0229468,-0.00930035,1.74695,3.90184e-05,0.00888913,0.280041,14307.2,0.521963,0.336905,-0.1,0.02,154.359,1.79405e+06,0.535427,0.115051,0.676802,0.054816,-0.182601,nan,0.0802077,nan,nan,nan,nan,-0.0224788,-0.114192,-0.0272577,0.0946923,-0.315008,0,-0.0042613,-0.540143,nan
147,8.31664,953.474,0.00957076,0.75,0.0416667,0.151582,1.10707,0.0173893,-0.00897019,1.74376,3.90184e-05,0.00871312,0.279949,13309.5,0.569615,0.353633,-0.1,0.02,155.284,1.80634e+06,0.654115,0.117364,0.769076,0.0653178,-0.210113,nan,0.103921,nan,nan,nan,nan,-0.0275065,-0.143112,-0.032928,0.117632,-0.363003,0,-0.00421699,-0.630713,nan
148,10.5088,917.333,0.00894115,0.416667,0.0833333,0.153356,1.10827,0.022416,-0.00936731,1.7399,3.90184e-05,0.0154053,0.279872,14014,0.53408,0.342759,-0.1,0.02,156.162,1.81862e+06,0.740381,0.118568,0.74976,0.0619753,-0.200779,nan,0.09865,nan,nan,nan,nan,-0.0270781,-0.14347,-0.0324889,0.11575,-0.348695,0,-0.00495263,-0.602181,nan
149,7.34804,876.214,0.0089216,0.5,0.0833333,0.152282,1.12685,0.0184805,-0.00898805,1.73618,3.90184e-05,0.013506,0.279769,15630.1,0.494914,0.291262,-0.1,0.02,156.95,1.83091e+06,0.584762,0.114772,0.708185,0.0644391,-0.191217,nan,0.0914857,nan,nan,nan,nan,-0.025399,-0.133363,-0.0307449,0.104571,-0.334056,0,-0.00409798,-0.581936,nan
150,7.74923,920,0.00931953,0.333333,0.0416667,0.150371,1.1366,0.0188084,-0.00884049,1.73209,3.90184e-05,0.0127568,0.279697,14717.9,0.488587,0.346312,-0.1,0.02,157.786,1.8432e+06,0.605244,0.110718,0.747326,0.0665869,-0.201486,nan,0.105967,nan,nan,nan,nan,-0.0281799,-0.147137,-0.0335385,0.119222,-0.350438,0,-0.00409667,-0.602726,nan
151,5.42681,795.125,0.00919696,0.25,0.0833333,0.150638,1.12203,0.0216952,-0.00949244,1.72904,3.90184e-05,0.0134182,0.279616,12240.9,0.593033,0.410811,-0.1,0.02,158.791,1.85549e+06,0.454036,0.102327,0.650175,0.0556286,-0.173968,nan,0.0887875,nan,nan,nan,nan,-0.0241182,-0.123188,-0.0279105,0.097125,-0.301352,-0.00025,-0.00497189,-0.52098,nan
152,7.30406,912.444,0.0101291,0.333333,0.0416667,0.14858,1.11527,0.022003,-0.00810343,1.72538,3.90184e-05,0.00981924,0.279532,12607.1,0.568609,0.406081,-0.1,0.02,159.768,1.86778e+06,0.599348,0.12516,0.738618,0.065867,-0.197756,nan,0.100089,nan,nan,nan,nan,-0.0278155,-0.148714,-0.0335891,0.117333,-0.347119,0,-0.00491955,-0.621299,nan
153,5.93499,813,0.00941297,0.458333,0.25,0.151754,1.10026,0.0213314,-0.00856286,1.72132,3.90184e-05,0.0101273,0.279425,12752,0.610593,0.353019,-0.1,0.02,160.732,1.88006e+06,0.520626,0.0963079,0.653045,0.0543533,-0.178874,nan,0.0890118,nan,nan,nan,nan,-0.0238606,-0.124301,-0.0283277,0.0931765,-0.309263,0,-0.00474596,-0.5404,nan
154,10.5617,1000,0.00959396,0.541667,0,0.148557,1.11793,0.0199548,-0.00872849,1.71686,3.90184e-05,0.00798064,0.279337,13795.7,0.554639,0.33607,-0.1,0.02,161.625,1.89235e+06,0.743975,0.129581,0.821178,0.0705253,-0.219536,nan,0.110923,nan,nan,nan,nan,-0.029894,-0.157592,-0.035954,0.127231,-0.380441,0,-0.00485868,-0.647054,nan
155,6.00425,796.9,0.00966597,0.291667,0.125,0.148441,1.13546,0.0251236,-0.00903506,1.71337,3.90184e-05,0.00814161,0.279265,13605.4,0.540045,0.363126,-0.1,0.02,162.53,1.90464e+06,0.490385,0.0988147,0.65059,0.054486,-0.17261,nan,0.08909,nan,nan,nan,nan,-0.0245627,-0.127505,-0.0283815,0.0996,-0.301027,0,-0.0043821,-0.524285,nan
156,8.4095,808.667,0.00965612,0.5,0.25,0.149423,1.09082,0.0262395,-0.00873136,1.71046,3.90184e-05,0.0112932,0.279201,13471.7,0.569043,0.343092,-0.1,0.02,163.443,1.91693e+06,0.598276,0.104213,0.659683,0.0587438,-0.175606,nan,0.0852444,nan,nan,nan,nan,-0.0234278,-0.120645,-0.0277897,0.0976667,-0.30651,0,-0.00379101,-0.525583,nan
157,6.01675,871.333,0.00996535,0.416667,0.208333,0.148315,1.10873,0.0247458,-0.00944973,1.70737,3.90184e-05,0.0107324,0.279116,14582.8,0.528082,0.314556,-0.1,0.02,164.287,1.92922e+06,0.505503,0.107708,0.708228,0.0622131,-0.189533,nan,0.0984733,nan,nan,nan,nan,-0.0263131,-0.134465,-0.0302699,0.104133,-0.329843,0,-0.00511652,-0.569881,nan
158,5.55718,872.833,0.00926749,0.375,0.125,0.151635,1.10764,0.0173992,-0.0088413,1.70353,3.90184e-05,0.00798342,0.279031,13797.1,0.541292,0.34933,-0.1,0.02,165.179,1.9415e+06,0.487333,0.107941,0.702886,0.0664653,-0.189089,nan,0.0989167,nan,nan,nan,nan,-0.0264917,-0.138486,-0.0312394,0.108167,-0.330542,0,-0.00429664,-0.573705,nan
159,8.84966,957.727,0.0094161,0.375,0.0833333,0.148371,1.09398,0.0223591,-0.00855068,1.69976,3.90184e-05,0.0137563,0.278939,13441.7,0.54913,0.365038,-0.1,0.02,166.095,1.95379e+06,0.658169,0.117221,0.781501,0.0694025,-0.210127,nan,0.108764,nan,nan,nan,nan,-0.0293203,-0.152948,-0.0340308,0.128909,-0.364183,0,-0.00488032,-0.625995,nan
160,7.60545,884,0.0105576,0.416667,0.125,0.145589,1.10927,0.0197448,-0.00917132,1.69562,3.90184e-05,0.0129168,0.278845,12914.4,0.59531,0.356184,-0.1,0.02,167.048,1.96608e+06,0.55257,0.124066,0.718349,0.0633999,-0.191639,nan,0.0962538,nan,nan,nan,nan,-0.0257512,-0.133432,-0.0314037,0.104923,-0.33448,0,-0.0045887,-0.557995,nan
161,7.30452,839.7,0.00982169,0.333333,0.0833333,0.147375,1.12072,0.0220009,-0.00783347,1.69166,3.90184e-05,0.0095005,0.278753,14673,0.487599,0.349859,-0.1,0.02,167.887,1.97837e+06,0.544767,0.112966,0.684313,0.0640641,-0.179552,nan,0.09288,nan,nan,nan,nan,-0.0253676,-0.12763,-0.0297207,0.1047,-0.317352,0,-0.00319639,-0.555646,nan
162,7.49004,871.571,0.0104723,0.458333,0.125,0.144393,1.08756,0.0218622,-0.00906516,1.68781,3.90184e-05,0.0115641,0.278667,14488.6,0.531253,0.31686,-0.1,0.02,168.736,1.99066e+06,0.563622,0.107258,0.715931,0.061783,-0.189216,nan,0.0918143,nan,nan,nan,nan,-0.0244595,-0.128895,-0.0295993,0.105429,-0.329368,0,-0.0037731,-0.566025,nan
163,6.48965,948.25,0.0105297,0.291667,0.0416667,0.144105,1.12234,0.0172243,-0.00917232,1.68395,3.90184e-05,0.00673239,0.278577,13609.8,0.531249,0.371632,-0.1,0.02,169.64,2.00294e+06,0.534189,0.117401,0.769962,0.0698716,-0.203051,nan,0.105025,nan,nan,nan,nan,-0.0291527,-0.152987,-0.033623,0.120625,-0.358972,0,-0.00443477,-0.610371,nan
164,8.70788,941,0.0105015,0.5,0.0833333,0.147028,1.09142,0.0205215,-0.00816388,1.68014,3.90184e-05,0.0100434,0.278497,13922.1,0.55095,0.331678,-0.1,0.02,170.524,2.01523e+06,0.641427,0.121795,0.775526,0.0655982,-0.203033,nan,0.0987214,nan,nan,nan,nan,-0.02666,-0.138015,-0.0318493,0.108286,-0.356139,0,-0.00401516,-0.616247,nan
165,9.4651,954.462,0.0106084,0.458333,0.0833333,0.142235,1.13207,0.0236927,-0.00916617,1.67661,3.90184e-05,0.0108005,0.27841,14240.6,0.501819,0.361067,-0.1,0.02,171.388,2.02752e+06,0.676864,0.118869,0.786728,0.0664347,-0.205028,nan,0.0985077,nan,nan,nan,nan,-0.0281264,-0.148827,-0.0333006,0.119308,-0.360467,0,-0.00460081,-0.613106,nan
166,8.40783,940.833,0.010197,0.625,0.125,0.145727,1.11645,0.0214084,-0.00905663,1.67283,3.90184e-05,0.0134391,0.278325,12496.4,0.61368,0.36964,-0.1,0.02,172.373,2.03981e+06,0.625763,0.122223,0.772381,0.0647861,-0.202765,nan,0.1072,nan,nan,nan,nan,-0.028379,-0.14665,-0.0330906,0.110833,-0.357202,0,-0.004295,-0.610413,nan
167,9.30526,992.8,0.0108104,0.791667,0.0416667,0.143646,1.08553,0.0198165,-0.00913494,1.66869,3.90184e-05,0.00865679,0.278216,13549.1,0.558876,0.348047,-0.1,0.02,173.281,2.0521e+06,0.657269,0.132047,0.82255,0.0684825,-0.21396,nan,0.1083,nan,nan,nan,nan,-0.0293922,-0.153494,-0.0351581,0.11915,-0.375922,-5e-05,-0.00471845,-0.629841,nan
168,8.06857,933.13,0.0112476,0.791667,0.166667,0.139565,1.10859,0.0233124,-0.0086229,1.66405,3.90184e-05,0.0104602,0.278123,14384.8,0.524533,0.329704,-0.1,0.02,174.137,2.06438e+06,0.59366,0.120865,0.76775,0.0637153,-0.200065,nan,0.0993435,nan,nan,nan,nan,-0.0271394,-0.140728,-0.0322961,0.109696,-0.352679,-0.000217391,-0.00429371,-0.594181,nan
169,7.89801,956.15,0.0108196,0.708333,0.125,0.144574,1.08482,0.0224319,-0.0090103,1.65985,3.90184e-05,0.0101024,0.278013,15001.5,0.522455,0.296665,-0.1,0.02,174.957,2.07667e+06,0.579025,0.124865,0.791331,0.0674241,-0.205255,nan,0.10824,nan,nan,nan,nan,-0.0290531,-0.15073,-0.0336281,0.1147,-0.360407,0,-0.00389134,-0.60772,nan
170,9.24539,884.222,0.0105022,0.291667,0.0833333,0.14639,1.0734,0.0196466,-0.00777484,1.65512,3.90184e-05,0.0107596,0.277915,15675.9,0.482842,0.301034,-0.1,0.02,175.743,2.08896e+06,0.650086,0.121355,0.72279,0.0610922,-0.189871,nan,0.0963444,nan,nan,nan,nan,-0.0252834,-0.131655,-0.0292461,0.100333,-0.333371,0,-0.00341701,-0.576889,nan
171,6.75183,881.167,0.0115346,0.416667,0.0833333,0.142068,1.09349,0.0184995,-0.00942515,1.6509,3.90184e-05,0.00917352,0.277814,14403.2,0.534515,0.31863,-0.1,0.02,176.597,2.10125e+06,0.509233,0.106845,0.728226,0.0622973,-0.187329,nan,0.0981583,nan,nan,nan,nan,-0.0263737,-0.136935,-0.0314239,0.109833,-0.333456,0,-0.00338751,-0.558095,nan
172,7.7582,838.154,0.0108946,0.375,0.166667,0.144872,1.09183,0.0223362,-0.00953362,1.64642,3.90184e-05,0.0116443,0.277716,12854.1,0.54521,0.410752,-0.1,0.02,177.554,2.11354e+06,0.543368,0.108958,0.691902,0.0583993,-0.178385,nan,0.0907308,nan,nan,nan,nan,-0.0247584,-0.123391,-0.028648,0.106231,-0.315604,0,-0.00397891,-0.536914,nan
173,7.98957,769.8,0.0108376,0.291667,0.125,0.143416,1.09789,0.0226789,-0.0084106,1.64254,3.90184e-05,0.00843145,0.277635,14510.4,0.549685,0.297155,-0.1,0.02,178.402,2.12582e+06,0.546321,0.0992637,0.636283,0.0556234,-0.165426,nan,0.0914,nan,nan,nan,nan,-0.0238307,-0.119713,-0.0264969,0.0941,-0.290683,0,-0.0029435,-0.49442,nan
174,9.11176,904.381,0.0105689,0.708333,0.166667,0.146747,1.09445,0.0234474,-0.00936391,1.63885,3.90184e-05,0.0106823,0.27754,14739,0.520348,0.313358,-0.1,0.02,179.237,2.13811e+06,0.626877,0.120803,0.747127,0.0649663,-0.192402,nan,0.100743,nan,nan,nan,nan,-0.0270387,-0.13927,-0.0309994,0.109381,-0.340517,0,-0.00401772,-0.580065,nan
175,8.22454,823.059,0.00990377,0.375,0.333333,0.148401,1.0899,0.0223852,-0.00876107,1.63477,3.90184e-05,0.0138674,0.27746,13369.9,0.535843,0.383234,-0.1,0.02,180.158,2.1504e+06,0.572344,0.110755,0.67759,0.0567122,-0.174737,nan,0.0842059,nan,nan,nan,nan,-0.0242113,-0.121753,-0.0270834,0.0934118,-0.309939,-0.000235294,-0.00305422,-0.522779,nan
176,6.99586,845.533,0.0111089,0.5,0.125,0.143951,1.11588,0.0244277,-0.00941098,1.6313,3.90184e-05,0.0123533,0.277369,10619.1,0.575769,0.581396,-0.1,0.02,181.316,2.16269e+06,0.528768,0.0974293,0.697073,0.0578883,-0.179542,nan,0.0942267,nan,nan,nan,nan,-0.0248131,-0.130765,-0.0282833,0.1,-0.318345,0,-0.00363862,-0.540205,nan
177,10.1187,928,0.0115256,0.625,0.0833333,0.14353,1.10681,0.0258385,-0.00815448,1.62768,3.90184e-05,0.0176634,0.277301,13783.8,0.564288,0.327194,-0.1,0.02,182.209,2.17498e+06,0.659198,0.12629,0.77312,0.066012,-0.19655,nan,0.103394,nan,nan,nan,nan,-0.0272964,-0.141211,-0.0313888,0.112882,-0.349933,-5.88235e-05,-0.00340781,-0.585113,nan
178,8.39172,767.429,0.011048,0.416667,0.166667,0.142334,1.09879,0.0242382,-0.00866468,1.62504,3.90184e-05,0.0145007,0.27725,15171.2,0.518721,0.291234,-0.1,0.02,183.021,2.18726e+06,0.552647,0.10653,0.63128,0.0551784,-0.16221,nan,0.0841071,nan,nan,nan,nan,-0.0228846,-0.112572,-0.0250578,0.0915,-0.287528,0,-0.00303014,-0.488375,nan
179,8.43367,857.786,0.0119032,0.458333,0.125,0.139999,1.09147,0.0238618,-0.00881284,1.6226,3.90184e-05,0.0139174,0.277185,13708.8,0.556961,0.339396,-0.1,0.02,183.918,2.19955e+06,0.576696,0.111652,0.709525,0.0588927,-0.181856,nan,0.0939143,nan,nan,nan,nan,-0.0248705,-0.12627,-0.0276773,0.102357,-0.323176,0,-0.00352176,-0.543982,nan
180,9.97878,843.308,0.011392,0.375,0.166667,0.141859,1.09043,0.0278125,-0.00945975,1.61917,3.90184e-05,0.00725891,0.277088,13171.4,0.577725,0.355205,-0.1,0.02,184.853,2.21184e+06,0.660978,0.0991756,0.699503,0.059732,-0.177383,nan,0.0938,nan,nan,nan,nan,-0.0254237,-0.128535,-0.0284974,0.104462,-0.317336,0,-0.00319774,-0.538339,nan
181,8.2565,894.357,0.0115636,0.458333,0.125,0.139781,1.07514,0.0206873,-0.00887125,1.61493,3.90184e-05,0.012811,0.277003,14101.4,0.571772,0.29963,-0.1,0.02,185.726,2.22413e+06,0.55455,0.131205,0.744681,0.0645167,-0.188663,nan,0.101964,nan,nan,nan,nan,-0.0275131,-0.138507,-0.0306669,0.106429,-0.336079,0,-0.003848,-0.565243,nan
