iter,mean_ep_return,mean_ep_len,kl,lr,std,seconds
495,94.9124,984.68,0.01072,2.250e-05,0.1036,527.1
496,94.8302,984.62,0.01698,2.250e-05,0.1036,528.1
497,94.7282,984.62,0.00507,2.250e-05,0.1036,529.6
498,94.7011,984.62,0.01723,2.250e-05,0.1036,530.7
499,94.6942,983.36,0.02241,1.500e-05,0.1036,531.9
500,94.5322,981.79,0.00972,1.500e-05,0.1036,533.0
501,94.6955,981.79,0.00618,1.500e-05,0.1036,534.0
502,94.8803,983.53,0.00763,1.500e-05,0.1036,535.0
503,95.0111,983.53,0.01029,1.500e-05,0.1036,535.9
504,95.0663,983.53,0.00492,2.250e-05,0.1036,536.9
505,94.6627,983.53,0.01268,2.250e-05,0.1036,537.9
506,94.5586,983.53,0.01077,2.250e-05,0.1036,538.8
507,94.4897,983.53,0.01342,2.250e-05,0.1036,539.8
508,94.1255,981.74,0.01744,2.250e-05,0.1037,540.8
509,93.4788,978.50,0.01933,2.250e-05,0.1037,542.1
510,93.3546,976.72,0.02130,1.500e-05,0.1037,543.2
511,93.2738,976.83,0.01782,1.500e-05,0.1037,544.2
512,93.4564,976.84,0.01161,1.500e-05,0.1037,545.2
513,93.5279,976.84,0.00754,1.500e-05,0.1037,546.1
514,93.5323,976.97,0.01087,1.500e-05,0.1038,547.0
515,93.9095,978.55,0.01057,1.500e-05,0.1038,548.0
516,93.2917,973.51,0.01505,1.500e-05,0.1038,549.1
517,92.7436,968.29,0.01928,1.500e-05,0.1038,550.0
518,92.4871,966.67,0.01318,1.500e-05,0.1038,551.3
519,92.4254,964.88,0.00899,1.500e-05,0.1038,552.8
520,92.3214,963.50,0.00465,2.250e-05,0.1038,554.0
521,92.0592,960.32,0.01880,2.250e-05,0.1038,555.4
522,91.5067,958.95,0.01726,2.250e-05,0.1039,556.7
523,91.6425,959.05,0.02848,1.500e-05,0.1039,557.8
524,91.3851,959.05,0.01297,1.500e-05,0.1039,559.0
525,91.0212,957.45,0.01017,1.500e-05,0.1039,560.4
526,90.7758,953.78,0.00757,1.500e-05,0.1039,561.7
527,90.6229,953.78,0.02002,1.000e-05,0.1039,562.9
528,90.4439,952.01,0.00862,1.000e-05,0.1039,564.2
529,90.0897,950.31,0.00527,1.000e-05,0.1040,565.6
530,89.9949,950.44,0.00555,1.000e-05,0.1040,566.9
531,89.3217,947.01,0.01538,1.000e-05,0.1040,568.2
532,89.0244,945.59,0.00718,1.000e-05,0.1040,569.4
533,88.8114,942.37,0.00905,1.000e-05,0.1040,570.6
534,88.5048,940.87,0.02551,1.000e-05,0.1040,572.0
535,88.4306,937.53,0.01042,1.000e-05,0.1040,573.2
536,88.1322,937.50,0.01144,1.000e-05,0.1040,574.3
537,87.7171,936.06,0.01253,1.000e-05,0.1040,575.3
538,87.5510,935.42,0.00470,1.500e-05,0.1040,576.2
539,87.0283,932.62,0.01179,1.500e-05,0.1040,577.1
540,86.7590,932.62,0.01082,1.500e-05,0.1041,578.1
541,86.2715,927.76,0.01429,1.500e-05,0.1041,579.0
542,86.1672,927.76,0.01950,1.500e-05,0.1041,579.9
543,86.1679,927.76,0.02134,1.000e-05,0.1041,580.8
544,85.4977,921.14,0.01169,1.000e-05,0.1041,581.7
545,85.2492,918.07,0.00885,1.000e-05,0.1041,582.6
546,84.8607,914.84,0.01251,1.000e-05,0.1041,583.5
547,85.1954,919.88,0.00771,1.000e-05,0.1041,584.4
548,85.1935,918.38,0.01163,1.000e-05,0.1041,585.3
549,84.9513,918.38,0.00497,1.500e-05,0.1041,586.2
550,84.8210,916.70,0.01702,1.500e-05,0.1041,587.2
551,85.1461,918.36,0.00542,1.500e-05,0.1041,588.1
552,84.9675,918.62,0.01100,1.500e-05,0.1041,589.0
553,84.5797,915.20,0.01663,1.500e-05,0.1042,590.0
554,84.8767,918.62,0.01225,1.500e-05,0.1042,591.0
555,84.6390,918.53,0.00485,2.250e-05,0.1042,592.2
556,85.2679,923.72,0.01279,2.250e-05,0.1042,593.1
557,85.3824,925.51,0.00851,2.250e-05,0.1042,594.1
558,85.1168,925.14,0.01628,2.250e-05,0.1042,595.2
559,85.1307,928.32,0.00942,2.250e-05,0.1042,596.2
560,85.2450,928.32,0.01067,2.250e-05,0.1042,597.1
561,85.3826,929.69,0.01277,2.250e-05,0.1042,598.1
562,85.0388,928.21,0.01944,2.250e-05,0.1042,599.1
563,84.5944,926.65,0.01175,2.250e-05,0.1042,600.1
564,84.7308,928.44,0.01849,2.250e-05,0.1042,601.3
565,84.7441,930.33,0.01593,2.250e-05,0.1042,602.2
566,84.7431,930.33,0.02296,1.500e-05,0.1043,603.1
567,84.8248,932.10,0.01369,1.500e-05,0.1043,604.1
568,84.6916,932.15,0.00557,1.500e-05,0.1043,605.0
569,84.7102,931.45,0.01567,1.500e-05,0.1043,606.1
570,84.8918,934.88,0.01295,1.500e-05,0.1043,607.2
571,84.6571,932.96,0.01272,1.500e-05,0.1043,608.2
572,85.0175,934.42,0.01242,1.500e-05,0.1043,609.1
573,85.1184,935.25,0.00713,1.500e-05,0.1043,610.1
574,84.9895,937.03,0.01163,1.500e-05,0.1043,611.0
575,85.4818,940.30,0.00747,1.500e-05,0.1043,611.9
576,85.4975,941.75,0.00576,1.500e-05,0.1043,612.9
577,85.5281,941.75,0.01348,1.500e-05,0.1043,613.8
578,85.6176,945.17,0.01313,1.500e-05,0.1043,614.8
579,85.7978,947.97,0.01149,1.500e-05,0.1043,615.7
580,85.7611,947.25,0.00876,1.500e-05,0.1044,616.6
581,86.2597,951.85,0.01784,1.500e-05,0.1044,617.5
582,85.7546,948.71,0.00654,1.500e-05,0.1044,618.4
583,85.7414,951.18,0.01680,1.500e-05,0.1044,619.4
584,86.3446,957.56,0.00992,1.500e-05,0.1044,620.3
585,86.4790,958.26,0.00915,1.500e-05,0.1044,621.3
586,86.2657,955.11,0.00759,1.500e-05,0.1044,622.2
587,85.8386,952.26,0.01374,1.500e-05,0.1044,623.2
588,85.6641,949.92,0.01649,1.500e-05,0.1044,624.1
589,85.7553,951.51,0.02196,1.000e-05,0.1044,625.0
590,85.3809,949.27,0.01549,1.000e-05,0.1045,626.0
591,84.7750,946.37,0.01234,1.000e-05,0.1045,626.9
592,84.7264,947.20,0.01202,1.000e-05,0.1045,627.8
593,84.8563,949.45,0.00919,1.000e-05,0.1045,628.7
594,84.2683,945.26,0.00816,1.000e-05,0.1045,629.6
595,83.7263,941.37,0.01203,1.000e-05,0.1045,630.5
596,83.7773,941.01,0.01403,1.000e-05,0.1045,631.5
597,83.3536,937.61,0.01319,1.000e-05,0.1045,632.3
598,83.2883,934.69,0.01068,1.000e-05,0.1045,633.2
599,83.2514,934.50,0.01773,1.000e-05,0.1045,634.1
600,83.6500,936.13,0.01196,1.000e-05,0.1045,635.0
601,83.8557,935.79,0.00743,1.000e-05,0.1045,636.0
602,83.3866,931.70,0.00674,1.000e-05,0.1045,636.9
603,83.4441,930.39,0.00928,1.000e-05,0.1045,637.8
604,82.9797,926.79,0.00734,1.000e-05,0.1045,638.7
605,83.0122,925.76,0.02036,1.000e-05,0.1045,639.5
606,83.2640,926.66,0.00432,1.500e-05,0.1045,640.4
607,83.0953,924.71,0.01062,1.500e-05,0.1046,641.8
608,83.3718,928.04,0.01016,1.500e-05,0.1046,643.1
609,82.5770,926.08,0.01507,1.500e-05,0.1046,644.3
610,82.3660,924.65,0.00612,1.500e-05,0.1046,645.2
611,82.1870,923.41,0.01466,1.500e-05,0.1046,646.4
612,81.4923,917.27,0.00784,1.500e-05,0.1046,647.7
613,81.2779,914.47,0.00897,1.500e-05,0.1046,648.9
614,81.1426,912.88,0.01111,1.500e-05,0.1046,650.0
615,80.6686,907.92,0.01680,1.500e-05,0.1046,650.9
616,80.5501,903.66,0.00668,1.500e-05,0.1046,651.8
617,80.2134,900.74,0.00901,1.500e-05,0.1046,652.7
618,79.6469,896.05,0.00743,1.500e-05,0.1047,653.7
619,79.7207,896.14,0.01476,1.500e-05,0.1047,654.7
620,80.0674,895.85,0.01203,1.500e-05,0.1047,655.6
621,79.7610,893.09,0.01990,1.500e-05,0.1047,656.5
622,79.5249,891.46,0.00735,1.500e-05,0.1047,657.4
623,79.5864,893.89,0.00954,1.500e-05,0.1047,658.8
624,79.7782,894.47,0.01411,1.500e-05,0.1047,660.3
625,79.5361,893.56,0.00932,1.500e-05,0.1047,661.4
626,79.5393,892.53,0.01484,1.500e-05,0.1048,662.5
627,79.0232,889.95,0.02308,1.000e-05,0.1048,663.4
628,79.4230,893.49,0.00440,1.500e-05,0.1048,664.3
629,79.4048,893.34,0.01529,1.500e-05,0.1048,665.3
630,79.1727,891.67,0.00772,1.500e-05,0.1048,666.6
631,79.4201,892.41,0.00938,1.500e-05,0.1048,667.9
632,79.8260,894.42,0.01144,1.500e-05,0.1048,669.0
633,79.7146,893.12,0.01796,1.500e-05,0.1048,670.0
634,79.9863,894.83,0.02130,1.000e-05,0.1048,671.2
635,80.4783,897.87,0.01868,1.000e-05,0.1048,672.3
636,80.6192,900.03,0.01132,1.000e-05,0.1048,673.5
637,80.9261,899.99,0.00743,1.000e-05,0.1048,674.6
638,80.4920,895.99,0.00286,1.500e-05,0.1049,675.7
639,80.7356,896.81,0.01465,1.500e-05,0.1049,676.7
640,80.7721,898.72,0.00611,1.500e-05,0.1049,677.7
641,81.0900,901.82,0.00757,1.500e-05,0.1049,678.7
642,81.2304,903.50,0.01307,1.500e-05,0.1049,679.7
643,81.5938,906.33,0.00802,1.500e-05,0.1049,680.7
644,81.6325,907.42,0.01535,1.500e-05,0.1049,681.7
645,81.4771,908.01,0.00839,1.500e-05,0.1049,682.7
646,81.3905,907.75,0.00814,1.500e-05,0.1049,683.7
647,81.3410,907.59,0.00834,1.500e-05,0.1049,684.7
648,81.1401,903.98,0.01237,1.500e-05,0.1049,685.8
649,81.3792,907.17,0.01652,1.500e-05,0.1049,686.8
650,81.2749,906.73,0.01601,1.500e-05,0.1049,687.9
651,81.8398,911.52,0.02035,1.000e-05,0.1050,689.1
652,81.7290,911.28,0.01938,1.000e-05,0.1050,690.1
653,81.6525,911.67,0.00883,1.000e-05,0.1050,691.2
654,81.7630,914.12,0.01230,1.000e-05,0.1050,692.5
655,82.1678,919.71,0.00676,1.000e-05,0.1050,693.5
656,82.4544,920.61,0.00717,1.000e-05,0.1050,694.5
657,82.8101,923.96,0.00980,1.000e-05,0.1050,695.7
658,82.8377,926.46,0.01099,1.000e-05,0.1050,696.7
659,82.5000,925.12,0.00468,1.500e-05,0.1050,697.8
660,82.2530,922.05,0.01265,1.500e-05,0.1050,698.9
661,82.5074,925.91,0.00945,1.500e-05,0.1050,699.9
662,82.8449,927.78,0.01228,1.500e-05,0.1050,700.9
663,82.7359,929.16,0.01453,1.500e-05,0.1051,702.0
664,83.2212,932.49,0.01152,1.500e-05,0.1051,703.3
665,83.3979,934.24,0.00273,2.250e-05,0.1051,704.2
666,83.7873,936.75,0.01925,2.250e-05,0.1051,705.2
667,83.8095,937.07,0.00703,2.250e-05,0.1051,706.2
668,83.7204,936.81,0.01705,2.250e-05,0.1051,707.1
669,83.9027,939.44,0.02024,1.500e-05,0.1051,708.2
670,84.0346,939.44,0.01693,1.500e-05,0.1051,709.3
671,83.7591,937.00,0.01581,1.500e-05,0.1051,710.4
672,84.1564,941.55,0.01021,1.500e-05,0.1052,711.4
673,84.3280,943.19,0.01148,1.500e-05,0.1052,712.7
674,84.0557,941.38,0.01975,1.500e-05,0.1052,714.1
675,83.9366,940.04,0.02028,1.000e-05,0.1052,715.2
676,84.1915,941.74,0.00976,1.000e-05,0.1052,716.2
677,84.1962,944.60,0.01397,1.000e-05,0.1052,717.2
678,84.3023,946.89,0.01245,1.000e-05,0.1052,718.2
679,84.3348,946.89,0.00822,1.000e-05,0.1052,719.2
680,84.3710,948.65,0.01003,1.000e-05,0.1052,720.2
681,84.1795,945.95,0.01108,1.000e-05,0.1052,721.4
682,84.3525,946.81,0.01182,1.000e-05,0.1052,722.7
683,84.0810,945.12,0.01175,1.000e-05,0.1052,723.7
684,84.0429,946.62,0.00957,1.000e-05,0.1052,724.7
685,84.0881,946.82,0.00782,1.000e-05,0.1052,725.8
686,84.3288,948.71,0.01190,1.000e-05,0.1052,726.8
687,84.5267,948.71,0.00896,1.000e-05,0.1052,727.8
688,85.0789,955.20,0.00859,1.000e-05,0.1053,728.7
689,85.1323,955.20,0.01073,1.000e-05,0.1053,729.7
690,85.1334,954.58,0.00650,1.000e-05,0.1053,730.7
691,85.2044,954.32,0.00998,1.000e-05,0.1053,731.9
692,85.2503,956.54,0.00562,1.000e-05,0.1053,733.1
693,85.4672,958.72,0.00876,1.000e-05,0.1053,734.2
694,85.8420,960.21,0.01098,1.000e-05,0.1053,735.3
695,85.9734,962.05,0.01461,1.000e-05,0.1053,736.4
696,86.0990,963.14,0.00608,1.000e-05,0.1053,737.5
697,86.2884,965.08,0.01430,1.000e-05,0.1053,738.9
698,86.2480,965.08,0.00834,1.000e-05,0.1053,740.3
699,86.1006,966.03,0.01058,1.000e-05,0.1053,741.7
700,86.3419,966.52,0.00746,1.000e-05,0.1053,743.0
701,87.1241,972.54,0.01536,1.000e-05,0.1053,744.3
702,87.3036,973.97,0.01047,1.000e-05,0.1053,745.5
703,87.0074,971.38,0.01038,1.000e-05,0.1053,746.9
704,87.0708,972.70,0.00816,1.000e-05,0.1053,748.3
705,86.9283,972.14,0.01081,1.000e-05,0.1053,749.7
706,86.7161,970.41,0.01930,1.000e-05,0.1053,750.9
707,86.8130,970.34,0.00484,1.500e-05,0.1053,752.1
708,87.0172,972.10,0.01269,1.500e-05,0.1053,753.3
709,87.3092,973.40,0.01240,1.500e-05,0.1053,754.5
710,87.4671,973.40,0.00558,1.500e-05,0.1053,755.7
