iteration,Train/mean_reward,Train/mean_episode_length,Train/mean_step_reward,Episode_Termination/time_out,Episode_Termination/fell_over,Metrics/twist/error_vel_xy,Metrics/twist/error_vel_yaw,Loss/value,Loss/surrogate,Loss/entropy,Loss/learning_rate,Loss/kl,Policy/mean_std,Perf/total_fps,Perf/collection_time,Perf/learning_time,Curriculum/action_rate_weight,Curriculum/standing_envs,time_s,env_steps,Episode_Reward/track_linear_velocity,Episode_Reward/track_angular_velocity,Episode_Reward/upright,Episode_Reward/pose,Episode_Reward/action_rate_l2,Episode_Reward/alive,Episode_Reward/air_time,Episode_Reward/foot_clearance,Episode_Reward/foot_slip
459,39.8969,1000,0.0384115,1.41667,0,0.154263,0.520354,0.0111607,-0.0104755,6.01807,3.90184e-05,0.0121626,0.338027,9771.56,0.894959,0.362568,-0.9244,0.18488,549.011,5.64019e+06,1.21539,1.01897,0.997521,0.367918,-3.57941,2,-0.0244118,-1.23655e-05,-0.00112069
460,44.5068,1000,0.0381217,1.5,0,0.156624,0.513547,0.0117561,-0.0105165,6.00449,3.90184e-05,0.00745576,0.337761,10074.9,0.841917,0.377747,-0.9262,0.18524,550.233,5.65248e+06,1.41597,1.02751,0.997461,0.372743,-3.56428,2,-0.0229444,-1.53114e-05,-0.00109883
461,38.7331,1000,0.0375959,0.916667,0,0.159769,0.520292,0.0111165,-0.0113325,5.9903,3.90184e-05,0.0117349,0.337498,9641.16,0.925736,0.348799,-0.928,0.1856,551.509,5.66477e+06,1.16214,1.01725,0.997655,0.365376,-3.58199,2,-0.0226818,-1.62339e-05,-0.00109192
462,42.8579,1000,0.0377417,0.625,0,0.157599,0.522571,0.0110657,-0.0111304,5.97644,3.90184e-05,0.0092162,0.337243,10851.1,0.769352,0.363071,-0.9298,0.18596,552.643,5.67706e+06,1.37981,0.970024,0.997383,0.362564,-3.54945,2,-0.0163333,-1.03986e-05,-0.00108805
463,39.3726,967.125,0.0366603,0.625,0.0416667,0.160253,0.516094,0.0106899,-0.0109912,5.96308,3.90184e-05,0.00677608,0.336995,10670.3,0.825427,0.326183,-0.9316,0.18632,553.796,5.68934e+06,1.30982,0.902697,0.964576,0.334042,-3.4532,1.93425,-0.022375,-2.36959e-05,-0.00115217
464,37.9709,1000,0.0369997,0.75,0,0.158279,0.51775,0.0109003,-0.00959139,5.9498,3.90184e-05,0.00688031,0.336747,10899.5,0.772286,0.355105,-0.9334,0.18668,554.925,5.70163e+06,1.3535,0.821401,0.997022,0.333432,-3.57754,2,-0.0281111,-1.53562e-05,-0.00114581
465,45.7862,1000,0.036305,0.375,0,0.15989,0.521148,0.010941,-0.00991371,5.93644,3.90184e-05,0.0101307,0.336493,10304.4,0.836088,0.356418,-0.9352,0.18704,556.118,5.71392e+06,1.66859,0.876694,0.997032,0.340615,-3.57348,2,-0.019,-1.19754e-05,-0.00112075
466,32.5858,1000,0.036046,0.333333,0,0.160545,0.523106,0.0106942,-0.00921062,5.92269,3.90184e-05,0.0104867,0.336234,11611.1,0.770574,0.287728,-0.937,0.1874,557.178,5.72621e+06,0.898663,0.977095,0.997501,0.353625,-3.57625,2,-0.02025,-1.41272e-05,-0.00107553
467,37.7074,1000,0.0366941,0.5,0,0.159853,0.528723,0.0107622,-0.00908773,5.90904,3.90184e-05,0.00500776,0.335988,10548,0.780481,0.384482,-0.9388,0.18776,558.344,5.7385e+06,1.19927,0.950521,0.997337,0.337067,-3.57033,2,-0.0274167,-1.25624e-05,-0.00106667
468,34.3867,1000,0.0354311,0.125,0,0.16066,0.535412,0.0110278,-0.0100778,5.89608,3.90184e-05,0.00869519,0.335744,9482.33,0.935449,0.360435,-0.9406,0.18812,559.642,5.75078e+06,1.39872,0.68221,0.99701,0.277806,-3.60129,2,-0.034,-2.84389e-05,-0.00109691
469,43.8191,1000,0.034846,0.333333,0,0.160676,0.540645,0.010489,-0.0099874,5.88296,3.90184e-05,0.0120015,0.335504,10069.8,0.930697,0.28959,-0.9424,0.18848,560.863,5.76307e+06,1.38019,1.03409,0.997612,0.355865,-3.55803,2,-0.01775,-1.13271e-05,-0.00101022
470,31.7796,1000,0.0351561,0.333333,0,0.160843,0.535169,0.0103605,-0.00971197,5.87012,3.90184e-05,0.00690617,0.335258,9871.66,0.871873,0.372902,-0.9442,0.18884,562.11,5.77536e+06,1.08328,0.798727,0.996969,0.318416,-3.58435,2,-0.023,-1.37214e-05,-0.00104395
471,27.2208,1000,0.0346941,0.25,0,0.160738,0.534635,0.0107096,-0.00952298,5.85656,3.90184e-05,0.00861066,0.335003,10382.1,0.817048,0.366523,-0.946,0.1892,563.295,5.78765e+06,0.773921,0.894605,0.997389,0.296389,-3.56185,2,-0.0383333,-2.53567e-05,-0.00105889
472,43.3641,1000,0.034634,0.0416667,0,0.160384,0.553336,0.010512,-0.00909651,5.84334,3.90184e-05,0.00610908,0.33477,10425.6,0.845007,0.333629,-0.9478,0.18956,564.475,5.79994e+06,1.62516,0.809472,0.996164,0.326035,-3.57144,2,-0.016,-5.92754e-06,-0.0011859
473,36.6637,1000,0.034796,0.375,0,0.159642,0.54944,0.0102588,-0.00966682,5.83127,3.90184e-05,0.00619481,0.334553,10840.4,0.749954,0.383579,-0.9496,0.18992,565.61,5.81222e+06,1.13988,0.98586,0.997665,0.32693,-3.59269,2,-0.0234444,-1.04319e-05,-0.00100022
474,39.9822,940.1,0.0349559,0.375,0.0416667,0.160414,0.541232,0.010133,-0.009075,5.81955,3.90184e-05,0.00946625,0.334329,9928.82,0.87542,0.362189,-0.9514,0.19028,566.849,5.82451e+06,1.45908,0.796181,0.936981,0.286362,-3.33852,1.8802,-0.0201,-2.55459e-05,-0.00104112
475,30.6267,933.375,0.0344159,0.291667,0.0416667,0.160434,0.550271,0.0110177,-0.00989403,5.80699,3.90184e-05,0.0128107,0.334085,11365.9,0.79828,0.282844,-0.9532,0.19064,567.931,5.8368e+06,0.907171,0.901808,0.929892,0.300036,-3.34123,1.86675,-0.031875,-2.98916e-05,-0.00118646
476,45.834,1000,0.0346413,0.166667,0,0.161545,0.53994,0.0107623,-0.00920267,5.79368,5.85277e-05,0.0046275,0.333841,10234,0.804849,0.395853,-0.955,0.191,569.133,5.84909e+06,1.35846,1.19887,0.998093,0.369547,-3.61052,2,-0.02175,-1.46173e-05,-0.000992608
477,34.5325,976.9,0.0349151,0.375,0.0416667,0.16145,0.546521,0.0111923,-0.0114631,5.77774,5.85277e-05,0.0129118,0.333492,10230.1,0.840965,0.360191,-0.9568,0.19136,570.336,5.86138e+06,1.11813,0.885052,0.973179,0.30014,-3.4834,1.9538,-0.0191,-2.61995e-05,-0.00114019
478,33.7099,1000,0.035498,0.375,0,0.159705,0.533242,0.0106157,-0.0119,5.75921,5.85277e-05,0.011725,0.333151,10066.2,0.905387,0.31533,-0.9586,0.19172,571.558,5.87366e+06,1.11944,0.889966,0.998019,0.282699,-3.57364,2,-0.03,-1.64887e-05,-0.000968983
479,21.343,929.5,0.0353422,0.208333,0.0416667,0.160056,0.526853,0.0129989,-0.0116584,5.74127,5.85277e-05,0.0126331,0.332831,10653.1,0.679351,0.47412,-0.9604,0.19208,572.715,5.88595e+06,0.838835,0.588243,0.924764,0.223249,-3.33345,1.859,-0.0323333,-2.87907e-05,-0.00113346
480,20.4675,873,0.0352823,0.125,0.0416667,0.158918,0.534069,0.0117105,-0.011826,5.72424,5.85277e-05,0.0114375,0.33251,8147.86,1.11149,0.39664,-0.9622,0.19244,574.225,5.89824e+06,0.741001,0.597748,0.86917,0.23915,-3.14119,1.746,-0.0275,-5.46516e-05,-0.000951023
481,30.5982,1000,0.0355708,0.208333,0,0.158692,0.535362,0.0109368,-0.0107174,5.70662,5.85277e-05,0.0104482,0.332189,10428.4,0.807841,0.370482,-0.964,0.1928,575.405,5.91053e+06,1.45217,0.481186,0.99583,0.222513,-3.5924,2,-0.0284,-1.32413e-05,-0.000982895
482,34.5919,766.6,0.0357403,0.125,0.0833333,0.160405,0.528418,0.0121361,-0.011997,5.6896,5.85277e-05,0.0128692,0.331881,11281.8,0.799781,0.289408,-0.9658,0.19316,576.496,5.92282e+06,1.20755,0.730837,0.763851,0.243589,-2.73098,1.5332,-0.0174,-3.35556e-05,-0.00101217
483,36.02,1000,0.0357118,0.166667,0,0.160105,0.526293,0.0109112,-0.0127026,5.67284,5.85277e-05,0.0134024,0.331566,13017.3,0.65337,0.290607,-0.9676,0.19352,577.441,5.9351e+06,1.23745,0.884929,0.997614,0.300422,-3.60168,2,-0.01675,-1.10283e-05,-0.00096528
484,34.5946,1000,0.0353676,0.25,0,0.161226,0.527808,0.0145093,-0.0118006,5.65613,5.85277e-05,0.0165256,0.331279,9464.58,0.854416,0.443898,-0.9694,0.19388,578.74,5.94739e+06,1.02934,0.99704,0.99721,0.317169,-3.58543,2,-0.0246667,-9.43254e-06,-0.000924178
485,37.8907,866.444,0.0351241,0.208333,0.166667,0.162097,0.536264,0.0175133,-0.0112532,5.642,5.85277e-05,0.0122529,0.331044,10183,0.806715,0.399999,-0.9712,0.19424,579.949,5.95968e+06,1.40204,0.770584,0.8619,0.253997,-3.09745,1.73289,-0.0282222,-5.01243e-05,-0.0011533
486,22.2207,782.5,0.0350316,0.166667,0.25,0.162798,0.549692,0.01936,-0.0126949,5.62992,5.85277e-05,0.0136178,0.330832,10541.3,0.836261,0.329436,-0.973,0.1946,581.116,5.97197e+06,0.736361,0.642099,0.778286,0.206393,-2.7945,1.565,-0.0213,-5.02989e-05,-0.00125629
487,23.3375,834.353,0.0356814,0.25,0.458333,0.161107,0.547334,0.016587,-0.0110049,5.61777,5.85277e-05,0.00890986,0.330587,12701.1,0.683175,0.284297,-0.9748,0.19496,582.085,5.98426e+06,0.937615,0.552238,0.829049,0.205858,-3.00439,1.66871,-0.0207059,-7.2059e-05,-0.00142487
488,36.1262,931.556,0.0361263,0.25,0.125,0.159337,0.53437,0.0126449,-0.0122043,5.60298,5.85277e-05,0.0117756,0.330289,13702.8,0.630899,0.265855,-0.9766,0.19532,582.983,5.99654e+06,1.1852,0.881892,0.927559,0.29712,-3.33248,1.86311,-0.0148889,-2.92834e-05,-0.00117333
489,36.0578,879.75,0.0355046,0.0833333,0.0833333,0.159321,0.531222,0.0123547,-0.0129205,5.58626,5.85277e-05,0.0155801,0.329982,12297.3,0.624467,0.374779,-0.9784,0.19568,583.983,6.00883e+06,1.22243,0.840141,0.874879,0.285683,-3.17075,1.7595,-0.00775,-4.8666e-05,-0.001186
490,29.5857,908.25,0.0361813,0.0833333,0.0833333,0.159547,0.529516,0.0120558,-0.0117791,5.56935,5.85277e-05,0.00651333,0.329661,9358.76,0.894182,0.418813,-0.9802,0.19604,585.298,6.02112e+06,0.953199,0.768531,0.903105,0.268348,-3.20268,1.8165,-0.0265,-4.69559e-05,-0.00116957
491,29.5495,907.778,0.0360664,0.208333,0.166667,0.158828,0.525045,0.0112815,-0.012238,5.55138,5.85277e-05,0.0137704,0.329328,10280.5,0.871701,0.323577,-0.982,0.1964,586.495,6.03341e+06,0.968029,0.790427,0.903206,0.271993,-3.24634,1.81556,-0.0241111,-4.48007e-05,-0.0012418
492,43.6486,1000,0.036,0.166667,0,0.158335,0.518088,0.0105027,-0.0115395,5.53271,5.85277e-05,0.0146935,0.328979,12883.5,0.671937,0.281841,-0.9838,0.19676,587.45,6.0457e+06,1.61878,0.924268,0.997957,0.27755,-3.61225,2,-0.023,-1.28196e-05,-0.000856712
493,41.0916,1000,0.0357147,0.291667,0,0.15878,0.522517,0.012365,-0.0118831,5.51403,5.85277e-05,0.0135615,0.328646,9977.25,0.841815,0.389787,-0.9856,0.19712,588.683,6.05798e+06,1.35008,0.964055,0.996474,0.306071,-3.54375,2,-0.0174286,-1.14327e-05,-0.000910245
494,36.3998,983.182,0.0353807,0.416667,0.0416667,0.159119,0.520954,0.0110459,-0.0120153,5.49553,5.85277e-05,0.0176801,0.328305,9602.27,0.914999,0.364698,-0.9874,0.19748,589.964,6.07027e+06,1.19117,0.932417,0.980273,0.285626,-3.51446,1.96636,-0.0204545,-1.68012e-05,-0.000922127
495,39.6041,1000,0.0368459,0.958333,0,0.157403,0.51549,0.0100028,-0.0121672,5.47692,5.85277e-05,0.00666597,0.327963,10831,0.799269,0.335256,-0.9892,0.19784,591.1,6.08256e+06,1.30635,0.986009,0.997669,0.29677,-3.58448,2,-0.0212174,-1.01926e-05,-0.00088146
496,32.1621,1000,0.0360398,1.08333,0,0.15929,0.507641,0.0107589,-0.0123954,5.45805,5.85277e-05,0.0108313,0.327617,11474.1,0.793027,0.277904,-0.991,0.1982,592.172,6.09485e+06,1.12319,0.838849,0.99737,0.247288,-3.57746,2,-0.0202692,-8.03877e-06,-0.000864654
497,33.6133,995.781,0.036962,1.29167,0.0416667,0.159002,0.507028,0.0107381,-0.0108864,5.43911,5.85277e-05,0.00902699,0.327273,12983.5,0.643989,0.302443,-0.9928,0.19856,593.12,6.10714e+06,1.07596,0.939281,0.992873,0.279665,-3.57356,1.99156,-0.0242188,-1.373e-05,-0.000882386
498,38.0648,1000,0.0372633,1.375,0,0.158126,0.493612,0.0110408,-0.0114697,5.42038,5.85277e-05,0.0130461,0.326934,13298.8,0.651145,0.27285,-0.9946,0.19892,594.045,6.11942e+06,1.21348,1.01635,0.997649,0.278434,-3.58154,2,-0.0202727,-1.05822e-05,-0.000851134
499,32.8226,993.613,0.0373934,1.25,0.0416667,0.158593,0.490077,0.0102572,-0.0132217,5.40142,5.85277e-05,0.0101853,0.326585,13712.3,0.622381,0.273751,-0.9964,0.19928,594.943,6.13171e+06,1.17351,0.831845,0.990705,0.259148,-3.57793,1.98723,-0.0224516,-1.49433e-05,-0.000900059
500,36.3933,1000,0.0375664,1.54167,0,0.158225,0.494771,0.00961971,-0.0129083,5.38225,5.85277e-05,0.0145025,0.326243,13577.1,0.637004,0.26805,-0.9982,0.19964,595.849,6.144e+06,1.15157,0.98867,0.997393,0.290107,-3.58689,2,-0.0203243,-7.83954e-06,-0.000855037
501,33.9273,975.444,0.0378424,1.08333,0.0416667,0.156678,0.478283,0.0109336,-0.0125377,5.36315,5.85277e-05,0.0157253,0.325884,14543.3,0.594479,0.250445,-1,0.2,599.303,6.15629e+06,1.1428,0.87709,0.972568,0.254534,-3.47865,1.95089,-0.022,-1.08249e-05,-0.0008502
502,33.3998,1000,0.0384985,1.16667,0,0.1557,0.47802,0.0104727,-0.0116465,5.34328,8.77915e-05,0.0039781,0.325528,14275,0.610074,0.250729,-1,0.2,600.165,6.16858e+06,1.06778,0.955173,0.997453,0.261654,-3.58814,2,-0.0230357,-9.97343e-06,-0.000885477
503,44.4428,1000,0.0382677,1,0,0.157875,0.486222,0.00960159,-0.0150089,5.31848,8.77915e-05,0.0164725,0.324978,13599.9,0.595704,0.307831,-1,0.2,601.07,6.18086e+06,1.38824,1.11181,0.997588,0.323584,-3.57879,2,-0.0194167,-1.0549e-05,-0.000851568
504,38.036,1000,0.0374498,0.416667,0,0.157246,0.488103,0.00987221,-0.0138271,5.28899,8.77915e-05,0.016904,0.324474,14612.6,0.58816,0.252758,-1,0.2,601.912,6.19315e+06,1.11715,1.08196,0.997173,0.309239,-3.58648,2,-0.0164,-8.26742e-06,-0.000840337
505,44.1709,1000,0.0378791,0.791667,0,0.158359,0.493073,0.0105487,-0.0139745,5.2614,5.85277e-05,0.0200345,0.323984,14651,0.586088,0.252627,-1,0.2,602.753,6.20544e+06,1.38943,1.10265,0.997646,0.311854,-3.56855,2,-0.0236316,-1.09162e-05,-0.00083562
506,32.1957,1000,0.0380994,0.416667,0,0.159779,0.49059,0.0125621,-0.00913425,5.24,5.85277e-05,0.0123907,0.323709,14210.9,0.583096,0.281591,-1,0.2,603.619,6.21773e+06,1.14196,0.849318,0.996949,0.242789,-3.58951,2,-0.0308,-9.83282e-06,-0.000912856
507,30.2524,965.923,0.0378382,0.416667,0.125,0.158483,0.498448,0.010171,-0.0117883,5.22447,5.85277e-05,0.0132688,0.323413,14856.4,0.577156,0.249962,-1,0.2,604.447,6.23002e+06,1.07723,0.781942,0.961835,0.223104,-3.43761,1.93185,-0.0246923,-2.66049e-05,-0.00100913
508,29.946,961.625,0.0385897,0.291667,0.0416667,0.157823,0.494344,0.0105492,-0.0118858,5.20743,5.85277e-05,0.0100353,0.323104,14466.8,0.592587,0.256807,-1,0.2,605.298,6.2423e+06,1.0812,0.79362,0.958845,0.205063,-3.4408,1.92325,-0.022875,-1.4502e-05,-0.000988863
509,33.6891,994.111,0.0383755,0.333333,0.0416667,0.157756,0.499092,0.0102155,-0.0128837,5.1904,5.85277e-05,0.0170044,0.322799,14324.4,0.58065,0.277187,-1,0.2,606.157,6.25459e+06,1.11175,0.903246,0.990682,0.260819,-3.54826,1.98822,-0.021,-1.30608e-05,-0.000991304
510,41.9765,1000,0.0378652,0.208333,0,0.157831,0.505871,0.0131942,-0.00990185,5.17406,5.85277e-05,0.0121105,0.322527,14514.2,0.589042,0.257576,-1,0.2,607.005,6.26688e+06,1.40833,0.992597,0.997346,0.316671,-3.6,2,-0.0152,-7.46244e-06,-0.000907105
511,26.8531,897.3,0.0374847,0.291667,0.125,0.15748,0.507899,0.012452,-0.011022,5.15947,5.85277e-05,0.0128091,0.32227,14301.1,0.597858,0.261377,-1,0.2,607.865,6.27917e+06,0.951971,0.724698,0.893459,0.198492,-3.19759,1.7946,-0.0219,-2.49473e-05,-0.00104781
512,22.3725,863.6,0.0377264,0.125,0.0833333,0.156874,0.511272,0.0107881,-0.0112851,5.14429,5.85277e-05,0.0126943,0.321979,14658.5,0.577736,0.260549,-1,0.2,608.705,6.29146e+06,0.939764,0.58214,0.85794,0.160036,-3.12214,1.7272,-0.0252,-3.84299e-05,-0.00108008
513,33.3885,922,0.0380292,0.208333,0.0416667,0.15709,0.506132,0.0116581,-0.011435,5.12785,5.85277e-05,0.0141672,0.321692,14027.5,0.588677,0.287315,-1,0.2,609.582,6.30374e+06,1.06214,0.892716,0.91731,0.276154,-3.29916,1.844,-0.0226667,-3.30021e-05,-0.00103302
514,37.9025,1000,0.0386334,0.208333,0,0.154976,0.510373,0.0113915,-0.0115895,5.11194,5.85277e-05,0.012256,0.3214,13895.1,0.617937,0.266401,-1,0.2,610.468,6.31603e+06,1.19729,1.00888,0.997805,0.307825,-3.5952,2,-0.0206,-1.42845e-05,-0.000863766
515,41.6009,919.714,0.0377648,0.25,0.0416667,0.156715,0.514958,0.0104785,-0.011291,5.09522,5.85277e-05,0.0125035,0.3211,13355.9,0.647128,0.272912,-1,0.2,611.389,6.32832e+06,1.33364,0.990437,0.916837,0.300384,-3.28665,1.83943,-0.0131429,-2.31701e-05,-0.000863681
516,29.5164,945.333,0.0389047,0.458333,0.0416667,0.155964,0.512884,0.0113196,-0.0117759,5.07896,5.85277e-05,0.00769559,0.320821,13723.3,0.620079,0.275334,-1,0.2,612.286,6.34061e+06,0.9801,0.84044,0.942144,0.209967,-3.36026,1.89067,-0.0263333,-2.15528e-05,-0.000885457
517,32.7642,927.25,0.0387534,0.291667,0.0416667,0.154766,0.514155,0.010399,-0.0116802,5.06296,5.85277e-05,0.0111398,0.320522,12760.1,0.68346,0.27954,-1,0.2,613.25,6.3529e+06,0.906744,1.00989,0.923901,0.254791,-3.28985,1.8545,-0.020875,-1.38098e-05,-0.000885125
518,40.9559,912.833,0.038137,0.208333,0.0416667,0.154699,0.519523,0.0104977,-0.0125133,5.04551,5.85277e-05,0.00994749,0.320204,13357.1,0.63075,0.28921,-1,0.2,614.172,6.36518e+06,1.24157,1.03039,0.906731,0.280371,-3.20809,1.82567,-0.0278333,-3.80693e-05,-0.00097383
519,38.6729,952.182,0.0386335,0.416667,0.0416667,0.156272,0.505486,0.00974996,-0.0114337,5.02772,5.85277e-05,0.010782,0.319891,12834,0.671505,0.285955,-1,0.2,615.13,6.37747e+06,1.27164,0.958466,0.94973,0.263189,-3.39671,1.90436,-0.0161818,-1.8325e-05,-0.000833322
520,39.0057,1000,0.0385272,0.25,0,0.155526,0.521391,0.0107383,-0.0106142,5.00997,5.85277e-05,0.0069396,0.319574,13051.6,0.656009,0.285483,-1,0.2,616.073,6.38976e+06,1.22203,1.00887,0.997131,0.269024,-3.5209,2,-0.025,-9.3455e-06,-0.000856893
521,25.1649,882,0.0392979,0.25,0.125,0.155794,0.518323,0.00978086,-0.0117102,4.99252,5.85277e-05,0.0130236,0.319269,13375.2,0.631049,0.287665,-1,0.2,616.993,6.40205e+06,0.799529,0.766373,0.878488,0.207984,-3.1286,1.764,-0.0284444,-3.4209e-05,-0.00105443
522,24.2015,853,0.0391292,0.125,0.0416667,0.156704,0.509434,0.010114,-0.0115589,4.97499,5.85277e-05,0.00964122,0.318947,12799.9,0.648279,0.311732,-1,0.2,617.954,6.41434e+06,0.825557,0.679826,0.849109,0.161976,-2.99129,1.706,-0.02025,-2.35326e-05,-0.000831576
523,46.3445,1000,0.0393735,0.208333,0,0.156031,0.508382,0.00952452,-0.0106144,4.95665,5.85277e-05,0.0119957,0.318629,12960.1,0.634696,0.313442,-1,0.2,618.904,6.42662e+06,1.69243,0.929678,0.997741,0.243035,-3.53039,2,-0.0144,-1.19888e-05,-0.00085839
524,35.9519,1000,0.0394369,0.166667,0,0.155099,0.508621,0.0102365,-0.0121056,4.93901,5.85277e-05,0.0107021,0.31832,8873.55,0.943017,0.441772,-1,0.2,620.29,6.43891e+06,0.953581,1.16361,0.997556,0.256156,-3.54302,2,-0.0295,-1.42948e-05,-0.000774692
525,38.0229,1000,0.0395347,0.208333,0,0.155086,0.50524,0.0100105,-0.0113953,4.92171,5.85277e-05,0.0176385,0.318015,9349.5,0.967927,0.346368,-1,0.2,621.606,6.4512e+06,1.19125,0.95301,0.997579,0.27074,-3.4906,2,-0.02,-9.82429e-06,-0.000825428
526,42.4466,1000,0.0397645,0.25,0,0.155498,0.503048,0.0100553,-0.0115627,4.90462,5.85277e-05,0.0125689,0.317716,9555.36,0.848118,0.437862,-1,0.2,622.893,6.46349e+06,1.39033,1.0392,0.997654,0.246099,-3.52847,2,-0.0216667,-1.01341e-05,-0.000813155
527,48.6848,1000,0.0393424,0.291667,0,0.155764,0.503008,0.0100007,-0.0123104,4.88763,5.85277e-05,0.0136289,0.317416,10604.4,0.795568,0.363196,-1,0.2,624.054,6.47578e+06,1.58722,1.04357,0.997581,0.309934,-3.49401,2,-0.00914286,-1.39308e-05,-0.000898094
528,37.4098,1000,0.0396687,0.708333,0,0.155752,0.507579,0.0101122,-0.010966,4.87108,5.85277e-05,0.00889309,0.317131,10217.5,0.83117,0.371467,-1,0.2,625.258,6.48806e+06,1.3094,0.883816,0.997447,0.21282,-3.50472,2,-0.0274118,-1.28942e-05,-0.000847912
529,35.4729,977.2,0.0402868,0.375,0.0416667,0.155119,0.507115,0.00989093,-0.012307,4.8544,5.85277e-05,0.0100036,0.31682,8847.56,0.991839,0.397019,-1,0.2,626.648,6.50035e+06,1.01925,1.0322,0.974147,0.256328,-3.42865,1.9544,-0.0331,-1.58958e-05,-0.000919117
530,37.5594,955.5,0.0405704,0.333333,0.0833333,0.156582,0.508927,0.00980514,-0.0127911,4.83664,5.85277e-05,0.012883,0.316517,9504.14,0.88037,0.41254,-1,0.2,627.942,6.51264e+06,1.18709,0.915823,0.95256,0.241847,-3.3063,1.911,-0.0231,-2.84154e-05,-0.000919927
531,44.4419,1000,0.0407252,0.166667,0,0.155323,0.504328,0.0103228,-0.012168,4.81994,5.85277e-05,0.0149512,0.316232,8716.06,0.988845,0.420967,-1,0.2,629.353,6.52493e+06,1.2591,1.19583,0.997461,0.301602,-3.51602,2,-0.015,-8.84487e-06,-0.000867983
532,35.9713,1000,0.0406475,0.333333,0,0.154941,0.495646,0.0108054,-0.0117491,4.80413,5.85277e-05,0.0110043,0.315958,9299.94,0.919682,0.401617,-1,0.2,630.676,6.53722e+06,0.995743,1.03252,0.99748,0.281352,-3.48563,2,-0.022,-1.07464e-05,-0.000891765
533,23.4419,933.25,0.0405026,0.125,0.0416667,0.155181,0.506103,0.0101263,-0.0111717,4.78808,5.85277e-05,0.0127233,0.315665,9855.19,0.928772,0.318084,-1,0.2,631.925,6.5495e+06,0.974596,0.61667,0.9296,0.109805,-3.29428,1.8665,-0.02975,-2.50994e-05,-0.00101676
534,44.3159,1000,0.0409077,0.166667,0,0.154819,0.498305,0.00895251,-0.0116278,4.77087,5.85277e-05,0.0131133,0.315362,9676.12,0.882985,0.386946,-1,0.2,633.196,6.56179e+06,1.44856,0.919308,0.997252,0.274073,-3.40254,2,-0.02,-1.27544e-05,-0.000844834
535,34.1161,1000,0.0413597,0.375,0,0.155185,0.494434,0.00955785,-0.0121752,4.75363,5.85277e-05,0.0136766,0.315059,9086.57,0.978898,0.373428,-1,0.2,634.55,6.57408e+06,1.08012,0.890824,0.997063,0.241256,-3.48164,2,-0.0208889,-9.2279e-06,-0.000913756
536,37.0874,1000,0.0417303,0.458333,0,0.156246,0.4907,0.0126581,-0.0110008,4.73734,5.85277e-05,0.0144564,0.314799,10316.1,0.900826,0.290317,-1,0.2,635.742,6.58637e+06,1.26263,0.89935,0.997459,0.186819,-3.46913,2,-0.0219091,-9.58281e-06,-0.000842374
537,38.6494,970.536,0.0416365,1.08333,0.0833333,0.155223,0.479673,0.0138159,-0.0110797,4.72339,5.85277e-05,0.0125449,0.314568,10068.5,0.847096,0.373347,-1,0.2,636.964,6.59866e+06,1.19578,0.976753,0.967921,0.241674,-3.37135,1.94107,-0.0185,-1.37969e-05,-0.000867979
538,36.4135,973.355,0.0423781,1.16667,0.125,0.156767,0.477634,0.0139629,-0.0116345,4.71031,5.85277e-05,0.0124181,0.314336,8567.48,1.0166,0.41766,-1,0.2,638.4,6.61094e+06,1.12716,0.935083,0.970655,0.221183,-3.35738,1.94671,-0.021871,-1.44091e-05,-0.00085076
539,38.5361,986.097,0.0429338,1.25,0.0416667,0.157597,0.469156,0.0113292,-0.0125428,4.69615,5.85277e-05,0.00982421,0.314072,8834.17,0.995052,0.395911,-1,0.2,639.792,6.62323e+06,1.23966,0.947319,0.98332,0.199115,-3.39201,1.97219,-0.0219355,-1.28527e-05,-0.000835757
540,35.7808,981.788,0.0421533,1.25,0.125,0.157906,0.47036,0.0154569,-0.0109753,4.68115,5.85277e-05,0.0152949,0.313819,7955.41,1.08622,0.45839,-1,0.2,641.339,6.63552e+06,1.13226,0.915937,0.9789,0.207464,-3.38572,1.96358,-0.0225152,-1.5297e-05,-0.000838545
541,32.9239,979.057,0.0437381,1.16667,0.291667,0.158119,0.45944,0.0127046,-0.0128669,4.66625,5.85277e-05,0.0136481,0.313546,9979.52,0.864352,0.36697,-1,0.2,642.572,6.64781e+06,1.13399,0.774029,0.975618,0.176784,-3.34781,1.95811,-0.0236,-1.77214e-05,-0.000913347
542,42.9124,978.406,0.04467,1.29167,0.0416667,0.15682,0.446167,0.013492,-0.0113431,4.6509,5.85277e-05,0.0139833,0.313294,8654.28,1.048,0.371875,-1,0.2,643.993,6.6601e+06,1.28996,1.03838,0.975996,0.262024,-3.35607,1.95681,-0.020625,-1.29846e-05,-0.000839341
543,38.2267,991.722,0.0445439,1.375,0.125,0.158974,0.447921,0.0144211,-0.0106622,4.63732,5.85277e-05,0.0125706,0.313072,10451,0.765769,0.410004,-1,0.2,645.171,6.67238e+06,1.16019,0.961684,0.988795,0.231952,-3.39513,1.98344,-0.0187222,-1.13563e-05,-0.000858453
544,32.8871,962.857,0.0448328,0.708333,0.166667,0.157636,0.44501,0.0123891,-0.0132855,4.62427,5.85277e-05,0.0136579,0.312829,10051.2,0.872201,0.350334,-1,0.2,646.395,6.68467e+06,0.876763,0.963462,0.959556,0.217681,-3.27348,1.92571,-0.0244286,-1.88495e-05,-0.000888982
