iteration,Train/mean_reward,Train/mean_episode_length,Train/mean_step_reward,Episode_Termination/time_out,Episode_Termination/fell_over,Metrics/twist/error_vel_xy,Metrics/twist/error_vel_yaw,Loss/value,Loss/surrogate,Loss/entropy,Loss/learning_rate,Loss/kl,Policy/mean_std,Perf/total_fps,Perf/collection_time,Perf/learning_time,Curriculum/action_rate_weight,Curriculum/standing_envs,time_s,env_steps,Episode_Reward/track_linear_velocity,Episode_Reward/track_angular_velocity,Episode_Reward/upright,Episode_Reward/pose,Episode_Reward/action_rate_l2,Episode_Reward/alive,Episode_Reward/air_time,Episode_Reward/foot_clearance,Episode_Reward/foot_slip
1724,84.2518,1000,0.0963712,0.333333,0,0.145527,0.349028,0.00405523,-0.00747714,-8.01424,2.60123e-05,0.0127057,0.155217,13343.7,0.627621,0.293266,-1,0.2,857.366,2.11845e+07,0.941478,0.994172,0.999071,0.122819,-0.841673,2,-0.002875,-2.27809e-06,-0.000400872
1725,81.8195,1000,0.0961296,0.166667,0,0.144384,0.354785,0.00731611,-0.0052143,-8.02026,2.60123e-05,0.00896921,0.155178,10685.3,0.733537,0.416451,-1,0.2,858.517,2.11968e+07,1.24126,0.682357,0.999248,0.0228259,-0.847753,2,-0.0065,-3.01897e-06,-0.000457346
1726,91.7963,1000,0.0962881,0.25,0,0.143788,0.354939,0.00369006,-0.00646488,-8.02468,3.90185e-05,0.0049803,0.155134,8649.98,1.04702,0.373561,-1,0.2,859.939,2.12091e+07,1.29165,0.989361,0.999102,0.152137,-0.8387,2,-0.00333333,-6.19344e-07,-0.000405053
1727,97.0732,943.6,0.0961563,0.375,0.0416667,0.143205,0.362041,0.00523906,-0.00686056,-8.03118,3.90185e-05,0.0131764,0.155073,9455.01,0.903154,0.396474,-1,0.2,861.24,2.12214e+07,1.29978,1.35469,0.942543,0.165925,-0.787871,1.8872,-0.0082,-8.72267e-06,-0.000403945
1728,79.2853,866,0.095805,0.125,0.0416667,0.14365,0.363549,0.00380375,-0.00692709,-8.03814,3.90185e-05,0.0120925,0.15501,9735.04,0.8761,0.386145,-1,0.2,862.503,2.12337e+07,0.992503,0.995673,0.864761,0.123946,-0.727792,1.732,-0.01625,-2.8002e-05,-0.000547495
1729,87.199,1000,0.0957314,0.166667,0,0.144204,0.367851,0.00333405,-0.00735504,-8.04572,3.90185e-05,0.00705905,0.154942,9616.46,0.878856,0.398953,-1,0.2,863.783,2.1246e+07,1.21638,0.87438,0.999324,0.119826,-0.840538,2,-0.009,-2.46613e-06,-0.000422285
1730,85.6692,1000,0.0958735,0.166667,0,0.14393,0.368806,0.00382888,-0.00796229,-8.05401,3.90185e-05,0.00660244,0.154872,8297.43,1.0427,0.438242,-1,0.2,865.265,2.12582e+07,0.984292,1.08979,0.999213,0.0648617,-0.846015,2,-0.00825,-6.8039e-06,-0.000420472
1731,101.076,1000,0.0955504,0.0833333,0,0.144444,0.372928,0.0139793,-0.00610646,-8.06087,3.90185e-05,0.0106717,0.154826,10640.4,0.780881,0.373958,-1,0.2,866.422,2.12705e+07,1.2218,1.51708,0.998945,0.148784,-0.822413,2,-0.01,-4.1102e-06,-0.00041128
1732,85.9178,943.375,0.095418,0.291667,0.0416667,0.144282,0.375686,0.00463208,-0.00685275,-8.06656,3.90185e-05,0.0140359,0.154767,8449.9,0.966346,0.487873,-1,0.2,867.878,2.12828e+07,1.20058,0.981318,0.942326,0.0928096,-0.79513,1.88675,-0.01225,-1.65258e-05,-0.00049739
1733,110.898,1000,0.0951069,0.208333,0,0.144377,0.380723,0.00325316,-0.00729199,-8.07446,3.90185e-05,0.013084,0.15469,6382.35,1.20038,0.724933,-1,0.2,869.805,2.12951e+07,1.36493,1.79242,0.999346,0.230533,-0.837199,2,-0.0048,-1.2197e-06,-0.000338485
1734,89.8271,1000,0.0953615,0.416667,0,0.143609,0.379441,0.00298647,-0.00838131,-8.08394,3.90185e-05,0.0115678,0.154605,7376.42,1.20214,0.463705,-1,0.2,871.473,2.13074e+07,1.07335,1.14491,0.999197,0.114593,-0.834585,2,-0.0057,-3.02543e-06,-0.000406566
1735,95.6529,1000,0.0953807,0.166667,0,0.143218,0.381025,0.00287449,-0.00794705,-8.09453,3.90185e-05,0.0137377,0.154508,7514.26,1.09876,0.53653,-1,0.2,873.11,2.13197e+07,1.02879,1.41202,0.999114,0.177639,-0.826502,2,-0.008,-2.43487e-06,-0.000410817
1736,96.4872,1000,0.0953424,0.5,0,0.143366,0.380043,0.00268888,-0.00749529,-8.10573,3.90185e-05,0.00920261,0.154417,8400.19,1.01228,0.450544,-1,0.2,874.575,2.1332e+07,1.24798,1.25331,0.999302,0.162126,-0.832297,2,-0.00566667,-1.41726e-06,-0.000391965
1737,104.853,1000,0.0954591,0.291667,0,0.1432,0.379333,0.00274664,-0.00891619,-8.11656,3.90185e-05,0.0170749,0.154318,8754.69,1.00831,0.395285,-1,0.2,875.98,2.13443e+07,1.43253,1.39655,0.99943,0.244408,-0.82706,2,-0.00285714,-5.44454e-07,-0.000343696
1738,90.8543,1000,0.0954302,0.333333,0,0.143395,0.379846,0.00260688,-0.00631485,-8.12789,3.90185e-05,0.00655057,0.154226,10083.8,0.767424,0.451165,-1,0.2,877.2,2.13565e+07,1.1653,1.11322,0.999392,0.106692,-0.835843,2,-0.005625,-2.37891e-06,-0.000412218
1739,90.5694,1000,0.0953951,0.208333,0,0.142968,0.379134,0.00284258,-0.00672496,-8.13885,3.90185e-05,0.015355,0.154129,7253.55,1.04424,0.649825,-1,0.2,878.896,2.13688e+07,1.13365,1.1263,0.999086,0.110896,-0.833224,2,-0.0078,-5.56594e-06,-0.000438624
1740,98.2608,1000,0.0956155,0.333333,0,0.14274,0.374587,0.00274894,-0.00819741,-8.15068,3.90185e-05,0.0138744,0.154025,6845.67,1.44183,0.353176,-1,0.2,880.693,2.13811e+07,1.33627,1.24937,0.999266,0.16146,-0.829439,2,-0.0035,-7.82832e-07,-0.0003809
1741,96.7017,1000,0.0959865,0.5,0,0.142343,0.37114,0.00338016,-0.00900698,-8.16328,3.90185e-05,0.0143622,0.153915,8559.18,1.01696,0.418689,-1,0.2,882.13,2.13934e+07,1.31613,1.22776,0.999268,0.131925,-0.833609,2,-0.006,-1.29178e-06,-0.000389492
1742,90.8371,1000,0.0961082,0.25,0,0.141319,0.369984,0.00273024,-0.00733953,-8.17627,3.90185e-05,0.0124465,0.153803,9132.95,0.981217,0.36424,-1,0.2,883.477,2.14057e+07,0.801933,1.42759,0.999157,0.15263,-0.828876,2,-0.0101667,-9.53807e-06,-0.000400236
1743,93.9414,1000,0.0960753,0.166667,0,0.140505,0.371617,0.00300848,-0.00739159,-8.18928,3.90185e-05,0.0100379,0.153694,9271.32,0.952663,0.372714,-1,0.2,884.804,2.1418e+07,1.22572,1.2064,0.999538,0.102505,-0.834683,2,-0.002,-1.60921e-07,-0.000400245
1744,106.953,1000,0.0960348,0.5,0,0.140562,0.372869,0.00254599,-0.00941064,-8.20207,3.90185e-05,0.016372,0.153582,9864.13,0.870857,0.374869,-1,0.2,886.051,2.14303e+07,1.38494,1.54847,0.999218,0.247508,-0.825966,2,-0.00616667,-3.44548e-06,-0.000350314
1745,85.0733,1000,0.0961512,0.25,0,0.140052,0.369978,0.00248239,-0.0085133,-8.21488,3.90185e-05,0.0119874,0.153478,8751.97,0.936846,0.46718,-1,0.2,887.457,2.14426e+07,1.08892,0.974624,0.999467,0.0305672,-0.833136,2,-0.00633333,-2.2852e-06,-0.000439508
1746,104.28,1000,0.0965247,0.541667,0,0.139125,0.368021,0.00277881,-0.0087059,-8.22701,3.90185e-05,0.0161561,0.153374,8438.97,1.02848,0.427618,-1,0.2,888.914,2.14548e+07,1.38796,1.46429,0.999235,0.190599,-0.822507,2,-0.00523077,-5.09355e-06,-0.000361144
1747,90.7122,1000,0.0968838,0.375,0,0.139013,0.364066,0.00282328,-0.00801324,-8.23894,3.90185e-05,0.0111565,0.153278,8848.91,0.96737,0.421276,-1,0.2,890.305,2.14671e+07,1.10364,1.14099,0.999485,0.128631,-0.830525,2,-0.00622222,-1.28314e-06,-0.000396589
1748,85.1421,1000,0.0971596,0.375,0,0.13889,0.360313,0.0149023,-0.00720482,-8.24848,3.90185e-05,0.0122984,0.15322,10240.2,0.854052,0.345929,-1,0.2,891.506,2.14794e+07,1.0843,0.934603,0.999195,0.0735424,-0.82243,2,-0.0116667,-3.48189e-06,-0.000436569
1749,96.8663,918.625,0.0970339,0.291667,0.0416667,0.139999,0.35931,0.00487571,-0.00893136,-8.25491,3.90185e-05,0.017553,0.153156,10413.3,0.79989,0.380134,-1,0.2,892.688,2.14917e+07,1.23614,1.39225,0.917694,0.219005,-0.756208,1.83725,-0.002375,-1.09037e-05,-0.000420006
1750,96.6282,1000,0.0967839,9.33333,0,0.139879,0.361131,0.00398486,-0.00801497,-8.26378,3.90185e-05,0.0103863,0.153074,8876.58,1.01446,0.369854,-1,0.2,894.074,2.1504e+07,1.23125,1.28441,0.999196,0.146868,-0.824175,2,-0.00573214,-2.09693e-06,-0.000403857
1751,113.124,1000,0.104212,0.125,0,0.143519,0.249671,0.00516078,-0.00927805,-8.27318,3.90185e-05,0.0166091,0.152999,11708.7,0.728212,0.321261,-1,0.2,895.124,2.15163e+07,1.5022,1.6811,0.999292,0.286899,-0.808986,2,-0.004,-4.9805e-07,-0.000316878
1752,91.1997,1000,0.104115,0.208333,0,0.141539,0.251635,0.00393812,-0.00921224,-8.28158,3.90185e-05,0.0078767,0.152928,8402.56,0.986514,0.475897,-1,0.2,896.588,2.15286e+07,1.1345,1.15536,0.999545,0.107727,-0.83292,2,-0.0038,-1.57715e-06,-0.000422665
1753,103.479,1000,0.103589,0.125,0,0.141607,0.252998,0.00384161,-0.0100754,-8.29064,3.90185e-05,0.0177737,0.152845,6763.38,1.31295,0.503897,-1,0.2,898.407,2.15409e+07,1.36674,1.44231,0.99954,0.182063,-0.812346,2,-0.004,-6.0134e-07,-0.000375026
1754,93.7663,1000,0.103094,0.333333,0,0.141747,0.254879,0.0044301,-0.00814235,-8.30056,3.90185e-05,0.0146315,0.152766,9009.53,0.993392,0.370497,-1,0.2,899.772,2.15532e+07,1.2584,1.17562,0.99924,0.0883864,-0.823902,2,-0.009,-4.72511e-06,-0.000423179
1755,113.549,1000,0.102956,0.291667,0,0.1419,0.255704,0.00647174,-0.00718476,-8.30888,3.90185e-05,0.0109456,0.152708,10449.7,0.766591,0.409327,-1,0.2,900.95,2.15654e+07,1.74389,1.53749,0.999425,0.221847,-0.822542,2,-0.00228571,-6.22617e-07,-0.00036179
1756,84.1526,1000,0.102576,0.583333,0,0.142167,0.259069,0.00444854,-0.00870174,-8.3159,3.90185e-05,0.013187,0.152643,9281.36,0.946079,0.377865,-1,0.2,902.275,2.15777e+07,1.13201,0.856255,0.999059,0.0557584,-0.823618,2,-0.0113571,-3.41426e-06,-0.000474629
1757,83.4587,913.667,0.102565,0.208333,0.0416667,0.141193,0.259422,0.00432848,-0.00975064,-8.32362,3.90185e-05,0.011161,0.152581,8833.42,0.931763,0.459318,-1,0.2,903.668,2.159e+07,1.02965,1.07305,0.912806,0.089839,-0.754612,1.82733,-0.00466667,-1.08532e-05,-0.000457653
1758,91.8478,1000,0.102121,0.333333,0,0.141691,0.261706,0.00430359,-0.00978901,-8.3309,3.90185e-05,0.0140867,0.152518,10039.9,0.84187,0.382043,-1,0.2,904.893,2.16023e+07,1.14379,1.17335,0.999017,0.106037,-0.819761,2,-0.009625,-4.28168e-06,-0.000422307
1759,101.969,1000,0.101809,0.458333,0,0.141702,0.267451,0.0105907,-0.00695177,-8.33776,3.90185e-05,0.0111808,0.152469,9539.48,0.901556,0.386565,-1,0.2,906.183,2.16146e+07,1.32293,1.4203,0.999239,0.178282,-0.818648,2,-0.00327273,-6.05826e-07,-0.000377557
1760,99.0429,981.667,0.101538,0.583333,0.0416667,0.142639,0.272457,0.00709074,-0.00763071,-8.34286,3.90185e-05,0.00986267,0.15243,9363.95,0.930617,0.381649,-1,0.2,907.497,2.16269e+07,1.46169,1.20859,0.980755,0.147762,-0.802733,1.96333,-0.0068,-9.20851e-06,-0.000441107
1761,98.5282,1000,0.101163,0.208333,0,0.141954,0.280562,0.0178405,-0.00605535,-8.34693,2.60123e-05,0.0205448,0.152405,10653.6,0.833807,0.319603,-1,0.2,908.652,2.16392e+07,1.17972,1.39351,0.99941,0.178926,-0.82158,2,-0.0032,-3.57999e-07,-0.000370185
1762,98.5846,915.4,0.100443,0.166667,0.0416667,0.141798,0.296771,0.0104714,-0.00535937,-8.34913,2.60123e-05,0.00908894,0.152389,9774.29,0.85137,0.405805,-1,0.2,909.91,2.16515e+07,1.58935,1.15093,0.914144,0.192422,-0.744744,1.8308,-0.0032,-1.65773e-05,-0.000458435
1763,79.002,862.8,0.100061,0.166667,0.0416667,0.141513,0.305934,0.0169306,-0.00230855,-8.35093,2.60123e-05,0.0120852,0.152379,8608.29,1.07303,0.354432,-1,0.2,911.339,2.16637e+07,0.975433,1.02124,0.86159,0.0803187,-0.701938,1.7256,-0.0116,-1.4786e-05,-0.000533346
1764,90.1569,937.143,0.0997644,0.25,0.0416667,0.141684,0.311424,0.0330122,-0.00699846,-8.35191,2.60123e-05,0.0104076,0.152371,9996.53,0.874361,0.354866,-1,0.2,912.57,2.1676e+07,1.31249,1.02321,0.936145,0.13401,-0.766637,1.87429,-0.00514286,-9.68017e-06,-0.000514704
1765,92.0304,902.222,0.0993222,0.291667,0.0833333,0.142816,0.314778,0.00866741,-0.00770456,-8.35349,2.60123e-05,0.014226,0.15235,10314.5,0.835552,0.355781,-1,0.2,913.763,2.16883e+07,1.12208,1.29595,0.901194,0.217013,-0.734773,1.80444,-0.00388889,-2.02632e-05,-0.000483218
1766,114.301,1000,0.099203,0.208333,0,0.142129,0.316824,0.00603217,-0.008451,-8.35647,2.60123e-05,0.00892744,0.152322,8922.67,0.931116,0.44605,-1,0.2,915.141,2.17006e+07,1.6249,1.59154,0.999369,0.303472,-0.802277,2,-0.0016,-3.70879e-07,-0.000334901
1767,113.61,1000,0.0989449,0.291667,0,0.142927,0.319847,0.00502686,-0.00824865,-8.35994,2.60123e-05,0.00838157,0.152293,9755.83,0.890638,0.368916,-1,0.2,916.402,2.17129e+07,1.79115,1.50905,0.999263,0.189239,-0.802829,2,-0.005,-2.99155e-06,-0.000381203
1768,103.831,1000,0.0984494,0.208333,0,0.143347,0.325227,0.00752328,-0.00769869,-8.36332,2.60123e-05,0.010964,0.152266,10278.2,0.839319,0.356222,-1,0.2,917.599,2.17252e+07,1.49734,1.28043,0.999208,0.226256,-0.807473,2,-0.0038,-2.3166e-06,-0.000390196
1769,100.667,963.667,0.0981868,0.333333,0.0416667,0.144726,0.329247,0.0178509,-0.00693854,-8.36627,2.60123e-05,0.0126118,0.152245,11793.2,0.705464,0.336493,-1,0.2,918.643,2.17375e+07,1.2673,1.45134,0.962865,0.208482,-0.779994,1.92733,-0.00355556,-5.06859e-06,-0.000402642
1770,77.8835,830.857,0.0979205,0.208333,0.0833333,0.144258,0.332255,0.00645923,-0.00789403,-8.36898,2.60123e-05,0.0109299,0.152215,12899.6,0.655288,0.297296,-1,0.2,919.597,2.17498e+07,0.744088,1.16539,0.829665,0.172769,-0.673787,1.66171,-0.00514286,-1.36165e-05,-0.000511665
1771,94.4084,1000,0.0978761,0.125,0,0.143378,0.335614,0.00494921,-0.00744915,-8.37339,2.60123e-05,0.0145471,0.152171,13317,0.634026,0.288708,-1,0.2,920.521,2.1762e+07,1.06866,1.4068,0.999241,0.0545912,-0.801764,2,-0.00666667,-1.27364e-06,-0.00044367
1772,97.978,1000,0.09766,0.125,0,0.14309,0.339803,0.00465683,-0.00637065,-8.37859,2.60123e-05,0.0076423,0.152128,12992.6,0.651685,0.294083,-1,0.2,921.468,2.17743e+07,1.0225,1.46526,0.999232,0.222851,-0.8106,2,0,0,-0.000354817
1773,110.892,1000,0.0973571,0.166667,0,0.143276,0.344651,0.00367796,-0.0074804,-8.38395,2.60123e-05,0.0107235,0.152078,13523.9,0.618381,0.290232,-1,0.2,922.377,2.17866e+07,1.64133,1.5031,0.999489,0.21022,-0.807149,2,-0.002,-3.30202e-07,-0.000370489
1774,85.6214,1000,0.0973007,0.333333,0,0.143393,0.343783,0.00428551,-0.00739747,-8.39003,2.60123e-05,0.0140113,0.152029,13321.4,0.637647,0.284779,-1,0.2,923.301,2.17989e+07,0.990154,1.0506,0.999408,0.0523096,-0.806453,2,-0.0045,-1.20294e-06,-0.000449289
1775,107.047,949.875,0.0972162,0.291667,0.0416667,0.143481,0.348718,0.0061942,-0.00464546,-8.3957,2.60123e-05,0.01057,0.151982,13172.5,0.642037,0.290819,-1,0.2,924.235,2.18112e+07,1.41005,1.66081,0.948899,0.204627,-0.767986,1.89975,-0.003375,-6.50059e-06,-0.000405892
1776,93.3167,1000,0.0973088,0.291667,0,0.14359,0.346549,0.00345773,-0.00661069,-8.40135,2.60123e-05,0.0101659,0.151933,13237.5,0.635066,0.293205,-1,0.2,925.165,2.18235e+07,0.987311,1.36365,0.999286,0.131647,-0.809505,2,-0.00614286,-2.82576e-06,-0.000409476
1777,98.9045,1000,0.0971188,0.25,0,0.143865,0.346892,0.00361031,-0.00718401,-8.40712,2.60123e-05,0.0112297,0.151885,12596,0.68603,0.289519,-1,0.2,926.141,2.18358e+07,1.36196,1.24277,0.999466,0.151889,-0.805939,2,-0.0045,-1.6057e-06,-0.000422715
1778,101.187,954.091,0.0969359,0.416667,0.0416667,0.144558,0.349478,0.00328968,-0.00673777,-8.41277,2.60123e-05,0.0120114,0.151835,13190.2,0.643179,0.288422,-1,0.2,927.074,2.18481e+07,1.19579,1.58334,0.953148,0.191022,-0.768885,1.90818,-0.00281818,-4.79808e-06,-0.000402901
1779,100.493,1000,0.0968736,0.25,0,0.144649,0.34947,0.00282677,-0.00739402,-8.41918,2.60123e-05,0.00930011,0.151778,13356.7,0.630744,0.289245,-1,0.2,927.996,2.18604e+07,1.27878,1.34562,0.999091,0.199987,-0.793773,2,-0.00466667,-1.74654e-06,-0.000371147
1780,94.5687,1000,0.0966831,0.208333,0,0.144827,0.35322,0.00272016,-0.00644511,-8.42634,2.60123e-05,0.00979083,0.151717,13556.6,0.612662,0.293758,-1,0.2,928.903,2.18726e+07,1.4558,0.99146,0.999381,0.0935368,-0.806516,2,-0.0048,-1.36905e-06,-0.000425261
1781,107.52,1000,0.0966215,0.333333,0,0.145768,0.354021,0.00276063,-0.00640041,-8.43348,2.60123e-05,0.0160137,0.151656,12535.8,0.679179,0.301051,-1,0.2,929.885,2.18849e+07,1.56499,1.40842,0.999094,0.206883,-0.80063,2,-0.002375,-2.39336e-06,-0.00038384
1782,92.1506,1000,0.0963052,0.25,0,0.146232,0.353204,0.00321911,-0.00887251,-8.44099,2.60123e-05,0.0129048,0.151591,12631,0.654794,0.318047,-1,0.2,930.859,2.18972e+07,1.10568,1.15994,0.999232,0.14589,-0.79678,2,-0.006,-1.46998e-06,-0.000426813
1783,106.471,1000,0.0961401,0.416667,0,0.14654,0.354605,0.00410322,-0.00804669,-8.44851,2.60123e-05,0.0124574,0.151533,13272.7,0.637634,0.288174,-1,0.2,931.786,2.19095e+07,1.58418,1.38482,0.999185,0.159816,-0.798861,2,-0.0052,-1.28737e-06,-0.000390824
1784,89.609,857.833,0.0960509,0.208333,0.0416667,0.147223,0.353904,0.0178672,-0.00600316,-8.45405,2.60123e-05,0.0171387,0.151502,13585.9,0.618304,0.286166,-1,0.2,932.692,2.19218e+07,1.40296,1.09746,0.856926,0.104517,-0.689428,1.71567,-0.00716667,-1.36764e-05,-0.000473416
1785,96.8407,1000,0.0960016,0.25,0,0.147859,0.354764,0.0047329,-0.00798287,-8.45781,2.60123e-05,0.0131042,0.151463,13463,0.625604,0.287117,-1,0.2,933.606,2.19341e+07,1.45424,1.10127,0.999302,0.10756,-0.813069,2,-0.00683333,-4.26272e-06,-0.00042851
1786,111.231,1000,0.0961804,0.458333,0,0.148583,0.352015,0.00706105,-0.00667084,-8.4625,2.60123e-05,0.00866565,0.151427,12918.3,0.66652,0.28469,-1,0.2,934.558,2.19464e+07,1.52317,1.59202,0.999444,0.244496,-0.793974,2,-0.00327273,-8.96986e-07,-0.000347811
1787,109.174,993.111,0.0956362,0.333333,0.0416667,0.149689,0.358979,0.00540456,-0.00674425,-8.46679,2.60123e-05,0.0145431,0.151392,13362.5,0.634043,0.285546,-1,0.2,935.479,2.19587e+07,1.52177,1.51968,0.992207,0.229243,-0.787386,1.98622,-0.00266667,-3.94272e-06,-0.000381089
1788,96.9763,1000,0.0958327,0.583333,0,0.149938,0.355049,0.0178125,-0.00780303,-8.47044,2.60123e-05,0.011177,0.15137,13447.2,0.626555,0.287243,-1,0.2,936.394,2.19709e+07,1.24897,1.25204,0.999313,0.152258,-0.798365,2,-0.005,-1.80085e-06,-0.000398769
1789,84.0881,870.714,0.0955685,0.25,0.0416667,0.151207,0.356328,0.0054164,-0.00858695,-8.47313,2.60123e-05,0.0104372,0.15134,13431.3,0.625498,0.289381,-1,0.2,937.311,2.19832e+07,1.09071,1.04304,0.869905,0.162131,-0.696613,1.74143,-0.00571429,-1.09866e-05,-0.000471077
1790,92.4378,1000,0.0959643,0.375,0,0.150167,0.351322,0.00411036,-0.0075536,-8.47749,2.60123e-05,0.0102832,0.1513,12927.4,0.662698,0.287844,-1,0.2,938.262,2.19955e+07,1.15045,1.22226,0.999258,0.056458,-0.798543,2,-0.00755556,-1.47264e-06,-0.000431108
1791,100.27,1000,0.0956654,0.333333,0,0.150822,0.354417,0.00396343,-0.00714236,-8.48256,2.60123e-05,0.0158533,0.151253,13050.2,0.648313,0.293284,-1,0.2,939.205,2.20078e+07,1.34551,1.31899,0.999134,0.153912,-0.799882,2,-0.00375,-1.783e-06,-0.000409421
1792,97.0444,1000,0.0979489,9.125,0,0.150143,0.325178,0.00496608,-0.00967871,-8.4887,2.60123e-05,0.0141495,0.151195,11833.5,0.727693,0.310719,-1,0.2,940.245,2.20201e+07,1.19672,1.31303,0.999262,0.144772,-0.796088,2,-0.00506849,-1.79528e-06,-0.000399168
1793,102.895,1000,0.103998,0.125,0,0.144578,0.251699,0.00476734,-0.010287,-8.49593,2.60123e-05,0.0117744,0.151135,13415.9,0.625501,0.290426,-1,0.2,941.162,2.20324e+07,1.40828,1.4642,0.999072,0.0702676,-0.796661,2,0,0,-0.000399971
1794,97.0852,1000,0.103287,0.166667,0,0.145347,0.252268,0.00400136,-0.00919158,-8.50327,2.60123e-05,0.010151,0.151071,13405.4,0.613741,0.302906,-1,0.2,942.08,2.20447e+07,0.906457,1.62575,0.99882,0.123947,-0.791791,2,-0.0085,-5.21784e-06,-0.000416303
1795,90.007,1000,0.102807,0.125,0,0.145061,0.256373,0.00381946,-0.00945572,-8.51106,2.60123e-05,0.00934039,0.151005,13537.1,0.618505,0.289222,-1,0.2,942.989,2.2057e+07,1.49438,0.782565,0.999119,0.0304107,-0.79896,2,-0.00666667,-9.96224e-07,-0.000496051
1796,99.1864,1000,0.102617,0.5,0,0.145563,0.256384,0.0037797,-0.00863933,-8.51922,2.60123e-05,0.014033,0.150935,13581.5,0.617117,0.287644,-1,0.2,943.895,2.20692e+07,1.28577,1.34849,0.999353,0.120573,-0.789884,2,-0.00458333,-1.62316e-06,-0.000399503
1797,103.472,1000,0.102132,0.291667,0,0.146455,0.257883,0.00371899,-0.00879604,-8.52733,2.60123e-05,0.0121139,0.15087,11206.6,0.671745,0.424754,-1,0.2,944.993,2.20815e+07,1.52221,1.27623,0.999255,0.17413,-0.79226,2,-0.00557143,-1.44271e-06,-0.000400421
1798,111.338,1000,0.101829,0.416667,0,0.147185,0.258963,0.00404305,-0.0075585,-8.53486,2.60123e-05,0.0120858,0.150811,8851.48,0.995851,0.392392,-1,0.2,946.383,2.20938e+07,1.42501,1.69093,0.999222,0.240125,-0.785262,2,-0.0028,-6.77445e-07,-0.000342854
1799,78.3886,1000,0.101446,0.416667,0,0.146496,0.263216,0.00372489,-0.00773928,-8.54163,2.60123e-05,0.0100634,0.150756,9351.88,0.948988,0.364972,-1,0.2,947.698,2.21061e+07,0.800064,0.887005,0.999266,0.0404642,-0.7986,2,-0.0083,-3.26733e-06,-0.000467323
1800,93.7376,1000,0.101395,0.25,0,0.145935,0.268267,0.0037827,-0.00749656,-8.54821,2.60123e-05,0.0133158,0.150702,10320.9,0.80764,0.38295,-1,0.2,948.89,2.21184e+07,0.999427,1.32624,0.999504,0.155105,-0.788988,2,-0.004,-8.16597e-07,-0.000404978
1801,103.548,1000,0.100888,0.583333,0,0.146578,0.272351,0.00344384,-0.00650788,-8.55455,2.60123e-05,0.00620035,0.150649,11880.5,0.725793,0.308511,-1,0.2,952.839,2.21307e+07,1.54781,1.28013,0.999403,0.149522,-0.792783,2,-0.00628571,-1.30549e-06,-0.000389708
1802,101.91,1000,0.100571,0.375,0,0.147583,0.276452,0.00348976,-0.00715105,-8.56051,2.60123e-05,0.0101898,0.150604,12725.3,0.675781,0.289856,-1,0.2,953.806,2.2143e+07,1.24802,1.47741,0.999285,0.165569,-0.789728,2,-0.00466667,-1.97432e-06,-0.000375605
1803,113.682,1000,0.100138,0.166667,0,0.148503,0.286654,0.00301019,-0.00684391,-8.56613,2.60123e-05,0.0100235,0.150553,9762.98,0.863729,0.394903,-1,0.2,955.066,2.21553e+07,1.49212,1.75856,0.999372,0.222995,-0.78662,2,-0.002,-2.83516e-07,-0.000318808
1804,110.647,1000,0.099227,0.291667,0,0.149175,0.297866,0.00302104,-0.00783452,-8.57248,2.60123e-05,0.00958081,0.150498,8861.63,1.00378,0.382875,-1,0.2,956.454,2.21676e+07,1.54501,1.54396,0.999431,0.230805,-0.785381,2,-0.00114286,-2.20835e-07,-0.000352583
1805,91.9345,1000,0.0993053,0.166667,0,0.149538,0.300857,0.00266155,-0.00664468,-8.57882,2.60123e-05,0.00856728,0.150449,8877.09,0.96835,0.415887,-1,0.2,957.839,2.21798e+07,1.32286,0.985875,0.999583,0.0827819,-0.789923,2,-0.004,-8.97137e-07,-0.000449018
1806,95.5734,1000,0.0986736,0.333333,0,0.150299,0.309307,0.00256327,-0.00654822,-8.58477,2.60123e-05,0.0082899,0.150395,10556.1,0.823796,0.340271,-1,0.2,959.005,2.21921e+07,1.33028,1.13764,0.999398,0.111067,-0.793796,2,-0.0055,-1.14869e-06,-0.000417782
1807,93.9468,1000,0.0985749,0.375,0,0.150974,0.310921,0.00253773,-0.00617388,-8.5915,2.60123e-05,0.0102019,0.15034,9794.62,0.86922,0.385346,-1,0.2,960.261,2.22044e+07,1.19182,1.15935,0.999417,0.136168,-0.785471,2,-0.00355556,-7.84821e-07,-0.000391369
1808,104.575,1000,0.0984237,0.166667,0,0.150286,0.315444,0.00256958,-0.00715824,-8.5981,2.60123e-05,0.00894284,0.150286,9198.86,0.949961,0.385857,-1,0.2,961.599,2.22167e+07,1.28839,1.56351,0.999301,0.172422,-0.791514,2,-0.003,-5.50274e-07,-0.000351407
1809,114.205,1000,0.0978337,0.208333,0,0.150599,0.324062,0.0047078,-0.00683931,-8.60434,2.60123e-05,0.0144232,0.150236,11377.7,0.757634,0.322376,-1,0.2,962.68,2.2229e+07,1.64378,1.60775,0.999114,0.243776,-0.783017,2,-0.0008,-1.24492e-07,-0.000355657
1810,88.3209,1000,0.0978282,0.416667,0,0.150076,0.327994,0.00784979,-0.00629023,-8.60992,2.60123e-05,0.0134495,0.150194,12450.2,0.696506,0.290467,-1,0.2,963.668,2.22413e+07,0.821448,1.29315,0.999,0.0908424,-0.7837,2,-0.0043,-2.56583e-06,-0.000396626
