iteration,Train/mean_reward,Train/mean_episode_length,Train/mean_step_reward,Episode_Termination/time_out,Episode_Termination/fell_over,Metrics/twist/error_vel_xy,Metrics/twist/error_vel_yaw,Loss/value,Loss/surrogate,Loss/entropy,Loss/learning_rate,Loss/kl,Policy/mean_std,Perf/total_fps,Perf/collection_time,Perf/learning_time,Curriculum/action_rate_weight,Curriculum/standing_envs,time_s,env_steps,Episode_Reward/track_linear_velocity,Episode_Reward/track_angular_velocity,Episode_Reward/upright,Episode_Reward/pose,Episode_Reward/action_rate_l2,Episode_Reward/alive,Episode_Reward/air_time,Episode_Reward/single_stance,Episode_Reward/foot_lift,Episode_Reward/foot_alternation,Episode_Reward/foot_symmetry,Episode_Reward/foot_clearance,Episode_Reward/foot_swing_height,Episode_Reward/foot_slip,Episode_Reward/trot,Episode_Reward/joint_torque,Episode_Reward/self_collisions,Episode_Reward/dof_pos_limits,Episode_Reward/body_ang_vel,Episode_Reward/angular_momentum
311,-1.77328,222.545,-0.00495031,0,0.458333,0.142355,1.2069,0.0285471,-0.0126104,4.28975,5.92593e-05,0.0226894,0.34581,11723.8,0.615744,0.432381,-0.1,0.02,10.6315,3.82157e+06,0.0915516,0.00675366,0.158466,0.0069475,-0.0704352,nan,0.0344364,nan,nan,nan,nan,-0.0106557,-0.0468353,-0.00781608,0.0214545,-0.0913838,-0.000181818,-0.00334627,-0.17762,nan
312,-2.19902,242.375,-0.00412547,0,0.333333,0.140296,1.20814,0.0255712,-0.0119232,4.28109,5.92593e-05,0.0059859,0.345595,12285.1,0.623816,0.376423,-0.1,0.02,11.6335,3.83386e+06,0.0839734,0.00858327,0.170772,0.00656367,-0.0778175,nan,0.04115,nan,nan,nan,nan,-0.0117803,-0.048137,-0.00803724,0.026625,-0.0990212,-0.00025,-0.00460081,-0.197975,nan
313,-2.70386,300.556,-0.0040755,0,0.375,0.13978,1.19755,0.0264735,-0.0110674,4.2732,5.92593e-05,0.0117645,0.345357,11226.5,0.680028,0.414524,-0.1,0.02,12.7297,3.84614e+06,0.112139,0.00954909,0.211314,0.00953493,-0.0963983,nan,0.0515778,nan,nan,nan,nan,-0.0144803,-0.0617562,-0.0101147,0.0324444,-0.123547,0,-0.00478857,-0.250668,nan
314,-2.2073,317.2,-0.00455273,0,0.208333,0.140812,1.16147,0.0287101,-0.0106809,4.26474,5.92593e-05,0.0130274,0.345109,11054.5,0.645754,0.465834,-0.1,0.02,13.843,3.85843e+06,0.115852,0.00835691,0.236835,0.0099057,-0.0990233,nan,0.04736,nan,nan,nan,nan,-0.013284,-0.0583542,-0.0108599,0.0344,-0.129344,0,-0.00440423,-0.247805,nan
315,-1.90897,332.909,-0.00394788,0,0.458333,0.142382,1.18211,0.0306965,-0.00983762,4.2567,5.92593e-05,0.0114804,0.344909,11714.2,0.665517,0.38347,-0.1,0.02,14.8938,3.87072e+06,0.156842,0.0109503,0.240501,0.00954274,-0.105613,nan,0.0468455,nan,nan,nan,nan,-0.0135293,-0.0588649,-0.0105058,0.032,-0.13642,0,-0.00343065,-0.263766,nan
316,-2.54263,303,-0.00442772,0,0.5,0.142371,1.20828,0.0303302,-0.0102295,4.2496,5.92593e-05,0.0118254,0.344678,12756.1,0.593513,0.369793,-0.1,0.02,15.8587,3.88301e+06,0.105169,0.0117846,0.220323,0.00921683,-0.0975685,nan,0.0502,nan,nan,nan,nan,-0.0132746,-0.0601581,-0.0107315,0.0308333,-0.124338,0,-0.00433986,-0.244248,nan
317,-2.99723,328.727,-0.00435315,0,0.458333,0.141082,1.19233,0.0268972,-0.0105736,4.24275,5.92593e-05,0.0104991,0.344561,12853.3,0.575575,0.380446,-0.1,0.02,16.8166,3.8953e+06,0.101842,0.00974112,0.235344,0.0100143,-0.104788,nan,0.0556364,nan,nan,nan,nan,-0.014436,-0.0650052,-0.011261,0.0372727,-0.135043,0,-0.00443866,-0.26474,nan
318,-1.53011,357.455,-0.00361455,0,0.458333,0.141887,1.20396,0.0234357,-0.0102738,4.23881,5.92593e-05,0.0108278,0.344397,11872.4,0.611309,0.423699,-0.1,0.02,17.8533,3.90758e+06,0.169881,0.0157076,0.257168,0.011331,-0.11362,nan,0.0634273,nan,nan,nan,nan,-0.0161486,-0.0695361,-0.0119912,0.0345455,-0.145947,0,-0.00524373,-0.266079,nan
319,-3.04778,414.5,-0.00375211,0,0.333333,0.141664,1.17731,0.0240079,-0.0103886,4.23179,5.92593e-05,0.0176458,0.344182,11812.6,0.692021,0.348223,-0.1,0.02,18.8951,3.91987e+06,0.166149,0.0127444,0.293988,0.0125758,-0.130456,nan,0.070425,nan,nan,nan,nan,-0.0189869,-0.0836385,-0.0142414,0.04125,-0.169164,-0.000125,-0.00522143,-0.327689,nan
320,-1.88599,387.333,-0.00438268,0,0.375,0.147579,1.1858,0.019933,-0.0105766,4.22375,5.92593e-05,0.0124558,0.343929,11235.3,0.676031,0.417665,-0.1,0.02,19.9903,3.93216e+06,0.16428,0.016079,0.292007,0.0116178,-0.123253,nan,0.0623111,nan,nan,nan,nan,-0.0160191,-0.0709811,-0.0131492,0.0385556,-0.158343,0,-0.00748696,-0.289918,nan
321,-5.0992,499.25,-0.00389035,0,0.166667,0.146601,1.22506,0.0218205,-0.0106299,4.21522,5.92593e-05,0.0143087,0.343716,13441.7,0.589666,0.324504,-0.1,0.02,20.9063,3.94445e+06,0.124391,0.0137805,0.367095,0.0154556,-0.160517,nan,0.08675,nan,nan,nan,nan,-0.0213955,-0.104204,-0.017146,0.05175,-0.204383,-0.00025,-0.00914303,-0.397143,nan
322,-1.43843,504.455,-0.0041953,0,0.458333,0.145163,1.18203,0.0214158,-0.0105962,4.20788,5.92593e-05,0.0102977,0.343483,15137.6,0.506986,0.304769,-0.1,0.02,21.7193,3.95674e+06,0.271472,0.0177451,0.379472,0.0154302,-0.158995,nan,0.0813727,nan,nan,nan,nan,-0.0206378,-0.0930999,-0.0167418,0.0465455,-0.20677,-0.000272727,-0.00652207,-0.380919,nan
323,-1.89171,392.294,-0.00402322,0,0.708333,0.142669,1.18657,0.0251272,-0.0100473,4.20006,5.92593e-05,0.00925802,0.343297,12449.7,0.613049,0.373966,-0.1,0.02,22.7081,3.96902e+06,0.176995,0.0138573,0.288897,0.0123293,-0.124987,nan,0.0636059,nan,nan,nan,nan,-0.0160658,-0.0703409,-0.0125636,0.0402353,-0.160753,0,-0.00610177,-0.299694,nan
324,-3.24036,468.364,-0.00399133,0,0.458333,0.142477,1.19235,0.0208633,-0.00908725,4.1933,5.92593e-05,0.0120428,0.343067,12732,0.61998,0.345147,-0.1,0.02,23.6751,3.98131e+06,0.176312,0.0176935,0.346703,0.0146507,-0.149301,nan,0.0809545,nan,nan,nan,nan,-0.0196283,-0.0915916,-0.0158631,0.0464545,-0.191561,-0.000272727,-0.00872849,-0.36784,nan
325,-1.93668,293.833,-0.00421688,0,0.5,0.145507,1.20276,0.0208038,-0.00983976,4.18501,5.92593e-05,0.0143215,0.342849,12360,0.632024,0.36215,-0.1,0.02,24.6708,3.9936e+06,0.122221,0.00970564,0.211289,0.00949834,-0.0924616,nan,0.0488,nan,nan,nan,nan,-0.0130804,-0.0551162,-0.00948199,0.0290833,-0.120006,-8.33333e-05,-0.00406698,-0.233135,nan
326,-1.84833,510.889,-0.0036406,0,0.375,0.146584,1.19021,0.0226498,-0.00972764,4.17809,5.92593e-05,0.00960953,0.342667,14187,0.599247,0.266899,-0.1,0.02,25.5383,4.00589e+06,0.256068,0.01893,0.376843,0.0146495,-0.161186,nan,0.0857444,nan,nan,nan,nan,-0.0209552,-0.0945573,-0.0169824,0.0502222,-0.208676,-0.000111111,-0.0071738,-0.385232,nan
327,-3.10791,569.167,-0.00267852,0,0.25,0.144158,1.19296,0.0217447,-0.00944895,4.17176,5.92593e-05,0.00816372,0.342485,12835.9,0.554189,0.403129,-0.1,0.02,26.4968,4.01818e+06,0.239788,0.0208347,0.42317,0.0174219,-0.181816,nan,0.0959,nan,nan,nan,nan,-0.0235495,-0.107697,-0.0194002,0.0581667,-0.233727,-0.000166667,-0.00943536,-0.434885,nan
328,-3.18783,498.625,-0.00332734,0,0.333333,0.14406,1.16466,0.0213842,-0.0101547,4.16526,5.92593e-05,0.0131297,0.342298,12807.9,0.613498,0.345912,-0.1,0.02,27.4576,4.03046e+06,0.19527,0.0168993,0.366963,0.0128953,-0.158043,nan,0.0822125,nan,nan,nan,nan,-0.0191592,-0.0829991,-0.0151214,0.041125,-0.203336,0,-0.00956692,-0.386532,nan
329,-2.90781,616.125,-0.00339153,0,0.333333,0.147182,1.16302,0.0185947,-0.00983898,4.15831,5.92593e-05,0.0173983,0.342087,13469.5,0.569691,0.34259,-0.1,0.02,28.3714,4.04275e+06,0.278383,0.0189506,0.453446,0.0189644,-0.19398,nan,0.1119,nan,nan,nan,nan,-0.0255422,-0.116887,-0.02083,0.061125,-0.251934,-0.000125,-0.00967968,-0.469181,nan
330,-3.13014,569.6,-0.00280312,0,0.208333,0.146554,1.13812,0.0194529,-0.00950545,4.15135,5.92593e-05,0.0127438,0.341908,13954.1,0.585633,0.29497,-0.1,0.02,29.2534,4.05504e+06,0.253548,0.0229095,0.41826,0.0139459,-0.17762,nan,0.08416,nan,nan,nan,nan,-0.021225,-0.0944202,-0.015765,0.0444,-0.233279,-0.0002,-0.00669384,-0.444527,nan
331,-2.68791,549.429,-0.00276157,0,0.291667,0.149145,1.14558,0.0214706,-0.00990552,4.14544,5.92593e-05,0.0156618,0.341748,13258.5,0.554681,0.372122,-0.1,0.02,30.1818,4.06733e+06,0.241861,0.0198322,0.409918,0.01631,-0.176265,nan,0.0925286,nan,nan,nan,nan,-0.0213646,-0.0904619,-0.0162717,0.0482857,-0.224777,0,-0.00984127,-0.42415,nan
332,-3.09751,667.333,-0.00284135,0,0.25,0.145846,1.16453,0.0193647,-0.00962026,4.13904,8.88889e-05,0.00231866,0.341522,12794.5,0.574896,0.385517,-0.1,0.02,31.1437,4.07962e+06,0.301252,0.024735,0.499288,0.0174219,-0.211246,nan,0.112717,nan,nan,nan,nan,-0.025635,-0.112287,-0.0209868,0.0623333,-0.272073,0,-0.0149848,-0.515409,nan
333,-2.22948,585,-0.00299882,0,0.125,0.144732,1.174,0.0212619,-0.0112745,4.12913,5.92593e-05,0.0219534,0.341225,13143.5,0.58832,0.346591,-0.1,0.02,32.0799,4.0919e+06,0.27428,0.0296703,0.437564,0.0164881,-0.186708,nan,0.106767,nan,nan,nan,nan,-0.0239914,-0.104244,-0.0195052,0.0566667,-0.237729,0,-0.0152847,-0.445448,nan
334,-2.78626,610,-0.00235808,0,0.291667,0.146495,1.18616,0.018716,-0.00991582,4.12152,5.92593e-05,0.0119147,0.341068,13378.8,0.543387,0.375079,-0.1,0.02,32.9999,4.10419e+06,0.287091,0.0201033,0.448197,0.0186822,-0.191834,nan,0.111314,nan,nan,nan,nan,-0.0265342,-0.122777,-0.0208646,0.0634286,-0.250065,-0.000285714,-0.00838937,-0.467379,nan
335,-0.825482,699.333,-0.00268984,0,0.125,0.141832,1.18384,0.0221314,-0.00931389,4.11552,5.92593e-05,0.0132394,0.340888,13294,0.584577,0.339749,-0.1,0.02,33.926,4.11648e+06,0.360711,0.0218983,0.535917,0.0217764,-0.216686,nan,0.129867,nan,nan,nan,nan,-0.0291742,-0.130319,-0.0233012,0.0726667,-0.285403,0,-0.0112783,-0.487949,nan
