iteration,Train/mean_reward,Train/mean_episode_length,Train/mean_step_reward,Episode_Termination/time_out,Episode_Termination/fell_over,Metrics/twist/error_vel_xy,Metrics/twist/error_vel_yaw,Loss/value,Loss/surrogate,Loss/entropy,Loss/learning_rate,Loss/kl,Policy/mean_std,Perf/total_fps,Perf/collection_time,Perf/learning_time,Curriculum/action_rate_weight,Curriculum/standing_envs,time_s,env_steps,Episode_Reward/track_linear_velocity,Episode_Reward/track_angular_velocity,Episode_Reward/upright,Episode_Reward/pose,Episode_Reward/action_rate_l2,Episode_Reward/alive,Episode_Reward/air_time,Episode_Reward/single_stance,Episode_Reward/foot_lift,Episode_Reward/foot_alternation,Episode_Reward/foot_symmetry,Episode_Reward/foot_clearance,Episode_Reward/foot_swing_height,Episode_Reward/foot_slip,Episode_Reward/trot,Episode_Reward/joint_torque,Episode_Reward/self_collisions,Episode_Reward/dof_pos_limits,Episode_Reward/body_ang_vel,Episode_Reward/angular_momentum,Episode_Reward/no_progress,Episode_Reward/joint_vel,Episode_Reward/undesired_contacts,Episode_Reward/base_height,Episode_Reward/three_stance,Episode_Reward/under_stance,Episode_Reward/all_stance,Episode_Reward/footfall_sequence,Episode_Reward/termination
3011,-34.7569,255.364,-0.0872299,0,0.458333,0.0999633,1.00649,0.547591,-0.00780336,2.55117,5.92593e-05,0.0143837,0.299241,16096.7,0.524309,0.239077,-0.4,0.25,9.11576,3.69992e+07,0.168496,0.0145506,0.128902,0.00100156,-0.242679,0.255364,-0.1358,nan,nan,nan,nan,-0.0121009,-0.0461202,-0.0138548,nan,-0.0772024,-0.000181818,-0.11738,-0.219761,nan,-0.52006,-0.198996,-0.288,0.277796,0.179273,-0.385455,-0.0147273,0.00909091,-0.5
3012,-32.188,274.733,-0.0859795,0,0.625,0.0980308,1.00366,0.524782,-0.00629286,2.54699,5.92593e-05,0.0159605,0.299136,16749.7,0.492201,0.241423,-0.4,0.25,9.85071,3.70115e+07,0.23439,0.0159787,0.157956,0.000826724,-0.261728,0.274733,-0.13686,nan,nan,nan,nan,-0.0120751,-0.0536471,-0.0136978,nan,-0.082726,-0.000133333,-0.126645,-0.233963,nan,-0.423985,-0.218281,-0.284,0.287824,0.1944,-0.4216,-0.0153333,0.00916667,-0.5
3013,-35.6941,268.875,-0.078073,0,0.333333,0.097335,1.00749,0.455375,-0.00669087,2.54373,5.92593e-05,0.0119688,0.299092,16267.3,0.481485,0.273897,-0.4,0.25,10.6074,3.70237e+07,0.191598,0.0153838,0.137899,0.0010867,-0.25229,0.268875,-0.1494,nan,nan,nan,nan,-0.0125768,-0.0523422,-0.014364,nan,-0.0798072,0,-0.125217,-0.221788,nan,-0.612014,-0.19841,-0.29325,0.294162,0.22,-0.403,-0.01175,0.0125,-0.5
3014,-41.1156,322.286,-0.0803161,0,0.291667,0.100183,1.01048,0.41244,-0.00607837,2.54152,5.92593e-05,0.00914112,0.298988,12023.9,0.665779,0.356186,-0.4,0.25,11.6312,3.7036e+07,0.223856,0.0142772,0.180605,0.00118706,-0.306955,0.322286,-0.173657,nan,nan,nan,nan,-0.0139927,-0.0605109,-0.0173363,nan,-0.0958213,0,-0.149921,-0.258068,nan,-0.683139,-0.245763,-0.370714,0.355458,0.250857,-0.493714,-0.0168571,-0.0178571,-0.5
3015,-34.9836,313.857,-0.0760806,0,0.291667,0.100568,1.00327,0.398098,-0.00771193,2.53689,5.92593e-05,0.0122006,0.298898,13470,0.587741,0.32451,-0.4,0.25,12.5448,3.70483e+07,0.272562,0.0164608,0.174542,0.00120736,-0.296319,0.313857,-0.157743,nan,nan,nan,nan,-0.0130129,-0.0555894,-0.0154126,nan,-0.093973,0,-0.144716,-0.25729,nan,-0.586272,-0.238153,-0.305571,0.373672,0.219429,-0.472,-0.0134286,0.0285714,-0.5
3016,-43.3967,360.8,-0.0790805,0,0.416667,0.0975757,1.00908,0.498432,-0.00898689,2.53406,5.92593e-05,0.0103262,0.29886,12793.2,0.598749,0.361759,-0.4,0.25,13.5068,3.70606e+07,0.241863,0.0214509,0.183857,0.00144022,-0.342405,0.3608,-0.19648,nan,nan,nan,nan,-0.016559,-0.0718563,-0.0202675,nan,-0.107502,0,-0.167351,-0.291826,nan,-0.783238,-0.27187,-0.3876,0.426009,0.3,-0.5484,-0.0174,0.0175,-0.5
3017,-39.156,339,-0.0756037,0,0.291667,0.0981738,0.985788,0.397251,-0.00954638,2.53261,5.92593e-05,0.00967964,0.298789,14199.2,0.577907,0.287494,-0.4,0.25,14.3737,3.70729e+07,0.282699,0.021286,0.200748,0.00115372,-0.314847,0.339,-0.188114,nan,nan,nan,nan,-0.0131699,-0.0584821,-0.0184746,nan,-0.0992661,0,-0.159304,-0.268437,nan,-0.719238,-0.247182,-0.344143,0.384899,0.268,-0.506286,-0.0168571,-0.00178571,-0.5
3018,-45.9415,385,-0.0760324,0,0.333333,0.0977049,0.997672,0.33604,-0.0106693,2.52734,5.92593e-05,0.016484,0.298597,12865.9,0.584922,0.370164,-0.4,0.25,15.3301,3.70852e+07,0.273785,0.0194842,0.215024,0.00123043,-0.361813,0.385,-0.208787,nan,nan,nan,nan,-0.0173375,-0.0754957,-0.0212527,nan,-0.114113,0,-0.179777,-0.317458,nan,-0.801652,-0.288755,-0.410625,0.430281,0.303,-0.604,-0.02225,-0.0015625,-0.5
3019,-36.012,324.333,-0.0731423,0,0.25,0.0971369,1.00959,0.366501,-0.00939432,2.51963,5.92593e-05,0.0147438,0.298442,13104.1,0.58426,0.35346,-0.4,0.25,16.2693,3.70975e+07,0.265875,0.0194717,0.195735,0.00094213,-0.301006,0.324333,-0.140317,nan,nan,nan,nan,-0.0120407,-0.0522878,-0.0143232,nan,-0.0964852,0,-0.150521,-0.25704,nan,-0.58129,-0.242101,-0.333,0.374957,0.212667,-0.511333,-0.0153333,0.0125,-0.5
3020,-47.5854,470.667,-0.0673558,0,0.125,0.0945474,1.00082,0.325797,-0.011848,2.5131,5.92593e-05,0.0184623,0.298258,12430.7,0.626349,0.362168,-0.4,0.25,17.2596,3.71098e+07,0.399994,0.0263108,0.289139,0.00100732,-0.446128,0.470667,-0.253433,nan,nan,nan,nan,-0.0175579,-0.0832084,-0.0228276,nan,-0.138345,0,-0.224654,-0.392547,nan,-0.852122,-0.349099,-0.471,0.509203,0.365333,-0.702667,-0.0206667,0.0333333,-0.5
3021,-44.5711,417,-0.0711473,0,0.291667,0.0968284,0.97929,0.294418,-0.0107658,2.5062,5.92593e-05,0.00998285,0.298112,14549.4,0.558482,0.286089,-0.4,0.25,18.1058,3.7122e+07,0.34053,0.0242138,0.220845,0.00121319,-0.392821,0.417,-0.201471,nan,nan,nan,nan,-0.0166564,-0.0722158,-0.0189241,nan,-0.123426,0,-0.194541,-0.339117,nan,-0.914527,-0.31022,-0.414857,0.507488,0.275429,-0.638857,-0.0225714,0.0142857,-0.5
3022,-29.0874,157.5,-0.0671499,0,0.0833333,0.0971643,0.994579,0.318171,-0.0119536,2.50165,5.92593e-05,0.0133527,0.29805,12779,0.600938,0.360639,-0.4,0.25,19.0687,3.71343e+07,0.0549139,0.00812647,0.0826121,0.000833102,-0.148129,0.1575,-0.0904,nan,nan,nan,nan,-0.00855892,-0.03617,-0.00886303,nan,-0.0469052,0,-0.0718499,-0.130987,nan,-0.435748,-0.122544,-0.183,0.165552,0.118,-0.232,-0.008,-0.01875,-0.5
3023,-42.4906,354.5,-0.0633362,0,0.0833333,0.0986907,0.996815,0.395668,-0.0116457,2.49982,5.92593e-05,0.0142911,0.298007,13460.3,0.577727,0.335179,-0.4,0.25,19.9835,3.71466e+07,0.208584,0.0203244,0.206129,0.000974018,-0.336217,0.3545,-0.17675,nan,nan,nan,nan,-0.018417,-0.0770026,-0.0200994,nan,-0.105874,0,-0.16621,-0.286134,nan,-0.719686,-0.278818,-0.345,0.383666,0.27,-0.53,-0.021,0.0125,-0.5
3024,-47.9217,521.5,-0.073234,0,0.333333,0.100011,1.00607,0.453111,-0.0109186,2.49673,5.92593e-05,0.0157506,0.297888,13755.9,0.564628,0.328661,-0.4,0.25,20.8782,3.71589e+07,0.415555,0.0309276,0.302698,0.00127051,-0.483692,0.5215,-0.221325,nan,nan,nan,nan,-0.0180104,-0.0876593,-0.0215945,nan,-0.153157,0,-0.245957,-0.417539,nan,-0.798916,-0.381166,-0.50625,0.63967,0.298,-0.7985,-0.0235,0.0515625,-0.5
3025,-57.3784,571.889,-0.0737412,0,0.375,0.0975528,1.00464,0.353297,-0.0112571,2.4916,5.92593e-05,0.0154264,0.297783,14126,0.553715,0.316173,-0.4,0.25,21.7497,3.71712e+07,0.448336,0.0329792,0.332819,0.00151348,-0.537995,0.571889,-0.296644,nan,nan,nan,nan,-0.0240272,-0.105982,-0.0294969,nan,-0.170729,-0.000111111,-0.266669,-0.459303,nan,-1.05175,-0.434495,-0.589,0.671632,0.408,-0.868,-0.0324444,0.0305556,-0.5
3026,-44.6228,466.7,-0.0738236,0,0.416667,0.097088,1.00678,0.376548,-0.0127349,2.48779,5.92593e-05,0.013838,0.29769,13720.8,0.563473,0.332104,-0.4,0.25,22.6467,3.71835e+07,0.395266,0.0271014,0.271279,0.00127731,-0.435914,0.4667,-0.21738,nan,nan,nan,nan,-0.0170022,-0.0746309,-0.0225448,nan,-0.13795,-0.0001,-0.217015,-0.378397,nan,-0.811135,-0.35074,-0.4581,0.56443,0.322,-0.7228,-0.0216,0.005,-0.5
3027,-56.88,613.167,-0.0694997,0,0.25,0.0962407,0.993971,0.294568,-0.0121628,2.48353,5.92593e-05,0.0151704,0.297573,12731.9,0.623284,0.341848,-0.4,0.25,23.6131,3.71958e+07,0.485259,0.0345698,0.341973,0.00148743,-0.580031,0.613167,-0.2987,nan,nan,nan,nan,-0.0255393,-0.105779,-0.0304804,nan,-0.18124,0,-0.284751,-0.49322,nan,-0.895792,-0.456724,-0.6575,0.724799,0.429333,-0.956,-0.0296667,0.0208333,-0.5
3028,-53.5152,565.167,-0.0698041,0,0.25,0.0960314,0.98243,0.453602,-0.0102868,2.4793,5.92593e-05,0.0115048,0.297498,14332.9,0.554529,0.302801,-0.4,0.25,24.4721,3.72081e+07,0.443284,0.0330921,0.334554,0.00124584,-0.533514,0.565167,-0.256783,nan,nan,nan,nan,-0.0228039,-0.085307,-0.0256599,nan,-0.169224,-0.00116667,-0.262479,-0.455208,nan,-0.832408,-0.434584,-0.581,0.646368,0.357333,-0.877333,-0.0276667,0.00833333,-0.5
3029,-31.724,366.6,-0.0660593,0,0.208333,0.0971656,0.990983,0.381875,-0.012056,2.47638,5.92593e-05,0.015327,0.297414,13539.6,0.575768,0.331793,-0.4,0.25,25.3813,3.72204e+07,0.335307,0.0241513,0.203241,0.0011834,-0.344757,0.3666,-0.15978,nan,nan,nan,nan,-0.0126767,-0.059215,-0.0166091,nan,-0.109337,0,-0.168569,-0.281566,nan,-0.464604,-0.266716,-0.3294,0.504646,0.2384,-0.548,-0.016,0.0175,-0.5
3030,-68.3642,704.429,-0.0670156,0,0.291667,0.09361,0.978005,0.360277,-0.0106708,2.47152,5.92593e-05,0.0101377,0.297259,12578.7,0.608577,0.368315,-0.4,0.25,26.3597,3.72326e+07,0.561248,0.0402775,0.394432,0.0018164,-0.675653,0.704429,-0.369171,nan,nan,nan,nan,-0.0312083,-0.145502,-0.0388974,nan,-0.21071,-0.000142857,-0.328356,-0.571021,nan,-1.2544,-0.537142,-0.706286,0.819578,0.504,-1.096,-0.0348571,0.0553571,-0.5
3031,-50.3697,551.5,-0.0677212,0,0.166667,0.0983028,0.989483,0.311995,-0.0109182,2.46585,5.92593e-05,0.0147098,0.297157,12973.8,0.596196,0.350944,-0.4,0.25,27.3087,3.72449e+07,0.435232,0.0373722,0.307465,0.00159804,-0.513812,0.5515,-0.25795,nan,nan,nan,nan,-0.0202172,-0.0925099,-0.0254776,nan,-0.161929,0,-0.259427,-0.450426,nan,-0.820235,-0.395641,-0.528,0.67997,0.371,-0.825,-0.027,-0.025,-0.5
3032,-62.9903,630.667,-0.0703558,0,0.375,0.098697,1.00059,0.373386,-0.010392,2.46213,5.92593e-05,0.0104272,0.297066,14316.8,0.544638,0.313655,-0.4,0.25,28.1684,3.72572e+07,0.473902,0.0410087,0.338175,0.00187234,-0.593295,0.630667,-0.305767,nan,nan,nan,nan,-0.0238739,-0.109615,-0.0307501,nan,-0.188197,0,-0.29443,-0.507568,nan,-1.20074,-0.472285,-0.617667,0.785823,0.428,-0.972,-0.03,-0.00277778,-0.5
3033,-41.9469,423.2,-0.067889,0,0.208333,0.0995284,1.01161,0.390517,-0.0109683,2.45919,5.92593e-05,0.0120121,0.297026,13126.4,0.589245,0.346883,-0.4,0.25,29.106,3.72695e+07,0.338231,0.0219585,0.231417,0.00154647,-0.403565,0.4232,-0.2393,nan,nan,nan,nan,-0.0181375,-0.0795503,-0.0238689,nan,-0.126526,0,-0.194055,-0.337025,nan,-0.650523,-0.317589,-0.4248,0.563939,0.332,-0.6744,-0.0228,0.0025,-0.5
3034,-50.9454,601.75,-0.0696161,0,0.333333,0.0986394,0.999674,0.282294,-0.0110398,2.4573,5.92593e-05,0.0108674,0.296956,13450.1,0.572788,0.340812,-0.4,0.25,30.0212,3.72818e+07,0.530371,0.0328604,0.358789,0.00158894,-0.570274,0.60175,-0.315987,nan,nan,nan,nan,-0.0262816,-0.12073,-0.0331694,nan,-0.178806,-0.000125,-0.279473,-0.463065,nan,-1.01202,-0.445863,-0.57075,0.730225,0.4625,-0.89,-0.03375,0.0484375,-0.5
3035,-56.7795,666.6,-0.0702616,0,0.416667,0.0974465,0.985764,0.297062,-0.0120949,2.45306,5.92593e-05,0.0168015,0.296829,12591.4,0.602239,0.373664,-0.4,0.25,30.9985,3.72941e+07,0.571872,0.0394325,0.382527,0.00162301,-0.618981,0.6666,-0.29806,nan,nan,nan,nan,-0.0217813,-0.101721,-0.0292846,nan,-0.196428,-0.0004,-0.311181,-0.533831,nan,-0.972586,-0.491859,-0.6435,0.854134,0.4188,-1.02,-0.0306,-0.00375,-0.5
3036,-58.8418,651.5,-0.0615302,0,0.166667,0.0961768,0.997149,0.240072,-0.0103222,2.4475,5.92593e-05,0.010739,0.296681,12862.6,0.57552,0.37981,-0.4,0.25,31.9555,3.73064e+07,0.455687,0.0407087,0.354626,0.00144005,-0.608636,0.6515,-0.252775,nan,nan,nan,nan,-0.0216629,-0.0990113,-0.02679,nan,-0.191995,-0.00075,-0.302886,-0.494734,nan,-1.06153,-0.480988,-0.65925,0.856079,0.374,-0.992,-0.0175,0.034375,-0.5
3037,-61.5604,674.5,-0.0593415,0,0.0833333,0.0953003,1.00142,0.285643,-0.010169,2.44064,5.92593e-05,0.011288,0.296491,13377.7,0.582645,0.335899,-0.4,0.25,32.8756,3.73187e+07,0.478543,0.0412143,0.383668,0.00176734,-0.647676,0.6745,-0.32575,nan,nan,nan,nan,-0.0253917,-0.114809,-0.0326989,nan,-0.201338,0,-0.310394,-0.557389,nan,-1.02525,-0.516915,-0.6915,0.870403,0.442,-1.018,-0.028,0.025,-0.5
3038,-69.0925,806.5,-0.0654684,0,0.166667,0.0961715,0.97545,0.33343,-0.0125956,2.43365,5.92593e-05,0.0117011,0.296366,12966.9,0.591098,0.356543,-0.4,0.25,33.8247,3.73309e+07,0.675062,0.0478097,0.487712,0.00164648,-0.761693,0.8065,-0.328975,nan,nan,nan,nan,-0.0267065,-0.127981,-0.0320606,nan,-0.237034,0,-0.377629,-0.673819,nan,-1.26813,-0.59232,-0.78,1.03724,0.451,-1.279,-0.0325,0.05625,-0.5
3039,-58.969,708.667,-0.0674422,0,0.25,0.0955809,0.982418,0.251357,-0.0111614,2.42987,5.92593e-05,0.0141441,0.296296,13950.6,0.597995,0.282828,-0.4,0.25,34.707,3.73432e+07,0.595391,0.0471007,0.412192,0.00185415,-0.65991,0.708667,-0.3412,nan,nan,nan,nan,-0.0227746,-0.100338,-0.034171,nan,-0.208768,-0.000666667,-0.331077,-0.539942,nan,-1.15539,-0.50854,-0.6465,0.943035,0.48,-1.06333,-0.0303333,0.00625,-0.5
3040,-66.2738,791.429,-0.0676322,0,0.291667,0.0958211,0.990114,0.322996,-0.0109325,2.4261,5.92593e-05,0.0120596,0.296162,13543.2,0.580701,0.326616,-0.4,0.25,35.6158,3.73555e+07,0.664294,0.0463823,0.426601,0.00200122,-0.737828,0.791429,-0.362529,nan,nan,nan,nan,-0.0267151,-0.122064,-0.0353101,nan,-0.231087,-0.000142857,-0.369573,-0.620595,nan,-1.17843,-0.565515,-0.795429,1.06189,0.487429,-1.22857,-0.036,0.0160714,-0.5
3041,-80.5517,967,-0.0632895,0,0.0833333,0.0987571,0.986108,0.341917,-0.011489,2.41966,5.92593e-05,0.0126161,0.295992,13822.9,0.559598,0.329362,-0.4,0.25,36.506,3.73678e+07,0.758226,0.0588856,0.539903,0.00222859,-0.901029,0.967,-0.41685,nan,nan,nan,nan,-0.0303415,-0.148945,-0.0411183,nan,-0.285942,0,-0.447767,-0.764462,nan,-1.76627,-0.710841,-0.888,1.24399,0.63,-1.41,-0.035,0.11875,-0.5
3042,-70.8734,996.71,-0.0736506,11.9583,0.25,0.0935852,0.974079,0.292113,-0.0115326,2.41314,5.92593e-05,0.0157707,0.295858,12453.7,0.605295,0.381399,-0.4,0.25,37.4942,3.73801e+07,0.813525,0.0607149,0.572361,0.00232706,-0.937327,0.99671,-0.453866,nan,nan,nan,nan,-0.0321654,-0.163499,-0.0463576,nan,-0.293794,-0.000105802,-0.463816,-0.773876,nan,-1.56571,-0.729579,-0.937823,1.31101,0.638171,-1.52158,-0.0458294,0.0317406,-0.5
3043,-38.7274,515.7,-0.0669355,0.166667,0.25,0.0962227,0.988598,0.315103,-0.0116902,2.40814,5.92593e-05,0.0128744,0.295748,11404.2,0.693359,0.384138,-0.4,0.25,38.5736,3.73924e+07,0.454217,0.0296135,0.294458,0.00108491,-0.477377,0.5157,-0.19524,nan,nan,nan,nan,-0.0160332,-0.0699623,-0.0200783,nan,-0.151762,-0.0001,-0.243195,-0.412512,nan,-0.733992,-0.374072,-0.4755,0.690931,0.2876,-0.7972,-0.0176,0.00125,-0.5
3044,-49.9405,639.625,-0.0715603,0.291667,0.375,0.098626,0.986883,0.284907,-0.0102989,2.40394,5.92593e-05,0.00753852,0.295652,11317.4,0.631776,0.453985,-0.4,0.25,39.661,3.74047e+07,0.546277,0.0370021,0.368642,0.00148109,-0.604473,0.639625,-0.287206,nan,nan,nan,nan,-0.0219936,-0.0994855,-0.0293205,nan,-0.18973,-0.00025,-0.296058,-0.505753,nan,-0.944105,-0.470664,-0.59325,0.842113,0.372,-0.98575,-0.02925,0.034375,-0.5
3045,-34.2448,346.7,-0.0687792,0.0416667,0.375,0.0959019,0.994004,0.264016,-0.0116897,2.39949,5.92593e-05,0.00864893,0.295523,12888.8,0.623152,0.330237,-0.4,0.25,40.6158,3.7417e+07,0.258717,0.0228805,0.191013,0.0011125,-0.325796,0.3467,-0.14758,nan,nan,nan,nan,-0.0123379,-0.0524417,-0.0159873,nan,-0.102712,0,-0.160518,-0.288051,nan,-0.546534,-0.255544,-0.3117,0.463339,0.2232,-0.54,-0.015,0.005,-0.5
3046,-32.1234,368.111,-0.0686224,0.0833333,0.291667,0.0960633,0.999174,0.232318,-0.0119361,2.39376,5.92593e-05,0.0100307,0.295386,13260.4,0.572595,0.354076,-0.4,0.25,41.5463,3.74292e+07,0.289822,0.0206952,0.22308,0.000962304,-0.35113,0.368111,-0.137678,nan,nan,nan,nan,-0.0137693,-0.0637347,-0.0148773,nan,-0.109732,-0.000666667,-0.170085,-0.297854,nan,-0.425812,-0.27895,-0.326333,0.47156,0.181778,-0.572444,-0.0157778,0.00555556,-0.5
3047,-40.0336,570.625,-0.0683737,0.333333,0.333333,0.0960207,0.995411,0.231924,-0.0112709,2.38787,5.92593e-05,0.0157724,0.295229,13716.1,0.565724,0.330157,-0.4,0.25,42.444,3.74415e+07,0.492729,0.0358996,0.323983,0.00149572,-0.537257,0.570625,-0.214131,nan,nan,nan,nan,-0.0162187,-0.0703732,-0.0219327,nan,-0.167841,0,-0.263717,-0.438952,nan,-0.705642,-0.413388,-0.529125,0.79523,0.302,-0.892,-0.02025,0.0171875,-0.5
3048,-49.2342,700.429,-0.0624887,0.375,0.208333,0.0934395,0.995836,0.252549,-0.0115761,2.3803,5.92593e-05,0.0102653,0.295012,12728.4,0.597215,0.368188,-0.4,0.25,43.4108,3.74538e+07,0.588815,0.0444223,0.398053,0.00166501,-0.662274,0.700429,-0.27735,nan,nan,nan,nan,-0.0212217,-0.10022,-0.0286898,nan,-0.20701,-0.000357143,-0.324039,-0.529458,nan,-0.956969,-0.515301,-0.632786,0.963584,0.368286,-1.096,-0.0252857,0.0285714,-0.5
3049,-35.4162,459.667,-0.0648559,0.0833333,0.291667,0.0960921,0.98518,0.27456,-0.0104762,2.37211,5.92593e-05,0.0141389,0.294859,12229.8,0.619086,0.38567,-0.4,0.25,44.4171,3.74661e+07,0.378048,0.0238787,0.25401,0.000991788,-0.435783,0.459667,-0.162978,nan,nan,nan,nan,-0.0145614,-0.0611712,-0.0170991,nan,-0.135673,-0.000111111,-0.21356,-0.362993,nan,-0.482095,-0.334103,-0.440333,0.637054,0.222222,-0.717333,-0.0188889,0.0388889,-0.5
