iteration,Train/mean_reward,Train/mean_episode_length,Train/mean_step_reward,Episode_Termination/time_out,Episode_Termination/fell_over,Metrics/twist/error_vel_xy,Metrics/twist/error_vel_yaw,Loss/value,Loss/surrogate,Loss/entropy,Loss/learning_rate,Loss/kl,Policy/mean_std,Perf/total_fps,Perf/collection_time,Perf/learning_time,Curriculum/action_rate_weight,Curriculum/standing_envs,time_s,env_steps,Episode_Reward/track_linear_velocity,Episode_Reward/track_angular_velocity,Episode_Reward/upright,Episode_Reward/pose,Episode_Reward/action_rate_l2
244,73.1645,765.875,0.0919041,0.208333,0.125,0.109012,0.344692,0.361198,-0.0102133,-15.585,1.5e-05,0.0119222,0.101804,11583.3,0.761041,0.299793,-1,0.2,294.773,2.99827e+06,1.12809,1.16217,1.45351,0.483179,-0.568724
245,67.4112,760,0.0920037,0.416667,0.208333,0.105764,0.336016,0.353717,-0.00911163,-15.5827,1.5e-05,0.012894,0.101817,11448.3,0.792819,0.280532,-1,0.2,295.847,3.01056e+06,1.08216,1.08371,1.43804,0.467113,-0.700462
246,64.1082,721.3,0.0900851,0.25,0.166667,0.108528,0.366346,0.404256,-0.010445,-15.5803,1.5e-05,0.0142522,0.101831,12542,0.69174,0.288009,-1,0.2,296.828,3.02285e+06,1.0388,0.952868,1.36955,0.460179,-0.615989
247,62.366,758.182,0.0920918,0.25,0.208333,0.107559,0.335983,0.188614,-0.0104446,-15.5781,1.5e-05,0.00914276,0.101841,12617.5,0.680066,0.293823,-1,0.2,297.804,3.03514e+06,1.00537,0.902994,1.44452,0.493556,-0.728141
248,91.6069,885.818,0.0915038,0.375,0.0833333,0.10841,0.350956,0.422826,-0.00816081,-15.5764,1.5e-05,0.0066048,0.101852,12495,0.689555,0.293878,-1,0.2,298.788,3.04742e+06,1.56395,1.46003,1.66454,0.504668,-0.612852
249,68.6664,788.769,0.0917053,0.375,0.166667,0.108425,0.34932,0.310543,-0.00856746,-15.5744,1.5e-05,0.0121376,0.101862,12168.2,0.727352,0.282497,-1,0.2,299.799,3.05971e+06,1.08836,1.02561,1.49841,0.504817,-0.683881
250,72.0747,828.458,0.0891095,0.75,0.25,0.111397,0.378726,0.376827,-0.0108431,-15.5728,1.5e-05,0.0123331,0.101872,11505.5,0.779467,0.28854,-1,0.2,300.869,3.072e+06,1.20596,1.01683,1.5736,0.533692,-0.726353
251,88.0897,878.842,0.0899243,0.583333,0.208333,0.111036,0.372383,0.395181,-0.010482,-15.5708,2.25e-05,0.00339232,0.101885,11775.9,0.739208,0.304275,-1,0.2,301.913,3.08429e+06,1.46814,1.35825,1.64744,0.498275,-0.567619
252,78.3781,855.632,0.0904192,0.583333,0.208333,0.113047,0.372075,0.292795,-0.00992463,-15.568,2.25e-05,0.0170841,0.101901,11992.9,0.737639,0.286967,-1,0.2,302.939,3.09658e+06,1.2531,1.23099,1.61949,0.527228,-0.711905
253,77.3167,843.895,0.0891266,0.583333,0.208333,0.112465,0.393731,0.455375,-0.0104225,-15.5655,1.5e-05,0.0206322,0.101917,11802.9,0.756688,0.284414,-1,0.2,303.982,3.10886e+06,1.2756,1.18449,1.60349,0.528748,-0.726487
254,61.0395,711.222,0.0893765,0.458333,0.291667,0.113939,0.374278,0.333983,-0.00978542,-15.5629,1.5e-05,0.0119751,0.101928,12181.2,0.71794,0.290829,-1,0.2,304.992,3.12115e+06,1.01671,0.937676,1.34669,0.438678,-0.68778
255,77.8911,829.417,0.0892445,0.375,0.125,0.113373,0.406594,0.410837,-0.00968059,-15.561,1.5e-05,0.0129946,0.101938,11742.6,0.753899,0.292548,-1,0.2,306.039,3.13344e+06,1.3114,1.10585,1.56759,0.517442,-0.607722
256,80.6479,850.188,0.0895492,0.458333,0.208333,0.113587,0.375155,0.369607,-0.00967859,-15.5594,1.5e-05,0.019664,0.101947,11771.9,0.760133,0.283707,-1,0.2,307.085,3.14573e+06,1.2738,1.2593,1.60576,0.534224,-0.64069
257,75.1923,822.778,0.0894559,0.541667,0.208333,0.113524,0.408178,0.456214,-0.0101703,-15.5577,1.5e-05,0.0107403,0.101958,11860.3,0.742832,0.293228,-1,0.2,308.122,3.15802e+06,1.17454,1.16404,1.55321,0.507662,-0.63983
258,61.1844,683.333,0.0896543,0.541667,0.333333,0.113465,0.384193,0.244376,-0.00854798,-15.5557,1.5e-05,0.019904,0.101969,11735.1,0.75982,0.287297,-1,0.2,309.171,3.1703e+06,1.00184,0.926808,1.29365,0.423747,-0.586825
259,79.6866,911.412,0.0913707,0.625,0.0833333,0.112251,0.36698,0.303625,-0.0088674,-15.5539,1.5e-05,0.0146574,0.101979,12156.1,0.71941,0.291442,-1,0.2,310.183,3.18259e+06,1.2,1.21863,1.73438,0.580873,-0.749547
260,87.4688,904.118,0.0917911,0.583333,0.125,0.11044,0.370415,0.341091,-0.00978932,-15.5523,1.5e-05,0.0141164,0.101986,12118.2,0.72291,0.291105,-1,0.2,311.198,3.19488e+06,1.4722,1.21523,1.7056,0.538096,-0.557686
261,56.6613,650.929,0.0892975,0.291667,0.291667,0.114109,0.392157,0.363956,-0.0109666,-15.5507,1.5e-05,0.00820002,0.101998,11787.7,0.748356,0.294083,-1,0.2,312.242,3.20717e+06,0.932366,0.824805,1.23056,0.399205,-0.553874
262,81.4517,904.375,0.0891241,0.458333,0.208333,0.113714,0.413092,0.504438,-0.0110204,-15.5484,1.5e-05,0.0095359,0.102011,11883,0.752466,0.281615,-1,0.2,313.277,3.21946e+06,1.3084,1.25516,1.71303,0.556461,-0.760469
263,67.0056,734.762,0.0899935,0.5,0.375,0.114663,0.381008,0.264372,-0.0103355,-15.5463,1.5e-05,0.0158215,0.102022,11600.9,0.77446,0.284767,-1,0.2,314.338,3.23174e+06,1.10454,0.979346,1.38963,0.449948,-0.573186
264,80.4619,873.111,0.0906977,0.208333,0.166667,0.113275,0.382124,0.314994,-0.00922549,-15.5444,1.5e-05,0.0105746,0.102032,12339.7,0.693359,0.302452,-1,0.2,315.335,3.24403e+06,1.32902,1.23747,1.65067,0.535169,-0.729232
265,85.1972,895.154,0.0906029,0.458333,0.0833333,0.113269,0.38365,0.500598,-0.010041,-15.5427,1.5e-05,0.0104341,0.102043,11850.5,0.753962,0.28296,-1,0.2,316.373,3.25632e+06,1.49397,1.08363,1.68167,0.521024,-0.520433
266,65.0578,731.062,0.0893299,0.416667,0.25,0.115819,0.400122,0.36146,-0.0101398,-15.5404,1.5e-05,0.00848631,0.102059,12060.3,0.733776,0.285101,-1,0.2,317.393,3.26861e+06,1.07708,0.89083,1.37707,0.441951,-0.534048
267,58.1427,679.6,0.0902453,0.333333,0.291667,0.114999,0.392254,0.290093,-0.00882838,-15.5376,1.5e-05,0.0100032,0.102072,11895.8,0.746007,0.286965,-1,0.2,318.427,3.2809e+06,0.948626,0.848371,1.28521,0.405527,-0.580599
268,63.5557,708.688,0.0906282,0.375,0.291667,0.114204,0.399546,0.372444,-0.00880719,-15.5354,1.5e-05,0.010404,0.102087,11756.2,0.757318,0.287919,-1,0.2,319.474,3.29318e+06,1.02646,0.968388,1.34266,0.422644,-0.582372
269,74.4703,799.3,0.0891991,0.541667,0.291667,0.114525,0.4277,0.482794,-0.00936292,-15.5331,1.5e-05,0.0173432,0.102096,11357.7,0.796113,0.285797,-1,0.2,320.557,3.30547e+06,1.24805,1.08725,1.50789,0.472961,-0.59264
270,67.0933,745.933,0.0903025,0.416667,0.208333,0.116379,0.382211,0.24995,-0.00900812,-15.5316,1.5e-05,0.0173294,0.102105,12107,0.723035,0.291914,-1,0.2,321.573,3.31776e+06,1.10456,0.822129,1.40469,0.464907,-0.441619
271,65.1697,770.2,0.0906552,0.541667,0.291667,0.115897,0.390216,0.348936,-0.0093742,-15.53,1.5e-05,0.0147679,0.102113,11445.7,0.764805,0.308785,-1,0.2,322.648,3.33005e+06,0.970644,0.942514,1.45966,0.481136,-0.595467
272,73.4773,827.615,0.0909306,0.375,0.166667,0.114261,0.368631,0.421327,-0.00943202,-15.5286,1.5e-05,0.0128695,0.102121,12017,0.735448,0.287105,-1,0.2,323.672,3.34234e+06,1.24495,0.977114,1.56503,0.502502,-0.615731
273,75.8936,753.5,0.0894044,0.208333,0.125,0.116487,0.387184,0.492957,-0.0103208,-15.527,1e-05,0.0209252,0.102132,12380.1,0.707145,0.285418,-1,0.2,324.666,3.35462e+06,1.29406,1.10219,1.41103,0.417293,-0.429889
274,59.8507,651.333,0.0900239,0.458333,0.416667,0.114192,0.396721,0.321139,-0.00845225,-15.5253,1e-05,0.00662368,0.10214,11676.3,0.748345,0.304043,-1,0.2,325.719,3.36691e+06,0.996727,0.860997,1.22421,0.384344,-0.473743
275,66.6085,714.308,0.0918933,0.291667,0.25,0.114059,0.365305,0.254698,-0.00697462,-15.524,1e-05,0.00622537,0.102146,12043.6,0.728331,0.291963,-1,0.2,326.741,3.3792e+06,1.19081,0.936284,1.34176,0.402103,-0.540529
276,85.7607,895.846,0.0912108,0.458333,0.0833333,0.113843,0.376571,0.231869,-0.00911661,-15.523,1e-05,0.0120416,0.10215,11856.5,0.749444,0.286952,-1,0.2,327.778,3.39149e+06,1.40414,1.21533,1.6808,0.499519,-0.511752
277,69.061,743.538,0.0915735,0.375,0.166667,0.114692,0.365993,0.286468,-0.00754662,-15.5224,1e-05,0.00915377,0.102155,12202.2,0.71644,0.29059,-1,0.2,328.787,3.40378e+06,1.20917,0.913931,1.39057,0.405392,-0.466006
278,57.4287,722.467,0.0910232,0.375,0.25,0.115075,0.376735,0.174835,-0.00879726,-15.5214,1e-05,0.0112596,0.10216,11890,0.748795,0.284679,-1,0.2,329.821,3.41606e+06,0.836764,0.810045,1.37358,0.45082,-0.599776
279,78.1034,883,0.0915593,0.458333,0.0833333,0.114036,0.367942,0.325612,-0.00867766,-15.5207,1e-05,0.0118391,0.102164,11960.6,0.739428,0.287946,-1,0.2,330.85,3.42835e+06,1.26519,1.00456,1.66718,0.541682,-0.573446
280,68.8094,784.947,0.0914329,0.583333,0.208333,0.113942,0.3668,0.329722,-0.00972575,-15.5198,1e-05,0.0132121,0.102171,11699.9,0.766968,0.283293,-1,0.2,331.901,3.44064e+06,1.03381,1.00394,1.47215,0.447893,-0.51732
281,69.0518,789.765,0.0913683,0.541667,0.166667,0.11503,0.362847,0.212097,-0.00971302,-15.5186,1e-05,0.00800335,0.102177,12016.9,0.714732,0.307827,-1,0.2,332.925,3.45293e+06,1.20272,0.805706,1.48846,0.45834,-0.502634
282,91.189,882.875,0.0918378,0.583333,0.0833333,0.115185,0.345179,0.15171,-0.00869393,-15.5175,1e-05,0.00807582,0.102184,9711.85,0.837024,0.428235,-1,0.2,334.192,3.46522e+06,1.49719,1.41443,1.64137,0.457648,-0.451194
283,76.1389,878.789,0.0910261,0.625,0.166667,0.117076,0.375523,0.238864,-0.00869409,-15.5163,1e-05,0.00854058,0.102189,7446.96,1.12656,0.52351,-1,0.2,335.843,3.4775e+06,1.21461,0.961117,1.66098,0.512054,-0.541815
284,86.3693,901.933,0.0905935,0.5,0.125,0.11741,0.364881,0.231136,-0.00874558,-15.5154,1e-05,0.00826572,0.102194,8633.54,1.04144,0.381842,-1,0.2,337.268,3.48979e+06,1.32657,1.33236,1.6886,0.502864,-0.531932
285,49.3658,612,0.0914254,0.208333,0.208333,0.115773,0.370675,0.180196,-0.00783845,-15.5146,1e-05,0.0120928,0.102199,9867.2,0.889886,0.355452,-1,0.2,338.515,3.50208e+06,0.782099,0.64475,1.14873,0.356215,-0.463509
286,80.5237,851.909,0.0913695,0.375,0.0833333,0.115176,0.36231,0.16196,-0.00813587,-15.5136,1e-05,0.00695582,0.102207,11577.3,0.77407,0.287314,-1,0.2,339.578,3.51437e+06,1.40975,1.13301,1.5923,0.45648,-0.565354
287,75.826,868.571,0.0917774,0.25,0.0416667,0.115378,0.355874,0.146499,-0.00865052,-15.512,1e-05,0.0150944,0.102215,10159.7,0.771678,0.437809,-1,0.2,340.789,3.52666e+06,1.14227,1.00626,1.62776,0.502614,-0.487612
288,82.8485,923.545,0.0915461,0.416667,0.0416667,0.115085,0.371169,0.257362,-0.00765415,-15.5105,1e-05,0.00849407,0.102225,8482.12,1.03854,0.410151,-1,0.2,342.239,3.53894e+06,1.13213,1.20347,1.73736,0.560116,-0.490651
289,58.7921,709.286,0.0907937,0.166667,0.125,0.116002,0.364228,0.173973,-0.00907169,-15.509,1e-05,0.0114321,0.102232,8847.01,1.00882,0.380124,-1,0.2,343.629,3.55123e+06,1.07244,0.564441,1.33028,0.39749,-0.425039
290,66.1193,769.545,0.0905082,0.333333,0.125,0.116,0.387826,0.266394,-0.00820159,-15.5079,1e-05,0.00634761,0.102237,9050.62,0.92644,0.431257,-1,0.2,344.988,3.56352e+06,0.94373,0.9934,1.44973,0.458414,-0.539309
291,67.4613,746.143,0.0900894,0.375,0.208333,0.11675,0.394708,0.257608,-0.00780355,-15.5068,1e-05,0.0104264,0.102244,8372.97,1.05486,0.412723,-1,0.2,346.457,3.57581e+06,0.981162,1.03207,1.40813,0.436818,-0.485112
292,72.3806,766.895,0.0915537,0.541667,0.25,0.115051,0.367828,0.247368,-0.00752569,-15.5057,1e-05,0.00779209,0.10225,8642.64,1.06719,0.354596,-1,0.2,347.881,3.5881e+06,1.22765,0.940467,1.44273,0.432227,-0.424046
293,81.4589,899.318,0.0910842,0.791667,0.125,0.116024,0.37515,0.246974,-0.00821437,-15.5046,1e-05,0.0136845,0.102256,8299.84,1.03758,0.442927,-1,0.2,349.362,3.60038e+06,1.2133,1.05766,1.69899,0.54661,-0.443606
294,65.7533,850.267,0.0905514,0.458333,0.166667,0.115115,0.384216,0.270476,-0.00878776,-15.5035,1e-05,0.0104687,0.102263,8324.75,1.06018,0.415901,-1,0.2,350.84,3.61267e+06,0.976992,0.796196,1.60921,0.536798,-0.631535
295,72.0524,854.727,0.091396,0.75,0.166667,0.113518,0.381476,0.205315,-0.00814312,-15.5024,1e-05,0.00961,0.102269,9016.8,0.993708,0.369082,-1,0.2,352.205,3.62496e+06,1.23725,0.801281,1.60214,0.471882,-0.50994
296,75.521,757.636,0.0920187,0.291667,0.166667,0.114454,0.362677,0.133866,-0.00790024,-15.5012,1e-05,0.0103268,0.102276,10954.1,0.820693,0.301076,-1,0.2,353.328,3.63725e+06,1.25152,1.15449,1.4092,0.388863,-0.42802
297,94.0661,943.308,0.0920061,0.5,0.0416667,0.115031,0.362614,0.19998,-0.00679918,-15.5001,1e-05,0.00780677,0.102283,11555.2,0.782232,0.281189,-1,0.2,354.392,3.64954e+06,1.41695,1.4364,1.75519,0.514585,-0.41982
298,71.9972,760.6,0.0908886,0.458333,0.166667,0.115056,0.372863,0.133143,-0.0089053,-15.4987,1e-05,0.0136624,0.102291,10523.9,0.765694,0.40193,-1,0.2,355.561,3.66182e+06,1.05033,1.13303,1.41752,0.428794,-0.429807
299,94.7999,973.81,0.0916249,0.833333,0.0416667,0.116489,0.364281,0.171974,-0.00910139,-15.4974,1e-05,0.0121905,0.102297,8148.14,1.0393,0.468771,-1,0.2,357.071,3.67411e+06,1.50761,1.30489,1.82519,0.531376,-0.429075
300,75.6367,855.944,0.0907237,0.583333,0.166667,0.116915,0.378349,0.220296,-0.0094363,-15.4962,1e-05,0.00741134,0.102306,8554.13,1.04391,0.39259,-1,0.2,358.509,3.6864e+06,1.14866,1.02016,1.60185,0.482707,-0.47154
301,74.544,843.438,0.0892245,0.541667,0.125,0.118173,0.398659,0.230689,-0.00997246,-15.4947,1e-05,0.00819958,0.102313,8465.04,1.03793,0.413689,-1,0.2,361.424,3.69869e+06,1.19819,0.942555,1.57679,0.463006,-0.453347
302,62.8848,738.286,0.0908348,0.416667,0.166667,0.117173,0.389027,0.209053,-0.00757645,-15.4934,1e-05,0.014665,0.102321,8729.05,0.994663,0.41305,-1,0.2,362.834,3.71098e+06,1.03157,0.726083,1.3827,0.404078,-0.400193
303,68.9433,728.75,0.089747,0.458333,0.208333,0.118561,0.391659,0.169587,-0.00959471,-15.4921,1e-05,0.00888369,0.102327,8529.72,1.03935,0.40126,-1,0.2,364.276,3.72326e+06,1.17472,0.893304,1.35523,0.392209,-0.368289
304,87.7539,918.083,0.0913013,0.416667,0.0833333,0.117711,0.370708,0.124918,-0.00855819,-15.4911,1e-05,0.0110272,0.102332,7788.93,1.05317,0.524452,-1,0.2,365.855,3.73555e+06,1.30281,1.36809,1.72026,0.511551,-0.515021
305,84.1875,880.267,0.0903088,0.541667,0.0833333,0.119189,0.399213,0.271227,-0.00779183,-15.49,1e-05,0.00895332,0.102342,7918.86,1.14413,0.407612,-1,0.2,367.408,3.74784e+06,1.38711,1.18634,1.63823,0.453841,-0.456151
306,73.8495,796.667,0.0898356,0.458333,0.166667,0.120171,0.395705,0.172197,-0.00731669,-15.4882,1e-05,0.0075976,0.102351,7660.09,1.12822,0.47594,-1,0.2,369.014,3.76013e+06,1.15316,1.04506,1.49626,0.434134,-0.436143
307,79.2496,831.917,0.0900843,0.375,0.125,0.120162,0.401326,0.175966,-0.00857695,-15.4868,1e-05,0.0110354,0.102357,7783.67,1.13735,0.441344,-1,0.2,370.595,3.77242e+06,1.17614,1.22331,1.55321,0.440515,-0.430696
308,79.1789,799.438,0.0897179,0.5,0.166667,0.122008,0.410922,0.22529,-0.00774628,-15.486,1e-05,0.014122,0.102362,9050.11,1.02242,0.335356,-1,0.2,371.954,3.7847e+06,1.27889,1.20149,1.49034,0.415582,-0.427364
309,66.7231,751.714,0.0892181,0.416667,0.166667,0.123452,0.40762,0.092008,-0.00878855,-15.4851,1e-05,0.0140138,0.102367,8923.34,0.979327,0.397736,-1,0.2,373.332,3.79699e+06,1.02836,0.855518,1.40911,0.417896,-0.374725
310,79.1737,847.182,0.0903189,0.375,0.0833333,0.122345,0.394029,0.143825,-0.00843465,-15.4841,1e-05,0.00942273,0.102374,7442.38,1.20807,0.443012,-1,0.2,374.985,3.80928e+06,1.25813,1.11274,1.57744,0.43935,-0.428973
311,82.2106,913.591,0.0903516,0.833333,0.0833333,0.12153,0.390958,0.0967117,-0.00800146,-15.4828,1e-05,0.00822379,0.102381,8287.55,1.09339,0.389314,-1,0.2,376.469,3.82157e+06,1.04112,1.23153,1.7126,0.522962,-0.397681
312,93.6303,1000,0.0903667,0.416667,0,0.121062,0.397375,0.133548,-0.00854336,-15.4814,1e-05,0.00723704,0.102388,8797.06,0.959405,0.437425,-1,0.2,377.867,3.83386e+06,1.34257,1.32409,1.87284,0.562475,-0.420457
313,78.5824,883.133,0.0903031,0.541667,0.0833333,0.120932,0.400445,0.180074,-0.00929182,-15.4804,1e-05,0.0129855,0.102394,7819.11,1.1002,0.471332,-1,0.2,379.44,3.84614e+06,1.21448,0.974673,1.65457,0.501597,-0.416208
314,83.309,829.133,0.0887339,0.5,0.125,0.123314,0.421854,0.168021,-0.00842562,-15.4794,1e-05,0.0106498,0.1024,8071.8,1.09878,0.423561,-1,0.2,380.964,3.85843e+06,1.39254,1.26591,1.53179,0.390352,-0.415142
315,68.3877,756.364,0.0894901,0.333333,0.125,0.122456,0.401884,0.079919,-0.00692076,-15.4784,1e-05,0.0156851,0.102406,7941.88,1.0975,0.449743,-1,0.2,382.513,3.87072e+06,1.12653,0.956902,1.41311,0.394272,-0.471424
316,99.2631,956.682,0.0901459,0.875,0.0416667,0.122882,0.40432,0.0890337,-0.00823124,-15.4774,1e-05,0.00880883,0.10241,7116.84,1.25016,0.476445,-1,0.2,384.242,3.88301e+06,1.58925,1.54945,1.77423,0.463509,-0.413294
317,83.404,869.571,0.0898696,0.25,0.0416667,0.124074,0.400752,0.0849939,-0.00775175,-15.4769,1e-05,0.0170539,0.102412,8032.95,1.11129,0.418414,-1,0.2,385.773,3.8953e+06,0.97908,1.41099,1.622,0.542543,-0.384415
318,84.8757,913.818,0.0889345,0.416667,0.0416667,0.125295,0.413275,0.150822,-0.00576961,-15.4763,1e-05,0.00959028,0.102416,8710.16,1.02436,0.386404,-1,0.2,387.186,3.90758e+06,1.37331,1.09016,1.70646,0.4712,-0.397349
319,76.0545,864.538,0.0892685,0.458333,0.0833333,0.125016,0.402469,0.0828876,-0.00874401,-15.4754,1e-05,0.0106593,0.102422,8706.39,1.0039,0.407478,-1,0.2,388.598,3.91987e+06,1.31661,0.836332,1.62158,0.463932,-0.43573
320,86.0411,945.5,0.0894074,0.541667,0.0416667,0.125617,0.41197,0.0654141,-0.00812758,-15.4743,1e-05,0.00894668,0.102429,7673.1,1.12901,0.472429,-1,0.2,390.201,3.93216e+06,1.40219,1.06836,1.76945,0.495488,-0.433424
321,75.3252,918.455,0.0891812,0.416667,0.0416667,0.127204,0.407807,0.0887499,-0.00781353,-15.4731,1e-05,0.00667697,0.102435,8282.27,1.12301,0.360638,-1,0.2,391.687,3.94445e+06,1.13935,0.825092,1.72155,0.505894,-0.425623
322,95.2908,998.3,0.0896022,0.375,0.0416667,0.127442,0.396398,0.0537352,-0.00726704,-15.4723,1e-05,0.00655863,0.102439,8802.14,1.00362,0.392406,-1,0.2,393.084,3.95674e+06,1.4799,1.43298,1.86326,0.53654,-0.548145
323,82.374,1000,0.0898101,0.583333,0,0.126691,0.393387,0.0475196,-0.00743547,-15.4717,1e-05,0.0139302,0.102441,7620.47,1.16404,0.448463,-1,0.2,394.698,3.96902e+06,1.25768,0.85436,1.8766,0.551436,-0.421382
324,89.7986,1000,0.0895958,0.5,0,0.126789,0.398059,0.0682225,-0.00668489,-15.4713,1e-05,0.0115078,0.102444,7588.83,1.26555,0.35367,-1,0.2,396.318,3.98131e+06,1.3456,1.18985,1.86903,0.534586,-0.449135
325,89.8616,1000,0.0892181,0.708333,0,0.126859,0.413009,0.146214,-0.00871385,-15.4705,1e-05,0.0130429,0.102452,7933.63,1.15261,0.396237,-1,0.2,397.869,3.9936e+06,1.44805,1.05041,1.8728,0.549439,-0.427628
326,68.6816,731.615,0.0881329,0.375,0.166667,0.127607,0.409475,0.08316,-0.00847803,-15.4691,1e-05,0.0126734,0.102458,8452.49,1.0461,0.407675,-1,0.2,399.324,4.00589e+06,1.17872,0.904399,1.36674,0.373672,-0.389451
327,74.7002,834,0.0890532,0.375,0.0833333,0.127562,0.406659,0.065738,-0.00668838,-15.4683,1e-05,0.0109191,0.102462,9117.79,0.978265,0.36943,-1,0.2,400.673,4.01818e+06,1.13535,1.00045,1.56909,0.456371,-0.426243
328,85.309,918.1,0.0890675,0.375,0.0416667,0.127409,0.404056,0.103606,-0.00713664,-15.4675,1e-05,0.0101211,0.102467,10530.1,0.87225,0.294685,-1,0.2,401.842,4.03046e+06,1.50921,1.00834,1.70178,0.472054,-0.425936
329,78.488,839.667,0.0895338,0.208333,0.0416667,0.127379,0.397582,0.0506787,-0.00893859,-15.4667,1e-05,0.0117616,0.10247,11508.5,0.765457,0.302278,-1,0.2,402.911,4.04275e+06,1.25385,1.03524,1.55618,0.443417,-0.364296
330,92.1399,1000,0.0898819,0.375,0,0.127068,0.389678,0.0375283,-0.00568307,-15.4664,1e-05,0.00648713,0.102471,11454.7,0.774679,0.298065,-1,0.2,403.985,4.05504e+06,1.39793,1.27952,1.86608,0.512025,-0.448556
331,83.2739,1000,0.0898189,0.333333,0,0.126775,0.390707,0.0404343,-0.00767683,-15.4661,1e-05,0.0126854,0.102474,10920.8,0.818754,0.306442,-1,0.2,405.111,4.06733e+06,0.987228,1.16144,1.87475,0.576308,-0.436032
332,92.6739,1000,0.089785,0.416667,0,0.126905,0.393274,0.0828215,-0.00747533,-15.4655,1e-05,0.0102728,0.102478,10506.8,0.878372,0.291151,-1,0.2,406.282,4.07962e+06,1.17079,1.45012,1.88455,0.549567,-0.421332
333,83.9908,888,0.0888377,0.583333,0.0833333,0.127296,0.403996,0.0664001,-0.00724552,-15.4643,1e-05,0.00815939,0.102486,10570.4,0.843269,0.319226,-1,0.2,407.446,4.0919e+06,1.34744,1.14018,1.64817,0.459482,-0.395736
334,80.4782,931.929,0.0890971,0.541667,0.0416667,0.128147,0.404167,0.0809134,-0.00760772,-15.463,1e-05,0.0114309,0.102492,10814.7,0.844259,0.291972,-1,0.2,408.583,4.10419e+06,1.18431,1.01785,1.75346,0.5025,-0.434207
335,82.6006,947.824,0.0893965,0.666667,0.0416667,0.128127,0.38909,0.0451172,-0.00526529,-15.4621,1e-05,0.00942228,0.102497,10978.6,0.820579,0.298686,-1,0.2,409.704,4.11648e+06,1.40291,0.90653,1.77393,0.477506,-0.430843
336,96.946,1000,0.089418,0.708333,0,0.130052,0.390063,0.0519082,-0.00340363,-15.4613,1e-05,0.00962514,0.102501,11044,0.823804,0.288841,-1,0.2,410.818,4.12877e+06,1.49944,1.3796,1.86447,0.518313,-0.414523
337,89.3752,1000,0.0889739,0.625,0,0.1311,0.399278,0.10341,-0.000945364,-15.4605,1e-05,0.0235282,0.102508,10787,0.861107,0.27804,-1,0.2,411.958,4.14106e+06,1.38916,1.11687,1.87587,0.526937,-0.440071
338,73.264,845,0.0884858,0.416667,0.0833333,0.132157,0.406324,0.109825,-0.0029828,-15.4592,1e-05,0.025751,0.102515,11322.4,0.795825,0.289458,-1,0.2,413.045,4.15334e+06,1.14042,0.863115,1.5814,0.455382,-0.377111
339,88.3091,933.571,0.0887497,0.541667,0.0416667,0.133435,0.39673,0.0824868,-0.000907615,-15.4579,1e-05,0.00939366,0.102522,11384.5,0.792143,0.287215,-1,0.2,414.125,4.16563e+06,1.34101,1.25555,1.74347,0.485148,-0.409726
340,80.4598,931.5,0.0886113,0.541667,0.0416667,0.134309,0.398438,0.0375283,-0.00676527,-15.4569,1.5e-05,0.00462298,0.102526,10873.2,0.832508,0.297613,-1,0.2,415.257,4.17792e+06,1.18752,0.978617,1.74006,0.510763,-0.393972
341,88.5116,1000,0.0885071,0.666667,0,0.135433,0.396549,0.0690081,-0.00644287,-15.4561,1.5e-05,0.005441,0.102533,10365.9,0.894055,0.29137,-1,0.2,416.443,4.19021e+06,1.39929,1.03545,1.87682,0.532613,-0.418604
342,83.372,943.353,0.0883545,0.666667,0.0416667,0.136253,0.396565,0.0786154,-0.00827934,-15.455,1.5e-05,0.0127458,0.102537,11223.5,0.827038,0.267804,-1,0.2,417.539,4.2025e+06,1.33604,0.9661,1.77099,0.491683,-0.396215
343,84.3899,931.857,0.0886635,0.541667,0.0416667,0.136354,0.391191,0.0601878,-0.00753317,-15.4541,1.5e-05,0.017313,0.102544,11397,0.802854,0.275322,-1,0.2,418.619,4.21478e+06,1.3634,0.992397,1.75021,0.508543,-0.395049
344,83.4574,921.167,0.0886961,0.458333,0.0416667,0.135871,0.389813,0.0348235,-0.00673514,-15.4528,1.5e-05,0.0130007,0.102551,11741.2,0.76324,0.283332,-1,0.2,419.666,4.22707e+06,1.12449,1.21256,1.73459,0.507944,-0.40671
345,81.8228,1000,0.0887569,0.583333,0,0.136037,0.392943,0.0661124,-0.00557728,-15.4517,1.5e-05,0.00879572,0.102558,11360,0.793468,0.288224,-1,0.2,420.749,4.23936e+06,1.11795,0.959282,1.88388,0.558299,-0.428272
346,85.0991,1000,0.0887781,0.416667,0,0.136407,0.387589,0.053395,-0.00502716,-15.4505,1.5e-05,0.0134607,0.102565,11750.3,0.761995,0.283766,-1,0.2,421.796,4.25165e+06,1.31846,0.91477,1.8765,0.559091,-0.41387
347,86.841,1000,0.088912,0.458333,0,0.136354,0.383356,0.0439175,-0.00331023,-15.4493,1.5e-05,0.0168606,0.10257,11009.9,0.804954,0.311131,-1,0.2,422.914,4.26394e+06,1.44032,0.931406,1.87525,0.530389,-0.435309
348,91.7937,1000,0.0888675,0.583333,0,0.136515,0.381973,0.0382238,-0.00526711,-15.4485,1e-05,0.0262099,0.102575,10932.9,0.838017,0.285928,-1,0.2,424.039,4.27622e+06,1.34169,1.24897,1.86897,0.541813,-0.411766
