iteration,Train/mean_reward,Train/mean_episode_length,Train/mean_step_reward,Episode_Termination/time_out,Episode_Termination/fell_over,Metrics/twist/error_vel_xy,Metrics/twist/error_vel_yaw,Loss/value,Loss/surrogate,Loss/entropy,Loss/learning_rate,Loss/kl,Policy/mean_std,Perf/total_fps,Perf/collection_time,Perf/learning_time,Curriculum/action_rate_weight,Curriculum/standing_envs,time_s,env_steps,Episode_Reward/track_linear_velocity,Episode_Reward/track_angular_velocity,Episode_Reward/upright,Episode_Reward/pose,Episode_Reward/action_rate_l2
488,72.31,887.875,0.0771778,0.583333,0.0833333,0.141701,0.441381,0.212427,-0.00804614,-15.3138,1e-05,0.00790954,0.103347,13347.8,0.668806,0.251795,-1,0.2,609.783,5.99654e+06,1.17675,1.01926,1.58542,0.264052,-0.429993
489,77.1963,928.462,0.0767131,0.5,0.0416667,0.141475,0.454322,0.271299,-0.00831589,-15.3125,1e-05,0.0144021,0.103355,13622.7,0.645396,0.256631,-1,0.2,610.687,6.00883e+06,1.28954,1.0303,1.66591,0.291755,-0.417685
490,47.3207,643.154,0.0749922,0.333333,0.208333,0.145084,0.455552,0.288558,-0.00780535,-15.3112,1e-05,0.00598904,0.103362,13354.8,0.667165,0.252955,-1,0.2,611.608,6.02112e+06,0.820577,0.582835,1.15508,0.200433,-0.392887
491,70.8011,890.053,0.0759446,0.666667,0.125,0.14344,0.456951,0.248831,-0.0069038,-15.3102,1e-05,0.0144633,0.103367,12614.1,0.715319,0.258832,-1,0.2,612.584,6.03341e+06,1.15648,0.955453,1.58396,0.27202,-0.427852
492,53.2929,736.071,0.0752804,0.416667,0.166667,0.143853,0.450235,0.239383,-0.00839495,-15.3091,1e-05,0.011533,0.103374,13590.3,0.652046,0.252128,-1,0.2,613.489,6.0457e+06,0.970627,0.552407,1.31992,0.223155,-0.401466
493,61.1057,829.818,0.0774474,0.375,0.0833333,0.14201,0.439619,0.17618,-0.00885486,-15.308,1e-05,0.0120499,0.10338,14091.9,0.615257,0.256732,-1,0.2,614.362,6.05798e+06,0.77216,0.91249,1.48526,0.259816,-0.37444
494,66.3973,850.333,0.0762897,0.416667,0.0833333,0.141093,0.444999,0.311599,-0.00790129,-15.3069,1e-05,0.0104038,0.103388,13654,0.645148,0.254805,-1,0.2,615.263,6.07027e+06,0.908908,1.08309,1.51087,0.254915,-0.437919
495,55.9261,753.357,0.0769783,0.416667,0.166667,0.139441,0.443888,0.300932,-0.00720132,-15.3054,1e-05,0.0153709,0.103396,13123.1,0.680043,0.256322,-1,0.2,616.201,6.08256e+06,0.879693,0.812928,1.34311,0.229589,-0.46902
496,63.5813,854.25,0.0768531,0.25,0.0833333,0.140508,0.439258,0.271857,-0.00779521,-15.3043,1e-05,0.00817588,0.1034,14202.6,0.605819,0.259377,-1,0.2,617.067,6.09485e+06,1.11543,0.686966,1.52745,0.274123,-0.424906
497,49.9844,650.385,0.0766732,0.333333,0.208333,0.139513,0.437196,0.177674,-0.00853792,-15.3034,1e-05,0.0113601,0.103407,13656.3,0.641828,0.257974,-1,0.2,617.968,6.10714e+06,0.862672,0.683267,1.15942,0.190949,-0.397092
498,80.7827,928.769,0.0780401,0.5,0.0416667,0.138626,0.435819,0.218312,-0.00701526,-15.3021,1e-05,0.0208984,0.103415,13623.8,0.643776,0.258173,-1,0.2,618.872,6.11942e+06,1.46721,1.07398,1.64692,0.255405,-0.404382
499,74.5219,860.923,0.076108,0.458333,0.0833333,0.140307,0.439586,0.392679,-0.00681358,-15.3009,1.5e-05,0.00439028,0.103421,13465.8,0.658886,0.253648,-1,0.2,619.785,6.13171e+06,1.33706,1.0512,1.52114,0.238184,-0.421497
500,57.8801,771.958,0.0752114,0.75,0.25,0.142633,0.440727,0.266244,-0.00877263,-15.2997,1.5e-05,0.0152329,0.103428,12990.4,0.693447,0.252481,-1,0.2,620.732,6.144e+06,0.899513,0.820504,1.36936,0.21934,-0.41471
501,75.6275,972.143,0.0769225,0.541667,0.0416667,0.141907,0.441966,0.236212,-0.0071284,-15.2984,1.5e-05,0.0123705,0.103436,12731.6,0.679276,0.285879,-1,0.2,622.612,6.15629e+06,1.2538,0.969471,1.71788,0.268607,-0.428392
502,46.8768,747.222,0.0765327,0.541667,0.208333,0.140948,0.438325,0.27298,-0.0103507,-15.2969,1.5e-05,0.0131622,0.103446,12682.8,0.71779,0.251081,-1,0.2,623.582,6.16858e+06,0.781769,0.433783,1.32835,0.212405,-0.412473
503,65.8563,828.312,0.0769768,0.541667,0.125,0.13958,0.435668,0.275058,-0.00763537,-15.2949,1.5e-05,0.0126338,0.103458,13666.2,0.650766,0.248385,-1,0.2,624.483,6.18086e+06,1.07328,0.967276,1.47042,0.224626,-0.442792
504,59.0755,725.471,0.0744695,0.5,0.208333,0.142109,0.447764,0.292401,-0.00845982,-15.2934,1.5e-05,0.0111248,0.103464,12774.4,0.690114,0.271808,-1,0.2,625.446,6.19315e+06,0.985213,0.89987,1.28501,0.199757,-0.416072
505,63.7288,796.353,0.0754869,0.541667,0.166667,0.141729,0.45018,0.28082,-0.0100598,-15.2921,1e-05,0.0259692,0.103473,13576.7,0.655574,0.249505,-1,0.2,626.352,6.20544e+06,1.08936,0.923957,1.40291,0.21549,-0.445282
506,43.6295,604.857,0.0737294,0.5,0.375,0.143938,0.456414,0.320666,-0.00890177,-15.2907,1e-05,0.0165076,0.10348,13169.4,0.680807,0.252262,-1,0.2,627.286,6.21773e+06,0.73575,0.586324,1.06829,0.168541,-0.37743
507,70.3391,872.286,0.0769829,0.5,0.0833333,0.142071,0.441391,0.194623,-0.00609966,-15.2895,1e-05,0.0103808,0.103486,13917.1,0.634285,0.248655,-1,0.2,628.17,6.23002e+06,1.24117,0.927138,1.54011,0.231075,-0.422537
508,59.3023,892.118,0.0763086,0.625,0.0833333,0.141256,0.444391,0.235683,-0.00828525,-15.2886,1e-05,0.0163584,0.103492,13214.7,0.677788,0.252083,-1,0.2,629.101,6.2423e+06,0.939957,0.615106,1.58701,0.240598,-0.417551
509,78.8995,943.312,0.0762526,0.625,0.0416667,0.141645,0.43648,0.244239,-0.00914062,-15.2875,1e-05,0.00779642,0.103497,13796.5,0.641732,0.248926,-1,0.2,629.993,6.25459e+06,1.21739,1.22646,1.66151,0.244138,-0.404527
510,58.1686,772.4,0.0757362,0.625,0.208333,0.142517,0.439407,0.202778,-0.00805118,-15.2867,1e-05,0.0100913,0.103502,13139.6,0.690625,0.244561,-1,0.2,630.929,6.26688e+06,0.921146,0.827248,1.36693,0.20412,-0.411015
511,59.5668,743.778,0.0754449,0.541667,0.208333,0.142683,0.439306,0.292716,-0.00747252,-15.2858,1e-05,0.00948452,0.103508,13572.7,0.660325,0.245022,-1,0.2,631.836,6.27917e+06,1.03394,0.849453,1.30235,0.189238,-0.39664
512,54.4599,730,0.074855,0.416667,0.166667,0.142526,0.443443,0.190061,-0.00868934,-15.2848,1e-05,0.0107337,0.103512,14151.5,0.623327,0.244994,-1,0.2,632.705,6.29146e+06,0.869215,0.75843,1.28652,0.186894,-0.378059
513,67.6935,873.833,0.074722,0.416667,0.0833333,0.142252,0.445503,0.290093,-0.00889843,-15.284,1e-05,0.0102739,0.103517,12174.8,0.639281,0.370014,-1,0.2,633.716,6.30374e+06,0.999977,1.00941,1.56025,0.235841,-0.420801
514,53.4706,812.733,0.0752164,0.5,0.125,0.140634,0.44487,0.332875,-0.00813009,-15.2831,1e-05,0.0143798,0.103523,9220.18,0.939177,0.393552,-1,0.2,635.05,6.31603e+06,0.820566,0.612783,1.43505,0.212522,-0.407393
515,61.3652,785,0.074785,0.5,0.166667,0.142811,0.459063,0.292699,-0.00827295,-15.282,1e-05,0.0109666,0.10353,9524.69,0.877731,0.41239,-1,0.2,636.342,6.32832e+06,1.08952,0.870669,1.38402,0.195592,-0.471541
516,69.2178,892.529,0.0758024,0.625,0.0833333,0.140178,0.45512,0.359507,-0.00728134,-15.2808,1e-05,0.00870247,0.103536,10464.8,0.836114,0.338113,-1,0.2,637.517,6.34061e+06,1.06382,1.01223,1.57003,0.225653,-0.410842
517,54.7804,745.308,0.0734488,0.375,0.166667,0.142502,0.460386,0.277218,-0.00647235,-15.2798,1e-05,0.0219229,0.103542,10045.9,0.872347,0.350844,-1,0.2,638.742,6.3529e+06,0.848393,0.797164,1.32584,0.195959,-0.428338
518,50.8934,676.562,0.0731635,0.416667,0.25,0.142834,0.459894,0.500585,-0.00724751,-15.279,1e-05,0.013294,0.103546,9552.92,0.899979,0.386329,-1,0.2,640.03,6.36518e+06,0.945336,0.649525,1.18909,0.170918,-0.4102
519,64.8818,810.368,0.0742396,0.625,0.166667,0.142526,0.450102,0.240347,-0.00803166,-15.2782,1e-05,0.00987758,0.103551,10662.4,0.799978,0.352483,-1,0.2,641.184,6.37747e+06,1.16783,0.869262,1.4427,0.202063,-0.437768
520,61.5699,740.333,0.0738937,0.458333,0.291667,0.144251,0.457699,0.333046,-0.00693749,-15.2773,1e-05,0.0133303,0.103556,9971.63,0.872325,0.359971,-1,0.2,642.418,6.38976e+06,1.11245,0.88349,1.29293,0.176706,-0.387083
521,56.2126,829.176,0.0760968,0.541667,0.166667,0.142022,0.44713,0.26481,-0.00714678,-15.2763,1e-05,0.0150897,0.103562,9444.84,1.00647,0.294555,-1,0.2,643.721,6.40205e+06,0.935023,0.628289,1.47204,0.208641,-0.433366
522,70.5374,868.812,0.0743159,0.416667,0.25,0.146474,0.457697,0.544062,-0.007723,-15.2755,1e-05,0.0183311,0.103565,10636.7,0.735363,0.419887,-1,0.2,644.877,6.41434e+06,1.33204,0.879629,1.52518,0.203493,-0.413473
523,63.3115,752.12,0.0734723,0.5,0.541667,0.149024,0.462944,0.434502,-0.00691518,-15.275,1e-05,0.00620098,0.103569,9282.5,0.96684,0.356941,-1,0.2,646.202,6.42662e+06,1.22925,0.904906,1.31342,0.173007,-0.455007
524,66.0482,874.179,0.0725246,0.625,0.541667,0.151693,0.467795,0.554575,-0.00667209,-15.274,1e-05,0.0156484,0.103577,9532.3,0.946034,0.343057,-1,0.2,647.495,6.43891e+06,1.16135,0.815457,1.52854,0.199222,-0.402163
525,53.7671,603.5,0.0728636,0.208333,0.458333,0.151229,0.473569,0.4808,-0.00626263,-15.2726,1e-05,0.0110181,0.103584,12458,0.731221,0.255135,-1,0.2,648.483,6.4512e+06,0.876595,1.03139,1.05213,0.135162,-0.406926
526,70.871,818.176,0.0727652,0.166667,0.541667,0.152518,0.475873,0.626253,-0.00470603,-15.2714,1e-05,0.0168136,0.103591,10156.7,0.832397,0.37745,-1,0.2,649.694,6.46349e+06,1.24487,1.0824,1.42428,0.181493,-0.389483
527,56.3632,680.857,0.0697352,0.375,0.5,0.155661,0.490746,0.523508,-0.0078256,-15.2703,1e-05,0.014692,0.103597,8878.84,0.992924,0.391041,-1,0.2,651.079,6.47578e+06,1.00107,0.868317,1.18647,0.152948,-0.390649
528,59.9703,753.167,0.0719109,0.416667,0.583333,0.1548,0.486185,0.527982,-0.00635841,-15.2692,1e-05,0.0115252,0.103604,10358.7,0.901648,0.284605,-1,0.2,652.267,6.48806e+06,1.01317,0.908612,1.31473,0.166113,-0.404106
529,55.8465,762.25,0.0723153,0.375,0.291667,0.154124,0.471942,0.420711,-0.00842694,-15.2682,1e-05,0.0164022,0.103609,12613.9,0.680714,0.293449,-1,0.2,653.243,6.50035e+06,0.758096,0.918128,1.34746,0.179996,-0.411354
530,53.8772,686.7,0.0707691,0.291667,0.541667,0.156685,0.485248,0.474054,-0.00687791,-15.2674,1e-05,0.0148386,0.103613,8990.12,0.971686,0.395147,-1,0.2,654.611,6.51264e+06,1.02615,0.730541,1.20483,0.149329,-0.416984
531,49.3483,647.278,0.0713391,0.25,0.5,0.15834,0.48798,0.354461,-0.00807589,-15.2666,1e-05,0.0110705,0.103618,9857.01,0.873027,0.373598,-1,0.2,655.859,6.52493e+06,0.772623,0.81034,1.12746,0.143532,-0.386541
532,53.297,732.8,0.0720643,0.416667,0.416667,0.158523,0.474403,0.470234,-0.00597109,-15.2657,1e-05,0.0192592,0.103623,10979,0.831989,0.287238,-1,0.2,656.979,6.53722e+06,0.844795,0.775151,1.27841,0.159948,-0.393451
533,56.2755,725.95,0.0705588,0.291667,0.541667,0.157266,0.486503,0.387777,-0.00751289,-15.2646,1e-05,0.0131825,0.103631,12527.2,0.702965,0.277938,-1,0.2,657.961,6.5495e+06,1.00256,0.77928,1.26379,0.156131,-0.38799
534,56.967,730.714,0.0730437,0.25,0.333333,0.155901,0.470066,0.319833,-0.00633633,-15.2633,1e-05,0.0141657,0.103638,12711.2,0.646497,0.320211,-1,0.2,658.929,6.56179e+06,0.989279,0.770027,1.28433,0.159557,-0.354837
535,58.5122,719.083,0.0708333,0.25,0.25,0.158143,0.477875,0.414725,-0.00680116,-15.2621,1e-05,0.0120237,0.103645,9727.22,0.84457,0.418689,-1,0.2,660.194,6.57408e+06,0.908354,0.980207,1.24618,0.149513,-0.358647
536,48.723,631.75,0.069698,0.166667,0.5,0.161237,0.484636,0.415702,-0.00603048,-15.2608,1.5e-05,0.00490662,0.103652,9764.69,0.897922,0.36049,-1,0.2,661.454,6.58637e+06,0.801927,0.768152,1.10342,0.134251,-0.371604
537,37.5957,511.75,0.0692219,0.166667,0.5,0.160405,0.489834,0.396236,-0.00975148,-15.2592,1.5e-05,0.0167264,0.103663,11136.1,0.800149,0.303293,-1,0.2,662.558,6.59866e+06,0.780301,0.488347,0.886964,0.111378,-0.387205
538,51.2274,774.2,0.071693,0.25,0.166667,0.156811,0.472537,0.353536,-0.00748581,-15.2575,1.5e-05,0.0144561,0.103672,13581,0.63418,0.270616,-1,0.2,663.465,6.61094e+06,0.850103,0.649352,1.36901,0.170883,-0.477981
539,44.5046,625.2,0.0697355,0.291667,0.541667,0.1605,0.483854,0.459244,-0.00763959,-15.2558,1.5e-05,0.0152287,0.103683,9056.27,0.947741,0.409109,-1,0.2,664.823,6.62323e+06,0.817592,0.535017,1.09066,0.129879,-0.347922
540,53.0998,678,0.0710199,0.208333,0.291667,0.158124,0.471268,0.251132,-0.00859511,-15.2539,1.5e-05,0.0106308,0.103693,9867.5,0.873359,0.371941,-1,0.2,666.07,6.63552e+06,0.983225,0.717669,1.17482,0.136228,-0.356955
541,43.1576,671.733,0.070896,0.333333,0.291667,0.158838,0.473444,0.273705,-0.0068851,-15.2525,1.5e-05,0.0161872,0.103701,11413.5,0.76139,0.315232,-1,0.2,667.148,6.64781e+06,0.706767,0.529604,1.17407,0.146566,-0.399127
542,50.7005,736.381,0.0702406,0.375,0.5,0.161449,0.487781,0.343356,-0.00669589,-15.2512,1.5e-05,0.0148933,0.103706,12844.4,0.709395,0.247284,-1,0.2,668.106,6.6601e+06,0.842728,0.633877,1.28077,0.150019,-0.372368
543,53.693,702.095,0.0712464,0.375,0.5,0.160506,0.46949,0.185879,-0.0087508,-15.2503,1.5e-05,0.0112517,0.103712,10361.3,0.81265,0.373302,-1,0.2,669.293,6.67238e+06,0.884322,0.836431,1.21069,0.145665,-0.392459
544,57.0408,803.417,0.0716414,0.291667,0.208333,0.157361,0.478533,0.302417,-0.00773728,-15.2495,1.5e-05,0.0131564,0.103716,9711.84,0.911752,0.353507,-1,0.2,670.56,6.68467e+06,1.05334,0.639679,1.39685,0.155219,-0.39305
545,41.6006,615.733,0.0689864,0.291667,0.333333,0.159392,0.482387,0.308885,-0.00873344,-15.2485,1.5e-05,0.0183888,0.103724,10181.6,0.911816,0.295069,-1,0.2,671.768,6.69696e+06,0.685676,0.569406,1.07013,0.126559,-0.371744
546,50.4165,702.211,0.0697205,0.375,0.416667,0.162571,0.485738,0.300926,-0.007941,-15.247,1.5e-05,0.0139218,0.103732,12476.5,0.729991,0.254903,-1,0.2,672.755,6.70925e+06,0.935723,0.603954,1.21706,0.142322,-0.378228
547,45.1114,696.789,0.0704025,0.416667,0.375,0.161392,0.481275,0.376647,-0.00761906,-15.2455,1.5e-05,0.0153994,0.103741,12186.4,0.668549,0.339786,-1,0.2,673.764,6.72154e+06,0.647215,0.649217,1.20779,0.140915,-0.389573
548,48.0534,686.323,0.0685503,0.5,0.791667,0.163069,0.4947,0.307992,-0.00819492,-15.2441,2.25e-05,0.00450177,0.10375,9158.35,0.945994,0.395733,-1,0.2,675.108,6.73382e+06,0.76238,0.661098,1.19453,0.13374,-0.349081
549,41.9396,620.308,0.0699904,0.208333,0.333333,0.160215,0.484769,0.38274,-0.00713754,-15.2421,2.25e-05,0.0155056,0.103764,9927.71,0.875437,0.36231,-1,0.2,676.347,6.74611e+06,0.699623,0.58765,1.08145,0.121608,-0.393352
550,41.9465,637.083,0.0703721,0.458333,0.541667,0.158096,0.477413,0.252223,-0.00643718,-15.2399,2.25e-05,0.0107222,0.103772,11591.8,0.789206,0.270851,-1,0.2,677.408,6.7584e+06,0.708796,0.516173,1.10838,0.125988,-0.362016
551,39.8523,618,0.0698641,0.25,0.25,0.157686,0.494656,0.301604,-0.00859911,-15.2387,1.5e-05,0.0223218,0.103782,14041.6,0.617052,0.25806,-1,0.2,678.285,6.77069e+06,0.534722,0.616973,1.08336,0.120459,-0.362904
552,35.4003,575.111,0.0680233,0.5,0.625,0.159399,0.480445,0.353219,-0.00598094,-15.2369,1.5e-05,0.0159941,0.103791,9533.84,0.882752,0.40613,-1,0.2,679.575,6.78298e+06,0.621706,0.431472,1.00017,0.111814,-0.395147
553,53.219,648.364,0.0697128,0.333333,0.583333,0.158995,0.481113,0.348304,-0.00747403,-15.235,1.5e-05,0.0139119,0.103805,9348.08,0.92693,0.387564,-1,0.2,680.891,6.79526e+06,0.921053,0.87867,1.11944,0.116748,-0.374957
554,44.2029,575.667,0.0695964,0.166667,0.583333,0.158148,0.476258,0.363635,-0.00745865,-15.2325,1.5e-05,0.0118568,0.103819,10381.3,0.885811,0.297859,-1,0.2,682.076,6.80755e+06,0.77359,0.701449,0.995021,0.106767,-0.366685
555,49.7223,685.429,0.0703367,0.416667,0.458333,0.157631,0.482116,0.247772,-0.00769495,-15.2302,1.5e-05,0.0157242,0.103832,11846.8,0.74578,0.291463,-1,0.2,683.115,6.81984e+06,0.718716,0.809111,1.19428,0.126585,-0.362575
556,41.2208,633.667,0.0706667,0.291667,0.333333,0.154514,0.475994,0.313591,-0.00611324,-15.2282,1e-05,0.0236248,0.103842,9129.62,0.935326,0.410622,-1,0.2,684.462,6.83213e+06,0.681828,0.555866,1.10291,0.12266,-0.402226
557,45.6575,759,0.0719284,0.25,0.208333,0.152627,0.471987,0.219508,-0.00755162,-15.2268,1e-05,0.00790109,0.103848,10226.7,0.83117,0.370391,-1,0.2,685.665,6.84442e+06,0.729713,0.475807,1.33672,0.138113,-0.397479
558,41.5237,590.889,0.0702694,0.25,0.5,0.155625,0.47007,0.309388,-0.00606343,-15.2258,1e-05,0.0156178,0.103853,10410.7,0.872148,0.308176,-1,0.2,686.847,6.8567e+06,0.75917,0.541613,1.02731,0.105849,-0.357757
559,56.9773,736.429,0.072222,0.208333,0.375,0.154074,0.465742,0.246314,-0.00759807,-15.2248,1e-05,0.0118853,0.103859,13332.4,0.643435,0.278227,-1,0.2,687.77,6.86899e+06,1.05744,0.748216,1.27412,0.134454,-0.365372
560,49.7008,681.2,0.0701442,0.291667,0.333333,0.156066,0.467645,0.281236,-0.00904781,-15.2238,1e-05,0.0180113,0.103865,13257.2,0.664088,0.262806,-1,0.2,688.698,6.88128e+06,0.767063,0.794713,1.18025,0.118519,-0.375508
561,52.6723,727.5,0.0702267,0.458333,0.458333,0.154654,0.484171,0.264822,-0.0077662,-15.2229,1e-05,0.0128969,0.10387,13498.2,0.652406,0.257938,-1,0.2,689.61,6.89357e+06,0.919765,0.788723,1.25703,0.12833,-0.460238
562,47.0868,667.333,0.0707287,0.333333,0.416667,0.156748,0.478966,0.275278,-0.00645697,-15.2222,1e-05,0.00851639,0.103872,13417,0.657064,0.25879,-1,0.2,690.527,6.90586e+06,0.715919,0.751164,1.1592,0.115259,-0.387201
563,64.8212,770.176,0.0710243,0.208333,0.5,0.155582,0.484961,0.401649,-0.0060755,-15.2216,1e-05,0.0090769,0.103879,12986.9,0.690431,0.255755,-1,0.2,691.475,6.91814e+06,1.194,0.968151,1.31701,0.12364,-0.361735
564,49.895,740.875,0.0685587,0.458333,0.541667,0.157339,0.489552,0.335311,-0.00977931,-15.2203,1e-05,0.0162933,0.103886,13198.6,0.677438,0.25357,-1,0.2,692.407,6.93043e+06,0.907101,0.573147,1.28705,0.123936,-0.396478
565,45.7364,682.462,0.071395,0.291667,0.25,0.153849,0.481396,0.44716,-0.00751374,-15.2192,1e-05,0.00774918,0.103892,13579.4,0.648487,0.256413,-1,0.2,693.313,6.94272e+06,0.778809,0.591436,1.18596,0.116299,-0.385687
566,44.8088,666.077,0.0691454,0.541667,0.541667,0.155431,0.487152,0.369769,-0.0104887,-15.2181,1e-05,0.021225,0.103898,11819.2,0.745964,0.2937,-1,0.2,694.354,6.95501e+06,0.743966,0.60363,1.16162,0.112949,-0.381724
567,41.1634,620.077,0.0712411,0.208333,0.333333,0.152994,0.478682,0.294546,-0.00798712,-15.2169,1e-05,0.0114449,0.103905,10429.2,0.781011,0.397222,-1,0.2,695.533,6.9673e+06,0.666249,0.574512,1.07811,0.106786,-0.367489
568,46.4533,677.615,0.0691014,0.458333,0.625,0.15573,0.484368,0.355007,-0.00662529,-15.2158,1e-05,0.0091825,0.103911,12036.9,0.755989,0.264873,-1,0.2,696.555,6.97958e+06,0.770858,0.631027,1.1726,0.114603,-0.366425
569,39.0943,589.952,0.0701893,0.333333,0.541667,0.15387,0.48161,0.347606,-0.00771835,-15.2149,1e-05,0.0125016,0.103915,12291.2,0.741366,0.258376,-1,0.2,697.556,6.99187e+06,0.591719,0.582846,1.03097,0.100342,-0.351155
570,55.7198,781.333,0.0699768,0.625,0.5,0.153486,0.477292,0.297455,-0.00958618,-15.2142,1e-05,0.0184182,0.10392,12736,0.715466,0.249355,-1,0.2,698.522,7.00416e+06,0.915457,0.792583,1.34832,0.120734,-0.391111
571,48.7562,625.667,0.0709502,0.25,0.375,0.153084,0.475514,0.347292,-0.00826102,-15.2134,1e-05,0.01237,0.103925,13244.5,0.671917,0.255863,-1,0.2,699.451,7.01645e+06,0.751206,0.890386,1.08201,0.102235,-0.388025
572,41.3653,638.19,0.070513,0.416667,0.458333,0.152283,0.47601,0.320291,-0.00755342,-15.2123,1e-05,0.0115202,0.103932,13311.9,0.671434,0.251647,-1,0.2,700.376,7.02874e+06,0.643855,0.574914,1.10023,0.102426,-0.353159
573,43.3925,621.9,0.0701816,0.291667,0.541667,0.150869,0.481833,0.30178,-0.00778073,-15.2111,1e-05,0.0063047,0.103938,13089.5,0.681932,0.256835,-1,0.2,701.316,7.04102e+06,0.73829,0.625607,1.07882,0.0985011,-0.371595
574,43.4681,637.556,0.0703531,0.5,0.625,0.150329,0.484004,0.248743,-0.00664652,-15.2102,1e-05,0.0129962,0.103943,12749,0.715749,0.248088,-1,0.2,702.281,7.05331e+06,0.632093,0.717947,1.11156,0.10135,-0.389548
575,46.4096,637.133,0.0719527,0.208333,0.416667,0.147175,0.476265,0.27945,-0.00704133,-15.2093,1e-05,0.00762928,0.103949,12959.5,0.691868,0.256319,-1,0.2,703.23,7.0656e+06,0.787855,0.66354,1.1237,0.0991028,-0.353714
576,42.1954,676.053,0.0720144,0.375,0.416667,0.145945,0.472071,0.336154,-0.00544425,-15.2082,1.5e-05,0.00310597,0.103954,13238.1,0.677704,0.250526,-1,0.2,704.159,7.07789e+06,0.772786,0.40801,1.17063,0.104284,-0.345937
577,52.6508,671.476,0.0704673,0.291667,0.583333,0.147881,0.482257,0.337903,-0.00765013,-15.2073,1.5e-05,0.0157431,0.103962,13019.9,0.689754,0.254029,-1,0.2,705.104,7.09018e+06,0.868917,0.871435,1.17001,0.0984693,-0.376286
578,39.5864,562.52,0.069835,0.291667,0.75,0.148592,0.489579,0.315053,-0.00910797,-15.206,1.5e-05,0.00968897,0.103968,12868.7,0.700001,0.254875,-1,0.2,706.061,7.10246e+06,0.816747,0.452551,0.979099,0.0854336,-0.354512
579,43.6575,562.316,0.070367,0.208333,0.583333,0.148198,0.484502,0.365888,-0.00653336,-15.2047,1.5e-05,0.00912373,0.103978,13000.8,0.663984,0.281187,-1,0.2,707.007,7.11475e+06,0.759416,0.712905,0.977356,0.0825348,-0.349336
580,38.5571,526.769,0.0705247,0.125,0.416667,0.146654,0.485204,0.346273,-0.00911872,-15.203,1.5e-05,0.00953233,0.103986,13642.1,0.644436,0.256302,-1,0.2,707.909,7.12704e+06,0.613411,0.662723,0.910384,0.0776038,-0.336266
581,49.8683,661.739,0.0709236,0.333333,0.625,0.146894,0.484486,0.293797,-0.00709848,-15.2017,1.5e-05,0.00989984,0.103995,13032.5,0.68031,0.262567,-1,0.2,708.853,7.13933e+06,0.830186,0.781173,1.1614,0.0960231,-0.375373
582,49.6311,755.167,0.0716079,0.333333,0.416667,0.146181,0.479186,0.301212,-0.00630293,-15.2001,1.5e-05,0.0138822,0.104005,13513,0.654404,0.254942,-1,0.2,709.763,7.15162e+06,0.851401,0.654334,1.31243,0.106436,-0.443047
583,40.7963,574.684,0.0704705,0.166667,0.625,0.148709,0.491125,0.284405,-0.00928601,-15.1984,1.5e-05,0.0108342,0.104014,13258.4,0.669311,0.257498,-1,0.2,710.692,7.1639e+06,0.67764,0.639469,0.988388,0.0821787,-0.347861
584,46.8153,691,0.0717433,0.291667,0.458333,0.147001,0.487512,0.268475,-0.00811178,-15.1969,1.5e-05,0.00884793,0.104022,13530.3,0.654612,0.253574,-1,0.2,711.601,7.17619e+06,0.74853,0.652925,1.19832,0.0970742,-0.356077
585,61.9162,815.824,0.0725417,0.416667,0.291667,0.144805,0.480392,0.314262,-0.00664231,-15.1954,1.5e-05,0.0106181,0.104031,12888.1,0.693772,0.259668,-1,0.2,712.556,7.18848e+06,1.08062,0.8608,1.41679,0.109373,-0.37177
586,45.1727,568,0.0693249,0.208333,0.791667,0.14987,0.496126,0.215785,-0.00747788,-15.1938,1.5e-05,0.0105563,0.10404,13032.9,0.689309,0.253535,-1,0.2,713.5,7.20077e+06,0.868059,0.66474,0.996109,0.0793907,-0.349665
587,46.6786,678.333,0.0715521,0.25,0.375,0.146816,0.484476,0.222102,-0.00780707,-15.1923,1.5e-05,0.01352,0.104048,13538.6,0.647229,0.260397,-1,0.2,714.408,7.21306e+06,0.806338,0.610137,1.19094,0.0935059,-0.366995
588,44.9729,692.444,0.070432,0.333333,0.416667,0.145595,0.490137,0.209704,-0.00553885,-15.191,2.25e-05,0.00400178,0.104056,13282.7,0.661635,0.263477,-1,0.2,715.335,7.22534e+06,0.709946,0.602003,1.21027,0.0973199,-0.370892
589,41.6285,625.471,0.0710931,0.208333,0.5,0.144469,0.490053,0.218737,-0.00509978,-15.1893,2.25e-05,0.0131336,0.104067,12801.3,0.702349,0.257551,-1,0.2,716.296,7.23763e+06,0.754998,0.554376,1.08246,0.0847538,-0.395157
590,49.5695,740.067,0.0716306,0.291667,0.333333,0.143137,0.495919,0.280383,-0.00662519,-15.1875,2.25e-05,0.00987822,0.104076,13603.3,0.64809,0.25522,-1,0.2,717.201,7.24992e+06,0.784038,0.647992,1.29059,0.0978251,-0.341971
591,39.2923,587.545,0.0690003,0.291667,0.625,0.14692,0.504763,0.321859,-0.00892654,-15.1858,1.5e-05,0.0202552,0.104088,13222.7,0.680905,0.248402,-1,0.2,718.131,7.26221e+06,0.655047,0.547753,1.03095,0.0806035,-0.349734
