iteration,Train/mean_reward,Train/mean_episode_length,Train/mean_step_reward,Episode_Termination/time_out,Episode_Termination/fell_over,Metrics/twist/error_vel_xy,Metrics/twist/error_vel_yaw,Loss/value,Loss/surrogate,Loss/entropy,Loss/learning_rate,Loss/kl,Policy/mean_std,Perf/total_fps,Perf/collection_time,Perf/learning_time,Curriculum/action_rate_weight,Curriculum/standing_envs,time_s,env_steps,Episode_Reward/track_linear_velocity,Episode_Reward/track_angular_velocity,Episode_Reward/upright,Episode_Reward/pose,Episode_Reward/action_rate_l2
88,70.985,662.391,0.0989303,0.541667,0.416667,0.0896912,0.297404,1.08891,-0.0110017,-15.8029,1e-05,0.0131153,0.100577,9383.77,0.931286,0.378209,-1,0.2,111.541,1.08134e+06,1.26625,1.09663,1.28597,0.521117,-0.620723
89,69.193,660.848,0.0979333,0.75,0.625,0.0944751,0.313993,1.14161,-0.0100882,-15.8013,1e-05,0.00878142,0.100585,9303.04,0.955555,0.365303,-1,0.2,112.863,1.09363e+06,1.26049,1.09215,1.28293,0.505543,-0.681454
90,79.9708,796.25,0.101525,0.458333,0.375,0.0895702,0.253422,0.879229,-0.0110199,-15.7997,1e-05,0.0130603,0.100596,9463.64,0.907994,0.390449,-1,0.2,114.163,1.10592e+06,1.49835,1.26458,1.54369,0.587331,-0.895404
91,69.7592,686.933,0.0982214,0.375,0.25,0.0919567,0.316113,1.09135,-0.0110292,-15.7979,1e-05,0.0126776,0.100605,9049.4,0.982477,0.375403,-1,0.2,115.523,1.11821e+06,1.30142,1.10616,1.33699,0.486348,-0.742949
92,75.8545,692.677,0.0981241,0.75,0.541667,0.0913795,0.303809,1.07771,-0.010439,-15.7966,1e-05,0.0113249,0.100611,8385.02,1.12262,0.342849,-1,0.2,116.99,1.1305e+06,1.33247,1.17966,1.34567,0.552423,-0.617494
93,66.6009,623.333,0.0981023,0.583333,0.541667,0.0945005,0.314184,1.03156,-0.0120919,-15.7955,1e-05,0.0193112,0.100617,11041.6,0.857891,0.254996,-1,0.2,118.104,1.14278e+06,1.19649,1.05753,1.2112,0.48267,-0.617853
94,73.6053,724.833,0.0988884,0.541667,0.458333,0.0932965,0.281581,0.978475,-0.0117012,-15.7943,1e-05,0.0138787,0.100624,11852.6,0.761655,0.275078,-1,0.2,119.142,1.15507e+06,1.37022,1.14722,1.40766,0.528666,-0.773501
95,46.3784,517.529,0.0967355,0.25,0.458333,0.0931219,0.312371,1.16083,-0.0108973,-15.793,1e-05,0.0188287,0.100632,12815.2,0.689474,0.269384,-1,0.2,120.103,1.16736e+06,0.961649,0.754215,1.00484,0.3539,-0.755685
96,64.7239,673.474,0.0984941,0.416667,0.375,0.0929841,0.313985,0.878759,-0.00988052,-15.7914,1e-05,0.010054,0.100641,12094.2,0.741086,0.274937,-1,0.2,121.12,1.17965e+06,1.25426,1.04307,1.30959,0.448017,-0.818741
97,60.4688,609.727,0.099787,0.25,0.208333,0.0915163,0.275367,0.891453,-0.00851731,-15.79,1e-05,0.0229501,0.100648,12509.2,0.695147,0.287172,-1,0.2,122.103,1.19194e+06,1.14758,0.985657,1.18418,0.453249,-0.747223
98,93.5632,865.476,0.0989663,0.708333,0.166667,0.0935861,0.277918,0.996428,-0.0115795,-15.7885,1e-05,0.0147338,0.100658,11233,0.756181,0.337736,-1,0.2,123.198,1.20422e+06,1.6583,1.43732,1.68075,0.665985,-0.764201
99,61.7171,635.267,0.0983412,0.25,0.375,0.0951804,0.298763,0.984554,-0.0101052,-15.7869,1e-05,0.0140534,0.100665,12851,0.689067,0.267121,-1,0.2,124.156,1.21651e+06,1.18687,0.988899,1.22658,0.480317,-0.796811
100,88.4588,817.667,0.0983808,0.625,0.25,0.0960117,0.294031,0.980318,-0.0106287,-15.7857,1e-05,0.0140293,0.100673,11838.6,0.690741,0.347218,-1,0.2,125.195,1.2288e+06,1.57037,1.37516,1.58849,0.634391,-0.745468
101,71.2491,671.259,0.0968893,0.625,0.5,0.0966525,0.31493,1.02369,-0.0102862,-15.7843,1e-05,0.0125406,0.10068,11869.4,0.76158,0.273683,-1,0.2,127.466,1.24109e+06,1.28097,1.12817,1.30106,0.518901,-0.666649
102,68.3585,647.85,0.0973918,0.416667,0.416667,0.0975154,0.309612,1.07589,-0.0113061,-15.7829,1e-05,0.0158805,0.100689,13366.4,0.660571,0.258751,-1,0.2,128.387,1.25338e+06,1.24072,1.05813,1.25535,0.505122,-0.641395
103,74.0741,713.286,0.0980571,0.458333,0.416667,0.097696,0.298603,0.920397,-0.0105683,-15.7812,1e-05,0.0110667,0.100699,13268.7,0.681539,0.244552,-1,0.2,129.314,1.26566e+06,1.3542,1.17448,1.38268,0.524557,-0.732211
104,76.2045,774.083,0.0956939,0.333333,0.166667,0.101506,0.360826,1.39689,-0.0106909,-15.7795,1e-05,0.0212302,0.100708,14126,0.620999,0.248886,-1,0.2,130.185,1.27795e+06,1.45395,1.17052,1.50268,0.553074,-0.869991
105,18.2667,285.421,0.093206,0.0416667,0.75,0.0998911,0.356784,1.17953,-0.00882672,-15.778,1e-05,0.0130143,0.100716,12764.9,0.70416,0.258483,-1,0.2,131.149,1.29024e+06,0.495432,0.323702,0.547892,0.164401,-0.618092
106,43.2972,499.278,0.0941196,0.208333,0.541667,0.0990889,0.324623,0.950641,-0.0100329,-15.7767,1e-05,0.012827,0.100723,12541.3,0.717748,0.262054,-1,0.2,132.13,1.30253e+06,0.920932,0.738183,0.965834,0.343904,-0.803991
107,48.2022,540.16,0.0975752,0.333333,0.708333,0.096978,0.308151,0.778018,-0.00860002,-15.7755,1e-05,0.0132256,0.10073,11891.1,0.780798,0.252578,-1,0.2,133.165,1.31482e+06,0.998866,0.789192,1.04598,0.35916,-0.78309
108,108.331,1000,0.101634,0.291667,0,0.0941456,0.247948,0.558251,-0.0107052,-15.7741,1e-05,0.00982771,0.100737,12643.9,0.684887,0.286963,-1,0.2,134.138,1.3271e+06,1.9162,1.64668,1.94187,0.748176,-0.836382
109,80.3384,742.118,0.0962807,0.416667,0.291667,0.0949722,0.300206,0.889237,-0.00944183,-15.773,1e-05,0.00865332,0.100744,12655.4,0.688492,0.28248,-1,0.2,135.11,1.33939e+06,1.42016,1.25772,1.435,0.592546,-0.688495
110,69.8725,728.583,0.097724,0.25,0.25,0.0960256,0.290381,0.743092,-0.0124097,-15.7716,1e-05,0.00907416,0.100752,12653.7,0.688904,0.282196,-1,0.2,136.082,1.35168e+06,1.36611,1.09375,1.4106,0.504307,-0.881146
111,66.6332,659.882,0.095196,0.333333,0.375,0.099748,0.317639,0.838086,-0.0115478,-15.7702,1e-05,0.014788,0.10076,13026.7,0.674197,0.269099,-1,0.2,137.027,1.36397e+06,1.25562,1.05953,1.27674,0.491549,-0.751777
112,65.1216,681.375,0.0986099,0.25,0.416667,0.0957811,0.28728,0.710593,-0.0109294,-15.7689,1e-05,0.00835291,0.100766,12785.2,0.689778,0.27133,-1,0.2,137.989,1.37626e+06,1.27198,1.01608,1.3161,0.473614,-0.821696
113,54.9666,594.583,0.0973298,0.208333,0.291667,0.0979013,0.292304,0.789401,-0.00981994,-15.7676,1e-05,0.0171298,0.100775,13581,0.635913,0.268879,-1,0.2,138.895,1.38854e+06,1.08464,0.905225,1.14718,0.406302,-0.795012
114,68.7733,684.947,0.0953743,0.375,0.416667,0.100476,0.339457,1.06413,-0.0115091,-15.7659,1e-05,0.0203564,0.100785,10252.1,0.793035,0.405554,-1,0.2,140.095,1.40083e+06,1.2963,1.06548,1.32483,0.503412,-0.751354
115,38.7552,491.833,0.0947428,0.166667,0.583333,0.0997682,0.322072,0.93273,-0.0116879,-15.7642,1e-05,0.0161743,0.100793,7953.28,1.11754,0.427482,-1,0.2,141.641,1.41312e+06,0.893215,0.64831,0.948704,0.310296,-0.862767
116,58.6488,584.526,0.0970303,0.333333,0.458333,0.0983961,0.322362,0.725859,-0.00967491,-15.7628,1e-05,0.0124338,0.1008,9647.58,0.925729,0.347958,-1,0.2,142.917,1.42541e+06,1.10642,0.946822,1.13005,0.429023,-0.679879
117,56.5438,610.615,0.0982276,0.208333,0.333333,0.0977191,0.308509,0.861203,-0.010107,-15.7614,1e-05,0.0146086,0.100811,9937.24,0.842089,0.394472,-1,0.2,144.155,1.4377e+06,1.11503,0.896073,1.17811,0.419079,-0.781105
118,53.7375,565,0.0993202,0.25,0.375,0.0964579,0.285165,0.764236,-0.0103147,-15.7597,1e-05,0.0116577,0.100817,9533.68,0.914049,0.374855,-1,0.2,145.448,1.44998e+06,1.05782,0.847631,1.09392,0.397803,-0.710296
119,76.9066,780.4,0.0979987,0.416667,0.208333,0.0970493,0.296138,0.728613,-0.00951329,-15.7586,1e-05,0.0179879,0.100824,9512.01,0.936038,0.355802,-1,0.2,146.741,1.46227e+06,1.47674,1.20214,1.51444,0.536874,-0.884874
120,47.5903,516.182,0.0981252,0.166667,0.291667,0.0969693,0.302802,0.729944,-0.0123665,-15.7572,1e-05,0.0181305,0.100832,8468.12,1.00102,0.450069,-1,0.2,148.194,1.47456e+06,0.956971,0.755026,0.997602,0.342373,-0.672454
121,55.0362,660.182,0.0983525,0.25,0.208333,0.0943105,0.282538,0.457625,-0.01048,-15.756,1e-05,0.0111942,0.100838,8951.01,0.924478,0.448328,-1,0.2,149.568,1.48685e+06,1.18729,0.862699,1.27403,0.413786,-0.985996
122,92.2445,863.111,0.0986572,0.291667,0.0833333,0.0963977,0.326014,1.22354,-0.0122066,-15.7548,1e-05,0.0131278,0.100846,9641.12,0.944053,0.330488,-1,0.2,150.844,1.49914e+06,1.65032,1.39489,1.67167,0.654925,-0.759574
123,45.0115,520.7,0.0957158,0.125,0.708333,0.101244,0.359904,0.907153,-0.00965872,-15.7532,1e-05,0.0126364,0.100855,9408.9,0.900457,0.405541,-1,0.2,152.151,1.51142e+06,0.951918,0.730759,1.00387,0.328093,-0.764067
124,61.9683,669.235,0.097334,0.208333,0.5,0.0950872,0.318452,0.739124,-0.0107326,-15.7517,1e-05,0.00675966,0.100862,9337.5,0.887018,0.428966,-1,0.2,153.469,1.52371e+06,1.24592,0.977473,1.29369,0.463494,-0.882164
125,99.5707,927.61,0.100597,1.54167,0.166667,0.0930796,0.27261,0.650517,-0.00983212,-15.7505,1e-05,0.0196307,0.100869,9481.61,0.958872,0.33711,-1,0.2,154.766,1.536e+06,1.76739,1.53163,1.79473,0.686189,-0.801406
126,83.3933,792.091,0.0990309,0.333333,0.125,0.0973869,0.289049,0.67823,-0.0105855,-15.7491,1e-05,0.0161369,0.100877,10921.5,0.751006,0.374118,-1,0.2,155.893,1.54829e+06,1.5075,1.32906,1.5339,0.575733,-0.77653
127,68.666,722.077,0.0974837,0.291667,0.25,0.0999041,0.30504,0.911428,-0.0103066,-15.7478,1e-05,0.025103,0.100885,9901.07,0.891081,0.349997,-1,0.2,157.135,1.56058e+06,1.32982,1.08358,1.39343,0.488759,-0.862288
128,51.2523,565.35,0.0973472,0.25,0.583333,0.100939,0.311047,0.521732,-0.00913561,-15.7464,1e-05,0.0147191,0.100893,10201.1,0.887698,0.316872,-1,0.2,158.341,1.57286e+06,1.0375,0.817175,1.08934,0.384784,-0.76619
129,85.8848,807.353,0.10071,0.541667,0.166667,0.0971549,0.284556,0.508277,-0.0100287,-15.7449,1e-05,0.0130329,0.100901,9103.15,0.93306,0.416802,-1,0.2,159.692,1.58515e+06,1.53588,1.31472,1.56139,0.586816,-0.704564
130,88.1959,801.5,0.0995462,0.541667,0.208333,0.0961364,0.267478,0.486628,-0.010041,-15.7434,1e-05,0.0139354,0.100911,8909.5,0.978357,0.400845,-1,0.2,161.073,1.59744e+06,1.53527,1.36881,1.54732,0.603173,-0.644785
131,85.556,886.4,0.100153,0.541667,0.0833333,0.0972659,0.290876,0.554179,-0.0119734,-15.7417,1e-05,0.0176907,0.100919,10658.6,0.842548,0.310324,-1,0.2,162.227,1.60973e+06,1.65618,1.2776,1.71396,0.602021,-0.971968
132,63.3763,661.6,0.099389,0.291667,0.333333,0.0964614,0.296344,0.502757,-0.0103204,-15.7401,1e-05,0.0100975,0.10093,11989.1,0.750876,0.274054,-1,0.2,163.253,1.62202e+06,1.22764,0.978558,1.27548,0.448029,-0.760895
133,98.1622,896.1,0.0975671,0.708333,0.125,0.0974406,0.303999,0.747083,-0.0106391,-15.738,1e-05,0.0135019,0.100941,9660.86,0.869375,0.402561,-1,0.2,164.526,1.6343e+06,1.72145,1.52337,1.73066,0.663478,-0.730845
134,77.8809,763.81,0.0963553,0.5,0.375,0.0998149,0.312042,0.709675,-0.0101335,-15.7365,1e-05,0.0108543,0.100947,8857.08,1.00023,0.387136,-1,0.2,165.915,1.64659e+06,1.44475,1.2236,1.47609,0.551575,-0.801974
135,70.4349,775,0.0986747,0.5,0.375,0.0971068,0.290095,0.622686,-0.00936703,-15.7356,1e-05,0.00807223,0.100952,9258.42,0.947833,0.379391,-1,0.2,167.244,1.65888e+06,1.41875,1.08776,1.5031,0.509402,-0.997262
136,77.771,780.615,0.0969253,0.375,0.166667,0.100356,0.306099,0.632602,-0.0125009,-15.7345,1e-05,0.0128851,0.100958,10928.5,0.77206,0.352338,-1,0.2,168.37,1.67117e+06,1.47547,1.21757,1.50753,0.540784,-0.852806
137,64.0152,648.316,0.0965621,0.416667,0.375,0.0996369,0.306037,0.592657,-0.0104526,-15.7335,1e-05,0.00991361,0.100964,8461.53,1.06546,0.386756,-1,0.2,169.824,1.68346e+06,1.21653,1.01549,1.25096,0.454567,-0.736783
138,72.9355,768.588,0.0979639,0.5,0.208333,0.0986522,0.303921,0.521613,-0.0104306,-15.7321,1e-05,0.0112415,0.100975,9070.78,0.958643,0.396037,-1,0.2,171.18,1.69574e+06,1.41698,1.10693,1.48354,0.522141,-0.882826
139,81.271,814.533,0.0975063,0.416667,0.208333,0.0997427,0.294198,0.593215,-0.00880334,-15.7303,1e-05,0.0482855,0.100983,10438.4,0.875826,0.301364,-1,0.2,172.358,1.70803e+06,1.52407,1.23549,1.57286,0.581473,-0.85034
140,47.4095,512.211,0.0955879,0.291667,0.5,0.101285,0.320315,0.664602,-0.00845086,-15.729,1e-05,0.0212425,0.10099,12732.4,0.703804,0.261294,-1,0.2,173.324,1.72032e+06,0.955685,0.768467,0.988496,0.356948,-0.699122
141,86.7438,820.333,0.100241,0.333333,0.166667,0.095399,0.272281,0.4297,-0.0109918,-15.7279,1e-05,0.0129466,0.100995,9528.31,0.858396,0.431234,-1,0.2,174.615,1.73261e+06,1.56178,1.34971,1.58336,0.592381,-0.750041
142,87.2864,863.167,0.100379,0.625,0.125,0.0979058,0.270457,0.46938,-0.0120343,-15.7268,1e-05,0.0105216,0.101002,8775.21,0.976952,0.423357,-1,0.2,176.017,1.7449e+06,1.61682,1.33284,1.66332,0.597402,-0.846067
143,76.6555,754.412,0.0985903,0.458333,0.25,0.100336,0.294927,0.428861,-0.00902544,-15.7255,1e-05,0.0139604,0.101009,10249.3,0.895443,0.303465,-1,0.2,177.217,1.75718e+06,1.43518,1.19531,1.45526,0.529938,-0.782912
144,79.7229,779.929,0.0989707,0.416667,0.166667,0.0997824,0.295826,0.429805,-0.0109788,-15.7244,1.5e-05,0.00326841,0.101016,11886.1,0.752159,0.281653,-1,0.2,178.253,1.76947e+06,1.47338,1.24351,1.5064,0.546274,-0.783414
145,83.4374,818.765,0.0977442,0.458333,0.25,0.102268,0.315037,0.588509,-0.0118054,-15.7229,1.5e-05,0.0152787,0.101026,8933.48,0.951475,0.424025,-1,0.2,179.629,1.78176e+06,1.53514,1.29108,1.5799,0.56216,-0.796401
146,88.1154,817.267,0.0964666,0.416667,0.208333,0.102455,0.310735,0.574491,-0.0108025,-15.721,1.5e-05,0.0188892,0.101037,9633.79,0.872584,0.402926,-1,0.2,180.906,1.79405e+06,1.56653,1.37863,1.575,0.59739,-0.711782
147,68.6292,750.769,0.0970125,0.291667,0.25,0.103761,0.295949,0.490498,-0.0104973,-15.719,1.5e-05,0.00877353,0.101049,10448.4,0.874347,0.301719,-1,0.2,182.084,1.80634e+06,1.38191,1.03062,1.44691,0.513201,-0.94118
148,84.3249,827.067,0.0971126,0.458333,0.166667,0.102154,0.306003,0.630449,-0.0112889,-15.7167,1.5e-05,0.0164909,0.101062,11702.7,0.773554,0.276461,-1,0.2,183.135,1.81862e+06,1.55171,1.34873,1.59635,0.567831,-0.848379
149,76.5829,803,0.0975798,0.541667,0.291667,0.100918,0.30345,0.467518,-0.0124173,-15.7144,1.5e-05,0.0139231,0.101075,9231.26,0.919947,0.411182,-1,0.2,184.467,1.83091e+06,1.49325,1.16395,1.54941,0.546087,-0.923556
150,64.2752,740.5,0.0991716,0.125,0.125,0.0997166,0.293393,0.46866,-0.0116271,-15.7123,1e-05,0.0226166,0.101085,9722.45,0.882099,0.38178,-1,0.2,185.733,1.8432e+06,1.36072,0.932451,1.43372,0.490064,-1.00319
151,80.4352,766.909,0.0980121,0.333333,0.125,0.0996872,0.291546,0.661598,-0.00975637,-15.711,1e-05,0.0147892,0.101091,9672.94,0.951482,0.318866,-1,0.2,187.004,1.85549e+06,1.45585,1.2203,1.47494,0.553668,-0.682998
152,61.0173,683.083,0.0966338,0.25,0.25,0.100725,0.319251,0.629107,-0.0106505,-15.7096,1e-05,0.0124945,0.101099,8521.35,1.14124,0.300783,-1,0.2,188.448,1.86778e+06,1.25564,0.960205,1.31935,0.423922,-0.908255
153,74.5499,777.864,0.0990468,0.583333,0.333333,0.100906,0.308715,0.399291,-0.010391,-15.7081,1e-05,0.0106629,0.101109,8077.74,1.12654,0.394677,-1,0.2,189.971,1.88006e+06,1.4448,1.11765,1.49679,0.521679,-0.853424
154,61.0388,586.75,0.0989997,0.125,0.208333,0.0986035,0.304956,0.50699,-0.00922333,-15.7065,1e-05,0.0124985,0.101117,10356.9,0.819536,0.366921,-1,0.2,191.159,1.89235e+06,1.11057,0.936839,1.12685,0.415485,-0.537802
155,82.4472,851.846,0.0980115,0.375,0.166667,0.10052,0.312905,0.423609,-0.0103485,-15.7051,1e-05,0.0127748,0.101125,10597.3,0.862394,0.297149,-1,0.2,192.319,1.90464e+06,1.57219,1.30993,1.64038,0.562902,-0.96304
156,76.031,749.364,0.0969414,0.583333,0.333333,0.0989271,0.316075,0.613701,-0.0100372,-15.7036,1e-05,0.015937,0.101132,11688.8,0.765467,0.285795,-1,0.2,193.372,1.91693e+06,1.42396,1.15614,1.44339,0.529797,-0.751728
157,70.8492,766.533,0.0970582,0.291667,0.333333,0.10175,0.337513,0.578484,-0.00908368,-15.7025,1e-05,0.0157354,0.101138,9250.32,0.882846,0.445541,-1,0.2,194.702,1.92922e+06,1.41798,1.06418,1.47684,0.499691,-0.916232
158,72.9734,766.6,0.0965596,0.583333,0.25,0.0999352,0.314399,0.728799,-0.00957827,-15.7016,1e-05,0.0233671,0.101143,9532.76,0.916092,0.372937,-1,0.2,195.992,1.9415e+06,1.4187,1.1321,1.47787,0.512342,-0.892341
159,69.853,747.364,0.0978705,0.25,0.208333,0.0964811,0.298528,0.326694,-0.00759654,-15.7006,1e-05,0.0100399,0.101149,11015,0.813443,0.302127,-1,0.2,197.109,1.95379e+06,1.40276,1.09506,1.43554,0.496621,-0.937328
160,92.403,829.25,0.0996211,0.375,0.125,0.0978525,0.306948,0.573606,-0.00888916,-15.6994,1e-05,0.013117,0.101157,12378.2,0.721186,0.271526,-1,0.2,198.104,1.96608e+06,1.59518,1.43099,1.58945,0.608766,-0.60424
161,85.8041,880.667,0.0992585,0.333333,0.166667,0.0998036,0.292224,0.447724,-0.010922,-15.6978,1e-05,0.0103738,0.101166,9893.12,0.849762,0.392313,-1,0.2,199.347,1.97837e+06,1.64267,1.25739,1.69642,0.591577,-0.897852
162,58.8405,665,0.0996946,0.208333,0.208333,0.0988002,0.278527,0.415057,-0.00975863,-15.6965,1e-05,0.0112829,0.101172,9647.79,0.891279,0.382381,-1,0.2,200.622,1.99066e+06,1.2164,0.871887,1.27709,0.433185,-0.856538
163,72.8151,695.938,0.0980978,0.416667,0.25,0.0996174,0.309272,0.462604,-0.0108755,-15.6955,1e-05,0.015957,0.101177,10680.9,0.820815,0.32965,-1,0.2,201.774,2.00294e+06,1.31658,1.12345,1.34029,0.48601,-0.625572
164,91.6968,888.917,0.0998331,0.333333,0.166667,0.0972426,0.277796,0.380706,-0.00879608,-15.6943,1e-05,0.0108863,0.101185,11748.6,0.748812,0.297097,-1,0.2,202.821,2.01523e+06,1.67713,1.43191,1.70724,0.604089,-0.835522
165,87.0796,847.706,0.0989854,0.541667,0.166667,0.100116,0.299724,0.465787,-0.0102705,-15.6929,1e-05,0.00878392,0.101193,13270.9,0.658138,0.267795,-1,0.2,203.748,2.02752e+06,1.6047,1.28719,1.63131,0.586981,-0.756205
166,71.6491,787.917,0.0983118,0.291667,0.208333,0.101016,0.304252,0.416979,-0.010709,-15.6917,1e-05,0.0105918,0.1012,13835.3,0.629879,0.258287,-1,0.2,204.637,2.03981e+06,1.44639,1.0097,1.51419,0.507745,-0.895572
167,92.6056,943.594,0.0992277,1.20833,0.125,0.101443,0.297408,0.372808,-0.00908771,-15.6906,1e-05,0.0101271,0.101204,13694.3,0.632712,0.264597,-1,0.2,205.536,2.0521e+06,1.76454,1.37588,1.81777,0.634538,-0.962453
168,62.5226,691.462,0.0980128,0.291667,0.25,0.10346,0.299964,0.393539,-0.00993289,-15.6898,1e-05,0.0108236,0.101209,13541.6,0.649892,0.257536,-1,0.2,206.444,2.06438e+06,1.2543,0.970418,1.33092,0.430682,-0.860188
169,86.7038,805.444,0.0998803,0.291667,0.0833333,0.101929,0.288044,0.350264,-0.00984383,-15.6888,1e-05,0.0147526,0.101215,14139.9,0.603773,0.265256,-1,0.2,207.315,2.07667e+06,1.53807,1.34149,1.54922,0.562545,-0.656141
170,96.6013,919.538,0.0974545,0.416667,0.125,0.100493,0.311793,0.653907,-0.00921962,-15.6878,1e-05,0.0167857,0.101221,13392.6,0.653239,0.264284,-1,0.2,208.234,2.08896e+06,1.74434,1.47664,1.76901,0.639065,-0.798988
171,79.3313,802.294,0.0989848,0.458333,0.25,0.101124,0.306877,0.371397,-0.00882632,-15.6864,1e-05,0.0097779,0.101229,13710.8,0.633804,0.262425,-1,0.2,209.131,2.10125e+06,1.50497,1.18585,1.54406,0.541072,-0.809386
172,92.6974,894.889,0.0981503,0.666667,0.0833333,0.104224,0.315785,0.476789,-0.010181,-15.6851,1e-05,0.0220522,0.101237,13167,0.661104,0.27214,-1,0.2,210.065,2.11354e+06,1.68553,1.40818,1.72296,0.621311,-0.803114
173,78.6934,752,0.0977861,0.333333,0.291667,0.10502,0.303245,0.383918,-0.0109808,-15.684,1e-05,0.0139475,0.101241,12425.6,0.712356,0.276571,-1,0.2,211.056,2.12582e+06,1.42695,1.21573,1.44208,0.523688,-0.673778
174,71.6711,794.385,0.0979038,0.375,0.166667,0.103332,0.32358,0.510497,-0.00955177,-15.6831,1e-05,0.0109017,0.101248,13649.9,0.634083,0.266142,-1,0.2,211.957,2.13811e+06,1.45393,1.02106,1.53945,0.520735,-0.951616
175,83.6907,828.5,0.0958496,0.625,0.291667,0.10509,0.336147,0.430918,-0.0100796,-15.6816,1e-05,0.00890982,0.101257,12925,0.691453,0.259262,-1,0.2,212.909,2.1504e+06,1.55352,1.31078,1.59141,0.538652,-0.80983
176,69.9935,739.867,0.098563,0.416667,0.208333,0.105313,0.295748,0.41412,-0.0106104,-15.68,1e-05,0.0144761,0.101266,13083.4,0.645939,0.293269,-1,0.2,213.85,2.16269e+06,1.35773,1.06516,1.422,0.488314,-0.833529
177,93.4653,918.952,0.0986792,0.666667,0.208333,0.102085,0.29611,0.227913,-0.00947029,-15.6787,1e-05,0.00796519,0.101272,13093.9,0.676034,0.262417,-1,0.2,214.789,2.17498e+06,1.7408,1.38457,1.76833,0.625192,-0.845619
178,93.3124,978.143,0.0984759,0.25,0.0416667,0.102856,0.294026,0.355389,-0.00971224,-15.6777,1e-05,0.0170318,0.101279,14200.9,0.597914,0.267385,-1,0.2,215.656,2.18726e+06,1.82841,1.25811,1.88292,0.656343,-0.960171
179,84.8027,882.222,0.097716,0.583333,0.166667,0.104445,0.297787,0.378615,-0.00906465,-15.6762,1e-05,0.00697173,0.101287,13356.5,0.657079,0.262925,-1,0.2,216.577,2.19955e+06,1.64044,1.28298,1.69779,0.559531,-0.940602
180,104.674,1000,0.0968592,0.458333,0,0.104319,0.310827,0.437988,-0.00968001,-15.6748,1e-05,0.0195885,0.101294,13977.8,0.615774,0.263334,-1,0.2,217.457,2.21184e+06,1.90905,1.56407,1.91926,0.670846,-0.829519
181,60.4638,651.778,0.0952138,0.416667,0.333333,0.107607,0.332508,0.476155,-0.00973456,-15.6735,1e-05,0.0123797,0.101303,13245.2,0.670954,0.256777,-1,0.2,218.386,2.22413e+06,1.19569,0.920863,1.2555,0.428467,-0.777325
182,87.7238,860.833,0.0981729,0.375,0.125,0.10524,0.295015,0.310802,-0.0103597,-15.672,1e-05,0.00734596,0.101311,11860.8,0.633326,0.402691,-1,0.2,219.423,2.23642e+06,1.63735,1.29545,1.65875,0.580772,-0.786132
183,82.9338,829.143,0.0979429,0.458333,0.125,0.104138,0.300237,0.334746,-0.00839863,-15.6706,1e-05,0.0113991,0.101319,10251,0.88325,0.315457,-1,0.2,220.623,2.2487e+06,1.55832,1.2419,1.59413,0.542428,-0.790084
184,88.9763,919,0.0979658,0.416667,0.0833333,0.106134,0.299673,0.353932,-0.00992668,-15.6691,1e-05,0.0140442,0.101326,10061.7,0.898287,0.322972,-1,0.2,221.846,2.26099e+06,1.70717,1.25519,1.76897,0.604434,-0.886948
185,74.2298,833.333,0.0971171,0.416667,0.208333,0.106138,0.298093,0.459903,-0.0112356,-15.668,1e-05,0.0129491,0.101332,11835.3,0.748363,0.289883,-1,0.2,222.885,2.27328e+06,1.51147,1.06755,1.60799,0.532866,-1.00839
186,85.5203,845.882,0.097437,0.5,0.208333,0.105377,0.304161,0.420335,-0.00792882,-15.6671,1e-05,0.0388143,0.101337,12225.2,0.703382,0.301759,-1,0.2,223.892,2.28557e+06,1.59894,1.28676,1.62458,0.563624,-0.797901
187,70.0715,749.286,0.0979796,0.375,0.208333,0.104437,0.31109,0.332368,-0.0102373,-15.6663,1e-05,0.0134739,0.101341,11700.3,0.743733,0.306498,-1,0.2,224.944,2.29786e+06,1.38462,1.03023,1.44521,0.477579,-0.834061
188,88.9028,875.462,0.098086,0.416667,0.125,0.105407,0.301705,0.403925,-0.0106109,-15.6654,1e-05,0.0163659,0.101348,11783.5,0.747821,0.294992,-1,0.2,225.988,2.31014e+06,1.64905,1.32919,1.67919,0.581193,-0.793487
189,75.5775,751.857,0.0991172,0.333333,0.25,0.102957,0.308937,0.264615,-0.00941167,-15.664,1e-05,0.00746526,0.101355,11586.6,0.777764,0.282771,-1,0.2,227.05,2.32243e+06,1.41068,1.163,1.43935,0.495385,-0.729544
190,102.844,973.706,0.0987497,0.666667,0.0416667,0.106469,0.304262,0.410772,-0.00950614,-15.6626,1e-05,0.0135016,0.101364,11973.5,0.727824,0.298442,-1,0.2,228.078,2.33472e+06,1.84868,1.50965,1.86797,0.649358,-0.73346
191,69.6879,682.176,0.0967282,0.375,0.333333,0.105357,0.322836,0.365804,-0.00815437,-15.6611,1e-05,0.0138137,0.101372,10468.8,0.832729,0.341047,-1,0.2,229.253,2.34701e+06,1.28799,1.07007,1.30768,0.447783,-0.629131
192,63.2079,680.692,0.0978399,0.291667,0.25,0.104878,0.313362,0.466522,-0.00879726,-15.6597,1e-05,0.00788021,0.101382,12637.1,0.693695,0.278683,-1,0.2,230.226,2.3593e+06,1.24142,0.976786,1.30923,0.418675,-0.785723
