iteration,Train/mean_reward,Train/mean_episode_length,Train/mean_step_reward,Episode_Termination/time_out,Episode_Termination/fell_over,Metrics/twist/error_vel_xy,Metrics/twist/error_vel_yaw,Loss/value,Loss/surrogate,Loss/entropy,Loss/learning_rate,Loss/kl,Policy/mean_std,Perf/total_fps,Perf/collection_time,Perf/learning_time,Curriculum/action_rate_weight,Curriculum/standing_envs,time_s,env_steps,Episode_Reward/track_linear_velocity,Episode_Reward/track_angular_velocity,Episode_Reward/upright,Episode_Reward/pose,Episode_Reward/action_rate_l2,Episode_Reward/alive,Episode_Reward/air_time,Episode_Reward/single_stance,Episode_Reward/foot_lift,Episode_Reward/foot_alternation,Episode_Reward/foot_symmetry,Episode_Reward/foot_clearance,Episode_Reward/foot_swing_height,Episode_Reward/foot_slip,Episode_Reward/trot,Episode_Reward/joint_torque,Episode_Reward/self_collisions,Episode_Reward/dof_pos_limits,Episode_Reward/body_ang_vel,Episode_Reward/angular_momentum,Episode_Reward/joint_vel,Episode_Reward/undesired_contacts,Episode_Reward/base_height,Episode_Reward/three_stance,Episode_Reward/under_stance,Episode_Reward/all_stance,Episode_Reward/footfall_sequence,Episode_Reward/termination
1041,-46.2096,975.667,-0.0323545,0,0.125,0.145534,1.21663,0.250687,-0.00855429,2.51862,3.95062e-05,0.00848471,0.298459,13005.9,0.581182,0.363621,-0.1,0.15,35.9293,1.27918e+07,0.410876,0.0361686,0.622748,0.0310166,-0.248934,0.975667,-0.166067,nan,nan,nan,nan,-0.0382597,-0.168308,-0.0592858,nan,-0.346093,0,-0.224067,-0.882153,nan,-1.1369,-1.17,1.41277,0.481333,-1.90933,-0.04,0.608333,-0.5
1042,-38.2518,998.636,-0.0337195,13.4583,0.166667,0.14002,1.14517,0.202424,-0.00917175,2.51534,3.95062e-05,0.0122227,0.298386,12754.8,0.608898,0.354503,-0.1,0.15,36.8947,1.28041e+07,0.411547,0.0329591,0.627948,0.0289188,-0.257191,0.998636,-0.187445,nan,nan,nan,nan,-0.0366934,-0.174144,-0.0638947,nan,-0.354354,-0.000324159,-0.233793,-0.914729,nan,-1.17242,-1.21905,1.43701,0.521138,-1.92429,-0.0431193,0.61682,-0.5
1043,-25.8759,538.5,-0.0303643,0.0833333,0.0833333,0.143243,1.17905,0.22718,-0.00904595,2.51245,5.92593e-05,0.00462522,0.298315,14244.9,0.573041,0.289582,-0.1,0.15,37.7589,1.28164e+07,0.233935,0.0216408,0.339473,0.0169513,-0.135511,0.5385,-0.1004,nan,nan,nan,nan,-0.0187811,-0.077581,-0.0313323,nan,-0.188757,0,-0.127044,-0.457131,nan,-0.623642,-0.615,0.785759,0.251,-1.058,-0.026,0.228125,-0.5
1044,-28.3788,657.429,-0.0376614,0.291667,0.291667,0.143455,1.20516,0.19928,-0.0106832,2.50919,5.92593e-05,0.00693225,0.298233,16129.6,0.511952,0.249878,-0.1,0.15,38.5221,1.28287e+07,0.255404,0.0217004,0.422681,0.0185207,-0.167537,0.657429,-0.141843,nan,nan,nan,nan,-0.0250881,-0.106579,-0.043792,nan,-0.232617,-0.000214286,-0.153767,-0.606433,nan,-0.755125,-0.767143,0.951998,0.369429,-1.24886,-0.0322857,0.415179,-0.5
1045,-34.3438,830.846,-0.0332719,0.375,0.166667,0.145738,1.17203,0.189356,-0.00973122,2.50513,5.92593e-05,0.0104418,0.298088,16394.9,0.481823,0.267678,-0.1,0.15,39.2728,1.2841e+07,0.383196,0.0276845,0.520567,0.0226887,-0.211661,0.830846,-0.132246,nan,nan,nan,nan,-0.0237686,-0.104994,-0.0415892,nan,-0.292866,-7.69231e-05,-0.19529,-0.742406,nan,-0.950116,-0.968538,1.20657,0.352,-1.59138,-0.0336923,0.381731,-0.5
1046,-23.8289,425,-0.0341028,0.0833333,0.208333,0.141309,1.20065,0.198462,-0.00976847,2.49958,5.92593e-05,0.0106583,0.297989,13564.4,0.538811,0.367089,-0.1,0.15,40.1802,1.28532e+07,0.175125,0.0132763,0.262524,0.0129489,-0.107325,0.425,-0.0747714,nan,nan,nan,nan,-0.017073,-0.0750755,-0.026182,nan,-0.151125,0,-0.0986178,-0.388467,nan,-0.50063,-0.514714,0.610233,0.226286,-0.844571,-0.0182857,0.257143,-0.5
1047,-30.54,733.4,-0.031055,0.291667,0.125,0.140069,1.18357,0.121839,-0.00951482,2.49539,5.92593e-05,0.0164473,0.297853,13349.8,0.58052,0.339946,-0.1,0.15,41.1021,1.28655e+07,0.282198,0.0228406,0.452536,0.0239508,-0.188714,0.7334,-0.14464,nan,nan,nan,nan,-0.0269499,-0.123044,-0.046508,nan,-0.259475,0,-0.170548,-0.662793,nan,-0.847884,-0.8601,1.05813,0.404,-1.4216,-0.0368,0.435,-0.5
1048,-31.3386,786,-0.0282629,0.125,0.0416667,0.146324,1.17899,0.143372,-0.00849639,2.49034,5.92593e-05,0.0100075,0.297768,13118.4,0.562869,0.373828,-0.1,0.15,42.0401,1.28778e+07,0.245791,0.0236813,0.479988,0.0270461,-0.201033,0.786,-0.17275,nan,nan,nan,nan,-0.0311018,-0.146132,-0.0531195,nan,-0.279193,0,-0.181694,-0.73444,nan,-0.921476,-0.906,1.13463,0.449,-1.518,-0.04,0.596875,-0.5
1049,-32.4537,917.5,-0.0295193,0.375,0.0416667,0.146042,1.18292,0.149852,-0.00887825,2.4876,5.92593e-05,0.0084473,0.297706,14790,0.573348,0.257485,-0.1,0.15,42.8724,1.28901e+07,0.375485,0.0289477,0.587421,0.0224513,-0.23008,0.9175,-0.1566,nan,nan,nan,nan,-0.0262005,-0.111725,-0.0481467,nan,-0.320999,-0.0002,-0.217315,-0.798196,nan,-1.02943,-1.0014,1.3438,0.4224,-1.7472,-0.0382,0.455,-0.5
1050,-27.1244,576.6,-0.0300136,0.0833333,0.125,0.144632,1.17087,0.176907,-0.0103815,2.48514,5.92593e-05,0.00798859,0.297658,16910.8,0.483875,0.242763,-0.1,0.15,43.6003,1.29024e+07,0.287938,0.0189794,0.347118,0.0141228,-0.145546,0.5766,-0.08212,nan,nan,nan,nan,-0.0148338,-0.0563032,-0.0253425,nan,-0.201805,0,-0.134512,-0.510478,nan,-0.648822,-0.6138,0.848488,0.2128,-1.0736,-0.0176,0.1625,-0.5
1051,-34.3211,909.4,-0.0297598,0.333333,0.0833333,0.144935,1.1488,0.145139,-0.010272,2.48182,5.92593e-05,0.0101297,0.297509,13495,0.553895,0.356663,-0.1,0.15,44.5122,1.29147e+07,0.391118,0.0295671,0.57195,0.0225253,-0.228197,0.9094,-0.15084,nan,nan,nan,nan,-0.026592,-0.112647,-0.0486089,nan,-0.319061,-0.0003,-0.212445,-0.795624,nan,-1.01721,-1.0053,1.32411,0.4164,-1.7336,-0.0382,0.4075,-0.5
1052,-28.3528,696.625,-0.0319664,0.125,0.208333,0.145188,1.18767,0.210615,-0.010345,2.47509,5.92593e-05,0.013401,0.29737,13718.8,0.564243,0.331463,-0.1,0.15,45.4095,1.2927e+07,0.335702,0.0263306,0.455197,0.0153908,-0.174923,0.696625,-0.1154,nan,nan,nan,nan,-0.0188552,-0.0687334,-0.0356743,nan,-0.244967,0,-0.16281,-0.598823,nan,-0.778304,-0.69825,1.02798,0.309,-1.337,-0.022,0.284375,-0.5
1053,-23.4498,546.273,-0.0318091,0.166667,0.291667,0.144747,1.21963,0.225972,-0.00879222,2.47095,5.92593e-05,0.00616736,0.297287,13835.5,0.5517,0.336453,-0.1,0.15,46.2991,1.29393e+07,0.211559,0.0181917,0.33081,0.0179107,-0.137881,0.546273,-0.110855,nan,nan,nan,nan,-0.0206442,-0.0833768,-0.0341536,nan,-0.191745,0,-0.128115,-0.484493,nan,-0.613797,-0.593182,0.805645,0.288,-1.05127,-0.0254545,0.402273,-0.5
1054,-30.3066,850.667,-0.030547,0.375,0.125,0.145916,1.1954,0.196696,-0.0106227,2.46761,5.92593e-05,0.00956526,0.297195,15055.5,0.526617,0.289562,-0.1,0.15,47.1165,1.29516e+07,0.341076,0.030663,0.539108,0.0225477,-0.212744,0.850667,-0.154967,nan,nan,nan,nan,-0.0254293,-0.104219,-0.0471034,nan,-0.297582,0,-0.202549,-0.733041,nan,-0.944982,-0.9275,1.24964,0.411,-1.624,-0.038,0.477083,-0.5
1055,-29.5562,732.364,-0.0308716,0.25,0.208333,0.145908,1.18993,0.204026,-0.00944199,2.46387,5.92593e-05,0.0136554,0.297124,17043,0.479873,0.241125,-0.1,0.15,47.839,1.29638e+07,0.256487,0.0250064,0.462942,0.0193237,-0.182362,0.732364,-0.129164,nan,nan,nan,nan,-0.0219172,-0.0873632,-0.0381799,nan,-0.256133,0,-0.172165,-0.631768,nan,-0.808132,-0.767182,1.07593,0.342545,-1.41345,-0.0289091,0.371591,-0.5
1056,-26.995,681.357,-0.0319127,0.333333,0.25,0.147007,1.15429,0.257309,-0.0092931,2.4609,5.92593e-05,0.0119873,0.297023,13537.7,0.533166,0.374522,-0.1,0.15,48.7479,1.29761e+07,0.298679,0.0229466,0.430105,0.0155985,-0.169697,0.681357,-0.112443,nan,nan,nan,nan,-0.0192757,-0.0785424,-0.0347575,nan,-0.237918,0,-0.161135,-0.583913,nan,-0.752303,-0.713357,0.999866,0.312571,-1.304,-0.0301429,0.300893,-0.5
1057,-22.8803,718.429,-0.0305806,0.166667,0.125,0.149108,1.16844,0.197996,-0.00902394,2.45624,5.92593e-05,0.010976,0.296919,12691.7,0.61167,0.356523,-0.1,0.15,49.7177,1.29884e+07,0.427011,0.0219242,0.460538,0.021578,-0.177903,0.718429,-0.131371,nan,nan,nan,nan,-0.022774,-0.0882508,-0.0412324,nan,-0.249408,-0.000428571,-0.170765,-0.6046,nan,-0.790095,-0.700286,1.05134,0.377714,-1.39429,-0.0368571,0.4,-0.5
1058,-28.4558,724.667,-0.0309913,0.208333,0.166667,0.15071,1.2045,0.210771,-0.0100135,2.45254,5.92593e-05,0.0102242,0.296832,13048.2,0.591619,0.350121,-0.1,0.15,50.6611,1.30007e+07,0.215652,0.0229802,0.444304,0.021637,-0.179127,0.724667,-0.137133,nan,nan,nan,nan,-0.0244761,-0.0912649,-0.0424331,nan,-0.252464,-0.000222222,-0.170875,-0.617578,nan,-0.794351,-0.753333,1.06412,0.394222,-1.41156,-0.03,0.416667,-0.5
1059,-27.1234,526.25,-0.0344199,0,0.333333,0.14333,1.2078,0.278339,-0.00940361,2.44853,5.92593e-05,0.0131548,0.296715,14642.6,0.544358,0.29484,-0.1,0.15,51.5018,1.3013e+07,0.253128,0.0229661,0.311939,0.0127982,-0.131251,0.52625,-0.08355,nan,nan,nan,nan,-0.0172974,-0.0576882,-0.025496,nan,-0.183622,0,-0.122314,-0.460255,nan,-0.573136,-0.530625,0.78292,0.238,-1.012,-0.021,0.214062,-0.5
1060,-23.5897,625.154,-0.0349247,0.208333,0.333333,0.144753,1.19457,0.265431,-0.0103208,2.44411,5.92593e-05,0.00859785,0.296641,15778.9,0.503526,0.275235,-0.1,0.15,52.2819,1.30253e+07,0.265596,0.0202459,0.396248,0.0185201,-0.154442,0.625154,-0.125462,nan,nan,nan,nan,-0.0217992,-0.0823351,-0.0383071,nan,-0.21839,-0.000153846,-0.147194,-0.535144,nan,-0.681361,-0.615923,0.921225,0.328,-1.18954,-0.03,0.393269,-0.5
1061,-26.8297,608.917,-0.0310943,0.166667,0.333333,0.146675,1.19726,0.244071,-0.0101116,2.44206,5.92593e-05,0.00818949,0.296593,13522.7,0.612452,0.296244,-0.1,0.15,53.1919,1.30376e+07,0.21683,0.0218223,0.373091,0.017732,-0.151572,0.608917,-0.119183,nan,nan,nan,nan,-0.0204005,-0.0747771,-0.0356938,nan,-0.212099,0,-0.143888,-0.530017,nan,-0.668724,-0.629,0.890771,0.326667,-1.16233,-0.0298333,0.313542,-0.5
1062,-28.9609,787.3,-0.0306202,0.208333,0.208333,0.147347,1.19884,0.237767,-0.00884587,2.4389,5.92593e-05,0.0102102,0.296488,12157.9,0.596988,0.413712,-0.1,0.15,54.2045,1.30499e+07,0.300328,0.0256446,0.494534,0.0242438,-0.195865,0.7873,-0.16284,nan,nan,nan,nan,-0.0265603,-0.100174,-0.0481612,nan,-0.274621,-0.0001,-0.184465,-0.681497,nan,-0.862207,-0.8307,1.16755,0.4292,-1.5052,-0.0432,0.48875,-0.5
1063,-25.203,584.375,-0.0310935,0.0416667,0.291667,0.145303,1.17018,0.23048,-0.0105812,2.43545,5.92593e-05,0.00978223,0.296446,12271.7,0.641894,0.359436,-0.1,0.15,55.2076,1.30621e+07,0.293721,0.0221809,0.360554,0.0189155,-0.144855,0.584375,-0.117675,nan,nan,nan,nan,-0.0192196,-0.0701422,-0.0330508,nan,-0.20389,0,-0.135969,-0.512282,nan,-0.634528,-0.575625,0.857468,0.3205,-1.115,-0.0275,0.309375,-0.5
1064,-26.1973,683.857,-0.0285639,0.125,0.166667,0.142256,1.18193,0.145826,-0.00698329,2.43306,5.92593e-05,0.00757718,0.296325,12256.3,0.631856,0.370732,-0.1,0.15,56.2121,1.30744e+07,0.28627,0.0211834,0.435419,0.0211423,-0.170171,0.683857,-0.135314,nan,nan,nan,nan,-0.022164,-0.0848455,-0.0399579,nan,-0.237694,-0.000285714,-0.161219,-0.58991,nan,-0.740558,-0.681857,1.01338,0.365714,-1.31143,-0.0328571,0.357143,-0.5
1065,-27.8878,863.625,-0.0272717,0.25,0.0833333,0.147656,1.17854,0.215999,-0.0105829,2.42627,5.92593e-05,0.0136198,0.29615,14987.6,0.553121,0.266757,-0.1,0.15,57.0335,1.30867e+07,0.304296,0.0269064,0.542389,0.0255449,-0.215107,0.863625,-0.17325,nan,nan,nan,nan,-0.0281461,-0.106526,-0.0536808,nan,-0.301567,0,-0.202222,-0.742832,nan,-0.940731,-0.87075,1.27191,0.491,-1.659,-0.03875,0.5375,-0.5
1066,-28.1537,683.667,-0.0303071,0.125,0.25,0.145884,1.18883,0.254508,-0.00982167,2.42044,5.92593e-05,0.0105884,0.296042,17143.1,0.475299,0.241491,-0.1,0.15,57.7516,1.3099e+07,0.25248,0.0237832,0.432582,0.0181807,-0.168408,0.683667,-0.129467,nan,nan,nan,nan,-0.0219868,-0.0807787,-0.0395948,nan,-0.237386,0,-0.162512,-0.591781,nan,-0.741598,-0.665,1.01397,0.344,-1.31822,-0.0348889,0.348611,-0.5
1067,-23.1169,564.333,-0.0274722,0.0416667,0.0833333,0.145444,1.1998,0.244435,-0.00934394,2.41676,5.92593e-05,0.00696794,0.295976,16336.6,0.471687,0.28049,-0.1,0.15,58.505,1.31113e+07,0.240404,0.022624,0.355778,0.0152346,-0.139889,0.564333,-0.1138,nan,nan,nan,nan,-0.0186603,-0.0642091,-0.0316927,nan,-0.195258,0,-0.133021,-0.472746,nan,-0.607653,-0.583,0.820208,0.306667,-1.112,-0.03,0.354167,-0.5
1068,-25.7565,703.6,-0.0307381,0.166667,0.25,0.147665,1.19851,0.204291,-0.0111547,2.41388,5.92593e-05,0.0136347,0.295881,12371.8,0.619831,0.373393,-0.1,0.15,59.4996,1.31236e+07,0.288689,0.0225655,0.448363,0.0197286,-0.175388,0.7036,-0.12894,nan,nan,nan,nan,-0.021512,-0.0789202,-0.0381991,nan,-0.245708,-0.0001,-0.165249,-0.586488,nan,-0.763604,-0.7077,1.03644,0.358,-1.3228,-0.0306,0.4,-0.5
1069,-26.5418,732.143,-0.0287944,0.125,0.166667,0.147846,1.22049,0.279355,-0.010483,2.40977,5.92593e-05,0.0133649,0.295804,13728.6,0.555926,0.339141,-0.1,0.15,60.3962,1.31359e+07,0.321989,0.0244443,0.451952,0.0230846,-0.180483,0.732143,-0.150829,nan,nan,nan,nan,-0.0238385,-0.0840804,-0.0432525,nan,-0.25369,0,-0.174304,-0.63183,nan,-0.785375,-0.730714,1.10605,0.402286,-1.41429,-0.036,0.405357,-0.5
1070,-27.3272,767.556,-0.0260124,0.25,0.125,0.146623,1.18703,0.224405,-0.00845456,2.40775,5.92593e-05,0.0116874,0.295779,14768.7,0.560933,0.271096,-0.1,0.15,61.2301,1.31482e+07,0.320337,0.0282448,0.493524,0.0223211,-0.187691,0.767556,-0.149311,nan,nan,nan,nan,-0.0243073,-0.0911999,-0.0433904,nan,-0.266584,0,-0.181377,-0.639109,nan,-0.825449,-0.758,1.12457,0.376889,-1.47556,-0.0397778,0.348611,-0.5
1071,-24.4299,642.667,-0.0298413,0.0833333,0.291667,0.14594,1.1866,0.187748,-0.00918898,2.40635,5.92593e-05,0.00935157,0.295718,16129.8,0.524197,0.237622,-0.1,0.15,61.9932,1.31604e+07,0.263026,0.0246539,0.400328,0.0207737,-0.158517,0.642667,-0.142644,nan,nan,nan,nan,-0.023256,-0.0827064,-0.0404621,nan,-0.22251,0,-0.151657,-0.529902,nan,-0.680608,-0.621,0.946763,0.389778,-1.22089,-0.0353333,0.388889,-0.5
1072,-27.4294,810.6,-0.0277656,0.125,0.0833333,0.14631,1.19739,0.170864,-0.010151,2.40183,5.92593e-05,0.0113716,0.295554,17069.2,0.476478,0.243413,-0.1,0.15,62.7143,1.31727e+07,0.297121,0.0247614,0.514218,0.0256592,-0.198528,0.8106,-0.1714,nan,nan,nan,nan,-0.0256513,-0.0937687,-0.0464586,nan,-0.279121,-0.0002,-0.19221,-0.650731,nan,-0.860587,-0.7962,1.21783,0.4696,-1.576,-0.0504,0.41,-0.5
1073,-30.0711,747,-0.0273051,0.0833333,0.125,0.148009,1.20641,0.194913,-0.0101848,2.39564,5.92593e-05,0.00594505,0.295451,17025,0.476213,0.245549,-0.1,0.15,63.4374,1.3185e+07,0.318174,0.0298862,0.470549,0.0164173,-0.181591,0.747,-0.1066,nan,nan,nan,nan,-0.0165693,-0.0622785,-0.0302408,nan,-0.257167,0,-0.177661,-0.635916,nan,-0.790652,-0.7404,1.1259,0.3064,-1.4176,-0.0212,0.22,-0.5
1074,-24.6232,644.571,-0.0272133,0.125,0.166667,0.147042,1.19128,0.202968,-0.00956325,2.39176,5.92593e-05,0.00912118,0.295349,16670.1,0.489396,0.247731,-0.1,0.15,64.1758,1.31973e+07,0.297835,0.0241711,0.40064,0.0168844,-0.159019,0.644571,-0.111,nan,nan,nan,nan,-0.0172228,-0.065871,-0.0324213,nan,-0.222992,0,-0.150023,-0.543778,nan,-0.685541,-0.623571,0.961035,0.306857,-1.23543,-0.0291429,0.278571,-0.5
1075,-28.1703,688,-0.0295002,0.0416667,0.25,0.144234,1.19422,0.211092,-0.00883363,2.38794,5.92593e-05,0.0114045,0.295275,16887.8,0.480721,0.246906,-0.1,0.15,64.9046,1.32096e+07,0.320786,0.0267799,0.430471,0.0192047,-0.167655,0.688,-0.116143,nan,nan,nan,nan,-0.0206146,-0.0676162,-0.0330968,nan,-0.237887,-0.000285714,-0.163883,-0.585218,nan,-0.732378,-0.648429,1.04309,0.318857,-1.312,-0.0294286,0.2875,-0.5
1076,-30.2191,768.625,-0.0296063,0.0833333,0.25,0.140851,1.18575,0.259092,-0.00985023,2.38464,5.92593e-05,0.0118463,0.295178,16776.8,0.488997,0.243444,-0.1,0.15,65.6384,1.32219e+07,0.244899,0.02969,0.476877,0.0211923,-0.187001,0.768625,-0.1563,nan,nan,nan,nan,-0.0267794,-0.0998167,-0.044097,nan,-0.26623,-0.000375,-0.182016,-0.639069,nan,-0.819089,-0.76125,1.14729,0.4225,-1.4705,-0.03825,0.44375,-0.5
1077,-25.8528,665.286,-0.0281492,0.0833333,0.208333,0.142205,1.18284,0.240127,-0.0104514,2.38046,5.92593e-05,0.00948869,0.295079,16987.4,0.477488,0.245872,-0.1,0.15,66.3632,1.32342e+07,0.262444,0.0268518,0.413772,0.0204802,-0.162159,0.665286,-0.1156,nan,nan,nan,nan,-0.0202224,-0.0700702,-0.0348893,nan,-0.230201,0,-0.15623,-0.544837,nan,-0.712461,-0.659571,0.984054,0.334286,-1.28057,-0.0308571,0.375,-0.5
1078,-31.5445,900.444,-0.0272438,0.166667,0.208333,0.142918,1.19589,0.303466,-0.00913093,2.37781,5.92593e-05,0.00956187,0.295081,16957.4,0.479288,0.245351,-0.1,0.15,67.0892,1.32465e+07,0.386711,0.0262663,0.566605,0.0256232,-0.219206,0.900444,-0.161956,nan,nan,nan,nan,-0.0271194,-0.104949,-0.0477003,nan,-0.310389,0,-0.212334,-0.758764,nan,-0.961357,-0.854667,1.32923,0.460889,-1.71422,-0.042,0.419444,-0.5
1079,-31.2786,844.714,-0.0269312,0.0416667,0.25,0.141082,1.20387,0.172429,-0.010168,2.37824,5.92593e-05,0.0133026,0.295063,17096.1,0.475176,0.243584,-0.1,0.15,67.8093,1.32588e+07,0.34056,0.0308902,0.533952,0.0259677,-0.206814,0.844714,-0.180171,nan,nan,nan,nan,-0.0273617,-0.0982314,-0.0504754,nan,-0.291494,0,-0.200242,-0.691698,nan,-0.895187,-0.805714,1.24681,0.470857,-1.62686,-0.0477143,0.492857,-0.5
1080,-31.3605,953.75,-0.0249051,0.0833333,0.0833333,0.142694,1.17285,0.169934,-0.00994991,2.37546,5.92593e-05,0.00929437,0.294938,16357.8,0.493463,0.25774,-0.1,0.15,68.5618,1.3271e+07,0.366889,0.0312986,0.599449,0.0261525,-0.233257,0.95375,-0.17385,nan,nan,nan,nan,-0.0281351,-0.107277,-0.0504309,nan,-0.330125,0,-0.226094,-0.798753,nan,-1.01625,-1.01175,1.42336,0.459,-1.809,-0.043,0.65,-0.5
1081,-31.519,796.6,-0.0266052,0.0416667,0.166667,0.1381,1.15919,0.164032,-0.0107145,2.36979,5.92593e-05,0.0117032,0.294812,15305.8,0.540214,0.262619,-0.1,0.15,69.3664,1.32833e+07,0.277843,0.029806,0.512485,0.0191929,-0.195022,0.7966,-0.14208,nan,nan,nan,nan,-0.0230533,-0.0873878,-0.0414907,nan,-0.274523,-0.0012,-0.187763,-0.645559,nan,-0.832859,-0.7302,1.17306,0.3872,-1.5072,-0.0288,0.325,-0.5
1082,-28.5535,807.333,-0.0272135,0.0416667,0.208333,0.140004,1.18006,0.29697,-0.0101006,2.36577,5.92593e-05,0.0078999,0.294751,16598.3,0.488362,0.251953,-0.1,0.15,70.1081,1.32956e+07,0.306833,0.0321733,0.500476,0.0267149,-0.196861,0.807333,-0.1575,nan,nan,nan,nan,-0.0265241,-0.0970255,-0.0430165,nan,-0.278227,0,-0.191329,-0.666386,nan,-0.848776,-0.743,1.19844,0.416,-1.532,-0.0433333,0.525,-0.5
1083,-30.719,967.538,-0.0269449,0.25,0.291667,0.136437,1.17453,0.20453,-0.00888884,2.36364,5.92593e-05,0.00535817,0.29469,16023.3,0.503673,0.263208,-0.1,0.15,70.8762,1.33079e+07,0.423519,0.0394521,0.614542,0.028288,-0.236307,0.967538,-0.185308,nan,nan,nan,nan,-0.0280628,-0.0983316,-0.0525705,nan,-0.331697,0,-0.231856,-0.790749,nan,-1.01421,-0.943154,1.45892,0.532,-1.82831,-0.0452308,0.454808,-0.5
1084,-25.8072,995.741,-0.0249121,9.08333,0.0833333,0.134492,1.13106,0.132881,-0.0119295,2.35981,5.92593e-05,0.0104717,0.294555,15401.1,0.522235,0.275631,-0.1,0.15,71.6755,1.33202e+07,0.423208,0.0367336,0.638735,0.0289455,-0.242604,0.995741,-0.196462,nan,nan,nan,nan,-0.0289348,-0.110173,-0.0554033,nan,-0.342127,-0.000204545,-0.238594,-0.818424,nan,-1.04365,-0.945518,1.49586,0.536327,-1.88615,-0.0489182,0.515795,-0.5
1085,-19.8525,708.222,-0.0255255,0.25,0.125,0.141821,1.19531,0.175267,-0.00979888,2.35339,5.92593e-05,0.0106552,0.294391,16310.4,0.501731,0.251653,-0.1,0.15,72.4304,1.33325e+07,0.417318,0.0256253,0.454874,0.0174523,-0.170823,0.708222,-0.120556,nan,nan,nan,nan,-0.0188701,-0.0642284,-0.0336915,nan,-0.242515,0,-0.170238,-0.605775,nan,-0.734135,-0.675333,1.05594,0.335556,-1.33467,-0.034,0.363889,-0.5
1086,-22.2311,822.846,-0.0243109,0.416667,0.125,0.14213,1.18285,0.136521,-0.00912838,2.34656,5.92593e-05,0.00789999,0.294234,16829.4,0.48705,0.243099,-0.1,0.15,73.162,1.33448e+07,0.387749,0.0314557,0.536424,0.0239741,-0.200128,0.822846,-0.173785,nan,nan,nan,nan,-0.0246759,-0.0934395,-0.0474726,nan,-0.28319,-0.000153846,-0.197635,-0.669235,nan,-0.860607,-0.781154,1.22666,0.459385,-1.56154,-0.0426154,0.450962,-0.5
1087,-21.0171,813,-0.0263576,0.458333,0.166667,0.143647,1.18172,0.183645,-0.00958666,2.34127,5.92593e-05,0.0127949,0.294156,16115.9,0.498464,0.264012,-0.1,0.15,73.9256,1.33571e+07,0.424132,0.0308792,0.52563,0.0231312,-0.19669,0.813,-0.149067,nan,nan,nan,nan,-0.021186,-0.080405,-0.0419488,nan,-0.277952,0,-0.195845,-0.655597,nan,-0.845525,-0.7796,1.23136,0.3976,-1.53173,-0.0385333,0.450833,-0.5
1088,-21.6512,755.091,-0.0243127,0.333333,0.125,0.144463,1.17439,0.175676,-0.00951308,2.33884,5.92593e-05,0.00642204,0.294093,15801,0.510458,0.267216,-0.1,0.15,74.7048,1.33693e+07,0.323654,0.0289461,0.481335,0.0232646,-0.18343,0.755091,-0.151218,nan,nan,nan,nan,-0.0213471,-0.0807066,-0.0424245,nan,-0.258092,-0.000363636,-0.183723,-0.610616,nan,-0.781933,-0.721909,1.13677,0.398909,-1.43418,-0.0367273,0.4125,-0.5
1089,-21.4987,611,-0.0241663,0.166667,0.125,0.144829,1.16142,0.207435,-0.00960628,2.33613,5.92593e-05,0.00968631,0.294039,15942.9,0.500941,0.269809,-0.1,0.15,75.4769,1.33816e+07,0.197027,0.0223674,0.376269,0.0222095,-0.147924,0.611,-0.145543,nan,nan,nan,nan,-0.0217746,-0.0806983,-0.0379467,nan,-0.208997,-0.000714286,-0.145943,-0.522203,nan,-0.632553,-0.606857,0.913772,0.381143,-1.14629,-0.0334286,0.346429,-0.5
1090,-24.391,741.111,-0.0272883,0.166667,0.208333,0.143421,1.14967,0.242626,-0.00865964,2.33455,5.92593e-05,0.00824028,0.294022,15865.8,0.509225,0.265273,-0.1,0.15,76.2527,1.33939e+07,0.375491,0.0265247,0.475938,0.0203173,-0.179963,0.741111,-0.142267,nan,nan,nan,nan,-0.0207325,-0.071132,-0.0391347,nan,-0.254491,0,-0.178363,-0.61789,nan,-0.771013,-0.678,1.10361,0.390667,-1.39511,-0.0328889,0.305556,-0.5
1091,-24.7284,882.857,-0.0226324,0.25,0.0416667,0.142127,1.16795,0.15009,-0.00881954,2.33308,5.92593e-05,0.00664989,0.293951,16221.5,0.49021,0.267302,-0.1,0.15,77.0114,1.34062e+07,0.385138,0.0329409,0.564785,0.0215251,-0.212291,0.882857,-0.158914,nan,nan,nan,nan,-0.0244315,-0.0927172,-0.0424418,nan,-0.302021,0,-0.213439,-0.744496,nan,-0.91715,-0.807857,1.32788,0.416,-1.69029,-0.0382857,0.448214,-0.5
1092,-19.9155,670.2,-0.0224109,0.125,0.0833333,0.14589,1.15789,0.17973,-0.0100426,2.32877,5.92593e-05,0.00768612,0.293823,16382.4,0.49482,0.255253,-0.1,0.15,77.7629,1.34185e+07,0.327119,0.0182328,0.436913,0.0215588,-0.162635,0.6702,-0.15244,nan,nan,nan,nan,-0.0242697,-0.0844838,-0.0427273,nan,-0.229774,0,-0.160305,-0.57109,nan,-0.702082,-0.6348,0.999508,0.4256,-1.276,-0.0368,0.3825,-0.5
