iteration,Train/mean_reward,Train/mean_episode_length,Train/mean_step_reward,Episode_Termination/time_out,Episode_Termination/fell_over,Metrics/twist/error_vel_xy,Metrics/twist/error_vel_yaw,Loss/value,Loss/surrogate,Loss/entropy,Loss/learning_rate,Loss/kl,Policy/mean_std,Perf/total_fps,Perf/collection_time,Perf/learning_time,Curriculum/action_rate_weight,Curriculum/standing_envs,time_s,env_steps,Episode_Reward/track_linear_velocity,Episode_Reward/track_angular_velocity,Episode_Reward/upright,Episode_Reward/pose,Episode_Reward/action_rate_l2,Episode_Reward/alive,Episode_Reward/air_time,Episode_Reward/single_stance,Episode_Reward/foot_lift,Episode_Reward/foot_clearance,Episode_Reward/foot_swing_height,Episode_Reward/foot_slip,Episode_Reward/self_collisions,Episode_Reward/dof_pos_limits,Episode_Reward/body_ang_vel,Episode_Reward/angular_momentum,Episode_Reward/foot_alternation,Episode_Reward/foot_symmetry,Episode_Reward/trot,Episode_Reward/joint_torque
588,4.37304,99.5,0.0832346,0,0.0833333,0.214231,0.766996,0.104174,-0.0119148,17.3836,8.8e-05,0.00722051,0.637181,9089.48,0.959286,0.392607,-0.2,0.05,95.4552,7.22534e+06,0.0907724,0.0714425,0.127559,0.0279698,-0.333623,nan,0.0885,0.073,0.0342742,-0.00139087,-0.00158177,-0.000336991,-0.01,-0.000835616,-0.0220975,-2.51738e-07,nan,nan,nan,nan
589,45.3694,562.5,0.0837414,0.125,0.125,0.216711,0.77261,0.137258,-0.0103683,17.3695,8.8e-05,0.00899671,0.636797,10232.5,0.833491,0.367386,-0.2,0.05,96.6575,7.23763e+06,0.653857,0.466129,0.989225,0.206013,-1.88438,nan,0.5915,0.492,0.238556,-0.0054084,-0.00879383,-0.0016608,-0.00266667,-0.00273048,-0.0456702,-6.36779e-07,nan,nan,nan,nan
590,47.0771,614.8,0.0849571,0.0833333,0.125,0.216501,0.763454,0.0996898,-0.0117943,17.3574,8.8e-05,0.0110374,0.63623,10476,0.799086,0.373883,-0.2,0.05,97.8321,7.24992e+06,0.736214,0.514501,1.07409,0.204408,-2.04581,nan,0.606,0.4894,0.246046,-0.00524871,-0.00861817,-0.00173036,-0.0116,-0.00157931,-0.0482135,-6.91803e-07,nan,nan,nan,nan
591,13.0533,171,0.0847014,0,0.0416667,0.219559,0.76051,0.062189,-0.011166,17.34,8.8e-05,0.010493,0.635625,12549.7,0.667796,0.311352,-0.2,0.05,98.813,7.26221e+06,0.196924,0.121882,0.265355,0.0584735,-0.553452,nan,0.174,0.145,0.0679704,-0.00160715,-0.00239336,-0.000520517,0,0,-0.0289686,-2.82356e-07,nan,nan,nan,nan
592,72.385,1000,0.0846689,0.125,0,0.218328,0.768958,0.0752884,-0.0128277,17.322,8.8e-05,0.00846154,0.635001,9258.58,0.926604,0.400597,-0.2,0.05,100.141,7.2745e+06,1.13835,0.847396,1.8039,0.335066,-3.35462,nan,0.916,0.761,0.375178,-0.00791777,-0.0138978,-0.00271701,-0.00533333,-0.00316781,-0.0599826,-9.19235e-07,nan,nan,nan,nan
593,82.7025,1000,0.0849138,0.166667,0,0.218934,0.770856,0.0799131,-0.0124872,17.3054,8.8e-05,0.0118249,0.634473,9334.03,0.960695,0.355778,-0.2,0.05,101.459,7.28678e+06,1.05521,0.872662,1.8064,0.364618,-3.3413,nan,1.074,0.87075,0.426006,-0.00928473,-0.0147623,-0.00296717,-0.0015,-0.00301997,-0.0641789,-9.65261e-07,nan,nan,nan,nan
594,64.4699,776,0.0854498,0.125,0.0833333,0.215473,0.768245,0.0750894,-0.0119423,17.289,8.8e-05,0.012986,0.633819,11472.7,0.748161,0.322906,-0.2,0.05,102.532,7.29907e+06,0.911066,0.672217,1.37518,0.284089,-2.56836,nan,0.8088,0.6732,0.335488,-0.00716411,-0.0107232,-0.00262025,-0.0076,-0.00240401,-0.0566759,-8.82283e-07,nan,nan,nan,nan
595,69.3992,849.333,0.0859537,0.0833333,0.0416667,0.216865,0.773355,0.0658368,-0.0130292,17.2694,8.8e-05,0.0157675,0.633128,13345.1,0.653767,0.267019,-0.2,0.05,103.457,7.31136e+06,1.14158,0.723206,1.50057,0.276657,-2.78086,nan,0.842,0.675333,0.325188,-0.00738559,-0.0100903,-0.00242449,-0.0116667,-0.00342662,-0.0637173,-9.57882e-07,nan,nan,nan,nan
596,nan,nan,0.0858403,0,0,0.217539,0.772429,0.108157,-0.011502,17.2511,8.8e-05,0.0113519,0.632534,11234.5,0.682186,0.411588,-0.2,0.05,104.552,7.32365e+06,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
597,47.4166,593.2,0.0870038,0.0833333,0.125,0.217521,0.770069,0.0912465,-0.0110801,17.2344,8.8e-05,0.011601,0.631959,10724,0.793115,0.352731,-0.2,0.05,105.699,7.33594e+06,0.682314,0.510618,1.04297,0.207485,-1.96271,nan,0.6174,0.5014,0.243679,-0.00552461,-0.0089587,-0.00165927,-0.0044,-0.00116986,-0.0446144,-6.648e-07,nan,nan,nan,nan
598,23.524,335.5,0.0871431,0,0.0833333,0.212804,0.768863,0.101579,-0.0114688,17.2183,8.8e-05,0.0119615,0.63145,10780.7,0.745488,0.394328,-0.2,0.05,106.841,7.34822e+06,0.331772,0.274184,0.544916,0.112874,-1.07399,nan,0.3615,0.284,0.144727,-0.0032401,-0.00468624,-0.00124372,-0.021,-0.000831735,-0.035277,-5.01903e-07,nan,nan,nan,nan
599,72.5487,840.5,0.0880076,0.125,0.0416667,0.216479,0.771795,0.115474,-0.0120077,17.2046,8.8e-05,0.00989816,0.631033,12274.5,0.666223,0.334874,-0.2,0.05,107.843,7.36051e+06,1.06963,0.709952,1.48819,0.29764,-2.78653,nan,0.90825,0.73925,0.369267,-0.00797769,-0.0122427,-0.00260833,-0.003,-0.00275003,-0.0583857,-9.28976e-07,nan,nan,nan,nan
600,26.5898,377,0.0875123,0,0.0416667,0.21691,0.753676,0.0712922,-0.0124296,17.1907,8.8e-05,0.0146646,0.630411,10463.4,0.72148,0.452898,-0.2,0.05,109.019,7.3728e+06,0.421167,0.389647,0.642932,0.125899,-1.19488,nan,0.363,0.297,0.14629,-0.00322025,-0.00691407,-0.0010167,-0.015,-0.00213586,-0.0282771,-4.25782e-07,nan,nan,nan,nan
601,88.1393,1000,0.0895408,0.0833333,0,0.213934,0.748546,0.0765555,-0.0124693,17.1695,8.8e-05,0.0106218,0.629642,15307.9,0.561019,0.241706,-0.2,0.05,112.669,7.38509e+06,1.18728,0.876278,1.7961,0.36228,-3.33966,nan,1.068,0.8805,0.434853,-0.00914272,-0.0128506,-0.00281121,0,-0.00293358,-0.0684258,-1.10048e-06,nan,nan,nan,nan
602,68.3817,860.8,0.0875894,0.166667,0.0416667,0.214157,0.752276,0.072024,-0.0126219,17.1485,8.8e-05,0.0115043,0.628971,15595.5,0.538588,0.249329,-0.2,0.05,113.461,7.39738e+06,1.14852,0.777962,1.5536,0.273807,-2.85851,nan,0.8388,0.6752,0.335395,-0.00695124,-0.0113129,-0.00222973,-0.0054,-0.00197026,-0.0568191,-8.45865e-07,nan,nan,nan,nan
603,85.4339,1000,0.0876428,0.166667,0,0.214218,0.751962,0.0758181,-0.0116474,17.1307,8.8e-05,0.0155225,0.628392,14970.3,0.552386,0.268437,-0.2,0.05,114.283,7.40966e+06,1.22183,0.856881,1.80763,0.366103,-3.28903,nan,1.08,0.87,0.431827,-0.00870283,-0.0147966,-0.00271669,-0.002,-0.00228804,-0.0630464,-9.5107e-07,nan,nan,nan,nan
604,77.2555,896.6,0.0883587,0.166667,0.0416667,0.215333,0.759476,0.108575,-0.0114654,17.1152,8.8e-05,0.0135694,0.627918,11181.7,0.707903,0.391033,-0.2,0.05,115.383,7.42195e+06,1.01861,0.80559,1.60447,0.33661,-2.9729,nan,0.9714,0.7804,0.383811,-0.00828369,-0.0119271,-0.00255171,-0.004,-0.00229603,-0.0591592,-8.91446e-07,nan,nan,nan,nan
605,70.6538,835.833,0.0873217,0.125,0.125,0.214754,0.764771,0.0910147,-0.0116425,17.102,8.8e-05,0.00892555,0.62745,9684.06,0.860588,0.408301,-0.2,0.05,116.654,7.43424e+06,1.02723,0.735097,1.47253,0.280708,-2.73641,nan,0.8795,0.7115,0.352111,-0.00772198,-0.0114644,-0.00220309,-0.0468333,-0.00242744,-0.0589267,-8.76465e-07,nan,nan,nan,nan
606,71.8317,893.5,0.0876191,0.333333,0.0833333,0.217825,0.749637,0.093109,-0.0112995,17.0879,5.86667e-05,0.0207715,0.626928,10026.3,0.853769,0.371808,-0.2,0.05,117.882,7.44653e+06,1.07571,0.802897,1.60543,0.284035,-2.93139,nan,0.8847,0.709,0.361938,-0.00709572,-0.0115847,-0.00240194,-0.0062,-0.0016515,-0.0567965,-8.57651e-07,nan,nan,nan,nan
607,72.5438,890.625,0.0885127,0.25,0.0833333,0.21957,0.757506,0.124087,-0.0100159,17.0759,5.86667e-05,0.0083838,0.626658,10591.2,0.747398,0.412812,-0.2,0.05,119.044,7.45882e+06,1.11089,0.768449,1.58842,0.29082,-2.93484,nan,0.897375,0.71725,0.36407,-0.00745819,-0.0111194,-0.00250038,-0.006625,-0.00220922,-0.0622042,-9.34909e-07,nan,nan,nan,nan
608,49.7653,581.25,0.0897959,0.0416667,0.125,0.21929,0.74914,0.125109,-0.00937853,17.0683,5.86667e-05,0.00584609,0.626394,8876.76,0.901075,0.483214,-0.2,0.05,120.43,7.4711e+06,0.701147,0.551399,1.01145,0.196734,-1.86979,nan,0.63675,0.49775,0.256619,-0.00531047,-0.00749413,-0.00157189,-0.013,-0.00120517,-0.0427131,-6.62551e-07,nan,nan,nan,nan
609,78.8096,886.571,0.0879581,0.208333,0.0833333,0.219731,0.750785,0.0766479,-0.010666,17.0592,5.86667e-05,0.016111,0.626022,7917.8,1.1618,0.390143,-0.2,0.05,121.984,7.48339e+06,1.1068,0.765041,1.58163,0.311991,-2.88828,nan,0.949286,0.772143,0.386303,-0.00791557,-0.0122703,-0.00255999,-0.00357143,-0.00247457,-0.0592158,-8.95602e-07,nan,nan,nan,nan
610,83.6699,1000,0.0900834,0.208333,0,0.213925,0.742905,0.0738893,-0.00993893,17.0477,5.86667e-05,0.0118694,0.625573,8104.83,1.09775,0.418388,-0.2,0.05,123.501,7.49568e+06,1.3096,0.89838,1.81157,0.328704,-3.28127,nan,1.0098,0.8108,0.403329,-0.00826863,-0.0131324,-0.00274733,-0.005,-0.0023452,-0.0629212,-9.44828e-07,nan,nan,nan,nan
611,86.5077,1000,0.0868482,0.0833333,0,0.215765,0.753788,0.0931351,-0.0105903,17.0349,5.86667e-05,0.0106704,0.62519,8960.16,0.960528,0.410876,-0.2,0.05,124.875,7.50797e+06,1.3159,0.935817,1.8049,0.322691,-3.21485,nan,0.996,0.7955,0.403487,-0.00775254,-0.0124471,-0.00264548,-0.01,-0.00319807,-0.0630193,-9.30871e-07,nan,nan,nan,nan
612,69.8773,892.333,0.0880577,0.0833333,0.0416667,0.21475,0.732654,0.0874186,-0.00999895,17.0244,5.86667e-05,0.00876679,0.624829,10356.8,0.824326,0.362136,-0.2,0.05,126.063,7.52026e+06,1.14109,0.806838,1.60902,0.262632,-2.8435,nan,0.826,0.666333,0.337367,-0.00648328,-0.0118128,-0.00212961,0,-0.00123712,-0.0602503,-8.43824e-07,nan,nan,nan,nan
613,73.3032,856,0.0887748,0.0416667,0.0416667,0.216195,0.742846,0.0712818,-0.0115137,17.011,5.86667e-05,0.0115355,0.624228,11506.2,0.690055,0.377887,-0.2,0.05,127.133,7.53254e+06,1.01656,0.778247,1.53624,0.299575,-2.7828,nan,0.9015,0.7465,0.357535,-0.00780896,-0.0126444,-0.00264251,0,-0.00169528,-0.0634105,-9.51698e-07,nan,nan,nan,nan
614,85.2744,1000,0.0888635,0.208333,0,0.213131,0.734303,0.080258,-0.0116046,16.9939,5.86667e-05,0.0112101,0.623729,10583.1,0.793196,0.367895,-0.2,0.05,128.295,7.54483e+06,1.29952,0.87821,1.80305,0.316837,-3.22898,nan,1.0248,0.8144,0.415447,-0.00792723,-0.012385,-0.00259151,-0.0028,-0.00215762,-0.0637076,-9.487e-07,nan,nan,nan,nan
615,71.7547,827,0.089504,0.166667,0.0416667,0.214178,0.747103,0.0671322,-0.00908075,16.9813,5.86667e-05,0.0113614,0.623324,10701.7,0.777967,0.370258,-0.2,0.05,129.445,7.55712e+06,0.963447,0.748185,1.49453,0.288153,-2.69172,nan,0.8946,0.7244,0.357692,-0.00730141,-0.0112122,-0.00239345,-0.001,-0.0014481,-0.0531992,-7.98677e-07,nan,nan,nan,nan
616,91.4595,1000,0.0889234,0.166667,0,0.211213,0.750148,0.102899,-0.00892287,16.9705,5.86667e-05,0.012489,0.623011,11547.7,0.716339,0.347773,-0.2,0.05,130.51,7.56941e+06,1.22944,0.903217,1.8139,0.340023,-3.25489,nan,1.09575,0.876,0.452905,-0.00867702,-0.0131754,-0.00286554,-0.00325,-0.00191495,-0.0609879,-9.30685e-07,nan,nan,nan,nan
617,75.5143,913,0.0892273,0.166667,0.125,0.214326,0.740832,0.0620704,-0.00959749,16.9607,5.86667e-05,0.0102322,0.622617,11291.7,0.710237,0.377992,-0.2,0.05,131.6,7.5817e+06,1.13742,0.815968,1.62436,0.303693,-2.96722,nan,0.900429,0.745714,0.354968,-0.00804988,-0.0119714,-0.00236929,-0.00342857,-0.00257569,-0.0647926,-9.39871e-07,nan,nan,nan,nan
618,69.0511,906.5,0.0901414,0.0416667,0.0416667,0.211632,0.739999,0.0858006,-0.00891502,16.9492,5.86667e-05,0.0121092,0.622267,10822.3,0.762241,0.37319,-0.2,0.05,132.737,7.59398e+06,1.29329,0.835967,1.62816,0.262926,-2.90536,nan,0.7245,0.617,0.29784,-0.00619765,-0.0102825,-0.00210489,-0.0245,-0.00161844,-0.0670633,-9.17504e-07,nan,nan,nan,nan
619,91.989,1000,0.0893445,0.166667,0,0.214117,0.736131,0.0913145,-0.0108847,16.9393,5.86667e-05,0.0134789,0.62192,10965.4,0.767824,0.352788,-0.2,0.05,133.859,7.60627e+06,1.26308,0.897831,1.79963,0.3523,-3.18818,nan,1.0815,0.8755,0.43376,-0.00937302,-0.0132569,-0.00297807,-0.0025,-0.00148437,-0.0638775,-9.96988e-07,nan,nan,nan,nan
620,80.9213,970,0.0898801,0.125,0.0416667,0.21394,0.729536,0.0868208,-0.0115385,16.9285,5.86667e-05,0.0106753,0.62152,12708.6,0.654144,0.31276,-0.2,0.05,134.827,7.61856e+06,1.18556,0.885265,1.74314,0.310637,-3.07468,nan,0.95475,0.767,0.378967,-0.00808546,-0.01267,-0.00247991,-0.005,-0.0022534,-0.0603234,-8.9866e-07,nan,nan,nan,nan
621,77.835,951.222,0.0874542,0.208333,0.166667,0.216851,0.741126,0.099332,-0.00968056,16.9172,5.86667e-05,0.0124537,0.621171,13655.8,0.623677,0.27616,-0.2,0.05,135.729,7.63085e+06,1.22254,0.824172,1.69067,0.28776,-3.04112,nan,0.963667,0.761333,0.392692,-0.00786232,-0.0120694,-0.00259047,-0.0212222,-0.00255308,-0.0653349,-9.67907e-07,nan,nan,nan,nan
622,81.6354,920.091,0.0896963,0.375,0.0833333,0.214814,0.743707,0.0947979,-0.0101245,16.9079,5.86667e-05,0.0137295,0.620862,14288.7,0.582834,0.277147,-0.2,0.05,136.59,7.64314e+06,1.14067,0.807748,1.65322,0.313915,-2.93102,nan,0.979091,0.790545,0.395875,-0.00801032,-0.0125055,-0.0025664,-0.009,-0.00251353,-0.0605002,-8.71089e-07,nan,nan,nan,nan
623,94.2621,1000,0.090192,0.0833333,0,0.215015,0.741955,0.10654,-0.00999623,16.8988,5.86667e-05,0.00891718,0.620515,14690.5,0.558842,0.277616,-0.2,0.05,137.428,7.65542e+06,1.37873,0.900886,1.79823,0.343585,-3.16938,nan,1.086,0.8775,0.432302,-0.00894318,-0.0128015,-0.00272088,0,-0.00112148,-0.0641683,-9.42332e-07,nan,nan,nan,nan
624,78.7193,889.5,0.0893979,0.0833333,0.166667,0.217009,0.740229,0.115408,-0.0104094,16.8882,5.86667e-05,0.013417,0.620155,14444,0.573887,0.276849,-0.2,0.05,138.28,7.66771e+06,1.06589,0.79403,1.56872,0.296242,-2.83252,nan,0.9665,0.778167,0.383463,-0.0083001,-0.0118399,-0.00252879,-0.00616667,-0.00170723,-0.0689841,-9.7461e-07,nan,nan,nan,nan
625,86.8409,999.994,0.0904131,14.4167,0.0833333,0.217859,0.735531,0.111821,-0.0115094,16.8774,5.86667e-05,0.0182306,0.61977,12477.1,0.6913,0.293541,-0.2,0.05,139.266,7.68e+06,1.25482,0.907965,1.80355,0.327078,-3.18619,nan,1.02068,0.827034,0.41166,-0.00814718,-0.0126694,-0.00267383,-0.00504885,-0.00179352,-0.0630538,-9.23629e-07,nan,nan,nan,nan
626,nan,nan,0.0747866,0,0,0.221672,0.728115,0.0661098,-0.0101733,16.8658,5.86667e-05,0.015547,0.619359,14851.2,0.549791,0.277616,-0.2,0.05,140.095,7.69229e+06,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
627,93.0419,1000,0.0886515,0.0416667,0,0.219023,0.747896,0.114802,-0.00943928,16.8549,5.86667e-05,0.00656217,0.619058,13626.7,0.618126,0.28363,-0.2,0.05,140.998,7.70458e+06,1.23188,0.949411,1.7983,0.339912,-3.24647,nan,1.065,0.873,0.441361,-0.00887775,-0.0140837,-0.00295667,0,-0.00101565,-0.0633625,-9.35761e-07,nan,nan,nan,nan
628,68.9822,764.25,0.0906824,0.125,0.0416667,0.215626,0.725743,0.0710282,-0.0120261,16.8462,5.86667e-05,0.0136578,0.618712,14178.7,0.590883,0.275767,-0.2,0.05,141.866,7.71686e+06,0.940127,0.724994,1.35724,0.260391,-2.45222,nan,0.858,0.67175,0.346477,-0.00656304,-0.0102042,-0.00211681,-0.0065,-0.00150987,-0.0520092,-7.49986e-07,nan,nan,nan,nan
629,78.0681,847.5,0.0908254,0.208333,0.0416667,0.214696,0.729291,0.0884457,-0.00994775,16.8352,5.86667e-05,0.0120074,0.618316,14171.8,0.568486,0.298586,-0.2,0.05,142.734,7.72915e+06,1.04182,0.76334,1.51961,0.29512,-2.69985,nan,0.9035,0.743333,0.366135,-0.00738742,-0.0115351,-0.00240974,-0.000333333,-0.00130355,-0.0566343,-8.01451e-07,nan,nan,nan,nan
630,92.6453,1000,0.0921757,0.0833333,0,0.218783,0.735455,0.0848557,-0.00941799,16.8231,5.86667e-05,0.0113551,0.617894,14346.2,0.574039,0.282496,-0.2,0.05,143.592,7.74144e+06,1.31467,0.930172,1.79822,0.36548,-3.18282,nan,1.0485,0.876,0.417763,-0.00878515,-0.0130152,-0.00302791,-0.006,-0.00290701,-0.0644961,-9.65816e-07,nan,nan,nan,nan
631,75.3954,842.6,0.0912249,0.166667,0.0416667,0.220386,0.728984,0.0760265,-0.0104374,16.8105,5.86667e-05,0.0112284,0.617422,14421.3,0.571882,0.280189,-0.2,0.05,144.445,7.75373e+06,1.08229,0.736623,1.50798,0.291103,-2.6562,nan,0.8952,0.73,0.362794,-0.00750529,-0.0118114,-0.00245685,0,-0.00167812,-0.0535582,-7.94917e-07,nan,nan,nan,nan
632,82.0171,910.2,0.0919016,0.166667,0.0416667,0.216379,0.731118,0.102481,-0.0101482,16.797,5.86667e-05,0.0109853,0.61702,14412.5,0.574613,0.277982,-0.2,0.05,145.299,7.76602e+06,1.04623,0.812385,1.64265,0.309794,-2.85239,nan,0.966,0.7846,0.39369,-0.00789105,-0.0112837,-0.00263209,-0.0014,-0.0012349,-0.0606677,-8.99109e-07,nan,nan,nan,nan
633,51.582,595.5,0.0911394,0.0416667,0.0416667,0.220423,0.738486,0.117342,-0.0107433,16.7868,5.86667e-05,0.00974487,0.616742,14327,0.57889,0.278793,-0.2,0.05,146.158,7.7783e+06,0.670087,0.5566,1.04016,0.211439,-1.89201,nan,0.6255,0.5245,0.24721,-0.00595211,-0.00771255,-0.00174345,-0.0175,-0.00114347,-0.0453357,-6.28813e-07,nan,nan,nan,nan
634,76.4856,899.75,0.0919157,0.125,0.0416667,0.22135,0.748403,0.0802853,-0.0100634,16.7772,5.86667e-05,0.0140128,0.616315,14548.6,0.56317,0.281446,-0.2,0.05,147.004,7.79059e+06,1.07566,0.828984,1.61606,0.281509,-2.85584,nan,0.91275,0.736,0.3607,-0.00724577,-0.0102192,-0.00231651,-0.004,-0.00207974,-0.0581793,-8.57328e-07,nan,nan,nan,nan
635,54.8008,637,0.0920886,0.125,0.166667,0.216961,0.744832,0.0903037,-0.0105728,16.7635,5.86667e-05,0.0108383,0.615866,14404.3,0.575097,0.277979,-0.2,0.05,147.858,7.80288e+06,0.802632,0.586035,1.12508,0.208606,-1.99244,nan,0.629143,0.516857,0.244051,-0.00564228,-0.00800133,-0.00169036,-0.0152857,-0.00135742,-0.0443719,-6.73708e-07,nan,nan,nan,nan
636,76.3567,851.8,0.0919997,0.166667,0.0416667,0.219339,0.744136,0.091659,-0.00948077,16.7517,5.86667e-05,0.0118332,0.615514,14573.2,0.564288,0.278905,-0.2,0.05,148.702,7.81517e+06,1.05342,0.760132,1.51707,0.293033,-2.66804,nan,0.9216,0.7432,0.3596,-0.00742034,-0.0106213,-0.00222965,-0.0078,-0.00281762,-0.058287,-8.05972e-07,nan,nan,nan,nan
637,58.8853,638.167,0.0930983,0.125,0.125,0.216941,0.740245,0.0908991,-0.0103177,16.7415,5.86667e-05,0.00986378,0.615168,13910.1,0.581234,0.302154,-0.2,0.05,149.587,7.82746e+06,0.82832,0.571697,1.1294,0.214463,-1.98449,nan,0.6835,0.557167,0.276012,-0.00575559,-0.00878809,-0.00165867,-0.000833333,-0.00147366,-0.0457889,-6.39887e-07,nan,nan,nan,nan
638,33.9959,396.5,0.0920745,0,0.0833333,0.215006,0.749937,0.11446,-0.010785,16.7323,5.86667e-05,0.00748196,0.614906,14658.9,0.555409,0.282852,-0.2,0.05,150.427,7.83974e+06,0.439377,0.33443,0.667176,0.122432,-1.2311,nan,0.441,0.34,0.165418,-0.00415921,-0.00386509,-0.00113399,-0.0095,-0.00299543,-0.0372807,-5.81841e-07,nan,nan,nan,nan
639,81.9159,902.714,0.0934721,0.25,0.0416667,0.216688,0.743666,0.0951462,-0.010112,16.7234,5.86667e-05,0.0156329,0.614554,14626.9,0.564392,0.275702,-0.2,0.05,151.268,7.85203e+06,1.11201,0.851262,1.6213,0.291874,-2.84302,nan,0.945,0.765429,0.3865,-0.0077903,-0.00974209,-0.00235204,-0.00328571,-0.00170083,-0.0618355,-8.91214e-07,nan,nan,nan,nan
640,87.5636,1000,0.0944415,0.0833333,0,0.216262,0.73492,0.0746452,-0.00841877,16.714,5.86667e-05,0.00626521,0.614276,14545,0.54926,0.295569,-0.2,0.05,152.114,7.86432e+06,1.20907,0.94017,1.80341,0.330099,-3.15893,nan,0.9855,0.803,0.389632,-0.00808906,-0.0110747,-0.00233793,0,-0.0013057,-0.0634596,-9.18135e-07,nan,nan,nan,nan
641,81.552,872.6,0.0950306,0.166667,0.0416667,0.213672,0.727935,0.0586185,-0.0102187,16.7048,5.86667e-05,0.00708351,0.613918,14686,0.558763,0.277952,-0.2,0.05,152.952,7.87661e+06,1.12668,0.793119,1.5528,0.300386,-2.74221,nan,0.948,0.7726,0.383841,-0.00799348,-0.0110437,-0.00251445,-0.0044,-0.00167491,-0.0589878,-8.70136e-07,nan,nan,nan,nan
642,nan,nan,0.0937875,0,0,0.212301,0.730124,0.0854091,-0.0105312,16.6928,5.86667e-05,0.00557845,0.613482,14052.4,0.586114,0.28833,-0.2,0.05,153.828,7.8889e+06,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
643,90.5441,1000,0.0943393,0.125,0,0.2121,0.741926,0.0798035,-0.0106087,16.6802,5.86667e-05,0.0070698,0.613066,14530.4,0.565314,0.280362,-0.2,0.05,154.675,7.90118e+06,1.28155,0.938969,1.7969,0.306361,-3.13449,nan,1.027,0.820667,0.431352,-0.00802199,-0.0118752,-0.00288289,-0.002,-0.00134827,-0.0649704,-9.27393e-07,nan,nan,nan,nan
644,79.3385,907,0.0934042,0.208333,0.0416667,0.213075,0.732261,0.0820574,-0.0112982,16.6683,5.86667e-05,0.00954387,0.612697,14337.2,0.554849,0.302225,-0.2,0.05,155.533,7.91347e+06,1.16161,0.814493,1.63326,0.279469,-2.81791,nan,0.921,0.744167,0.374051,-0.00742718,-0.0107979,-0.00239886,-0.0095,-0.00174632,-0.0588455,-8.44738e-07,nan,nan,nan,nan
645,73.3035,773,0.092305,0.125,0.0833333,0.220481,0.752084,0.0913508,-0.0108855,16.6583,5.86667e-05,0.0111778,0.612401,14256.4,0.580787,0.28114,-0.2,0.05,156.397,7.92576e+06,0.960813,0.707549,1.38122,0.260976,-2.3879,nan,0.8346,0.6838,0.345038,-0.00683178,-0.00994001,-0.00242858,-0.0022,-0.00133668,-0.0551866,-7.76374e-07,nan,nan,nan,nan
646,75.2772,886.571,0.0945825,0.208333,0.0833333,0.214769,0.733971,0.0669256,-0.0102497,16.6491,5.86667e-05,0.0123267,0.61203,14208.2,0.588376,0.276479,-0.2,0.05,157.263,7.93805e+06,1.17519,0.807035,1.58967,0.260359,-2.76814,nan,0.849857,0.682571,0.349957,-0.00691364,-0.0103245,-0.00240625,-0.01,-0.0018018,-0.0576225,-8.49584e-07,nan,nan,nan,nan
647,78.4308,879.5,0.0941782,0.25,0.0833333,0.220867,0.744037,0.0768002,-0.00939704,16.6377,5.86667e-05,0.00741915,0.611661,14057.2,0.593551,0.280594,-0.2,0.05,158.138,7.95034e+06,1.08769,0.817001,1.57645,0.273972,-2.70499,nan,0.884625,0.717375,0.360982,-0.00751103,-0.00998289,-0.00248409,-0.004125,-0.00285138,-0.0564798,-8.05462e-07,nan,nan,nan,nan
648,86.0289,961.667,0.0951714,0.458333,0.0416667,0.218599,0.735052,0.141041,-0.0101544,16.6275,5.86667e-05,0.00980807,0.611331,14157,0.588164,0.279816,-0.2,0.05,159.007,7.96262e+06,1.15958,0.889779,1.73007,0.303351,-2.98402,nan,0.97625,0.798417,0.403557,-0.00799499,-0.0111141,-0.00270879,-0.00141667,-0.00200988,-0.0615318,-9.00931e-07,nan,nan,nan,nan
649,87.5067,937.571,0.0944256,0.25,0.0416667,0.220608,0.733078,0.131827,-0.00919345,16.6182,5.86667e-05,0.00739859,0.611059,11744.3,0.624505,0.421793,-0.2,0.05,160.055,7.97491e+06,1.15176,0.87719,1.68786,0.306788,-2.89084,nan,1.00671,0.824571,0.416986,-0.00815082,-0.0125044,-0.00275438,-0.00114286,-0.00243623,-0.0587009,-8.62171e-07,nan,nan,nan,nan
650,73.9799,810,0.0939592,0.25,0.125,0.222401,0.734095,0.111455,-0.0101316,16.6108,5.86667e-05,0.0106665,0.610815,9507.18,0.916812,0.375684,-0.2,0.05,161.349,7.9872e+06,0.907069,0.732071,1.43247,0.268609,-2.49178,nan,0.881333,0.716444,0.361598,-0.00766301,-0.0107073,-0.00232554,-0.00366667,-0.00156633,-0.0562293,-8.25039e-07,nan,nan,nan,nan
651,84.4834,903.75,0.0942234,0.125,0.0416667,0.221262,0.740395,0.0800808,-0.0108763,16.6022,5.86667e-05,0.00785483,0.61048,10201.5,0.837754,0.366774,-0.2,0.05,162.555,7.99949e+06,1.09649,0.84107,1.62872,0.298752,-2.7929,nan,0.98625,0.79225,0.408331,-0.00823405,-0.0119919,-0.00279159,-0.01025,-0.00159566,-0.0574268,-8.62612e-07,nan,nan,nan,nan
