iteration,Train/mean_reward,Train/mean_episode_length,Train/mean_step_reward,Episode_Termination/time_out,Episode_Termination/fell_over,Metrics/twist/error_vel_xy,Metrics/twist/error_vel_yaw,Loss/value,Loss/surrogate,Loss/entropy,Loss/learning_rate,Loss/kl,Policy/mean_std,Perf/total_fps,Perf/collection_time,Perf/learning_time,Curriculum/action_rate_weight,Curriculum/standing_envs,time_s,env_steps,Episode_Reward/track_linear_velocity,Episode_Reward/track_angular_velocity,Episode_Reward/upright,Episode_Reward/pose,Episode_Reward/action_rate_l2,Episode_Reward/alive,Episode_Reward/air_time,Episode_Reward/single_stance,Episode_Reward/foot_lift,Episode_Reward/foot_alternation,Episode_Reward/foot_symmetry,Episode_Reward/foot_clearance,Episode_Reward/foot_swing_height,Episode_Reward/foot_slip,Episode_Reward/trot,Episode_Reward/joint_torque,Episode_Reward/self_collisions,Episode_Reward/dof_pos_limits,Episode_Reward/body_ang_vel,Episode_Reward/angular_momentum,Episode_Reward/base_height,Episode_Reward/three_stance,Episode_Reward/all_stance,Episode_Reward/footfall_sequence
736,60.6668,848.6,0.0682586,0.166667,0.0416667,0.143685,1.18014,0.229556,-0.0100134,4.21622,8.88889e-05,0.00959659,0.344024,15069.5,0.531798,0.283625,-0.2,0.05,116.188,9.04397e+06,0.369277,0.027287,0.693324,0.0105017,-0.558113,0.8486,0.17626,nan,nan,nan,nan,-0.0333611,-0.169168,-0.0276592,nan,-0.348906,0,-0.0437916,-0.652428,nan,0.0138155,0.1232,-0.018,2.6225
737,62.2179,1000,0.0685596,0.166667,0,0.136983,1.21266,0.245521,-0.0108228,4.21785,8.88889e-05,0.0194392,0.344057,18022.2,0.446128,0.235698,-0.2,0.05,116.871,9.05626e+06,0.442017,0.0443939,0.811671,0.0122306,-0.66543,1,0.21385,nan,nan,nan,nan,-0.0401337,-0.203076,-0.0312151,nan,-0.411035,0,-0.050853,-0.738088,nan,0.0148126,0.1305,-0.0125,2.59375
738,65.9894,932,0.0704757,0.333333,0.0416667,0.140302,1.19447,0.253602,-0.0100944,4.21836,8.88889e-05,0.0098124,0.34405,17975.5,0.443287,0.240311,-0.2,0.05,117.555,9.06854e+06,0.445426,0.0391417,0.757386,0.0124836,-0.615721,0.932,0.207178,nan,nan,nan,nan,-0.0395775,-0.192847,-0.0318099,nan,-0.384815,-0.000111111,-0.0436066,-0.683614,nan,0.0150706,0.128667,-0.018,2.77222
739,12.5642,274,0.0703234,0,0.0416667,0.145412,1.17159,0.279986,-0.0107724,4.21788,8.88889e-05,0.0137909,0.34404,14861.7,0.471686,0.35514,-0.2,0.05,118.383,9.08083e+06,0.0581248,0.00605575,0.217859,0.00355837,-0.177237,0.274,0.0559,nan,nan,nan,nan,-0.0143513,-0.0626717,-0.0101795,nan,-0.111756,0,-0.0118485,-0.232299,nan,0.0075535,0.04,-0.002,0.5875
740,55.2421,1000,0.0672579,0.166667,0,0.145673,1.21241,0.261183,-0.00997917,4.21663,8.88889e-05,0.0118177,0.343954,13321.4,0.566664,0.355758,-0.2,0.05,119.307,9.09312e+06,0.320749,0.035012,0.814703,0.0118704,-0.665138,1,0.199625,nan,nan,nan,nan,-0.0364887,-0.179219,-0.0301393,nan,-0.413925,0,-0.0478825,-0.733922,nan,0.0206111,0.1245,-0.0145,2.35625
741,61.4501,911.571,0.0725225,0.25,0.0416667,0.140804,1.22816,0.28035,-0.0103379,4.21289,8.88889e-05,0.0114296,0.343856,13669.2,0.552244,0.346711,-0.2,0.05,120.208,9.10541e+06,0.446907,0.0340305,0.739015,0.010604,-0.603211,0.911571,0.186086,nan,nan,nan,nan,-0.0359179,-0.177226,-0.0286081,nan,-0.376528,0,-0.0464768,-0.69008,nan,0.0163396,0.115429,-0.0151429,2.58571
742,69.3768,957.8,0.0719009,0.166667,0.0416667,0.14253,1.20693,0.263694,-0.00934488,4.21017,8.88889e-05,0.0196945,0.343793,15355.2,0.542289,0.25796,-0.2,0.05,121.01,9.1177e+06,0.429042,0.0273459,0.764241,0.0129051,-0.643566,0.9578,0.22274,nan,nan,nan,nan,-0.0440888,-0.220635,-0.034143,nan,-0.397984,0,-0.0434985,-0.768189,nan,0.0176715,0.144,-0.0148,3.06
743,70.8403,1000,0.0722002,0.166667,0,0.140492,1.22561,0.295195,-0.010672,4.20685,8.88889e-05,0.0129896,0.343661,16924.6,0.481669,0.244375,-0.2,0.05,121.737,9.12998e+06,0.425175,0.0412458,0.815843,0.0124715,-0.667641,1,0.217,nan,nan,nan,nan,-0.0415155,-0.207662,-0.0358341,nan,-0.413717,-0.00075,-0.0478785,-0.743696,nan,0.015226,0.1375,-0.02,3.05625
744,55.4797,788.7,0.071326,0.25,0.166667,0.144814,1.17123,0.341161,-0.0097493,4.20308,8.88889e-05,0.0115354,0.343628,18027.5,0.446762,0.234863,-0.2,0.05,122.42,9.14227e+06,0.358016,0.0325314,0.631645,0.0092621,-0.527684,0.7887,0.16645,nan,nan,nan,nan,-0.0337141,-0.16617,-0.0262018,nan,-0.325621,-0.0005,-0.037108,-0.600634,nan,0.0169125,0.104,-0.0134,2.3975
745,49.2982,731.75,0.0720714,0.0833333,0.0833333,0.14392,1.18571,0.278334,-0.0108782,4.20274,8.88889e-05,0.0149537,0.343609,18011.1,0.446114,0.236132,-0.2,0.05,123.103,9.15456e+06,0.296452,0.0293974,0.56854,0.00896722,-0.484559,0.73175,0.1639,nan,nan,nan,nan,-0.0326378,-0.156408,-0.0237266,nan,-0.302929,-0.0005,-0.036429,-0.583872,nan,0.0183392,0.103,-0.0125,2.17813
746,65.5796,1000,0.0704403,0.333333,0,0.141296,1.17405,0.269535,-0.00991999,4.20285,8.88889e-05,0.0114954,0.343664,17946.1,0.442029,0.242687,-0.2,0.05,123.789,9.16685e+06,0.427494,0.0364068,0.816883,0.0117702,-0.664457,1,0.2042,nan,nan,nan,nan,-0.0391738,-0.197242,-0.0323335,nan,-0.41517,0,-0.046959,-0.756101,nan,0.018347,0.1315,-0.01775,2.80156
747,56.2591,837.667,0.0716057,0.0833333,0.0416667,0.143644,1.20264,0.274406,-0.010818,4.20503,8.88889e-05,0.0164905,0.343709,14050.4,0.538868,0.335695,-0.2,0.05,124.665,9.17914e+06,0.427073,0.0282622,0.67489,0.0103795,-0.548807,0.837667,0.1585,nan,nan,nan,nan,-0.0320518,-0.168887,-0.0282533,nan,-0.347013,-0.000333333,-0.0393232,-0.660455,nan,0.0189764,0.106667,-0.016,2.39167
748,59.7608,817.8,0.0706145,0.125,0.0833333,0.143117,1.21131,0.318072,-0.00999625,4.20591,8.88889e-05,0.00825082,0.34372,14470.1,0.529886,0.319313,-0.2,0.05,125.516,9.19142e+06,0.32473,0.024279,0.64961,0.00958422,-0.554825,0.8178,0.19002,nan,nan,nan,nan,-0.0351963,-0.173154,-0.0280993,nan,-0.33951,0,-0.0382134,-0.635358,nan,0.0135747,0.1064,-0.0136,2.67
749,58.2761,777,0.0701283,0.0416667,0.0416667,0.148836,1.21446,0.27233,-0.0116353,4.20645,8.88889e-05,0.0175484,0.343747,14348,0.518125,0.338298,-0.2,0.05,126.374,9.20371e+06,0.299421,0.0268381,0.628896,0.00919619,-0.524197,0.777,0.186,nan,nan,nan,nan,-0.0358412,-0.170617,-0.0272169,nan,-0.322226,-0.0005,-0.0374513,-0.566759,nan,0.0107609,0.09,-0.017,2.5875
750,75.7951,1000,0.0715446,0.208333,0,0.146019,1.2077,0.240991,-0.0103355,4.20627,8.88889e-05,0.00958626,0.343707,16088,0.510233,0.253565,-0.2,0.05,127.139,9.216e+06,0.498605,0.0418702,0.796867,0.012718,-0.669956,1,0.22546,nan,nan,nan,nan,-0.0424224,-0.227822,-0.0358497,nan,-0.415814,-0.0004,-0.0435495,-0.784395,nan,0.0177427,0.1492,-0.02,3.2875
751,74.7968,1000,0.0563948,0.166667,0,0.143574,1.19721,0.263058,-0.00743149,4.20519,8.88889e-05,0.00779032,0.343699,18049,0.445488,0.235324,-0.4,0.1,127.821,9.22829e+06,0.468452,0.0358945,0.809533,0.0127088,-0.666068,1,0.231625,nan,nan,nan,nan,-0.0447538,-0.235608,-0.0375741,nan,-0.413658,-0.00075,-0.0446641,-0.756348,nan,0.0146759,0.153,-0.021,3.23438
752,68.6703,927,0.0566416,0.166667,0.0416667,0.142353,1.22646,0.273187,-0.00787717,4.2046,8.88889e-05,0.00861974,0.34366,17613.5,0.443929,0.253719,-0.4,0.1,128.52,9.24058e+06,0.430342,0.035097,0.753188,0.0113312,-0.649008,0.927,0.19734,nan,nan,nan,nan,-0.0395988,-0.200856,-0.0325841,nan,-0.386294,-0.0008,-0.0416852,-0.721071,nan,0.0127159,0.1256,-0.0172,3.03
753,58.5565,888.667,0.056377,0.166667,0.0833333,0.146296,1.19494,0.314853,-0.0079018,4.20213,8.88889e-05,0.0108845,0.343553,13291.8,0.557248,0.367233,-0.4,0.1,129.446,9.25286e+06,0.346357,0.0317339,0.719098,0.0100851,-0.632758,0.888667,0.1913,nan,nan,nan,nan,-0.0373821,-0.187984,-0.0298315,nan,-0.370193,-0.000333333,-0.0406705,-0.672202,nan,0.0167734,0.115333,-0.016,2.59583
754,68.7773,1000,0.0568441,0.25,0,0.148232,1.19772,0.242034,-0.00847314,4.1981,8.88889e-05,0.0158008,0.343468,12545.9,0.605371,0.374075,-0.4,0.1,130.427,9.26515e+06,0.474712,0.030956,0.812199,0.0123548,-0.71264,1,0.230933,nan,nan,nan,nan,-0.0442371,-0.237133,-0.0373175,nan,-0.416818,-0.00133333,-0.0446463,-0.77661,nan,0.0163636,0.132667,-0.0193333,3.01875
755,63.0474,953.167,0.0576172,0.208333,0.0416667,0.144185,1.21973,0.29524,-0.00835965,4.19619,8.88889e-05,0.00996047,0.343431,13753.4,0.555728,0.337724,-0.4,0.1,131.322,9.27744e+06,0.357345,0.0366637,0.758239,0.0114369,-0.706152,0.953167,0.22005,nan,nan,nan,nan,-0.0419819,-0.220927,-0.0339771,nan,-0.393181,-0.000333333,-0.04302,-0.710651,nan,0.0158599,0.133667,-0.013,2.82917
756,58.5559,866.143,0.0581266,0.166667,0.125,0.141586,1.21189,0.301483,-0.00910934,4.19461,8.88889e-05,0.00696452,0.343354,15242.7,0.546759,0.259399,-0.4,0.1,132.129,9.28973e+06,0.425272,0.0335256,0.693437,0.0103621,-0.667919,0.866143,0.184343,nan,nan,nan,nan,-0.0370585,-0.188968,-0.0316831,nan,-0.360631,-0.000428571,-0.0394379,-0.669231,nan,0.0167834,0.118571,-0.0145714,2.58929
757,71.7527,969.125,0.0609086,0.291667,0.0416667,0.139438,1.18761,0.286538,-0.00963909,4.19024,8.88889e-05,0.00987891,0.343197,17060.1,0.478261,0.242018,-0.4,0.1,132.851,9.30202e+06,0.497552,0.0329848,0.789425,0.0113964,-0.744966,0.969125,0.202212,nan,nan,nan,nan,-0.0394883,-0.209418,-0.0333451,nan,-0.401422,-0.000125,-0.0454719,-0.724122,nan,0.0146118,0.137,-0.01675,3.14844
758,68.8948,1000,0.0571359,0.166667,0,0.13712,1.18642,0.269455,-0.00890123,4.18456,8.88889e-05,0.0153904,0.343049,17803.4,0.452526,0.237681,-0.4,0.1,133.542,9.3143e+06,0.500327,0.0423998,0.809391,0.0110969,-0.78548,1,0.2111,nan,nan,nan,nan,-0.0395202,-0.199783,-0.0332539,nan,-0.411198,0,-0.0518208,-0.753182,nan,0.0160372,0.142,-0.0165,3.00312
759,73.7954,1000,0.0575185,0.0833333,0,0.140621,1.19862,0.264219,-0.00995712,4.18002,8.88889e-05,0.0116958,0.342931,17946.1,0.447307,0.237408,-0.4,0.1,134.228,9.32659e+06,0.435514,0.0405127,0.796897,0.0123166,-0.802159,1,0.22975,nan,nan,nan,nan,-0.0431276,-0.214831,-0.0356278,nan,-0.414154,0,-0.0407621,-0.779811,nan,0.0167544,0.148,-0.022,3.3625
760,65.4643,1000,0.0555834,0.25,0,0.139253,1.23288,0.261779,-0.0081911,4.17471,8.88889e-05,0.011105,0.342725,17469.2,0.451773,0.251636,-0.4,0.1,134.933,9.33888e+06,0.364447,0.0366484,0.801916,0.0114923,-0.815893,1,0.228683,nan,nan,nan,nan,-0.0430043,-0.23224,-0.0335143,nan,-0.413262,-0.00116667,-0.0480319,-0.767638,nan,0.0153629,0.124333,-0.0153333,3.06042
761,62.0689,1000,0.0540461,0.125,0,0.138425,1.23706,0.286442,-0.00861518,4.1666,8.88889e-05,0.0177828,0.3425,16971.6,0.457715,0.26632,-0.4,0.1,135.658,9.35117e+06,0.377063,0.0387906,0.807878,0.0111665,-0.824331,1,0.2173,nan,nan,nan,nan,-0.0418399,-0.216815,-0.0351615,nan,-0.414351,-0.000333333,-0.0459431,-0.745225,nan,0.0145796,0.126667,-0.016,2.85
762,58.4912,1000,0.0555507,0.0833333,0,0.140122,1.22561,0.266853,-0.0098561,4.15937,8.88889e-05,0.0122788,0.342304,17636.7,0.448465,0.248263,-0.4,0.1,136.356,9.36346e+06,0.490913,0.0322438,0.814186,0.0105592,-0.839337,1,0.18015,nan,nan,nan,nan,-0.0345789,-0.17966,-0.0309403,nan,-0.412403,0,-0.0505865,-0.693773,nan,0.0162887,0.129,-0.02,2.5125
763,66.5679,1000,0.0540134,0.166667,0,0.142432,1.2168,0.244286,-0.00848653,4.15352,8.88889e-05,0.0109259,0.34219,17658.3,0.451156,0.24472,-0.4,0.1,137.053,9.37574e+06,0.546246,0.0426282,0.812033,0.0105689,-0.87087,1,0.204575,nan,nan,nan,nan,-0.0384839,-0.20248,-0.0330236,nan,-0.415823,-0.00025,-0.0480138,-0.778671,nan,0.0159566,0.15,-0.016,2.95
764,48.9811,801,0.0527363,0.0833333,0.0833333,0.141213,1.19882,0.296663,-0.00878483,4.15033,8.88889e-05,0.0114731,0.342105,17832.1,0.449194,0.2399,-0.4,0.1,137.744,9.38803e+06,0.346764,0.0258517,0.63347,0.00832259,-0.722572,0.801,0.167025,nan,nan,nan,nan,-0.0335523,-0.158909,-0.0256674,nan,-0.332205,-0.00025,-0.0390218,-0.626538,nan,0.0134618,0.0955,-0.013,2.30937
765,51.4744,971.333,0.0555187,0.0416667,0.0833333,0.139333,1.20129,0.302157,-0.00976761,4.14705,8.88889e-05,0.0160311,0.342011,17835.2,0.448192,0.240783,-0.4,0.1,138.434,9.40032e+06,0.478893,0.0327033,0.794089,0.0109703,-0.899939,0.971333,0.178533,nan,nan,nan,nan,-0.0371523,-0.178521,-0.0290741,nan,-0.405826,0,-0.0467489,-0.74336,nan,0.0193195,0.100667,-0.018,2.34583
766,66.0107,973.714,0.0548756,0.25,0.0416667,0.139318,1.19111,0.285465,-0.010112,4.14334,8.88889e-05,0.0121213,0.341866,18017.9,0.444972,0.237018,-0.4,0.1,139.117,9.41261e+06,0.367218,0.0328504,0.766673,0.0110943,-0.893684,0.973714,0.215514,nan,nan,nan,nan,-0.0420755,-0.222311,-0.035885,nan,-0.405393,-0.001,-0.0440874,-0.75567,nan,0.0157937,0.132286,-0.0162857,3.20179
767,64.1151,999.072,0.0521381,12.7083,0.0833333,0.141154,1.16446,0.259922,-0.0108555,4.13682,8.88889e-05,0.0195237,0.34167,16810.4,0.497108,0.233868,-0.4,0.1,139.849,9.4249e+06,0.438841,0.0352685,0.80387,0.0110901,-0.927564,0.999072,0.213839,nan,nan,nan,nan,-0.0417712,-0.22134,-0.0344889,nan,-0.414883,-0.000374593,-0.0467315,-0.761271,nan,0.0160584,0.13473,-0.0176026,3.01901
768,0.289529,18,0.0562665,0,0.0416667,0.140944,1.13099,0.310433,-0.0115496,4.13085,8.88889e-05,0.00953661,0.34153,18058.2,0.444662,0.235804,-0.4,0.1,140.531,9.43718e+06,0.00119965,2.41367e-15,0.00705738,0.000560638,-0.0324482,0.018,0.0024,nan,nan,nan,nan,-0.00125446,-0.00634613,-0.000687353,nan,-0.0079246,0,-0.000426594,-0.0451293,nan,0.00447544,0,0,0.075
769,59.5801,1000,0.0593598,0.166667,0,0.13687,1.17691,0.279509,-0.0107159,4.12633,8.88889e-05,0.0146587,0.341432,17958,0.446178,0.238086,-0.4,0.1,141.217,9.44947e+06,0.432612,0.0321607,0.797147,0.0107868,-0.949223,1,0.22395,nan,nan,nan,nan,-0.0446999,-0.243715,-0.0356702,nan,-0.413732,-0.00025,-0.0489374,-0.777942,nan,0.015519,0.1475,-0.0165,2.85
770,60.8623,1000,0.0573561,0.375,0,0.135955,1.19461,0.256818,-0.00979465,4.12263,8.88889e-05,0.0116865,0.341318,17658.1,0.459793,0.23609,-0.4,0.1,141.914,9.46176e+06,0.485325,0.0384231,0.807026,0.0103636,-0.971921,1,0.201422,nan,nan,nan,nan,-0.0395667,-0.20296,-0.0323294,nan,-0.413739,-0.000666667,-0.048702,-0.782508,nan,0.015726,0.124667,-0.0168889,2.86944
771,52.6464,763.5,0.0569337,0.0833333,0.0833333,0.140063,1.17363,0.312855,-0.0101027,4.11851,8.88889e-05,0.0111232,0.341222,18126.6,0.444882,0.233018,-0.4,0.1,142.593,9.47405e+06,0.268767,0.0283202,0.608651,0.00932432,-0.760944,0.7635,0.17555,nan,nan,nan,nan,-0.0342142,-0.183952,-0.028872,nan,-0.316314,-0.0015,-0.0364201,-0.589678,nan,0.0142256,0.105,-0.011,2.62188
772,62.2946,919.182,0.0579829,0.416667,0.0416667,0.138271,1.1997,0.303808,-0.00973876,4.11464,8.88889e-05,0.015098,0.34109,17738.1,0.458076,0.234672,-0.4,0.1,143.287,9.48634e+06,0.329317,0.0338778,0.742529,0.0107675,-0.920932,0.919182,0.203382,nan,nan,nan,nan,-0.0413431,-0.22033,-0.0353848,nan,-0.381915,-0.000363636,-0.0422378,-0.703382,nan,0.0127429,0.145818,-0.0165455,3.07955
773,57.2272,1000,0.0564221,0.208333,0,0.139921,1.19096,0.284187,-0.0103959,4.10926,8.88889e-05,0.0149531,0.340918,17576.1,0.46414,0.234993,-0.4,0.1,143.987,9.49862e+06,0.358394,0.0303621,0.808075,0.00911376,-1.02125,1,0.19026,nan,nan,nan,nan,-0.0366943,-0.184653,-0.029914,nan,-0.413528,0,-0.0507297,-0.751735,nan,0.0143569,0.1136,-0.0168,2.8425
774,53.239,912.6,0.0578214,0.125,0.0833333,0.139315,1.20313,0.295027,-0.0117592,4.10291,8.88889e-05,0.0145787,0.340744,18221.8,0.442124,0.232232,-0.4,0.1,144.663,9.51091e+06,0.43088,0.0308774,0.724271,0.01036,-0.981075,0.9126,0.19118,nan,nan,nan,nan,-0.0393983,-0.201373,-0.0315314,nan,-0.381968,-0.0002,-0.0411261,-0.715454,nan,0.0134063,0.1232,-0.0152,2.6325
775,52.9237,820.071,0.0569903,0.458333,0.125,0.139648,1.20818,0.336108,-0.0118279,4.09655,8.88889e-05,0.0145089,0.340561,17705.6,0.450889,0.243128,-0.4,0.1,145.358,9.5232e+06,0.373129,0.030549,0.659559,0.00933409,-0.875503,0.820071,0.187314,nan,nan,nan,nan,-0.0367316,-0.194623,-0.0296783,nan,-0.340873,-0.0005,-0.0385778,-0.612991,nan,0.012457,0.112714,-0.0142857,2.58482
776,53.1179,828.143,0.0542169,0.208333,0.0833333,0.138289,1.20304,0.292073,-0.00938634,4.09036,8.88889e-05,0.0154086,0.340408,15110.5,0.47179,0.34142,-0.4,0.1,146.173,9.53549e+06,0.445554,0.0300451,0.659806,0.00914578,-0.904626,0.828143,0.1781,nan,nan,nan,nan,-0.0351007,-0.18858,-0.0283823,nan,-0.345039,-0.001,-0.0373898,-0.627745,nan,0.0126781,0.105143,-0.0162857,2.57143
777,40.9776,645.286,0.059319,0.166667,0.125,0.137944,1.19456,0.314331,-0.0105295,4.08533,8.88889e-05,0.0101515,0.340281,13296.5,0.550977,0.373176,-0.4,0.1,147.098,9.54778e+06,0.305608,0.024865,0.509917,0.00684878,-0.712569,0.645286,0.141086,nan,nan,nan,nan,-0.028122,-0.143459,-0.0226717,nan,-0.267419,-0.000285714,-0.0299368,-0.48796,nan,0.0112643,0.0834286,-0.012,2.025
778,48.1904,727.75,0.0540796,0.208333,0.125,0.138317,1.17707,0.308173,-0.0108692,4.08274,8.88889e-05,0.0117967,0.340274,14855.9,0.511388,0.315756,-0.4,0.1,147.927,9.56006e+06,0.341733,0.0255106,0.5753,0.00776724,-0.820313,0.72775,0.167137,nan,nan,nan,nan,-0.0332191,-0.166931,-0.026455,nan,-0.302092,0,-0.0360336,-0.571001,nan,0.0124294,0.107,-0.01,2.41094
779,66.3918,1000,0.0558552,0.208333,0,0.139565,1.1917,0.291225,-0.0104536,4.08233,8.88889e-05,0.00903646,0.340225,16100.7,0.513279,0.249918,-0.4,0.1,148.691,9.57235e+06,0.33112,0.0363622,0.802486,0.0108854,-1.12428,1,0.22588,nan,nan,nan,nan,-0.0431432,-0.231648,-0.0360617,nan,-0.416989,-0.0008,-0.0460576,-0.749686,nan,0.0132256,0.1364,-0.0156,3.4275
780,47.8021,757.222,0.056446,0.25,0.125,0.140634,1.1903,0.346692,-0.0106408,4.07961,8.88889e-05,0.0126312,0.340156,14441.3,0.499257,0.351637,-0.4,0.1,149.543,9.58464e+06,0.308697,0.0224937,0.608637,0.00874652,-0.872148,0.757222,0.172244,nan,nan,nan,nan,-0.0347161,-0.17808,-0.02852,nan,-0.314047,-0.000333333,-0.0381409,-0.572526,nan,0.0120756,0.118222,-0.0144444,2.43472
781,43.7818,709.8,0.0610283,0.125,0.0833333,0.134686,1.21957,0.308509,-0.0105058,4.07682,8.88889e-05,0.0123203,0.340049,13991.6,0.540528,0.337712,-0.4,0.1,150.423,9.59693e+06,0.245135,0.0255437,0.5572,0.00847479,-0.841816,0.7098,0.1624,nan,nan,nan,nan,-0.032405,-0.172244,-0.0258095,nan,-0.295533,0,-0.0327658,-0.555644,nan,0.0105524,0.1036,-0.0124,2.335
782,53.3583,1000,0.0594015,0.125,0,0.136561,1.21897,0.305692,-0.0110771,4.07294,8.88889e-05,0.0131359,0.339936,14741.7,0.514916,0.318637,-0.4,0.1,151.258,9.60922e+06,0.365568,0.0403629,0.817285,0.0101692,-1.15938,1,0.2024,nan,nan,nan,nan,-0.04053,-0.216908,-0.0320565,nan,-0.413516,-0.000666667,-0.0499565,-0.734602,nan,0.0167443,0.110667,-0.0226667,2.775
783,51.9006,860.889,0.060744,0.291667,0.0833333,0.134584,1.2016,0.307254,-0.0108739,4.06873,8.88889e-05,0.0157443,0.339821,15719.3,0.488826,0.292888,-0.4,0.1,152.041,9.6215e+06,0.417641,0.0310846,0.683726,0.00900515,-1.01659,0.860889,0.1916,nan,nan,nan,nan,-0.0384867,-0.202322,-0.030249,nan,-0.3584,-0.000222222,-0.0393104,-0.665889,nan,0.013161,0.109111,-0.01,2.64028
784,41.8656,767.286,0.0583567,0.166667,0.125,0.134773,1.2055,0.312506,-0.0113852,4.06534,8.88889e-05,0.0165458,0.339762,17655.7,0.463042,0.232938,-0.4,0.1,152.739,9.63379e+06,0.332,0.0298451,0.607537,0.00768422,-0.923601,0.767286,0.166229,nan,nan,nan,nan,-0.0332371,-0.171109,-0.0244105,nan,-0.317454,-0.000714286,-0.0385954,-0.595413,nan,0.0118052,0.0928571,-0.0102857,2.19286
785,55.9607,936,0.0576322,0.375,0.0416667,0.137728,1.22139,0.316319,-0.00938647,4.06244,8.88889e-05,0.0110046,0.339592,15568.6,0.462574,0.326709,-0.4,0.1,153.529,9.64608e+06,0.443501,0.035527,0.755428,0.00937614,-1.13089,0.936,0.20643,nan,nan,nan,nan,-0.0391252,-0.204447,-0.0320309,nan,-0.386861,0,-0.0485201,-0.715097,nan,0.0148995,0.1202,-0.0126,2.84625
786,62.464,1000,0.0590548,0.291667,0,0.13656,1.19081,0.285636,-0.0108021,4.0557,8.88889e-05,0.0169125,0.339455,14016.6,0.545174,0.331501,-0.4,0.1,154.407,9.65837e+06,0.342464,0.0370988,0.747145,0.010346,-1.20126,1,0.238143,nan,nan,nan,nan,-0.0469222,-0.250946,-0.0377661,nan,-0.414197,-0.00428571,-0.0504508,-0.770705,nan,0.0141116,0.139429,-0.0182857,3.38929
787,55.6409,872.571,0.0569397,0.25,0.0416667,0.135785,1.20779,0.321076,-0.0119008,4.05074,8.88889e-05,0.0165076,0.339263,14714.4,0.518165,0.316938,-0.4,0.1,155.244,9.67066e+06,0.380749,0.0323295,0.698602,0.00917887,-1.06705,0.872571,0.197871,nan,nan,nan,nan,-0.038428,-0.203368,-0.0299537,nan,-0.36085,-0.000571429,-0.0410006,-0.652278,nan,0.0128861,0.103714,-0.0162857,2.88393
788,37.6993,770.167,0.0566946,0.166667,0.0833333,0.140125,1.21824,0.294405,-0.010757,4.04338,8.88889e-05,0.0123114,0.339075,15308.1,0.514706,0.288004,-0.4,0.1,156.048,9.68294e+06,0.392994,0.0321804,0.623856,0.00658566,-0.968562,0.770167,0.1359,nan,nan,nan,nan,-0.027063,-0.138282,-0.0219787,nan,-0.320263,-0.0005,-0.0394886,-0.590085,nan,0.0125899,0.08,-0.011,1.94792
789,54.3885,883.5,0.0591408,0.125,0.0416667,0.138554,1.23305,0.302165,-0.00941082,4.03917,8.88889e-05,0.0080923,0.339043,17286.8,0.475249,0.235583,-0.4,0.1,156.76,9.69523e+06,0.324209,0.0266812,0.697237,0.00955872,-1.125,0.8835,0.2083,nan,nan,nan,nan,-0.0422937,-0.220114,-0.0313671,nan,-0.366453,-0.00075,-0.0442544,-0.712393,nan,0.0173128,0.1145,-0.013,2.99375
790,58.3089,1000,0.0584015,0.25,0,0.138312,1.2152,0.323036,-0.0109021,4.03716,8.88889e-05,0.0106655,0.338929,17527.6,0.450502,0.250565,-0.4,0.1,157.462,9.70752e+06,0.404036,0.0370172,0.816786,0.0107606,-1.29106,1,0.223267,nan,nan,nan,nan,-0.0442911,-0.23952,-0.0349292,nan,-0.413884,0,-0.0528793,-0.72916,nan,0.0163822,0.124667,-0.018,3.10625
791,44.2404,722.857,0.0592093,0.125,0.166667,0.139449,1.20915,0.35448,-0.00916001,4.03366,8.88889e-05,0.0113292,0.338877,18041.9,0.44676,0.234322,-0.4,0.1,158.144,9.71981e+06,0.369735,0.0225972,0.565959,0.00756865,-0.943889,0.722857,0.163743,nan,nan,nan,nan,-0.0324397,-0.162603,-0.0243949,nan,-0.297582,-0.00114286,-0.0399109,-0.567159,nan,0.0125372,0.0877143,-0.0108571,2.33929
792,42.1813,820.8,0.0616895,0.0833333,0.125,0.136721,1.18994,0.380575,-0.0103815,4.03189,8.88889e-05,0.0142437,0.338798,18012.5,0.440626,0.241565,-0.4,0.1,158.828,9.7321e+06,0.356837,0.026953,0.645646,0.00685429,-1.06735,0.8208,0.15316,nan,nan,nan,nan,-0.0310803,-0.159284,-0.0246381,nan,-0.341297,-0.0012,-0.0396897,-0.660882,nan,0.0135415,0.072,-0.0088,2.3475
793,39.1528,672.9,0.0593573,0.166667,0.25,0.136901,1.21393,0.402115,-0.0110871,4.02902,8.88889e-05,0.0138038,0.338769,13507.5,0.546861,0.362855,-0.4,0.1,159.739,9.74438e+06,0.289553,0.0209602,0.525888,0.00692089,-0.881534,0.6729,0.1597,nan,nan,nan,nan,-0.030832,-0.158421,-0.023447,nan,-0.27699,-0.0009,-0.0381066,-0.529885,nan,0.0121846,0.0826,-0.0092,2.13625
794,42.6335,734.286,0.0600519,0.166667,0.125,0.138026,1.18748,0.30819,-0.00988049,4.02879,8.88889e-05,0.0102307,0.338764,13500.2,0.543369,0.36684,-0.4,0.1,160.651,9.75667e+06,0.300153,0.0188273,0.580759,0.00787575,-0.95192,0.734286,0.164714,nan,nan,nan,nan,-0.0342391,-0.175255,-0.0262872,nan,-0.30512,-0.000142857,-0.0324889,-0.575397,nan,0.0134828,0.0862857,-0.0131429,2.33929
