iteration,Train/mean_reward,Train/mean_episode_length,Train/mean_step_reward,Episode_Termination/time_out,Episode_Termination/fell_over,Metrics/twist/error_vel_xy,Metrics/twist/error_vel_yaw,Loss/value,Loss/surrogate,Loss/entropy,Loss/learning_rate,Loss/kl,Policy/mean_std,Perf/total_fps,Perf/collection_time,Perf/learning_time,Curriculum/action_rate_weight,Curriculum/standing_envs,time_s,env_steps,Episode_Reward/track_linear_velocity,Episode_Reward/track_angular_velocity,Episode_Reward/upright,Episode_Reward/pose,Episode_Reward/action_rate_l2,Episode_Reward/alive,Episode_Reward/air_time,Episode_Reward/single_stance,Episode_Reward/foot_lift,Episode_Reward/foot_alternation,Episode_Reward/foot_symmetry,Episode_Reward/foot_clearance,Episode_Reward/foot_swing_height,Episode_Reward/foot_slip,Episode_Reward/trot,Episode_Reward/joint_torque,Episode_Reward/self_collisions,Episode_Reward/dof_pos_limits,Episode_Reward/body_ang_vel,Episode_Reward/angular_momentum
49,8.91055,505.357,0.0185495,0.0416667,0.541667,0.339324,2.22692,0.0316156,-0.0101954,2.49134,3.90184e-05,0.0152322,0.297937,7623.7,0.772653,0.839163,-0.1,0.02,88.7512,602112,0.0452996,0.0176976,0.306079,0.0581846,-0.117963,nan,0.979286,nan,nan,nan,nan,-0.0244704,-0.115744,-0.0279147,0.0239643,-0.205842,0,-0.00552316,-0.487526,nan
50,8.6637,514.312,0.0190495,0.0833333,0.583333,0.335714,2.25363,0.0304585,-0.00957074,2.4899,3.90184e-05,0.0107459,0.297888,6308.62,0.981853,0.965958,-0.1,0.02,90.7007,614400,0.0506677,0.0192131,0.311426,0.0577995,-0.120176,nan,0.977719,nan,nan,nan,nan,-0.0241624,-0.118903,-0.0272563,0.0250938,-0.20865,-0.001125,-0.00501912,-0.503443,nan
51,8.5151,471.5,0.019345,0.0833333,0.5,0.335843,2.24324,0.031579,-0.00903063,2.48751,3.90184e-05,0.0121552,0.297829,9751.06,0.868749,0.391422,-0.1,0.02,91.9758,626688,0.0468881,0.0171029,0.285603,0.0540437,-0.111412,nan,0.910393,nan,nan,nan,nan,-0.0225877,-0.10609,-0.025994,0.025,-0.192207,-0.001,-0.00459187,-0.449393,nan
52,8.98775,516.083,0.0188787,0.0833333,0.416667,0.336117,2.24697,0.0291207,-0.0105388,2.4853,3.90184e-05,0.0112566,0.297785,12595,0.568707,0.406919,-0.1,0.02,92.953,638976,0.0574716,0.0179853,0.312482,0.0572149,-0.120126,nan,0.983375,nan,nan,nan,nan,-0.0241646,-0.11834,-0.0282313,0.02575,-0.20993,-0.000583333,-0.0052739,-0.498243,nan
53,8.40516,461.733,0.0199231,0.0416667,0.583333,0.339031,2.24715,0.0328794,-0.0100469,2.48359,3.90184e-05,0.00980671,0.297748,11242.8,0.644507,0.44846,-0.1,0.02,94.0479,651264,0.0528786,0.016927,0.281924,0.0510973,-0.107967,nan,0.8919,nan,nan,nan,nan,-0.0226406,-0.108706,-0.0257849,0.0242,-0.187866,-0.0006,-0.00507546,-0.440029,nan
54,12.2311,684.333,0.0199437,0.166667,0.333333,0.335966,2.25093,0.036326,-0.00976673,2.48215,3.90184e-05,0.00837605,0.297717,10544,0.691014,0.474384,-0.1,0.02,95.2155,663552,0.0732145,0.0236634,0.420066,0.0763032,-0.160542,nan,1.3215,nan,nan,nan,nan,-0.0321233,-0.167285,-0.0377836,0.036625,-0.277427,0,-0.00679154,-0.657862,nan
55,11.9235,669.125,0.0192895,0.375,0.958333,0.338071,2.2542,0.0295438,-0.0103412,2.48048,3.90184e-05,0.0160241,0.29766,5682.5,1.18936,0.973067,-0.1,0.02,97.3795,675840,0.0770712,0.024983,0.413558,0.0734162,-0.156739,nan,1.27069,nan,nan,nan,nan,-0.0301474,-0.154221,-0.0352262,0.0341094,-0.272271,-0.000625,-0.00668199,-0.641739,nan
56,13.5155,719.167,0.019563,0.166667,0.333333,0.334357,2.24013,0.0307052,-0.00948242,2.47745,3.90184e-05,0.0107453,0.297573,6898.41,0.906025,0.875255,-0.1,0.02,99.1624,688128,0.0785534,0.0261796,0.445461,0.0809666,-0.168457,nan,1.40688,nan,nan,nan,nan,-0.0333869,-0.177902,-0.0393832,0.0385833,-0.291923,0,-0.00697406,-0.682817,nan
57,11.3777,645.72,0.0200453,0.291667,0.75,0.335192,2.23444,0.0370131,-0.0101086,2.47359,3.90184e-05,0.0100622,0.297476,4778.84,0.954407,1.61693,-0.1,0.02,101.736,700416,0.0721808,0.0237233,0.404648,0.069348,-0.150993,nan,1.19892,nan,nan,nan,nan,-0.0283213,-0.144076,-0.033458,0.03138,-0.261898,-0.0004,-0.00638925,-0.605779,nan
58,11.1945,606.429,0.0203013,0.166667,0.416667,0.335906,2.23312,0.0336334,-0.01023,2.46975,3.90184e-05,0.013886,0.297389,6086.25,0.953223,1.06575,-0.1,0.02,103.758,712704,0.0684255,0.0233981,0.385587,0.0648136,-0.141605,nan,1.15446,nan,nan,nan,nan,-0.027359,-0.138733,-0.0317827,0.0328571,-0.24614,-0.000285714,-0.00553657,-0.578381,nan
59,11.5084,594.952,0.0206233,0.333333,0.541667,0.335009,2.22866,0.0276226,-0.0106983,2.4664,3.90184e-05,0.0106243,0.297312,5642.13,0.909301,1.2686,-0.1,0.02,105.938,724992,0.0629458,0.0224197,0.374477,0.0662188,-0.138205,nan,1.16293,nan,nan,nan,nan,-0.0270917,-0.136374,-0.0315074,0.0327143,-0.24093,0,-0.00597598,-0.5662,nan
60,15.4784,810.286,0.0210204,0.291667,0.291667,0.333697,2.21536,0.0310388,-0.00967628,2.46379,3.90184e-05,0.0117355,0.297268,6024.27,0.865876,1.17387,-0.1,0.02,107.98,737280,0.0883868,0.0290839,0.509498,0.0863136,-0.189857,nan,1.58164,nan,nan,nan,nan,-0.037096,-0.195285,-0.0434159,0.0453929,-0.329273,-0.000285714,-0.00785957,-0.763327,nan
61,14.6636,744.714,0.0217531,0.208333,0.375,0.337995,2.22068,0.0294029,-0.0095238,2.46212,3.90184e-05,0.0119769,0.297227,6682.28,0.864566,0.974328,-0.1,0.02,109.823,749568,0.0817002,0.029398,0.470863,0.0807597,-0.172712,nan,1.42971,nan,nan,nan,nan,-0.0335782,-0.172795,-0.0397679,0.0431786,-0.301192,-0.000142857,-0.00732026,-0.674925,nan
62,11.1977,626.833,0.0209062,0.208333,0.291667,0.330713,2.22042,0.0274154,-0.009225,2.45978,3.90184e-05,0.00857929,0.29715,5524.02,0.898838,1.32563,-0.1,0.02,112.049,761856,0.0594661,0.0243975,0.388655,0.0643744,-0.147642,nan,1.21925,nan,nan,nan,nan,-0.0299666,-0.158838,-0.0326722,0.0365833,-0.254528,-0.000333333,-0.00558222,-0.603277,nan
63,11.4209,631.952,0.0214542,0.375,0.5,0.327796,2.24369,0.0353077,-0.0104628,2.45645,3.90184e-05,0.00944069,0.297078,5454.94,1.08343,1.16921,-0.1,0.02,114.304,774144,0.0677643,0.0231728,0.392393,0.0632568,-0.148582,nan,1.20407,nan,nan,nan,nan,-0.029503,-0.15149,-0.0329934,0.0369762,-0.257332,-0.000809524,-0.00582544,-0.590055,nan
64,10.0432,579.75,0.0213523,0.25,0.416667,0.329596,2.23723,0.0280884,-0.00975752,2.4533,3.90184e-05,0.0111928,0.29699,4681.98,0.932683,1.69185,-0.1,0.02,116.931,786432,0.0585322,0.021093,0.370502,0.0561956,-0.13532,nan,1.07063,nan,nan,nan,nan,-0.0262145,-0.13551,-0.0287548,0.0314375,-0.23503,-0.0005,-0.00541634,-0.539482,nan
65,13.5301,727.143,0.020044,0.291667,0.291667,0.328385,2.2688,0.0276448,-0.00975965,2.44953,3.90184e-05,0.0144492,0.296902,10703.1,0.680073,0.468003,-0.1,0.02,118.081,798720,0.0824296,0.0258664,0.459589,0.0711819,-0.170239,nan,1.35921,nan,nan,nan,nan,-0.0326294,-0.16697,-0.0358387,0.0423571,-0.294999,-0.000285714,-0.00604686,-0.657124,nan
66,16.5102,881.643,0.0216612,0.375,0.208333,0.328279,2.20099,0.0241974,-0.00937476,2.44602,3.90184e-05,0.0152227,0.296816,5139.04,0.760293,1.63082,-0.1,0.02,120.474,811008,0.0917493,0.0329052,0.566118,0.0866145,-0.206838,nan,1.66864,nan,nan,nan,nan,-0.0379089,-0.201433,-0.0453223,0.0532857,-0.357621,-0.000214286,-0.00810621,-0.81636,nan
67,15.7224,798.783,0.0215111,0.625,0.333333,0.329506,2.19609,0.0296094,-0.00943812,2.44271,3.90184e-05,0.0127579,0.296753,4906,1.40503,1.09966,-0.1,0.02,122.981,823296,0.0950037,0.0301516,0.513625,0.0795827,-0.186789,nan,1.53378,nan,nan,nan,nan,-0.0356204,-0.194595,-0.040739,0.0477174,-0.322914,-4.34783e-05,-0.00697028,-0.726072,nan
68,13.5422,695.2,0.021512,0.541667,0.5,0.330868,2.20922,0.0339091,-0.00960077,2.44037,3.90184e-05,0.0130316,0.296696,4194.42,1.49515,1.43446,-0.1,0.02,126.078,835584,0.0857257,0.0251257,0.444445,0.068361,-0.162201,nan,1.31754,nan,nan,nan,nan,-0.0312653,-0.168707,-0.0355171,0.0444,-0.282004,-4e-05,-0.0061533,-0.622601,nan
69,11.5603,569.632,0.0213907,0.208333,0.583333,0.336473,2.21983,0.0352555,-0.0103551,2.43816,5.85277e-05,0.00431548,0.296661,10617.2,0.710176,0.447186,-0.1,0.02,127.248,847872,0.0603348,0.0237615,0.366737,0.0551304,-0.133234,nan,1.1085,nan,nan,nan,nan,-0.0264185,-0.134603,-0.0288432,0.0361842,-0.23045,0,-0.00429315,-0.51479,nan
70,12.7307,684.6,0.0215348,0.25,0.375,0.334302,2.20279,0.0302292,-0.0122799,2.43598,5.85277e-05,0.0078744,0.296578,9990.68,0.699219,0.530727,-0.1,0.02,128.48,860160,0.0784595,0.0275405,0.441616,0.063482,-0.16116,nan,1.2554,nan,nan,nan,nan,-0.0298473,-0.151768,-0.0335639,0.0421333,-0.277464,-6.66667e-05,-0.00598449,-0.61224,nan
71,14.1241,719.067,0.0214788,0.291667,0.333333,0.33322,2.20113,0.0291406,-0.0115138,2.43191,5.85277e-05,0.0125543,0.296473,7733.33,0.696899,0.892067,-0.1,0.02,130.071,872448,0.0726359,0.0266893,0.466177,0.0676405,-0.170265,nan,1.383,nan,nan,nan,nan,-0.0328113,-0.169995,-0.037281,0.0491667,-0.292029,0,-0.00623713,-0.650483,nan
72,16.6792,812.067,0.0218021,0.458333,0.166667,0.327928,2.18701,0.0231655,-0.0110827,2.42714,5.85277e-05,0.0121505,0.296348,6881.29,1.05916,0.726548,-0.1,0.02,131.858,884736,0.0934469,0.0314278,0.527891,0.0817379,-0.189997,nan,1.5694,nan,nan,nan,nan,-0.0360449,-0.193293,-0.0424095,0.0553667,-0.328975,0,-0.00645288,-0.72814,nan
73,15.5886,758.421,0.0222224,0.541667,0.25,0.326221,2.21054,0.0328713,-0.0123246,2.42246,5.85277e-05,0.0155943,0.296263,6626.35,1.13155,0.722867,-0.1,0.02,133.716,897024,0.0887847,0.0296229,0.496574,0.0734081,-0.17804,nan,1.46771,nan,nan,nan,nan,-0.0338256,-0.181856,-0.038559,0.0495263,-0.30758,-5.26316e-05,-0.00618339,-0.680098,nan
74,11.3824,611.562,0.0220235,0.208333,0.458333,0.327692,2.22935,0.0282453,-0.0113689,2.41877,5.85277e-05,0.0120771,0.296142,6733.22,1.18675,0.638228,-0.1,0.02,135.543,909312,0.0757781,0.0225372,0.394198,0.051604,-0.144304,nan,1.13063,nan,nan,nan,nan,-0.0278378,-0.146724,-0.0274177,0.041375,-0.248605,0,-0.00495145,-0.547156,nan
75,13.6269,681.667,0.0227274,0.125,0.125,0.327664,2.21096,0.0225053,-0.0111922,2.41316,5.85277e-05,0.0172866,0.296013,6930.08,1.14649,0.626653,-0.1,0.02,137.318,921600,0.0789015,0.0236087,0.437506,0.0607875,-0.161624,nan,1.32175,nan,nan,nan,nan,-0.0326276,-0.167312,-0.0330886,0.0500833,-0.277378,0,-0.00586423,-0.613397,nan
76,16.9881,882.579,0.0230662,0.583333,0.208333,0.327012,2.19021,0.0232143,-0.0109638,2.40874,5.85277e-05,0.0145431,0.295941,6661.81,1.25405,0.59049,-0.1,0.02,139.172,933888,0.105515,0.0352112,0.578712,0.0770149,-0.207682,nan,1.63871,nan,nan,nan,nan,-0.0383043,-0.206614,-0.0421992,0.0598421,-0.35802,-0.000210526,-0.00706845,-0.785503,nan
77,15.8334,891.111,0.0222431,0.291667,0.0833333,0.328624,2.18831,0.0267382,-0.0117203,2.40636,5.85277e-05,0.016878,0.29589,6870.57,1.23322,0.555274,-0.1,0.02,140.964,946176,0.117297,0.0356609,0.580277,0.0764972,-0.208255,nan,1.56133,nan,nan,nan,nan,-0.0361157,-0.201426,-0.0399156,0.0588333,-0.361772,-0.000222222,-0.00636191,-0.784163,nan
78,14.7361,724.533,0.0224315,0.333333,0.291667,0.326681,2.18885,0.0292858,-0.0120252,2.40434,5.85277e-05,0.0137674,0.295852,6255.37,1.33572,0.628668,-0.1,0.02,142.93,958464,0.0843928,0.0300267,0.474403,0.0631255,-0.170062,nan,1.3834,nan,nan,nan,nan,-0.0325413,-0.172248,-0.0343305,0.0499333,-0.292677,-0.000333333,-0.00532196,-0.640963,nan
79,15.5217,726.818,0.0233623,0.5,0.416667,0.322091,2.16831,0.0312213,-0.0109417,2.40208,5.85277e-05,0.0126251,0.295777,6458.99,1.2823,0.620167,-0.1,0.02,144.835,970752,0.081429,0.0303277,0.475737,0.063485,-0.171814,nan,1.42316,nan,nan,nan,nan,-0.0336837,-0.177934,-0.0341993,0.0524545,-0.29399,0,-0.00549348,-0.633394,nan
80,16.7829,767.444,0.0227852,0.208333,0.166667,0.320396,2.18694,0.0301925,-0.0120088,2.39909,5.85277e-05,0.0154154,0.295723,6993.85,1.08505,0.671925,-0.1,0.02,146.594,983040,0.0807037,0.0312989,0.506769,0.067005,-0.18152,nan,1.5195,nan,nan,nan,nan,-0.0344591,-0.189121,-0.0367673,0.0553889,-0.311139,-0.000111111,-0.00528869,-0.663114,nan
81,16.4146,761.526,0.0225111,0.416667,0.375,0.323287,2.16405,0.0282098,-0.0111421,2.39703,5.85277e-05,0.0151758,0.295663,6446.26,1.24124,0.664985,-0.1,0.02,148.502,995328,0.0951737,0.0282305,0.502946,0.0643183,-0.179476,nan,1.49929,nan,nan,nan,nan,-0.0358194,-0.191835,-0.0355613,0.0577895,-0.309994,-0.000105263,-0.00510348,-0.669121,nan
82,18.3225,828,0.0228746,0.208333,0.125,0.320939,2.19884,0.0297986,-0.010808,2.39301,5.85277e-05,0.0135643,0.295519,6623.7,1.16249,0.692668,-0.1,0.02,150.359,1.00762e+06,0.101837,0.0343189,0.561073,0.0688349,-0.194757,nan,1.60631,nan,nan,nan,nan,-0.0363616,-0.197495,-0.0394539,0.0633125,-0.334292,0,-0.00555873,-0.711642,nan
83,18.3196,874.263,0.0233907,0.541667,0.25,0.320033,2.15106,0.0264722,-0.0109664,2.38638,5.85277e-05,0.0146947,0.295365,7425.16,0.9265,0.728414,-0.1,0.02,152.016,1.0199e+06,0.102541,0.0349031,0.586537,0.0706465,-0.205148,nan,1.66247,nan,nan,nan,nan,-0.0384442,-0.213332,-0.0406623,0.0672632,-0.354261,-5.26316e-05,-0.00628297,-0.750203,nan
84,16.0184,748.647,0.0237239,0.458333,0.25,0.318985,2.19203,0.0297624,-0.0119975,2.38119,5.85277e-05,0.0122562,0.295271,6690.39,1.0702,0.766468,-0.1,0.02,153.854,1.03219e+06,0.0914831,0.0295615,0.502306,0.060154,-0.175659,nan,1.446,nan,nan,nan,nan,-0.0334822,-0.180037,-0.0333961,0.0566176,-0.302065,-0.000352941,-0.00543708,-0.654774,nan
85,17.2696,821.214,0.0237953,0.375,0.208333,0.318782,2.17472,0.0242409,-0.0106364,2.37846,5.85277e-05,0.011123,0.295229,6945.69,0.936305,0.832849,-0.1,0.02,155.625,1.04448e+06,0.0992198,0.0336033,0.540865,0.0644702,-0.191483,nan,1.58368,nan,nan,nan,nan,-0.03783,-0.201609,-0.0368707,0.0658929,-0.33264,0,-0.00649674,-0.717321,nan
86,19.3364,922.833,0.0245397,0.416667,0.0833333,0.316407,2.17717,0.0200898,-0.0112022,2.37628,5.85277e-05,0.0157884,0.295153,7423.53,0.780909,0.874368,-0.1,0.02,157.283,1.05677e+06,0.117266,0.0350034,0.621387,0.074336,-0.217787,nan,1.76338,nan,nan,nan,nan,-0.0415954,-0.231321,-0.0424587,0.0685417,-0.372269,0,-0.00645067,-0.801205,nan
87,20.7173,935.267,0.0246583,0.541667,0.0833333,0.317432,2.15881,0.0241317,-0.0101157,2.37233,5.85277e-05,0.0113881,0.295039,6551.61,0.886842,0.988728,-0.1,0.02,159.16,1.06906e+06,0.112634,0.0380986,0.632703,0.0733567,-0.220687,nan,1.821,nan,nan,nan,nan,-0.0415984,-0.225996,-0.0430769,0.0726667,-0.378161,-6.66667e-05,-0.00647687,-0.798531,nan
88,18.437,807.333,0.0247495,0.333333,0.166667,0.320185,2.15938,0.0287453,-0.0118229,2.36821,5.85277e-05,0.0129155,0.294975,6555.73,0.828511,1.04588,-0.1,0.02,161.037,1.08134e+06,0.093542,0.0346631,0.550672,0.0617758,-0.189979,nan,1.58888,nan,nan,nan,nan,-0.0363439,-0.200126,-0.0368232,0.0661667,-0.326237,0,-0.00544592,-0.67889,nan
89,14.7872,706.938,0.0245511,0.375,0.291667,0.320603,2.17831,0.0269279,-0.0104547,2.3657,5.85277e-05,0.010966,0.294902,7696.72,0.79446,0.802064,-0.1,0.02,162.636,1.09363e+06,0.0775015,0.0295455,0.479287,0.0510737,-0.166897,nan,1.3395,nan,nan,nan,nan,-0.0315065,-0.166925,-0.0312352,0.0562813,-0.286211,0,-0.00504923,-0.606005,nan
90,18.7626,852.941,0.0250167,0.541667,0.166667,0.31811,2.15018,0.0237901,-0.011603,2.36216,5.85277e-05,0.0125186,0.294821,6099.11,1.01105,1.00367,-0.1,0.02,164.653,1.10592e+06,0.105728,0.0355557,0.579516,0.0613134,-0.201765,nan,1.64259,nan,nan,nan,nan,-0.0384174,-0.203788,-0.0366093,0.067,-0.345717,-0.000117647,-0.00568111,-0.721477,nan
91,19.8008,876.636,0.0254769,0.333333,0.125,0.316979,2.17404,0.0237495,-0.00951436,2.35878,5.85277e-05,0.00861123,0.294737,7216.98,0.918245,0.784405,-0.1,0.02,166.358,1.11821e+06,0.107683,0.0356172,0.60056,0.0646761,-0.20667,nan,1.71177,nan,nan,nan,nan,-0.039562,-0.213082,-0.0382804,0.0750455,-0.354371,0,-0.0057759,-0.747574,nan
92,18.7673,818.462,0.0258913,0.416667,0.125,0.309129,2.15179,0.0211857,-0.0101533,2.35471,5.85277e-05,0.0110063,0.29462,6798.58,1.00835,0.799086,-0.1,0.02,168.168,1.1305e+06,0.0931291,0.0351595,0.557709,0.0611807,-0.193105,nan,1.60442,nan,nan,nan,nan,-0.0358892,-0.18935,-0.0363502,0.0709615,-0.331194,-0.000384615,-0.0058264,-0.692097,nan
93,19.8819,873.1,0.0261007,0.291667,0.125,0.317638,2.15446,0.020348,-0.00954004,2.34977,5.85277e-05,0.0189531,0.294508,5859.49,1.0917,1.00541,-0.1,0.02,170.267,1.14278e+06,0.116557,0.0371919,0.601709,0.0619708,-0.20569,nan,1.6989,nan,nan,nan,nan,-0.0390631,-0.213979,-0.0380668,0.07425,-0.351963,0,-0.00620868,-0.741513,nan
94,18.2515,800,0.0253836,0.291667,0.208333,0.316191,2.1365,0.0284687,-0.0117181,2.34554,5.85277e-05,0.0112818,0.294414,6096.21,0.987233,1.02845,-0.1,0.02,172.29,1.15507e+06,0.0889659,0.0355954,0.552106,0.0540467,-0.189053,nan,1.563,nan,nan,nan,nan,-0.0361728,-0.193724,-0.0346838,0.0718333,-0.322966,0,-0.00474475,-0.671629,nan
95,21.1202,881.846,0.0252335,0.458333,0.0833333,0.315343,2.12612,0.0222273,-0.0108135,2.3415,5.85277e-05,0.00722056,0.294308,6145.46,0.953395,1.04613,-0.1,0.02,174.292,1.16736e+06,0.125628,0.0385252,0.614562,0.0615543,-0.207547,nan,1.73377,nan,nan,nan,nan,-0.0391073,-0.209531,-0.0372426,0.0785,-0.355383,0,-0.00562049,-0.742096,nan
96,20.0961,915.133,0.0255722,0.458333,0.166667,0.312177,2.11888,0.0286849,-0.0106606,2.33688,5.85277e-05,0.0146081,0.2942,5678.02,1.07057,1.09357,-0.1,0.02,176.459,1.17965e+06,0.113394,0.0399232,0.624606,0.0601046,-0.216685,nan,1.7678,nan,nan,nan,nan,-0.041749,-0.227647,-0.0390985,0.0750667,-0.369678,-6.66667e-05,-0.00643817,-0.774729,nan
97,20.3659,899.111,0.0258333,0.583333,0.166667,0.314649,2.14919,0.0217502,-0.0100193,2.333,5.85277e-05,0.013422,0.294119,6301.76,1.02933,0.920598,-0.1,0.02,178.412,1.19194e+06,0.104677,0.0395128,0.619212,0.0579215,-0.211745,nan,1.73467,nan,nan,nan,nan,-0.0403975,-0.216656,-0.0372599,0.0762222,-0.362509,0,-0.00587445,-0.739478,nan
98,21.4218,916.944,0.0259747,0.625,0.125,0.311916,2.10012,0.0226183,-0.00997556,2.32928,5.85277e-05,0.0192654,0.29402,6579.16,0.876099,0.991616,-0.1,0.02,180.282,1.20422e+06,0.114429,0.0385263,0.640093,0.059222,-0.217527,nan,1.80058,nan,nan,nan,nan,-0.0412521,-0.221405,-0.0384152,0.07925,-0.370032,-0.000111111,-0.00608229,-0.766191,nan
99,20.4939,959.643,0.0253328,0.541667,0.0416667,0.308662,2.10693,0.0232045,-0.0103424,2.32502,5.85277e-05,0.0174619,0.293919,6859.03,0.772047,1.01946,-0.1,0.02,182.075,1.21651e+06,0.121459,0.0436772,0.674794,0.0585262,-0.22418,nan,1.74729,nan,nan,nan,nan,-0.0393982,-0.216234,-0.0375343,0.0781429,-0.385253,0,-0.00632136,-0.790272,nan
100,17.9702,763,0.0255638,0.291667,0.166667,0.312431,2.11952,0.0218415,-0.0097755,2.32109,5.85277e-05,0.0121258,0.29384,6654.71,0.878564,0.967949,-0.1,0.02,183.924,1.2288e+06,0.0948968,0.0355387,0.535271,0.0470516,-0.181158,nan,1.50436,nan,nan,nan,nan,-0.0353452,-0.185968,-0.0322132,0.0675,-0.307476,-0.000454545,-0.00526256,-0.638235,nan
101,0.631106,21.5,0.0272488,0,0.0833333,0.336831,2.08236,0.126208,0.19231,2.3315,0.000666667,2.15046,0.295502,8652.46,0.864647,0.555527,-0.1,0.02,1.42031,1.24109e+06,0.00244717,0.000263865,0.010048,0.00142288,-0.00468352,nan,0.0615,nan,nan,nan,nan,-0.00190534,-0.00346048,-0.000580897,0.00025,-0.00808817,0,-0.000318745,-0.0253395,nan
102,0.838177,33,0.0250342,0,0.125,0.318353,2.08898,0.03811,0.0432576,2.41905,0.000444444,0.0919386,0.297153,9690.68,0.726668,0.541355,-0.1,0.02,2.69109,1.25338e+06,0.00347984,0.00121192,0.0155,0.00142326,-0.00760735,nan,0.0855,nan,nan,nan,nan,-0.00310317,-0.00406512,-0.000833078,0.00233333,-0.0133097,0,-0.000362958,-0.0382582,nan
103,0.49811,69,0.0259959,0,0.0833333,0.309177,2.073,0.0347553,-0.00716367,2.46042,0.000296296,0.0288376,0.297525,10469.6,0.689806,0.483879,-0.1,0.02,3.86896,1.26566e+06,0.0120784,0.00446009,0.0427726,0.000919536,-0.0172414,nan,0.07875,nan,nan,nan,nan,-0.00184002,-0.00455096,-0.00152475,0.00275,-0.0274434,0,-0.00173311,-0.0624915,nan
104,1.66631,84,0.026524,0,0.0416667,0.31025,2.12407,0.0282256,-0.00888055,2.46371,0.000296296,0.0175802,0.297463,10280.2,0.63221,0.563095,-0.1,0.02,5.0659,1.27795e+06,0.00126147,0.00249455,0.0497354,0.00386709,-0.020203,nan,0.2025,nan,nan,nan,nan,-0.00451669,-0.0181477,-0.00344999,0.006,-0.0335983,0,-0.00204452,-0.100583,nan
105,2.81445,115,0.0277119,0,0.0416667,0.309458,2.06245,0.0252467,-0.00925404,2.45997,0.000197531,0.0297907,0.297386,7722.7,0.773913,0.81724,-0.1,0.02,6.65847,1.29024e+06,0.00588293,0.00698439,0.0714305,0.00266813,-0.0313918,nan,0.273,nan,nan,nan,nan,-0.00966116,-0.0162173,-0.00422566,0.007,-0.04641,0,-0.00402505,-0.114313,nan
106,2.4297,139,0.0290991,0,0.0416667,0.311041,2.07163,0.0256812,-0.00919327,2.45585,0.000197531,0.0154807,0.297243,6858.9,0.907232,0.884308,-0.1,0.02,8.45184,1.30253e+06,0.0144133,0.00294564,0.0729304,0.00460707,-0.033408,nan,0.3045,nan,nan,nan,nan,-0.00810419,-0.0373307,-0.00498506,0.0085,-0.0548549,0,-0.00338871,-0.14434,nan
107,5.15967,159,0.0289849,0,0.0833333,0.309878,2.06066,0.0277168,-0.0103555,2.4511,0.000197531,0.0171627,0.297233,7855.77,0.818107,0.746093,-0.1,0.02,10.0181,1.31482e+06,0.0271847,0.00785169,0.100882,0.00317904,-0.039994,nan,0.38775,nan,nan,nan,nan,-0.00881482,-0.0293888,-0.00494467,0.0095,-0.0636951,0,-0.00553116,-0.125995,nan
108,nan,nan,0.0296155,0,0,0.307857,2.08327,0.0267676,-0.00869681,2.45033,0.000197531,0.0176146,0.297153,8899.04,0.773668,0.607155,-0.1,0.02,11.4012,1.3271e+06,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
109,6.02447,206,0.0294898,0,0.0833333,0.307862,2.05767,0.0253115,-0.0109746,2.44898,0.000197531,0.018902,0.297225,7305.33,0.818985,0.863074,-0.1,0.02,13.0851,1.33939e+06,0.0314991,0.010687,0.137762,0.0033493,-0.0536055,nan,0.49125,nan,nan,nan,nan,-0.00974061,-0.0343384,-0.00765371,0.01425,-0.0825756,0,-0.00786602,-0.191794,nan
110,5.84526,227.5,0.0310445,0,0.0833333,0.304128,2.07097,0.0252351,-0.0104793,2.44889,0.000197531,0.0187431,0.29712,6941.88,0.825146,0.944981,-0.1,0.02,14.8577,1.35168e+06,0.0287096,0.0119287,0.130403,0.00286775,-0.0595211,nan,0.53325,nan,nan,nan,nan,-0.0131087,-0.0408509,-0.0067418,0.01475,-0.0909903,-0.0005,-0.010289,-0.207644,nan
111,7.42313,251,0.0319257,0,0.0416667,0.302122,2.04001,0.0284964,-0.0111888,2.4434,0.000197531,0.0182835,0.296993,7325.76,0.932979,0.744389,-0.1,0.02,16.5371,1.36397e+06,0.0292679,0.00892458,0.17895,0.00347507,-0.067116,nan,0.6105,nan,nan,nan,nan,-0.0123243,-0.0454566,-0.00827499,0.0145,-0.100997,0,-0.00775728,-0.232535,nan
112,6.76301,270,0.0321191,0,0.0833333,0.302929,2.0501,0.0242888,-0.00874134,2.4381,0.000197531,0.017098,0.296876,7503.23,0.835178,0.802517,-0.1,0.02,18.1772,1.37626e+06,0.0362839,0.0137205,0.170555,0.00410261,-0.0711098,nan,0.6375,nan,nan,nan,nan,-0.0158564,-0.0743098,-0.00874491,0.02075,-0.109294,0,-0.00915713,-0.256289,nan
113,nan,nan,0.0321802,0,0,0.304869,2.04863,0.0233858,-0.0137429,2.43239,0.000131687,0.0219151,0.296728,7379.02,0.796602,0.868659,-0.1,0.02,19.8447,1.38854e+06,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
114,nan,nan,0.0332068,0,0,0.300908,2.03591,0.0211803,-0.0103383,2.42624,0.000131687,0.0194219,0.296564,7620.25,0.82869,0.783855,-0.1,0.02,21.4594,1.40083e+06,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
